
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   This is Detroit.
[00:00:14.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:22.000]   cashfly@cachafly.com.
[00:00:22.000 --> 00:00:29.000]   [ Music ]
[00:00:29.000 --> 00:00:35.000]   This is Mac Break Weekly, Episode 126, for February 3rd, 2009.
[00:00:35.000 --> 00:00:37.000]   La-la-la-leo.
[00:00:37.000 --> 00:00:39.000]   [ Music ]
[00:00:39.000 --> 00:00:42.000]   Mac Break Weekly is brought to you by Audible.com.
[00:00:42.000 --> 00:00:49.000]   For your free audio book, visit audible.com/macbreak.
[00:00:49.000 --> 00:00:51.000]   And by listeners like you.
[00:00:51.000 --> 00:00:53.000]   Thanks so much for your contribution.
[00:00:53.000 --> 00:00:56.000]   We couldn't do to it without it.
[00:00:56.000 --> 00:01:00.000]   It's time for Mac Break Weekly, the show that talks about all things Macintosh
[00:01:00.000 --> 00:01:03.000]   and a great show planned for you today with a great cast.
[00:01:03.000 --> 00:01:07.000]   Let's start with Horse Bowed, but not unbroken.
[00:01:07.000 --> 00:01:09.000]   Mr. Alex Lindsey from Pittsburgh.
[00:01:09.000 --> 00:01:10.000]   Hello.
[00:01:10.000 --> 00:01:11.000]   You're a little horse today.
[00:01:11.000 --> 00:01:12.000]   I'm a little horse.
[00:01:12.000 --> 00:01:13.000]   I did a little yelling.
[00:01:13.000 --> 00:01:14.000]   Yeah, that's good.
[00:01:14.000 --> 00:01:15.000]   That's a little excited.
[00:01:15.000 --> 00:01:17.000]   Congratulations to your Steelers.
[00:01:17.000 --> 00:01:18.000]   That was a good game.
[00:01:18.000 --> 00:01:19.000]   Yeah, baby.
[00:01:19.000 --> 00:01:22.000]   I hope Kurt Warner comes back another year because he was amazing.
[00:01:22.000 --> 00:01:23.000]   He says he might be done.
[00:01:23.000 --> 00:01:24.000]   He says he might be done.
[00:01:24.000 --> 00:01:25.000]   I can't believe he can leave.
[00:01:25.000 --> 00:01:29.000]   I mean, I am somewhat on a high note, but I mean, he was amazing.
[00:01:29.000 --> 00:01:33.000]   All right, ladies and gentlemen, I want to say thanks to the great Jeff Smith.
[00:01:33.000 --> 00:01:34.000]   We now do all have jingles.
[00:01:34.000 --> 00:01:36.000]   And here's yours, Alex Lindsey.
[00:01:36.000 --> 00:01:39.000]   Alex Lindsey.
[00:01:39.000 --> 00:01:41.000]   Oh, man.
[00:01:41.000 --> 00:01:44.000]   Also from the Chicago very special.
[00:01:44.000 --> 00:01:46.000]   From the Chicago.
[00:01:46.000 --> 00:01:48.000]   From the Chicago sometimes.
[00:01:48.000 --> 00:01:52.000]   And the celestial bandwidth, Westways to bandwidth.
[00:01:52.000 --> 00:01:53.000]   It's Andy and not go.
[00:01:53.000 --> 00:01:54.000]   Hello, Andy.
[00:01:54.000 --> 00:01:56.000]   And the not go.
[00:01:56.000 --> 00:01:58.000]   That's really good.
[00:01:58.000 --> 00:02:02.000]   It sounds like you'd call him if you had drains, drain problems.
[00:02:02.000 --> 00:02:04.000]   It's in my nine out by five.
[00:02:04.000 --> 00:02:07.000]   If you've got drain problems, who do you call?
[00:02:07.000 --> 00:02:13.000]   And the Tennessee Ernie Ford rendition of which way the goose goes.
[00:02:13.000 --> 00:02:15.000]   Speaking of which, there he is.
[00:02:15.000 --> 00:02:17.000]   Ladies and gentlemen,
[00:02:17.000 --> 00:02:19.000]   Scott Lauren.
[00:02:19.000 --> 00:02:20.000]   The spoons.
[00:02:20.000 --> 00:02:21.000]   The spoons.
[00:02:21.000 --> 00:02:22.000]   Dulsant towns.
[00:02:22.000 --> 00:02:23.000]   W and AP.
[00:02:23.000 --> 00:02:25.000]   Stereo 93 coming at you with the live ones.
[00:02:25.000 --> 00:02:26.000]   It's the Scott Borger.
[00:02:26.000 --> 00:02:27.000]   Scott Borger.
[00:02:27.000 --> 00:02:28.000]   That's fine.
[00:02:28.000 --> 00:02:29.000]   Thank you very much, Jeff.
[00:02:29.000 --> 00:02:30.000]   You are the man.
[00:02:30.000 --> 00:02:33.000]   He did a really, really nice job.
[00:02:33.000 --> 00:02:34.000]   Of course, me.
[00:02:34.000 --> 00:02:37.000]   I'm La-La-Leo La Porte.
[00:02:37.000 --> 00:02:42.000]   And also with us today, we're really glad to have him back in studio.
[00:02:42.000 --> 00:02:44.000]   Frederick Van Johnson.
[00:02:44.000 --> 00:02:45.000]   Hello.
[00:02:45.000 --> 00:02:46.000]   We know.
[00:02:46.000 --> 00:02:47.000]   Frederick.
[00:02:47.000 --> 00:02:48.000]   Here it is.
[00:02:48.000 --> 00:02:50.000]   We'll make one special guest.
[00:02:50.000 --> 00:02:52.000]   Insert name here.
[00:02:52.000 --> 00:02:54.000]   Hello.
[00:02:54.000 --> 00:02:55.000]   My name is.
[00:02:55.000 --> 00:02:59.000]   I thought that was pretty appropriate, wasn't it?
[00:02:59.000 --> 00:03:00.000]   I like it.
[00:03:00.000 --> 00:03:01.000]   Special guest.
[00:03:01.000 --> 00:03:02.000]   Insert name here.
[00:03:02.000 --> 00:03:03.000]   I'm special.
[00:03:03.000 --> 00:03:04.000]   Jeff is great.
[00:03:04.000 --> 00:03:05.000]   He's amazing.
[00:03:05.000 --> 00:03:06.000]   Great Jeff Smith.
[00:03:06.000 --> 00:03:08.000]   So Frederick, you've even got your own.
[00:03:08.000 --> 00:03:09.000]   I like it.
[00:03:09.000 --> 00:03:11.000]   Insert name here.
[00:03:11.000 --> 00:03:14.000]   I want that one exclusively for me.
[00:03:14.000 --> 00:03:15.000]   I'm the only special guest.
[00:03:15.000 --> 00:03:16.000]   Everyone else can be guest.
[00:03:16.000 --> 00:03:18.000]   I'll be the special guest.
[00:03:18.000 --> 00:03:19.000]   Special guest.
[00:03:19.000 --> 00:03:20.000]   All right.
[00:03:20.000 --> 00:03:21.000]   I think we got everybody.
[00:03:21.000 --> 00:03:22.000]   Big cast today.
[00:03:22.000 --> 00:03:24.000]   It's great to have you all.
[00:03:24.000 --> 00:03:25.000]   Big story.
[00:03:25.000 --> 00:03:28.000]   And I don't actually, Frederick, you'd be a good person to address this.
[00:03:28.000 --> 00:03:30.000]   It's used to work for the Big A.
[00:03:30.000 --> 00:03:31.000]   Which Big A?
[00:03:31.000 --> 00:03:32.000]   Both Big A's.
[00:03:32.000 --> 00:03:33.000]   Both Big A's.
[00:03:33.000 --> 00:03:35.000]   Well, I don't know.
[00:03:35.000 --> 00:03:42.000]   Apple's rumors that Adobe's going to do Flash for Apple, then Adobe's CEO says, well, it's harder than we thought, but we've been working on it.
[00:03:42.000 --> 00:03:45.000]   And apparently Apple's helping out, which is the big, I guess the big story.
[00:03:45.000 --> 00:03:49.000]   I guess the big question would be, what has Apple said about that?
[00:03:49.000 --> 00:03:51.000]   Has Apple officially said that they're helping out with that?
[00:03:51.000 --> 00:03:52.000]   Not a word.
[00:03:52.000 --> 00:04:00.000]   You know, until Apple says, hey, you know, we're doing Flash on the iPhone, then, you know, I'm going to take everything with a grain of salt, you know, because, uh...
[00:04:00.000 --> 00:04:02.000]   Because they've kind of said, don't be said this before.
[00:04:02.000 --> 00:04:04.000]   I've ever heard this before, honestly.
[00:04:04.000 --> 00:04:07.000]   You know, we've heard this in the beginning, you know, working on it, working on it, working on it.
[00:04:07.000 --> 00:04:16.000]   But until I hear it from the horse's mouth, the people that actually make the hardware that it's going to be running on, you know, I hope it's coming.
[00:04:16.000 --> 00:04:18.000]   It's just wishful thinking on my part.
[00:04:18.000 --> 00:04:20.000]   It seemed like this was, you're right.
[00:04:20.000 --> 00:04:26.000]   I mean, Adobe said it right away when the iPhone was announced, and then, didn't Apple poo poo it at that time?
[00:04:26.000 --> 00:04:28.000]   Did Apple respond in any way at that time?
[00:04:28.000 --> 00:04:34.000]   Apple's talked a lot about the amount of CPU and battery power that Flash would take this for.
[00:04:34.000 --> 00:04:36.000]   Well, that's what Apple says.
[00:04:36.000 --> 00:04:48.000]   The other issues, of course, are that as the iPhone grows, it undermines Flash because people can't get to certain parts of the web without, on your iPhone.
[00:04:48.000 --> 00:04:52.000]   And a lot of us that are surfing on iPhone, you get to a page that is Flash and then you just don't come back.
[00:04:52.000 --> 00:04:53.000]   Yeah, yeah.
[00:04:53.000 --> 00:04:59.000]   But, you know, on that, how can you render a Flash, you know, like a big Flash file in that?
[00:04:59.000 --> 00:05:01.000]   I wonder about the experience on the iPhone.
[00:05:01.000 --> 00:05:04.000]   Of course, I want Flash, I'm with the video and all that.
[00:05:04.000 --> 00:05:07.000]   Is it already with YouTube and now you stream, isn't it playing H.264 video?
[00:05:07.000 --> 00:05:09.000]   I mean, it flashed that much harder to do.
[00:05:09.000 --> 00:05:10.000]   Yeah.
[00:05:10.000 --> 00:05:15.000]   The difference is, remember that Apple has full access to all the hardware and all the graphics acceleration.
[00:05:15.000 --> 00:05:30.000]   I was surprised to find out that talking to the folks at Sling, that the reason why they were having such problems moving the Sling Player software to the iPhone wasn't that Apple was blocking it for bandwidth issues, but because they wouldn't allow the company to have access to
[00:05:30.000 --> 00:05:36.000]   hard work, graphics acceleration, they had to basically develop their own routines to really exploit the full potential of the iPhone.
[00:05:36.000 --> 00:05:44.000]   So that's going to be a really uphill battle, just an uphill technical problem for Adobe if they don't have active involvement from Apple.
[00:05:44.000 --> 00:05:47.000]   So in other words, we shouldn't get all excited.
[00:05:47.000 --> 00:05:48.000]   I know.
[00:05:48.000 --> 00:05:49.000]   This is not really a...
[00:05:49.000 --> 00:05:51.000]   It's not news until Apple says it.
[00:05:51.000 --> 00:05:54.000]   It's not news until I see an official joint press release from the two companies.
[00:05:54.000 --> 00:05:59.000]   We heard, I mean, I was covering this story back when I was doing the Apple phone show and nothing's changed.
[00:05:59.000 --> 00:06:00.000]   Yeah.
[00:06:00.000 --> 00:06:01.000]   All right.
[00:06:01.000 --> 00:06:02.000]   Well, never mind.
[00:06:02.000 --> 00:06:06.000]   I thought that was the big story of the day, but apparently I'm happy to poo poo that for you.
[00:06:06.000 --> 00:06:07.000]   I was just sad.
[00:06:07.000 --> 00:06:08.000]   Next.
[00:06:08.000 --> 00:06:16.000]   How about this Apple planning, dual and quad core iMacs according to CNET?
[00:06:16.000 --> 00:06:22.000]   This is actually, they're quoting an analyst, Sean Woo of Kauffman Brothers.
[00:06:22.000 --> 00:06:25.000]   He believes in iMac refresh is just around the corner.
[00:06:25.000 --> 00:06:31.000]   I think Apple has resolved his dilemma over using quad or dual core processors by creating two tiers.
[00:06:31.000 --> 00:06:34.000]   A high-end, I think a high-end iMacs a great idea.
[00:06:34.000 --> 00:06:35.000]   I know.
[00:06:35.000 --> 00:06:36.000]   I know.
[00:06:36.000 --> 00:06:37.000]   You'd buy, yeah.
[00:06:37.000 --> 00:06:38.000]   I buy one.
[00:06:38.000 --> 00:06:40.000]   Frederick, you do like the idea.
[00:06:40.000 --> 00:06:42.000]   I've been holding out for an iMac forever.
[00:06:42.000 --> 00:06:44.000]   We have this thing streamed when I wanted it.
[00:06:44.000 --> 00:06:45.000]   That's what I wanted.
[00:06:45.000 --> 00:06:46.000]   It's really nice.
[00:06:46.000 --> 00:06:47.000]   But it's dual.
[00:06:47.000 --> 00:06:48.000]   Be nice to have the quad.
[00:06:48.000 --> 00:06:51.000]   We have four tools and we would get more.
[00:06:51.000 --> 00:06:54.000]   Are they fast enough for encoding and editing and the stuff that you do?
[00:06:54.000 --> 00:06:55.000]   Yeah.
[00:06:55.000 --> 00:06:56.000]   We don't push that.
[00:06:56.000 --> 00:07:03.000]   I think we have four of the dual iMacs and then we have five Mac Pros, eight-proc Mac Pros.
[00:07:03.000 --> 00:07:10.000]   We do the heavy work on the Mac Pros because they have 10 gigs of RAM and a RAID 0 built into
[00:07:10.000 --> 00:07:11.000]   them.
[00:07:11.000 --> 00:07:15.000]   The heavy work is done there but a lot of the editing, just the day-to-day editing stuff,
[00:07:15.000 --> 00:07:20.800]   once it's been compressed, once it's been keyed and ready to be edited, these machines are
[00:07:20.800 --> 00:07:21.800]   right.
[00:07:21.800 --> 00:07:22.800]   Who needs the desktop machines right now?
[00:07:22.800 --> 00:07:23.800]   Who are those four?
[00:07:23.800 --> 00:07:25.800]   Well, if you can do all this stuff.
[00:07:25.800 --> 00:07:29.080]   Well, that's, I think why they haven't done this to now is that you still need to have
[00:07:29.080 --> 00:07:32.800]   a Mac Pro market and if you put the quad, I guess...
[00:07:32.800 --> 00:07:35.800]   No, I mean, the thing is we would still be buying Mac Pros.
[00:07:35.800 --> 00:07:36.800]   What would you get with a...
[00:07:36.800 --> 00:07:37.800]   We get car...
[00:07:37.800 --> 00:07:38.800]   But we get car...
[00:07:38.800 --> 00:07:39.800]   So number one is like a...
[00:07:39.800 --> 00:07:40.800]   It's a big fast RAIDs, big channel.
