
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:13.000]   This is Detroit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for MacBreak Weekly is provided by
[00:00:17.000 --> 00:00:22.000]   cashfly at CACHEFLY.com.
[00:00:22.000 --> 00:00:29.000]   [ Music ]
[00:00:29.000 --> 00:00:34.000]   This is MacBreak Weekly, Episode 191 for April 20, 2010.
[00:00:34.000 --> 00:00:35.000]   Lost.
[00:00:35.000 --> 00:00:38.000]   [ Music ]
[00:00:38.000 --> 00:00:41.000]   MacBreak Weekly is brought to you by GoToTraining.
[00:00:41.000 --> 00:00:44.000]   Improved learning, participation and access to training programs
[00:00:44.000 --> 00:00:46.000]   and save a bunch with GoToTraining.
[00:00:46.000 --> 00:00:51.000]   For a free trial, visit GoToTraining.com.
[00:00:51.000 --> 00:00:55.000]   And by Drobo, the original S, Pro and the new Drobo Elite,
[00:00:55.000 --> 00:00:59.000]   offering expandable storage products for individuals, small businesses
[00:00:59.000 --> 00:01:00.000]   and creative teams.
[00:01:00.000 --> 00:01:05.000]   For more information and instant rebates, visit Drobo.com/MacBreak
[00:01:05.000 --> 00:01:08.000]   and by Audible.com.
[00:01:08.000 --> 00:01:14.000]   To download a free audiobook of your choice, go to Audible.com/MacBreak.
[00:01:14.000 --> 00:01:20.000]   [ Music ]
[00:01:20.000 --> 00:01:23.000]   It's time for MacBreak Weekly to show the covers,
[00:01:23.000 --> 00:01:25.000]   the latest hires and fires at Apple.
[00:01:25.000 --> 00:01:27.000]   And there's going to be a big one this week.
[00:01:27.000 --> 00:01:30.000]   Joining us now to talk about the latest Apple news in studio
[00:01:30.000 --> 00:01:32.000]   for the last time, because he's about to leave for Africa,
[00:01:32.000 --> 00:01:33.000]   Ash Willing.
[00:01:33.000 --> 00:01:36.000]   Ash Willing, yeah, we're going to see how this goes.
[00:01:36.000 --> 00:01:40.000]   I'm supposed to fly out on Friday, I'm connecting through Frankfort.
[00:01:40.000 --> 00:01:43.000]   Alex Lindsay of the PixelCore.tv for the podcast,
[00:01:43.000 --> 00:01:46.000]   PixelCore.com, for the great guild of multimedia artists,
[00:01:46.000 --> 00:01:47.000]   stay tuned to have a deal.
[00:01:47.000 --> 00:01:49.000]   That deal is still on for PixelCore.
[00:01:49.000 --> 00:01:50.000]   Yes, it is.
[00:01:50.000 --> 00:01:52.000]   MBW. Okay.
[00:01:52.000 --> 00:01:54.000]   And it's $50 off.
[00:01:54.000 --> 00:01:56.000]   We're shooting, so--
[00:01:56.000 --> 00:01:58.000]   Or don't stay tuned, just keep listening.
[00:01:58.000 --> 00:01:59.000]   Can I say?
[00:01:59.000 --> 00:02:00.000]   Go ahead, do it.
[00:02:00.000 --> 00:02:02.000]   We're shooting with Marty Rosenberg next week.
[00:02:02.000 --> 00:02:07.000]   Marty Rosenberg is the visual effects DP for stuff like Terminator 4.
[00:02:07.000 --> 00:02:11.000]   Terminator 4, yeah, and Pirates of the Caribbean.
[00:02:11.000 --> 00:02:13.000]   And so he's got tons of experience,
[00:02:13.000 --> 00:02:16.000]   so he's doing a small film, his own film.
[00:02:16.000 --> 00:02:18.000]   And so you're going to kind of see what a big,
[00:02:18.000 --> 00:02:20.000]   somewhat of a ton of experience on big films does with,
[00:02:20.000 --> 00:02:21.000]   and they don't have a lot of money.
[00:02:21.000 --> 00:02:22.000]   Need a.
[00:02:22.000 --> 00:02:23.000]   And they figure it out.
[00:02:23.000 --> 00:02:25.000]   And so we're going to be actually streaming-- for the members,
[00:02:25.000 --> 00:02:28.000]   we're going to be streaming stuff live from the set.
[00:02:28.000 --> 00:02:31.000]   Marty may actually be available for some Q&A.
[00:02:31.000 --> 00:02:33.000]   We're going to be shooting tons of behind the scenes.
[00:02:33.000 --> 00:02:36.000]   And so there's going to be a lot of that stuff that we're kind of
[00:02:36.000 --> 00:02:38.000]   opportunistically grabbing onto, whether it's our own productions
[00:02:38.000 --> 00:02:40.000]   or other people's productions.
[00:02:40.000 --> 00:02:42.000]   So anyway, it's a good time to sign up.
[00:02:42.000 --> 00:02:44.000]   Everything really starts going May 1st.
[00:02:44.000 --> 00:02:46.000]   And as I said, it's normally $99.
[00:02:46.000 --> 00:02:48.000]   $50 off with MBW.
[00:02:48.000 --> 00:02:49.000]   That's for a year.
[00:02:49.000 --> 00:02:50.000]   It's for a year.
[00:02:50.000 --> 00:02:51.000]   It used to be $50 a month.
[00:02:51.000 --> 00:02:52.000]   That's what you do.
[00:02:52.000 --> 00:02:54.000]   A lot of people just wanted to find a more affordable way.
[00:02:54.000 --> 00:02:56.000]   They wanted to stay in contact.
[00:02:56.000 --> 00:02:58.000]   And so we restructured it and figured out how to do something
[00:02:58.000 --> 00:03:00.000]   that we could actually make work.
[00:03:00.000 --> 00:03:02.000]   That was more affordable.
[00:03:02.000 --> 00:03:04.000]   And it's a great way to get kind of introduced to visual effects
[00:03:04.000 --> 00:03:05.000]   in production.
[00:03:05.000 --> 00:03:07.000]   We're going to-- everything from podcasting to visual effects,
[00:03:07.000 --> 00:03:09.000]   to photography, to Photoshop.
[00:03:09.000 --> 00:03:12.000]   And if you do any one of those things, we think you get your value.
[00:03:12.000 --> 00:03:13.000]   Oh, I think that's true.
[00:03:13.000 --> 00:03:14.000]   Good stuff.
[00:03:14.000 --> 00:03:21.000]   So with this Mr. Merlin Man from 43folders.com and the star
[00:03:21.000 --> 00:03:24.000]   of the great You Look Nice Today podcast, how well, Muylan?
[00:03:24.000 --> 00:03:25.000]   Hardly the star.
[00:03:25.000 --> 00:03:27.000]   My gosh, I'm definitely lowest on the tour.
[00:03:27.000 --> 00:03:27.500]   Hi, guys.
[00:03:27.500 --> 00:03:28.000]   I missed you.
[00:03:28.000 --> 00:03:29.000]   It's very nice to see you all.
[00:03:29.000 --> 00:03:30.000]   So good to have you back.
[00:03:30.000 --> 00:03:31.000]   And a good day to come back.
[00:03:31.000 --> 00:03:34.000]   Because boy, do we have some interesting stories to talk about today.
[00:03:34.000 --> 00:03:36.000]   And actually, no one better to talk about it.
[00:03:36.000 --> 00:03:40.000]   I think than Mr. Andy Anatko, journalist extraordinaire,
[00:03:40.000 --> 00:03:43.000]   and a man who has done quite a bit of legwork on this latest
[00:03:43.000 --> 00:03:44.000]   furah.
[00:03:44.000 --> 00:03:48.000]   All I can say is that I have not managed to get kicked out of the industry
[00:03:48.000 --> 00:03:51.000]   yet, although I try on a weekly basis.
[00:03:51.000 --> 00:03:58.000]   So let's start with this loss/stolen next generation iPhone.
[00:03:58.000 --> 00:04:03.000]   And I guess the place to start is actually not Gizmodo, but in gadget
[00:04:03.000 --> 00:04:05.000]   who had some blurry photos.
[00:04:05.000 --> 00:04:06.000]   That's where it began.
[00:04:06.000 --> 00:04:08.000]   It began there.
[00:04:08.000 --> 00:04:10.000]   It's basically this all started.
[00:04:10.000 --> 00:04:15.000]   No, first this all started when it looks very, very solid that the
[00:04:15.000 --> 00:04:20.000]   an engineer at Apple lost an iPhone and don't know how he got it.
[00:04:20.000 --> 00:04:22.000]   Don't know whether he was supposed to have it.
[00:04:22.000 --> 00:04:23.000]   That's immaterial.
[00:04:23.000 --> 00:04:28.000]   He was in a German Kaiser house bar, just like you would have seen in
[00:04:28.000 --> 00:04:31.000]   Hogan's Heroes as the boys were trying to escape.
[00:04:31.000 --> 00:04:33.000]   And just left it behind.
[00:04:33.000 --> 00:04:35.000]   Somebody found it.
[00:04:35.000 --> 00:04:37.000]   Let's put that word in quotes.
[00:04:37.000 --> 00:04:40.000]   Now you're telling Gizmodo's story though.
[00:04:40.000 --> 00:04:42.000]   Well, is it credible?
[00:04:42.000 --> 00:04:45.000]   Well, they're providing a lot of, they're really sticking their
[00:04:45.000 --> 00:04:49.000]   necks up pretty far if they're claiming that this thing was, if
[00:04:49.000 --> 00:04:51.000]   this thing was actually stolen and they're claiming that it wasn't.
[00:04:51.000 --> 00:04:52.000]   Okay.
[00:04:52.000 --> 00:04:54.000]   There is fairly credible.
[00:04:54.000 --> 00:04:55.000]   They give a lot of detail.
[00:04:55.000 --> 00:04:56.000]   Yeah.
[00:04:56.000 --> 00:04:59.000]   But the flip side of that is that they're giving no details about
[00:04:59.000 --> 00:05:01.000]   the person who found this device.
[00:05:01.000 --> 00:05:05.000]   They are also giving slightly contradictory stories about how
[00:05:05.000 --> 00:05:08.000]   they came to find out who actually originally owned the device
[00:05:08.000 --> 00:05:10.000]   and their attempts to return it.
[00:05:10.000 --> 00:05:11.000]   But maybe we're getting ahead of things.
[00:05:11.000 --> 00:05:12.000]   Yeah.
[00:05:12.000 --> 00:05:13.000]   Yeah.
[00:05:13.000 --> 00:05:15.000]   That's why I wanted to start with the Gengadget which is there was
[00:05:15.000 --> 00:05:17.000]   some pictures, some blurry pictures.
[00:05:17.000 --> 00:05:20.000]   So, well, some very good, very casual but very good pictures.
[00:05:20.000 --> 00:05:23.000]   The sort of thing where if you had your camera phone and you had
[00:05:23.000 --> 00:05:26.000]   plenty of time to hold something in your hand and take a picture of it,
[00:05:26.000 --> 00:05:29.000]   a series of pictures of this phone from multiple angles that
[00:05:29.000 --> 00:05:31.000]   appeared on Engadget.
[00:05:31.000 --> 00:05:36.000]   Engadget was presented these photos not as evidence that they had
[00:05:36.000 --> 00:05:41.000]   access to an actual pre-production, unannounced iPhone, but only
[00:05:41.000 --> 00:05:44.000]   that, "Hey, look at these cool pictures we came across of a phone
[00:05:44.000 --> 00:05:47.000]   that was found inside a bar in the San Francisco Bay area."
[00:05:47.000 --> 00:05:51.000]   They themselves, again, were a little bit skeptical about it.
[00:05:51.000 --> 00:05:52.000]   They followed it up.
[00:05:52.000 --> 00:05:54.000]   This was April 17th just to give you this timeline.
[00:05:54.000 --> 00:05:56.000]   This was Saturday night.
[00:05:56.000 --> 00:05:57.000]   Yeah.
[00:05:57.000 --> 00:06:00.000]   Shortly thereafter, I guess one of their own people noticed that
[00:06:00.000 --> 00:06:04.000]   they took another look at a photo of a prototype iPad that they posted
[00:06:04.000 --> 00:06:07.000]   the day before the iPad was officially announced.
[00:06:07.000 --> 00:06:10.000]   So, again, it was a typical blurry, like, "We're going to get killed if
[00:06:10.000 --> 00:06:13.000]   anyone sees me do this quick when we get a camera phone picture of this
[00:06:13.000 --> 00:06:14.000]   bolted down iPad."
[00:06:14.000 --> 00:06:15.000]   Great.
[00:06:15.000 --> 00:06:16.000]   Put it back in your pocket because it's very blurry.
[00:06:16.000 --> 00:06:17.000]   It's a very low quality picture.
[00:06:17.000 --> 00:06:20.000]   But someone noticed that in the upper corner of this blurry photo,
[00:06:20.000 --> 00:06:24.000]   there is a blurry object that looks a lot like that exact same iPhone.
[00:06:24.000 --> 00:06:28.000]   In the few hours between the first pictures and that second post,
[00:06:28.000 --> 00:06:32.000]   a lot of people had made the comment that, "Gee, I think this looks a lot like
[00:06:32.000 --> 00:06:34.000]   an Asian knockoff iPhone."
[00:06:34.000 --> 00:06:35.000]   You too.
[00:06:35.000 --> 00:06:36.000]   Because you had one, right?
[00:06:36.000 --> 00:06:38.000]   Well, I didn't have one exactly like this.
[00:06:38.000 --> 00:06:41.000]   I'd seen -- there are a couple of different people had been posting pictures
[00:06:41.000 --> 00:06:45.000]   of, "Hey, my dad works in Japan and he has a phone exactly like this,
[00:06:45.000 --> 00:06:48.000]   and here's a picture of it from a couple of different sides."
[00:06:48.000 --> 00:06:51.000]   I posted something late at night after looking at it thinking that --
[00:06:51.000 --> 00:06:55.000]   chiefly because this was a good opportunity to talk about knockoffs.
[00:06:55.000 --> 00:06:57.000]   It really did look like a knockoff phone.
[00:06:57.000 --> 00:07:00.000]   It looked like not a counterfeit.
[00:07:00.000 --> 00:07:04.000]   I have a counterfeit iPhone that looks exactly like an iPhone 3GS,
[00:07:04.000 --> 00:07:07.000]   including the Apple logo on the back and the boilerplate on the back.
[00:07:07.000 --> 00:07:11.000]   As a matter of fact, if you put mine, I posted a photo on my blog that night.
[00:07:11.000 --> 00:07:16.000]   If you put mine right next to an iPhone 3GS, you would not know from the back which one was which.
[00:07:16.000 --> 00:07:22.000]   That, as a way of describing, well, you know, this supposed prototype iPhone,
[00:07:22.000 --> 00:07:24.000]   you pickle it to the back of it and does have the Apple logo,
[00:07:24.000 --> 00:07:27.000]   it does have all the FCC information on the back of it.
[00:07:27.000 --> 00:07:29.000]   That, as a way of illustrating that, that doesn't necessarily mean anything.
[00:07:29.000 --> 00:07:32.000]   It just means that it's a pretty good knockoff and nothing else.
[00:07:32.000 --> 00:07:38.000]   So that's where it sort of stood, where you could either believe that it was a prototype
[00:07:38.000 --> 00:07:42.000]   or manufacturing sample or an engineering sample that somehow got off the ranch,
[00:07:42.000 --> 00:07:46.000]   or you could just not believe it, and that's kind of where it stood.
