
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   This is Detroit.
[00:00:14.000 --> 00:00:17.000]   Bandwidth for MacBreak Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly@cacfly.com.
[00:00:21.000 --> 00:00:28.000]   [ Music ]
[00:00:28.000 --> 00:00:34.000]   This is MacBreak Weekly, Episode 196, recorded May 25, 2010.
[00:00:34.000 --> 00:00:36.000]   The Burrito Smucklers.
[00:00:36.000 --> 00:00:38.000]   [ Music ]
[00:00:38.000 --> 00:00:41.000]   MacBreak Weekly is brought to you by Hover.com.
[00:00:41.000 --> 00:00:44.000]   Hover is domain name registration and management that's simple.
[00:00:44.000 --> 00:00:49.000]   For 10% off your new domain, go to twit.hover.com.
[00:00:49.000 --> 00:00:54.000]   And by Gazelle, the easy way to sell a recycled used gadgets
[00:00:54.000 --> 00:00:56.000]   lying around your home or office.
[00:00:56.000 --> 00:01:02.000]   Like your used gadgets and Gazelle them today at G-A-Z-E-L-L-E.com.
[00:01:02.000 --> 00:01:05.000]   And by audible.com.
[00:01:05.000 --> 00:01:11.000]   To download a free audiobook of your choice, go to audible.com/macbreak.
[00:01:11.000 --> 00:01:16.000]   [ Music ]
[00:01:16.000 --> 00:01:19.000]   It's time for MacBreak Weekly, the show that covers the entire world of
[00:01:19.000 --> 00:01:21.000]   Cupertino and environs.
[00:01:21.000 --> 00:01:24.000]   On the show with us today, we've got a big cast starting with Andy
[00:01:24.000 --> 00:01:27.000]   and Ico from the Chicago Sun Times.
[00:01:27.000 --> 00:01:30.000]   Hello, Mr. Mutton Chops.
[00:01:30.000 --> 00:01:32.000]   You're looking particularly clear today.
[00:01:32.000 --> 00:01:33.000]   Do we have a chance?
[00:01:33.000 --> 00:01:37.000]   Yes, because I've switched to the Logitech something, something,
[00:01:37.000 --> 00:01:41.000]   and editing you'll actually dub over the actual model.
[00:01:41.000 --> 00:01:43.000]   [ Music ]
[00:01:43.000 --> 00:01:47.000]   Yes, it says Carl Zeiss and it says TSR2.com.
[00:01:47.000 --> 00:01:48.000]   Exactly.
[00:01:48.000 --> 00:01:53.000]   So, yes, very nice camera that I've had in the office for about a year now,
[00:01:53.000 --> 00:01:56.000]   but I'm only now getting around to using it as my regular.
[00:01:56.000 --> 00:01:59.000]   I'm giving one of those extreme home makeover guys are going over.
[00:01:59.000 --> 00:02:03.000]   I lied my butt off so that I have three kids were dying of different things.
[00:02:03.000 --> 00:02:06.000]   So, they're coming in and giving my office a sort of a mess.
[00:02:06.000 --> 00:02:07.000]   Can I say?
[00:02:07.000 --> 00:02:08.000]   Makeover.
[00:02:08.000 --> 00:02:09.000]   It's a bad time.
[00:02:09.000 --> 00:02:10.000]   [ Laughter ]
[00:02:10.000 --> 00:02:13.000]   The first thing that it was put that piece of black cardboard in the back.
[00:02:13.000 --> 00:02:14.000]   Yeah, what is that?
[00:02:14.000 --> 00:02:15.000]   [ Laughter ]
[00:02:15.000 --> 00:02:17.000]   That's the portal where all the others went.
[00:02:17.000 --> 00:02:18.000]   Ah.
[00:02:18.000 --> 00:02:19.000]   [ Laughter ]
[00:02:19.000 --> 00:02:21.000]   I thought it might be the iPhone 4G behind there.
[00:02:21.000 --> 00:02:23.000]   I just, well, no, no, certainly not.
[00:02:23.000 --> 00:02:24.000]   Certainly not.
[00:02:24.000 --> 00:02:27.000]   And if we wouldn't be able to say so there he is.
[00:02:27.000 --> 00:02:29.000]   Merlin Mann looking a little scary right now.
[00:02:29.000 --> 00:02:30.000]   Good morning, Merlin.
[00:02:30.000 --> 00:02:33.000]   Hi, I'm getting a little bit of asthma over here.
[00:02:33.000 --> 00:02:35.000]   I need to hear a kind of like that.
[00:02:35.000 --> 00:02:36.000]   Look at that.
[00:02:36.000 --> 00:02:37.000]   Yeah.
[00:02:37.000 --> 00:02:38.000]   Oh, he was.
[00:02:38.000 --> 00:02:41.000]   He and Dr. Everett Koop were the kings of the mutton shop.
[00:02:41.000 --> 00:02:42.000]   Huh.
[00:02:42.000 --> 00:02:43.000]   And who was the president at Haddam?
[00:02:43.000 --> 00:02:44.000]   Was it a MacArthur?
[00:02:44.000 --> 00:02:47.000]   Chester B. Arthur, I believe, is to develop until the month.
[00:02:47.000 --> 00:02:52.000]   Chester B. Arthur.
[00:02:52.000 --> 00:02:54.000]   And then there's Chester.
[00:02:54.000 --> 00:02:57.000]   You should have killed that butterfly six million years ago,
[00:02:57.000 --> 00:03:00.000]   but you warned to stay on the Mars pad.
[00:03:00.000 --> 00:03:02.000]   Also here with his...
[00:03:02.000 --> 00:03:03.000]   Hey, look at that.
[00:03:03.000 --> 00:03:06.000]   Mr. Scott born in the pink from Gig Haba.
[00:03:06.000 --> 00:03:07.000]   Haven't seen you in ages, Scott.
[00:03:07.000 --> 00:03:08.000]   How have you been?
[00:03:08.000 --> 00:03:12.000]   Well, I've been busy, busy, busy, but wonderful to be back.
[00:03:12.000 --> 00:03:15.000]   And back here in Gig Harbor for the summer.
[00:03:15.000 --> 00:03:18.000]   And glad to see that all my friends are well.
[00:03:18.000 --> 00:03:20.000]   Keep getting these emails from people saying,
[00:03:20.000 --> 00:03:22.000]   "Did I miss the screw you moment between you and Leo?"
[00:03:22.000 --> 00:03:23.000]   How come it's on the show?
[00:03:23.000 --> 00:03:27.000]   I hate to just break the news to everybody, but not everything has to end badly.
[00:03:27.000 --> 00:03:28.000]   Am I not?
[00:03:28.000 --> 00:03:32.000]   Am I, am I like considered to be the guy who like pisses an alienates people and pisses them off?
[00:03:32.000 --> 00:03:34.000]   No, it's me that they think is that.
[00:03:34.000 --> 00:03:35.000]   Oh, you said screw you to me.
[00:03:35.000 --> 00:03:36.000]   I get it.
[00:03:36.000 --> 00:03:37.000]   Okay.
[00:03:37.000 --> 00:03:38.000]   They wanted to know.
[00:03:38.000 --> 00:03:39.000]   They're very nice, Leo.
[00:03:39.000 --> 00:03:40.000]   You have a reputation.
[00:03:40.000 --> 00:03:41.000]   I got a couple of things going on.
[00:03:41.000 --> 00:03:43.000]   I may not be able to be here every week.
[00:03:43.000 --> 00:03:44.000]   I love having you.
[00:03:44.000 --> 00:03:46.000]   And the Tommy Bahama looking very nice today.
[00:03:46.000 --> 00:03:47.000]   Tommy Bahama thing.
[00:03:47.000 --> 00:03:51.000]   But no Tommy Bahama hat because I can't make my creative live headset work with my hat yet.
[00:03:51.000 --> 00:03:52.000]   Looks good.
[00:03:52.000 --> 00:03:53.000]   Looking fine.
[00:03:53.000 --> 00:03:56.000]   I am proud of the fact that I still have hair at my age, Leo.
[00:03:56.000 --> 00:04:05.000]   We also want to welcome Mr. Adam Anxt of tidbits, the original, the one and only, the best Macintosh newsletter.
[00:04:05.000 --> 00:04:08.000]   I've been reading it for more than 10 years, isn't it?
[00:04:08.000 --> 00:04:09.000]   Oh, God.
[00:04:09.000 --> 00:04:10.000]   20 years as of April.
[00:04:10.000 --> 00:04:11.000]   What?
[00:04:11.000 --> 00:04:12.000]   Wow.
[00:04:12.000 --> 00:04:15.000]   I mean, you don't look at all that.
[00:04:15.000 --> 00:04:17.400]   I'm going to tell you, look at this back in 1990.
[00:04:17.400 --> 00:04:22.680]   We were young and stupid and had no clue that we were going to be doing it 20 years later.
[00:04:22.680 --> 00:04:23.680]   That's a cat.
[00:04:23.680 --> 00:04:24.680]   It really is amazing.
[00:04:24.680 --> 00:04:26.840]   I was reading you an OS 7 on a reader.
[00:04:26.840 --> 00:04:27.840]   You had a special reader.
[00:04:27.840 --> 00:04:30.400]   It would turn the mail list into a head and app.
[00:04:30.400 --> 00:04:31.560]   Do you remember this?
[00:04:31.560 --> 00:04:35.360]   Easy view is written by a guy named a Keith Tyler who was a computer scientist.
[00:04:35.360 --> 00:04:39.200]   He still is a computer science professor in Turkey.
[00:04:39.200 --> 00:04:43.200]   And through Turkish connections, that was how I learned that the president of Turkey
[00:04:43.200 --> 00:04:45.000]   at one point was a tidbits reader.
[00:04:45.000 --> 00:04:46.000]   Wow.
[00:04:46.000 --> 00:04:47.000]   That's so cool.
[00:04:47.000 --> 00:04:48.000]   Yeah.
[00:04:48.000 --> 00:04:49.000]   That's really neat.
[00:04:49.000 --> 00:04:50.000]   Turkish Delight.
[00:04:50.000 --> 00:04:53.000]   Well, you can subscribe, T-I-D-B-I-T-S.com.
[00:04:53.000 --> 00:04:54.080]   It's absolutely free.
[00:04:54.080 --> 00:04:58.560]   How many millions of readers you must have had over the years?
[00:04:58.560 --> 00:05:00.800]   We have a, we're not huge that way.
[00:05:00.800 --> 00:05:02.360]   We're probably in the 50,000 or so.
[00:05:02.360 --> 00:05:04.720]   But I mean, you niques over 20 years.
[00:05:04.720 --> 00:05:05.720]   Yeah.
[00:05:05.720 --> 00:05:09.600]   The thing is, is that those are for the most part people who have been with us for a long,
[00:05:09.600 --> 00:05:10.600]   long time.
[00:05:10.600 --> 00:05:16.040]   I mean, the big spike in our subscriptions came in '94, '93, '94 when my internet starter
[00:05:16.040 --> 00:05:18.640]   kit for Macintosh books were really buried.
[00:05:18.640 --> 00:05:22.600]   And but people got on the internet then and they subscribed to T-bits because the book
[00:05:22.600 --> 00:05:26.000]   gave them instructions on that and they've been with us ever since.
[00:05:26.000 --> 00:05:31.000]   And which is kind of scary sometimes because I occasionally get mail from relatives saying,
[00:05:31.000 --> 00:05:33.400]   "Could you please remove so-and-so because he died?"
[00:05:33.400 --> 00:05:34.400]   Oh, wow.
[00:05:34.400 --> 00:05:36.520]   And he's like, "Oh, oh, he's been with us for 20 years.
[00:05:36.520 --> 00:05:37.680]   That's kind of sad."
[00:05:37.680 --> 00:05:38.840]   Wow.
[00:05:38.840 --> 00:05:42.960]   And you're doing now, you're doing the Take Control books which are PDFs.
[00:05:42.960 --> 00:05:44.800]   Those are awesome books.
[00:05:44.800 --> 00:05:45.800]   Yeah, awesome books.
[00:05:45.800 --> 00:05:50.800]   The Back to My Mac book is the single best resource I've ever seen for unraveling how
[00:05:50.800 --> 00:05:52.800]   to do anything with Back to My Mac.
[00:05:52.800 --> 00:05:53.800]   It's really good.
[00:05:53.800 --> 00:05:54.800]   We had God knows we need-
[00:05:54.800 --> 00:05:55.800]   We had God knows we need-
[00:05:55.800 --> 00:06:00.200]   As in on the Glen Fleischman who was a wonderful guy for anything networking and airport,
[00:06:00.200 --> 00:06:01.520]   Wi-Fi, all that stuff.
[00:06:01.520 --> 00:06:02.520]   Glen knows it cold.
[00:06:02.520 --> 00:06:04.840]   There's no one coming out next week.
[00:06:04.840 --> 00:06:10.120]   Take Control of iPad networking and security which Glen has done and tons and tons of iPad
[00:06:10.120 --> 00:06:11.120]   networking details.
[00:06:11.120 --> 00:06:14.680]   You don't even think about iPad as having details because Apple tries to hide them.
[00:06:14.680 --> 00:06:16.040]   Glen's ferreted them out.
[00:06:16.040 --> 00:06:17.040]   Awesome.
[00:06:17.040 --> 00:06:18.200]   Tidbits.com, you got to read it.
[00:06:18.200 --> 00:06:19.200]   20 years.
[00:06:19.200 --> 00:06:22.080]   You pretty much invented blogging, I think, with that.
[00:06:22.080 --> 00:06:25.800]   Yeah, when the whole blogging thing came along, we're like, "Well, so what's the point?"
[00:06:25.800 --> 00:06:26.800]   We've been doing that.
[00:06:26.800 --> 00:06:27.800]   We do that.
[00:06:27.800 --> 00:06:29.880]   So, WWDC is coming up.
[00:06:29.880 --> 00:06:31.600]   Is it next Tuesday?
[00:06:31.600 --> 00:06:32.600]   Is it a week from Tuesday?
[00:06:32.600 --> 00:06:33.600]   It's a week from Monday.
[00:06:33.600 --> 00:06:34.600]   A week from Monday.
[00:06:34.600 --> 00:06:35.600]   Yeah.
[00:06:35.600 --> 00:06:36.600]   Yeah.
[00:06:36.600 --> 00:06:37.600]   Monday.
[00:06:37.600 --> 00:06:40.160]   And Steve Jobs has announced you won't be disappointed.
[00:06:40.160 --> 00:06:41.160]   Really?
[00:06:41.160 --> 00:06:42.160]   Once.
[00:06:42.160 --> 00:06:47.480]   I've always- Once again, an email from the Steve.
[00:06:47.480 --> 00:06:51.040]   He's just been on fire lately.
[00:06:51.040 --> 00:06:54.920]   Somebody wrote to him after Google I/O which was last week, and Google, by the way, especially
[00:06:54.920 --> 00:07:02.880]   on the Thursday speech, "Vikkun Dotra" really was just shooting from the hip at Apple
[00:07:02.880 --> 00:07:06.680]   at every moment.
[00:07:06.680 --> 00:07:09.160]   And said, "What do you think after Google's announcements?
[00:07:09.160 --> 00:07:12.440]   Is Apple- Can Apple keep up with iPhone 4?"
[00:07:12.440 --> 00:07:16.160]   And Steve says, "You won't be disappointed, which could mean anything.
[00:07:16.160 --> 00:07:17.200]   I don't know what it means."
[00:07:17.200 --> 00:07:18.200]   What does it mean?
[00:07:18.200 --> 00:07:20.440]   What does it mean, Adam angst?
