
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   This is Detroit.
[00:00:14.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:22.000]   cashfly@cachiefly.com.
[00:00:22.000 --> 00:00:28.000]   [ Music ]
[00:00:28.000 --> 00:00:34.000]   This is Mac Break Weekly, episode 55, for August 29th, 2007.
[00:00:34.000 --> 00:00:36.000]   Cage Match.
[00:00:36.000 --> 00:00:40.000]   [ Music ]
[00:00:40.000 --> 00:00:43.000]   Mac Break Weekly is brought to you by audible.com.
[00:00:43.000 --> 00:00:49.000]   For your free audiobook, visit audible.com/macbreak.
[00:00:49.000 --> 00:00:51.000]   [ Music ]
[00:00:51.000 --> 00:00:54.000]   Ladies and gentlemen, it's time for the Algonquin Round Table
[00:00:54.000 --> 00:00:57.000]   of Macintosh Wits.
[00:00:57.000 --> 00:01:00.000]   As sitting in for Dorothy Parker, it's Andy Enochko.
[00:01:00.000 --> 00:01:03.000]   Ladies and gentlemen, from the Chicago Sun Times.
[00:01:03.000 --> 00:01:05.000]   Pardon my dust.
[00:01:05.000 --> 00:01:07.000]   Oh wait, had I known I was going to be playing Dorothy Parker,
[00:01:07.000 --> 00:01:09.000]   I would have gotten good and saw-stuffed.
[00:01:09.000 --> 00:01:10.000]   [ Laughter ]
[00:01:10.000 --> 00:01:13.000]   We're restarting good 43 minutes or something like that.
[00:01:13.000 --> 00:01:15.000]   How long did it take you to get some?
[00:01:15.000 --> 00:01:17.000]   I got some rubbing alcohol downstairs and I could probably ferment.
[00:01:17.000 --> 00:01:20.000]   Scott Born is our Alexander Wolcott. Hello, Scott.
[00:01:20.000 --> 00:01:23.000]   Hello, excuse me, I've got to put my sunglasses on because
[00:01:23.000 --> 00:01:26.000]   the blinding reflection from all 40 of my iPhones and my iPhone
[00:01:26.000 --> 00:01:27.000]   does this.
[00:01:27.000 --> 00:01:29.000]   Oh, we've got a lot of light in my studio.
[00:01:29.000 --> 00:01:32.000]   We've got some good suggestions for the Scott Born page, by the way.
[00:01:32.000 --> 00:01:34.000]   I've gone for a week and look what happens.
[00:01:34.000 --> 00:01:38.000]   And I understand that you actually took the dome, there is a domain, right?
[00:01:38.000 --> 00:01:40.000]   I did, I'm not as stupid as I look.
[00:01:40.000 --> 00:01:41.000]   [ Laughter ]
[00:01:41.000 --> 00:01:43.000]   I want to control over this process.
[00:01:43.000 --> 00:01:48.000]   Yeah, well I have a bunch of our forums are rife, frankly.
[00:01:48.000 --> 00:01:52.000]   I tried to stay away from those places, but you can send me the ones
[00:01:52.000 --> 00:01:54.000]   that are publishable and I'll put them in.
[00:01:54.000 --> 00:01:57.000]   Well, we've got Alexander Wolcott, we've got Dorothy Parker,
[00:01:57.000 --> 00:02:00.000]   there can be but one, Robert Benchley, ladies and gentlemen,
[00:02:00.000 --> 00:02:02.000]   Merlin T-Man.
[00:02:02.000 --> 00:02:04.000]   Family Parker, we're going for a hoo-wrap.
[00:02:04.000 --> 00:02:05.000]   [ Laughter ]
[00:02:05.000 --> 00:02:07.000]   I feel proud of that.
[00:02:07.000 --> 00:02:10.000]   And I'll be Harold Ross and we're set, we're set, man.
[00:02:10.000 --> 00:02:13.000]   We need a, we need a, who is it, a Moss Heart?
[00:02:13.000 --> 00:02:14.000]   Moss Heart would be nice.
[00:02:14.000 --> 00:02:15.000]   Yeah.
[00:02:15.000 --> 00:02:17.000]   Every Georgia's Kaufman, like on the off hours.
[00:02:17.000 --> 00:02:20.000]   Was that, was that John Tetero? Did he play him in the movie?
[00:02:20.000 --> 00:02:21.000]   Was Kaufman part of the table?
[00:02:21.000 --> 00:02:23.000]   No, but that, that movie is like full of people that are,
[00:02:23.000 --> 00:02:27.000]   you're surprised to find out that, oh my God, that's Luke Wilson.
[00:02:27.000 --> 00:02:31.000]   Oh my God, that's, that's, that's, that's the guy who was in that
[00:02:31.000 --> 00:02:33.000]   movie with that guy with the deal who had the hat.
[00:02:33.000 --> 00:02:35.000]   It's full of, it's full of that guy, guys.
[00:02:35.000 --> 00:02:37.000]   We're very abstruse here, ladies and gentlemen.
[00:02:37.000 --> 00:02:40.000]   By the way, to bring it right down to my level,
[00:02:40.000 --> 00:02:42.000]   what the hell happened to Owen Wilson?
[00:02:42.000 --> 00:02:44.000]   I mean, I know he asked the media not to bother him,
[00:02:44.000 --> 00:02:46.000]   but we're not really the media.
[00:02:46.000 --> 00:02:47.000]   Speculation?
[00:02:47.000 --> 00:02:50.000]   Yeah, it's sad enough that I don't want to comment on that.
[00:02:50.000 --> 00:02:51.000]   You, you know?
[00:02:51.000 --> 00:02:53.000]   I don't, I don't know.
[00:02:53.000 --> 00:02:55.000]   It's clear that he's going through some issues.
[00:02:55.000 --> 00:02:57.000]   It's clear that whatever issues he's going through,
[00:02:57.000 --> 00:03:00.000]   they're not going to be enhanced by people really talking about it.
[00:03:00.000 --> 00:03:02.000]   And it's not really in the public interest.
[00:03:02.000 --> 00:03:03.000]   I think that's great.
[00:03:03.000 --> 00:03:04.000]   He's one of our greatest actors.
[00:03:04.000 --> 00:03:07.000]   I'm a huge fan and we'll just leave it at that.
[00:03:07.000 --> 00:03:11.000]   It's not like, like when the, you know, the, the, the teeny-bauper girls,
[00:03:11.000 --> 00:03:14.000]   like get drunk and go out and, you know, don't wear underwear
[00:03:14.000 --> 00:03:17.000]   and that sort of stuff, or they sort of bring this sort of stuff on themselves.
[00:03:17.000 --> 00:03:19.000]   You know, he's asked for some privacy.
[00:03:19.000 --> 00:03:23.000]   And even though I'm, I'm a nobody and we're collectively like one, one or.
[00:03:23.000 --> 00:03:24.000]   Not the media he's talking about.
[00:03:24.000 --> 00:03:25.000]   I know.
[00:03:25.000 --> 00:03:26.000]   One big nobody.
[00:03:26.000 --> 00:03:28.000]   He's the only man who could take on Blue Steel.
[00:03:28.000 --> 00:03:29.000]   That's all I know.
[00:03:29.000 --> 00:03:30.000]   Yeah.
[00:03:30.000 --> 00:03:31.000]   Oh man.
[00:03:31.000 --> 00:03:32.000]   I think the world of that guy.
[00:03:32.000 --> 00:03:33.000]   Me too.
[00:03:33.000 --> 00:03:35.000]   He feels better than we wish you the best.
[00:03:35.000 --> 00:03:37.000]   And you know, I think he's going to be listening to a lot of podcasts.
[00:03:37.000 --> 00:03:38.000]   So.
[00:03:38.000 --> 00:03:43.000]   I was listening to you guys and I just wanted to say thanks.
[00:03:43.000 --> 00:03:46.000]   So we'll save the Scott Born.
[00:03:46.000 --> 00:03:49.000]   What do you call that meme?
[00:03:49.000 --> 00:03:51.000]   The Chuck, this comes from a site.
[00:03:51.000 --> 00:03:57.000]   There was a site that cropped up fairly out of nowhere called Chuck Norris Facts.com.
[00:03:57.000 --> 00:04:04.000]   And this guy just suddenly started posting all of these Bill Brasky-esque facts about Chuck Norris.
[00:04:04.000 --> 00:04:08.000]   And, and, and according, you know, some of the more famous one guns don't kill people.
[00:04:08.000 --> 00:04:10.000]   Chuck Norris kills people.
[00:04:10.000 --> 00:04:12.000]   Chuck Norris does not sleep.
[00:04:12.000 --> 00:04:13.000]   He waits.
[00:04:13.000 --> 00:04:14.000]   I like that.
[00:04:14.000 --> 00:04:16.000]   What is it?
[00:04:16.000 --> 00:04:18.000]   Oh, Chuck Norris doesn't go hunting.
[00:04:18.000 --> 00:04:20.000]   Chuck Norris goes killing.
[00:04:20.000 --> 00:04:23.000]   How Norris's tears are so powerful they could cure cancer.
[00:04:23.000 --> 00:04:25.000]   Too bad the man never cries.
[00:04:25.000 --> 00:04:27.000]   Oh, there's a little.
[00:04:27.000 --> 00:04:28.000]   Chuck Norris doesn't wear a watch.
[00:04:28.000 --> 00:04:30.000]   He decides what time it is.
[00:04:30.000 --> 00:04:36.000]   I have to imagine that Chuck Norris is not interested in shutting this thing down for trademark violation.
[00:04:36.000 --> 00:04:37.000]   Or the page.
[00:04:37.000 --> 00:04:40.000]   There's about 25 of them that he's personally picked as his favorites.
[00:04:40.000 --> 00:04:44.000]   Well, we're going to have something similar for Scott Bourne.
[00:04:44.000 --> 00:04:50.000]   Maybe perhaps not quite as witty, but I'll have a Twitter donor forums.
[00:04:50.000 --> 00:04:54.000]   We have a whole, whole thread devoted to Scott Bourne.
[00:04:54.000 --> 00:05:01.000]   Well, I just want you know, I've heard a few of these and that I'm a little chagrin that some of the people missed the most obvious ones.
[00:05:01.000 --> 00:05:02.000]   Oh, well, Save Yours.
[00:05:02.000 --> 00:05:03.000]   Save Yours?
[00:05:03.000 --> 00:05:04.000]   We'll get to that.
[00:05:04.000 --> 00:05:08.000]   We should talk though and it's so funny.
[00:05:08.000 --> 00:05:10.000]   This is the biggest tech story of the week.
[00:05:10.000 --> 00:05:12.000]   There's no way we cannot do it.
[00:05:12.000 --> 00:05:16.000]   It is a Macintosh show and yet there will be people who complain more iPhone.
[00:05:16.000 --> 00:05:18.000]   No, but it's a big story.
[00:05:18.000 --> 00:05:22.000]   There are now three, count them three ways to use the iPhone unlocked.
[00:05:22.000 --> 00:05:23.000]   Allegedly.
[00:05:23.000 --> 00:05:29.000]   Well, I talked to Ryan Block who's seen one of them and they did it for two of his songs.
[00:05:29.000 --> 00:05:33.000]   This would be the same guy around the story saying the iPhone was going to be delayed, right?
[00:05:33.000 --> 00:05:35.000]   Yeah, I trust Ryan.
[00:05:35.000 --> 00:05:36.000]   I know you don't.
[00:05:36.000 --> 00:05:37.000]   Right?
[00:05:37.000 --> 00:05:38.000]   Absolutely.
[00:05:38.000 --> 00:05:39.000]   Ryan is absolutely trustworthy in this regard.
[00:05:39.000 --> 00:05:40.000]   Okay.
[00:05:40.000 --> 00:05:41.000]   No, he's seen it.
[00:05:41.000 --> 00:05:44.000]   They came to his, are you thinking, are you saying he's lying to me?
[00:05:44.000 --> 00:05:45.000]   I'm not saying he's lying to you.
[00:05:45.000 --> 00:05:47.000]   I'm just saying I have no reason to believe anything he says.
[00:05:47.000 --> 00:05:48.000]   There's a difference.
[00:05:48.000 --> 00:05:49.000]   Okay.
[00:05:49.000 --> 00:05:51.000]   Well, I think you're in the minority there.
[00:05:51.000 --> 00:05:54.000]   He is saying that the, which one is it?
[00:05:54.000 --> 00:05:56.000]   It's the iPhone.
[00:05:56.000 --> 00:05:58.000]   There's three of them.
[00:05:58.000 --> 00:05:59.000]   There's one.
[00:05:59.000 --> 00:06:00.000]   There's the kid.
[00:06:00.000 --> 00:06:01.000]   There's a 17 year old kid.
[00:06:01.000 --> 00:06:03.000]   Let's start with the hardware hack George Hott's because that's a great story.
[00:06:03.000 --> 00:06:04.000]   Yeah.
[00:06:04.000 --> 00:06:05.000]   That's awesome.
[00:06:05.000 --> 00:06:11.440]   in your don right, well, it's just took him 500 hours. He's. It's not something anybody's going to do. Let's put it this way
[00:06:11.440 --> 00:06:18.000]   He's off now. I try to get an interview with him. He's off to a RIT is going to Rensler. He's a freshman. I don't him. Yeah
[00:06:18.000 --> 00:06:21.040]   Technology not RPI not figured this out
[00:06:21.040 --> 00:06:27.160]   It's eight point six seven hours a day since the iPhone launched to hack this thing using this method and
[00:06:27.160 --> 00:06:30.800]   You know so people shouldn't try stuff if it takes time
[00:06:32.540 --> 00:06:36.700]   Well, what's your point? That's always what I've collected from this. It's true. If I can't do it in an afternoon
[00:06:36.700 --> 00:06:41.620]   Screw it. I'm just not even wait a minute. Wait Merlin Merlin. You're about getting things done
[00:06:41.620 --> 00:06:46.580]   How many things I think I think creating a I think creating a phone you can use on any con it's a pretty good start
[00:06:46.580 --> 00:06:49.580]   I mean, yeah, now I have to say this is I I
[00:06:49.580 --> 00:06:55.420]   Have the only this has been verified by an AP reporter because he brought the phone to AP
[00:06:55.420 --> 00:06:58.660]   headquarters unlocked, but this is another case of
[00:06:59.660 --> 00:07:05.380]   Verified by you know, we're not sure it's it's completely verified. But anyway, he's got the hack. It's published
[00:07:05.380 --> 00:07:08.460]   It's a great story the the kid was had a choice between
[00:07:08.460 --> 00:07:11.420]   renovating a car
[00:07:11.420 --> 00:07:18.020]   And spending some money on what was it the stereo system or something or hacking the iPhone decided to spend a summer doing that
[00:07:18.020 --> 00:07:22.700]   Right now you're by here to buy a bunch of them too because obviously when you get to the point where
[00:07:22.700 --> 00:07:28.260]   having to jumper two connections on a circuit board that was designed only to be
[00:07:29.140 --> 00:07:32.020]   Only to be worked on by micro robots
[00:07:32.020 --> 00:07:37.700]   And your and it's your job to take a three dollar radio shack toggle switch and somehow get it into that circuitry
[00:07:37.700 --> 00:07:42.500]   That's pretty amazing. I would I would buy more than one iPhone for that just to make I'd hire him
[00:07:42.500 --> 00:07:46.420]   I would hire him today. I would be at his door with a huge offer if I were Apple
[00:07:46.420 --> 00:07:48.660]   He's gonna do just right needles and stuff cuz he's
[00:07:48.660 --> 00:07:51.620]   Drink coffee
