
[00:00:00.000 --> 00:00:06.040]   Why the new iPhones won't get 5G Apple Music is coming to your Echo devices and
[00:00:06.040 --> 00:00:13.080]   Learn whether you should or should not lick a Tesla coil all that more coming up on Mac break weekly
[00:00:13.080 --> 00:00:19.620]   Netcasts you love from people you trust
[00:00:19.620 --> 00:00:25.400]   This is tweet
[00:00:25.600 --> 00:00:37.080]  , this is Mac break weekly episode number 639 recorded Tuesday December 4th 2018
[00:00:37.080 --> 00:00:40.200]   Multi channel Wiener filter
[00:00:40.200 --> 00:00:46.640]   This episode of Mac break weekly is brought to you by privacy.com stop using the same card number everywhere
[00:00:46.640 --> 00:00:50.920]   Use privacy virtual cards and get a five dollar credit off your first purchase
[00:00:51.240 --> 00:00:57.840]   Learn more and sign up in under a minute with your debit or checking account at privacy.com slash Mac break
[00:00:57.840 --> 00:01:04.560]   And buy toto wash lit upgrade a once mundane trip to the bathroom into a spa like
[00:01:04.560 --> 00:01:13.040]   Experience with wash lit to learn more and for special savings go to wafer.com slash Mac break and enter promo code Mac break at checkout
[00:01:13.040 --> 00:01:18.200]   And buy rocket mortgage buy quick and loans introducing rate shield approval
[00:01:18.200 --> 00:01:23.540]   If you're in the market to buy a home rate shield approval locks up your rate for up to 90 days while you shop
[00:01:23.540 --> 00:01:28.940]   It's a real game changer learn more and get started at rocket mortgage comm slash Mac break
[00:01:28.940 --> 00:01:36.080]   Welcome to Mac break weekly. This is the show every week we talk about Apple stuff
[00:01:36.080 --> 00:01:41.520]   Leo LaPorte you may know him because he usually sits in this chair and hosts this show, but he is out
[00:01:41.520 --> 00:01:46.180]   I am Megan Maroney and I am joined by the regular gang
[00:01:46.800 --> 00:01:52.840]   Let's start with thought leader Anion Akko from WGBH in Chicago
[00:01:52.840 --> 00:01:57.480]   Welcome thought leader. I hope you are going to lead us with your thoughts
[00:01:57.480 --> 00:02:02.160]   This year calf tans only worn as scarves
[00:02:02.160 --> 00:02:06.080]   And also Renee Richie
[00:02:06.080 --> 00:02:11.400]   YouTuber extraordinaire and of course from I'm more
[00:02:11.400 --> 00:02:14.240]   Welcome to your show Renee
[00:02:14.800 --> 00:02:16.240]   Thank you so much for having me again
[00:02:16.240 --> 00:02:22.120]   It's great to I'm sure Leo is off doing a tasting menu in some country in some city in some fabulous restaurant somewhere
[00:02:22.120 --> 00:02:24.120]   But we're holding down the fort
[00:02:24.120 --> 00:02:30.480]   I'm I'm worried I'm worried that he's jeopardizing his restaurant reservation because he heard tell of a Pokemon somewhere nearby
[00:02:30.480 --> 00:02:38.560]   That's only available for the holidays probably and let let let let we not list we not forget less
[00:02:38.560 --> 00:02:41.360]   We're not gonna forget you Alex Lindsey
[00:02:42.160 --> 00:02:44.160]   I use thought leader and youtuber
[00:02:44.160 --> 00:02:49.200]   Influencer of all the rest of the stuff Alex Lindsey from pixel core
[00:02:49.200 --> 00:02:53.720]   Hey, how's it going? It's got salt influencer. That's what I'll call you
[00:02:53.720 --> 00:02:56.560]   It's all about
[00:02:56.560 --> 00:02:58.560]   2019 is all about bamboo
[00:02:58.560 --> 00:03:04.920]   So I've never hosted this show before and I asked Carson before like what order do I go in?
[00:03:04.920 --> 00:03:07.920]   Do I go in the order you tell me to and he said I could do whatever I wanted so
[00:03:07.920 --> 00:03:11.040]   Let's power. Yes
[00:03:11.040 --> 00:03:16.400]   Yes, whatever I want so let's let's start with
[00:03:16.400 --> 00:03:20.080]   The feed the 5g story that came out yesterday
[00:03:20.080 --> 00:03:24.960]   Apple plans to wait until 2020 before releasing an iPhone that works with 5g
[00:03:24.960 --> 00:03:29.600]   This was according to Bloomberg Mark German's and friends
[00:03:29.600 --> 00:03:35.440]   Bloomberg is this a big deal? I mean this is what happens all the time right when we go to 3g and 4g
[00:03:35.440 --> 00:03:38.160]   Apple waits a while right
[00:03:38.160 --> 00:03:40.160]   Yeah, there's a conservative
[00:03:40.960 --> 00:03:42.960]   Am I supposed to call on you guys?
[00:03:42.960 --> 00:03:52.800]   I was gonna say Apple has historically been super conservative when it comes to radio technology like you mentioned
[00:03:52.800 --> 00:03:54.880]   There was no 3g in the first iPhone
[00:03:54.880 --> 00:04:01.600]   They didn't go to LTE the same time HD seated and as someone who used the HDC thunderbolt that lasted all of two hours on full charge and
[00:04:01.600 --> 00:04:03.680]   Maybe melted its way through a table or two
[00:04:03.680 --> 00:04:10.880]   It's usually because the initial chipsets are big and hot and power consuming and just aren't as good as a second and third
[00:04:10.880 --> 00:04:17.520]   Generation chips so Apple typically waits and also by the time the second and third generation chips come out the technology is actually deployed
[00:04:17.520 --> 00:04:22.560]   Where a greater percentage not even a large but a greater percentage of people can use it
[00:04:22.560 --> 00:04:27.440]   One of the things that's really important is understanding how complicated 5g is going to be
[00:04:27.440 --> 00:04:33.760]   So a lot of us are talking about it and 5g is going to come out very slowly for most of the country
[00:04:34.480 --> 00:04:41.120]   It is a the density of the transponders that are required and you know, it's two every 250 feet
[00:04:41.120 --> 00:04:44.160]   And so there are lots of little there are little transponders
[00:04:44.160 --> 00:04:50.400]   But there's lots of them and it is going to be very difficult to get those out past the center of a lot of cities
[00:04:50.400 --> 00:04:53.920]   And so it's going to take it's probably the most expensive rollout
[00:04:53.920 --> 00:04:57.200]   It's probably it's also why we're seeing such a push to get rid of
[00:04:57.200 --> 00:05:03.360]   Net neutrality is because of how much money is about to be spent on getting 5g rolled out now once it's out
[00:05:03.600 --> 00:05:06.320]   There's a lot of opportunities, but it's not going to happen by 2020
[00:05:06.320 --> 00:05:13.680]   And so there's where we're going to see 5g and where we're going to feel left out if if anywhere is going to be at large event spaces where
[00:05:13.680 --> 00:05:17.760]   They start to really push that so a Moscone and arena
[00:05:17.760 --> 00:05:19.920]   You know, those types of things are probably going to see
[00:05:19.920 --> 00:05:22.560]   You know that because it's there's a lot of
[00:05:22.560 --> 00:05:26.720]   Point of sale opportunities that are going to be new for 5g and so we're going to see those there
[00:05:26.720 --> 00:05:29.520]   We're going to see them in dense populated areas
[00:05:29.600 --> 00:05:32.880]   But as soon as you get out, I mean literally not even get out of San Francisco
[00:05:32.880 --> 00:05:35.680]   As soon as you get near the bridge you're probably going to go back down to 4g
[00:05:35.680 --> 00:05:41.920]   For the foreseeable future and so I think apple is probably it's probably a great investment on theirs or a great noninvestment on there
[00:05:41.920 --> 00:05:44.400]   Is to wait probably until 2020 or even 2021
[00:05:44.400 --> 00:05:49.120]   What is feeling left out look like like what does that look like if we're you know, is it?
[00:05:49.120 --> 00:05:51.120]   Are we really need that much faster?
[00:05:51.120 --> 00:05:53.360]   Yeah, that's really fast
[00:05:53.360 --> 00:05:59.040]   Like it's faster than your faster than your cable network, you know, like it's it's they're talking
[00:05:59.040 --> 00:06:03.440]   I mean the the raw speed of the network is in the terms of gigs
[00:06:03.440 --> 00:06:06.000]   You know, they're definitely going to be able to serve you
[00:06:06.000 --> 00:06:09.360]   High high hundreds of megabits per second
[00:06:09.360 --> 00:06:12.560]   Latency is a big deal because it's going to be much lower
[00:06:12.560 --> 00:06:18.960]   The latencies can be in the sub 10 range although it probably in working in reality probably won't be that quite that low
[00:06:18.960 --> 00:06:24.080]   But it's it's a completely different it's it's as fast or faster than your home network
[00:06:24.080 --> 00:06:28.960]   I mean what we're really looking at is for 5g is eventually getting to a point where you don't have cable at home
[00:06:29.040 --> 00:06:32.080]   And a Wi-Fi network and it's probably why apple
[00:06:32.080 --> 00:06:35.840]   My guess is why apple might have let go of Wi-Fi
[00:06:35.840 --> 00:06:42.480]   Because I think that you know five people slowly take over that that whole era where you're not really and that's why
[00:06:42.480 --> 00:06:47.200]   The advantage for t-mobile and the advantage for a lot of other folks is being able to move into that market
[00:06:47.200 --> 00:06:49.600]   The the traditional cable cable tv market
[00:06:49.600 --> 00:06:51.600]   But of course what they need to do is
[00:06:51.600 --> 00:06:55.680]   You know, there's a lot of wrangling that they have to do number one is getting that density number two is
[00:06:56.240 --> 00:06:59.760]   Probably negotiating zero rating for most of the uh media
[00:06:59.760 --> 00:07:05.200]   Organizations, which is again why they probably want to get rid of uh net neutrality more than anything else
[00:07:05.200 --> 00:07:07.200]   They just want to zero rate a lot of things
[00:07:07.200 --> 00:07:07.840]   um
[00:07:07.840 --> 00:07:13.360]   And uh, and so there's uh, there's all of that's going to be a wrestling match that's going to happen over the next two or three years
[00:07:13.360 --> 00:07:15.360]   And so I apple
[00:07:15.360 --> 00:07:19.440]   To the point that in the rename aid all the chips will be expensive. They'll be power hungry
[00:07:19.440 --> 00:07:21.920]   Um, they they won't integrate. Well
[00:07:22.240 --> 00:07:27.840]   Second third generation is going to be a lot better the market the the infrastructure that they're setting into is going to be better
[00:07:27.840 --> 00:07:30.480]   We will hear people complain about it by 2021 of
[00:07:30.480 --> 00:07:36.640]   You know, I went to there's all these cool things I could do with the stadium with my samsung and I couldn't do with my my iphone
[00:07:36.640 --> 00:07:41.680]   Um, but we're pretty far out. It's going to take a long time and a lot of money to get the 5g
[00:07:41.680 --> 00:07:43.040]   um
[00:07:43.040 --> 00:07:45.040]   Market, you know set up
[00:07:45.040 --> 00:07:48.160]   And d
[00:07:48.160 --> 00:07:51.920]   Right now the problem is that 5g is a solution for one of a problem
[00:07:51.920 --> 00:07:55.520]   uh, one of the reasons why lte really took the uh really
[00:07:55.520 --> 00:08:00.320]   Took everyone by storm is that it solves so many problems or people with phones are like god
[00:08:00.320 --> 00:08:07.680]   I really I can't why can't I watch netflix on the bus or why can I uh, why can't I uh, why can I uh upload this like
[00:08:07.680 --> 00:08:12.480]   1080p video uh to uh my friends and to my feed uh and have to
[00:08:12.480 --> 00:08:16.800]   What why do I have to like wait like an hour for this thing to upload whereas with 5g
[00:08:16.800 --> 00:08:21.680]   lte is fine for everything that people do with mo with mobile right now
[00:08:21.680 --> 00:08:28.240]   So what it's going to take is for someone to come up with the killer app or the killer product whether it's
[00:08:28.240 --> 00:08:30.560]   wearables that are
[00:08:30.560 --> 00:08:36.080]   constantly communicating what you're seeing to someone else and constantly having to receive what other people are seeing
[00:08:36.080 --> 00:08:39.040]   uh, or whether it's just simply the idea of
[00:08:40.000 --> 00:08:45.760]   Uh cable companies wanting to stop having to lay new cable and wanting to simply build towers instead
[00:08:45.760 --> 00:08:52.080]   Uh, it's it's going to take a long time for anybody to adopt even the the uh, motorola
[00:08:52.080 --> 00:08:54.240]   I think was bragging about how
[00:08:54.240 --> 00:08:59.840]   Uh, this this this new phone that they're selling is going to be the first one that will be 5g compatible
[00:08:59.840 --> 00:09:05.920]   Because that what it's that model that they have where it has pogo pins in the back so you can slap on like a camera slap on a battery
[00:09:06.000 --> 00:09:10.320]   So they're promising that sometime in the future. They're going to build like a 5g thing you can slap onto that
[00:09:10.320 --> 00:09:12.720]   Um, sam sung to has said
[00:09:12.720 --> 00:09:20.240]   One 5g phone next year and you know that they're pretty much planning that they're only going to be selling it to people who are in the business
[00:09:20.240 --> 00:09:27.120]   Who need to test out 5g networks? So yeah, this is it could take a few years for the it's this to become important
[00:09:27.120 --> 00:09:30.640]   And even when it becomes important it might not be important for a phone to have it
[00:09:32.320 --> 00:09:36.240]   So, uh, let's move on to what I think is one of the biggest stories of last week
[00:09:36.240 --> 00:09:44.400]   Uh apple music is coming to echo devices. This is very exciting and super interesting because everyone's saying like oh amazon and
[00:09:44.400 --> 00:09:52.960]   And apple are now friends, but it really makes you think if people I mean if apple really just at some point just realized they're selling more apple music subscriptions
[00:09:52.960 --> 00:09:54.480]   And they are home pods
[00:09:54.480 --> 00:09:56.320]   I looked at the numbers a little bit. There's
[00:09:57.200 --> 00:10:04.080]   At last check there's around 50 million apple music subscribers and also 50 million echo devices. So it's like around the same
[00:10:04.080 --> 00:10:08.480]   Number, uh, andy, what do you think about apple music coming to the echo?
[00:10:08.480 --> 00:10:16.160]   That's a really really big deal of mind. Why usual complaints is about apple is that it really it's not impressive impressive to me that you've
[00:10:16.160 --> 00:10:21.920]   Apples created an apple service that runs on apple hardware. That's running apple operating systems
[00:10:22.320 --> 00:10:26.560]   Uh, the big deal is when you try to make something that appeals to everybody even the people who paid
[00:10:26.560 --> 00:10:30.480]   $29 on black friday to get this cute little echo dot
[00:10:30.480 --> 00:10:34.560]   Uh, so for everyone who's who's subscribing to uh apple music
[00:10:34.560 --> 00:10:37.360]   It makes the product that much more valuable
[00:10:37.360 --> 00:10:41.280]   That now that they can use it on the stuff that they've already got and i'd have to spend 350
[00:10:41.280 --> 00:10:45.040]   Just to listen to their playlists in the kitchen while they're cooking
[00:10:45.040 --> 00:10:47.360]   So yeah, it's it's a huge huge step for the
[00:10:47.360 --> 00:10:51.040]   For the usability of apple music and I hope
[00:10:51.680 --> 00:10:58.000]   I hope that apple starts to fail in more hardware segments so that they start to open up like iMessage and they start to open up
[00:10:58.000 --> 00:11:05.280]   Other things uh to to other users because they have great stuff and I just wish that people who don't necessarily either not chosen
[00:11:05.280 --> 00:11:09.040]   Or can't afford apple hardware could get access to these wonderful software and services
[00:11:09.040 --> 00:11:12.640]   Andy, what do you think
[00:11:12.640 --> 00:11:16.560]   I mean apple music has historically been different from apple when they first launched it
[00:11:16.640 --> 00:11:21.360]   They bought it from beats and it ran on ios and android and the surprise of some apple didn't
[00:11:21.360 --> 00:11:23.680]   Cancel the android part of it
[00:11:23.680 --> 00:11:27.440]   They actually deployed a whole new apple music version for android
[00:11:27.440 --> 00:11:31.680]   And I think the thinking at the time was there are going to be people who get a family plan for this
[00:11:31.680 --> 00:11:34.400]   And they are going to be cross device multi device households
[00:11:34.400 --> 00:11:38.880]   I'll have some ios people some android people and it creates better value for them if they can play it
[00:11:38.880 --> 00:11:42.880]   On any of the devices regardless of what the kids have what the parents has all of that
[00:11:43.120 --> 00:11:49.760]   And I think this is very much that but taken to the the new level of popularity that home assistants have and if you get
[00:11:49.760 --> 00:11:53.920]   An apple music plan and you have a home pod or you don't you have iphones
[00:11:53.920 --> 00:11:59.040]   But you also have echoes this just makes that plan way more valuable to you and I think it behooves apple
[00:11:59.040 --> 00:12:02.960]   And their position in the market to make apple music especially family plans
[00:12:02.960 --> 00:12:06.720]   Not just as convenient but as good an experience as possible for people
[00:12:06.720 --> 00:12:09.680]   So do we all subscribe to apple music?
[00:12:09.680 --> 00:12:12.400]   I do yes and spotify
[00:12:13.360 --> 00:12:15.360]   No
[00:12:15.360 --> 00:12:17.440]   Alex just recently convinced me
[00:12:17.440 --> 00:12:21.440]   To to subscribe to spotify because he just I just did the numbers and I thought like
[00:12:21.440 --> 00:12:26.240]   I'm not able to listen to the music that I want to listen to on all of my echo devices
[00:12:26.240 --> 00:12:29.760]   And you know really another $10 a month is at that big of a deal
[00:12:29.760 --> 00:12:35.760]   But now I feel like why would I have it at all because I now I know how to transfer my playlists back and forth
[00:12:35.760 --> 00:12:40.160]   I mean is there any reason to keep are you guys going to keep spotify the two of you that still have it?
