
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:13.000]   This is Detroit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly@cacafly.com.
[00:00:21.000 --> 00:00:28.000]   [ Music ]
[00:00:28.000 --> 00:00:34.000]   This is Mac Break Weekly, episode 178 for February 2nd, 2010.
[00:00:34.000 --> 00:00:37.000]   Flash is cilantro.
[00:00:37.000 --> 00:00:42.000]   Mac Break Weekly is brought to you by Carbonite, the leader in online backup.
[00:00:42.000 --> 00:00:46.000]   Backup your PC or Mac offsite securely and automatically.
[00:00:46.000 --> 00:00:53.000]   For a free trial offer plus two free months with purchase, go to Carbonite.com, offer code MacBreak.
[00:00:53.000 --> 00:01:03.000]   And buy Audible.com. To download a free audiobook of your choice, go to Audible.com/MacBreak.
[00:01:03.000 --> 00:01:10.000]   And buy GoToMyPC, the safe way to access your PC remotely that's as secure as online banking.
[00:01:10.000 --> 00:01:16.000]   For your free 30-day trial visit GoToMyPC.com/MacBreak.
[00:01:16.000 --> 00:01:19.000]   [ Music ]
[00:01:19.000 --> 00:01:26.000]   It's time for Mac Break Weekly, the show that covers everything that has to do with Apple, especially the iPad.
[00:01:26.000 --> 00:01:29.000]   Because I have a feeling this is going to be one of them shows.
[00:01:29.000 --> 00:01:32.000]   Right now on the line with me, via Skype.
[00:01:32.000 --> 00:01:34.000]   The Buffont of all knowledge, Mr. Chris Breen.
[00:01:34.000 --> 00:01:37.000]   It's great to see you, Chris, senior editor of Macworld.
[00:01:37.000 --> 00:01:38.000]   Hi Leo.
[00:01:38.000 --> 00:01:41.000]   And the author of Mac 9, is it 911 or 411?
[00:01:41.000 --> 00:01:42.000]   It's 911.
[00:01:42.000 --> 00:01:43.000]   911.
[00:01:43.000 --> 00:01:45.000]   411 is information. 911 is help.
[00:01:45.000 --> 00:01:47.000]   And would you really need the big help?
[00:01:47.000 --> 00:01:49.000]   We're so glad to have you back on.
[00:01:49.000 --> 00:01:54.000]   We had you on last week during our iPad coverage and we realized suddenly that Skype is working again for you.
[00:01:54.000 --> 00:01:57.000]   You know, if you change ISPs, miraculous things happen.
[00:01:57.000 --> 00:02:01.000]   I mean, we could not pick you up at all, but now you look great.
[00:02:01.000 --> 00:02:02.000]   Well, thank you.
[00:02:02.000 --> 00:02:06.000]   I've got a new blush and a foundation by using it.
[00:02:06.000 --> 00:02:08.000]   It's looking lovely.
[00:02:08.000 --> 00:02:09.000]   Well, thank you.
[00:02:09.000 --> 00:02:11.000]   Chris Breen's makeup by Max Factor.
[00:02:11.000 --> 00:02:14.000]   Also joining us right now, Mr. Andy Anatko, who needs no makeup.
[00:02:14.000 --> 00:02:16.000]   He's just beautiful all on his own.
[00:02:16.000 --> 00:02:17.000]   Hello, Mr. I.
[00:02:17.000 --> 00:02:19.000]   And my suits are by botany 500.
[00:02:19.000 --> 00:02:22.000]   From the Chicago Sun times.
[00:02:22.000 --> 00:02:24.000]   Back home where you belong.
[00:02:24.000 --> 00:02:36.000]   Yes, back home to the 14 degree weather where you realize that the suit jacket that served you so well in 52 degree San Francisco probably should have been rethought given that we would be lending back.
[00:02:36.000 --> 00:02:38.000]   Well, you're coming back aren't you tomorrow?
[00:02:38.000 --> 00:02:39.000]   I'm coming back.
[00:02:39.000 --> 00:02:48.000]   Not tomorrow, but I'm leaving a week from today.
[00:02:48.000 --> 00:02:51.000]   Back to that gum better be left where I left in the bottom of that park bench.
[00:02:51.000 --> 00:02:52.000]   Let's go.
[00:02:52.000 --> 00:02:53.000]   I trusted you.
[00:02:53.000 --> 00:02:54.000]   Okay.
[00:02:54.000 --> 00:02:55.000]   This is going to be trust exercise.
[00:02:55.000 --> 00:02:58.000]   Gum or gun for go.
[00:02:58.000 --> 00:03:02.000]   Well, let's just let's just see what which one is what also here.
[00:03:02.000 --> 00:03:06.000]   Merlin man from 43 folders.com and the great you look nice today.
[00:03:06.000 --> 00:03:11.000]   Podcast.
[00:03:11.000 --> 00:03:14.000]   Alex Lindsey is on assignment in the sasials.
[00:03:14.000 --> 00:03:16.000]   I kid you not.
[00:03:16.000 --> 00:03:17.000]   I don't know why.
[00:03:17.000 --> 00:03:19.000]   Is that code for something?
[00:03:19.000 --> 00:03:20.000]   No, he's in the state.
[00:03:20.000 --> 00:03:21.000]   These in the state.
[00:03:21.000 --> 00:03:23.000]   I'm Ricky San Francisco.
[00:03:23.000 --> 00:03:24.000]   Things you're into.
[00:03:24.000 --> 00:03:26.000]   No, it's just north of Madagascar.
[00:03:26.000 --> 00:03:28.000]   Oh, I bet it is.
[00:03:28.000 --> 00:03:31.000]   North of Madagascar.
[00:03:31.000 --> 00:03:37.000]   Another one.
[00:03:37.000 --> 00:03:41.000]   Yes, we have south of market and north of Madagascar.
[00:03:41.000 --> 00:03:43.000]   Is this a lost tie in?
[00:03:43.000 --> 00:03:46.000]   I mean, does this island move around from behind?
[00:03:46.000 --> 00:03:51.000]   I cannot figure out what he's doing in the Seychell Islands, but it's apparently he says it's work.
[00:03:51.000 --> 00:03:53.000]   Oh, yeah.
[00:03:53.000 --> 00:03:56.000]   I have that kind of work sometimes.
[00:03:56.000 --> 00:03:58.000]   Ah, pretty good idea.
[00:03:58.000 --> 00:04:03.000]   Alex, he's not here to defend himself, but if he comes back, you know, just a little extra happy.
[00:04:03.000 --> 00:04:06.000]   Remember, we're supposed to just ask if he's lost weight.
[00:04:06.000 --> 00:04:07.000]   That's right.
[00:04:07.000 --> 00:04:09.000]   You just look well rested.
[00:04:09.000 --> 00:04:12.000]   I think that's kind of like a lot of sleep during those three and a half weeks.
[00:04:12.000 --> 00:04:17.000]   He looks so well rested.
[00:04:17.000 --> 00:04:24.000]   You know, I hate to do it to you guys, but there really is only one story in the apple world,
[00:04:24.000 --> 00:04:25.000]   at least for a while.
[00:04:25.000 --> 00:04:28.000]   I don't know if there's some other minor stories, but it's the iPad.
[00:04:28.000 --> 00:04:34.000]   Well, I guess we'll start with asking you one by one now a week later what your assessment
[00:04:34.000 --> 00:04:35.000]   is.
[00:04:35.000 --> 00:04:41.000]   I tell you, I did not expect the backlash, the negativity from so many people on the iPad.
[00:04:41.000 --> 00:04:48.000]   People hate the name, the lack of multitasking, the lack of a camera, the lack of, I don't
[00:04:48.000 --> 00:04:50.000]   know, a solar panel on the back.
[00:04:50.000 --> 00:04:51.000]   People wanted more, I guess.
[00:04:51.000 --> 00:04:53.000]   What do you think, Chris Breen?
[00:04:53.000 --> 00:04:56.000]   Are you at this point bullish on the iPad?
[00:04:56.000 --> 00:04:57.000]   At least it's ability to sell.
[00:04:57.000 --> 00:05:01.600]   You know, I am mostly mainly my reaction is just after a week of this, my head is pounding
[00:05:01.600 --> 00:05:07.000]   and I've been tweeting quotes from the Grinch because I've kind of had it with all the noise,
[00:05:07.000 --> 00:05:08.920]   noise, noise about this thing.
[00:05:08.920 --> 00:05:12.560]   I think it's going to do perfectly well.
[00:05:12.560 --> 00:05:18.520]   I think that the geeks among us really, really care a lot about Flash and HTML5, but everybody
[00:05:18.520 --> 00:05:22.000]   else, meaning the majority of people who buy this thing don't give a damn.
[00:05:22.000 --> 00:05:24.920]   I mean, it will be a perfectly lovely device.
[00:05:24.920 --> 00:05:26.920]   They will pick it up, they will use it.
[00:05:26.920 --> 00:05:30.800]   If they encounter pages that don't use or that have Flash and they can't use it, they'll
[00:05:30.800 --> 00:05:32.440]   say, oh, that's fine.
[00:05:32.440 --> 00:05:33.440]   I'm accustomed to that.
[00:05:33.440 --> 00:05:35.200]   I've seen that on my iPod touch.
[00:05:35.200 --> 00:05:36.600]   I've seen it on my iPhone.
[00:05:36.600 --> 00:05:37.600]   No big deal.
[00:05:37.600 --> 00:05:40.600]   I'll move along as people continue to use devices like this.
[00:05:40.600 --> 00:05:44.640]   Then maybe Flash will go away simply because people are choosing other ways to view their
[00:05:44.640 --> 00:05:45.640]   media.
[00:05:45.640 --> 00:05:50.080]   But for the most part, it seems like people have forgotten that we've already been here
[00:05:50.080 --> 00:05:51.080]   a couple of times.
[00:05:51.080 --> 00:05:53.520]   We've done this with the iPod, we've done it with the iPhone.
[00:05:53.520 --> 00:05:56.320]   The same kind of noise occurred then.
[00:05:56.320 --> 00:05:59.040]   It was more about prices in that case than it is now.
[00:05:59.040 --> 00:06:01.560]   But still, it's like, well, this is never going to work.
[00:06:01.560 --> 00:06:02.960]   It's going to be a terrible failure.
[00:06:02.960 --> 00:06:06.640]   And then a year down the line, we all look back and go, oh, look at that.
[00:06:06.640 --> 00:06:08.200]   People seem to like this device.
[00:06:08.200 --> 00:06:09.200]   Yeah.
[00:06:09.200 --> 00:06:11.440]   You agree, Andy?
[00:06:11.440 --> 00:06:15.560]   I really think it's going to be more of a situation where it's going to be the geeks
[00:06:15.560 --> 00:06:17.920]   device for the first year.
[00:06:17.920 --> 00:06:26.040]   And during that time, everybody who right now is not unwise for people to be skeptical
[00:06:26.040 --> 00:06:30.560]   about a device that doesn't have certain basic things that they tend to associate with the
[00:06:30.560 --> 00:06:31.560]   computers.
[00:06:31.560 --> 00:06:33.480]   It's not unrealistic for them to have those fears.
[00:06:33.480 --> 00:06:36.400]   But during that year, the people like us who bought them early, we're going to be in
[00:06:36.400 --> 00:06:39.720]   airplanes, we're going to be in conference rooms, we're going to be in restaurants and
[00:06:39.720 --> 00:06:41.600]   burrito stands using this thing.
[00:06:41.600 --> 00:06:44.760]   And I think a year from now, when all those people, they have five or six hundred bucks
[00:06:44.760 --> 00:06:47.720]   to buy a new laptop or buy a new this or that, they're going to remember that.
[00:06:47.720 --> 00:06:52.040]   Well, you know, there was that guy in the conference room who was taking notes on an
[00:06:52.040 --> 00:06:54.840]   iPad instead of a notebook and that worked really, really well.
[00:06:54.840 --> 00:06:59.600]   And just remember that time that we were flying from Boston to Boston to San Francisco,
[00:06:59.600 --> 00:07:03.880]   there's this guy who had this iPad out for like six whole hours, getting things done
[00:07:03.880 --> 00:07:05.680]   and reading things and being entertained.
[00:07:05.680 --> 00:07:08.040]   Maybe I'll just at least take a look at it.
[00:07:08.040 --> 00:07:12.360]   It takes a while for you to realize that a new thing is indeed a new thing and not just
[00:07:12.360 --> 00:07:15.200]   a new version of the thing that you've been looking at for the past two or three or four
[00:07:15.200 --> 00:07:16.200]   years.
[00:07:16.200 --> 00:07:18.760]   It's like everybody's comparing it to the netbook, you know, and I don't know if it's
[00:07:18.760 --> 00:07:20.240]   in the book or place.
[00:07:20.240 --> 00:07:27.120]   I mean, this is one of those instances in which I, there was a really great book about
[00:07:27.120 --> 00:07:28.760]   the development of the lunar lander.
[00:07:28.760 --> 00:07:33.920]   It's just nothing but the project manager of the entire lunar lander problem, a program
[00:07:33.920 --> 00:07:37.560]   at Grumman Aviation about how this thing was designed and developed.
[00:07:37.560 --> 00:07:40.680]   And it just reminded me of the chapter which he talks about this breakthrough moment in
[00:07:40.680 --> 00:07:42.960]   which they're trying to figure out how do we save weight.
[00:07:42.960 --> 00:07:45.720]   Gosh, we have these huge windows in the lunar lander.
[00:07:45.720 --> 00:07:49.480]   They're structurally bad and they let in too much heat and that's that's a big problem.
[00:07:49.480 --> 00:07:54.160]   And then suddenly somebody had the idea, wait a minute, what if we just take out the seats?
[00:07:54.160 --> 00:07:56.840]   There wasn't, well, we gotta have seats in this thing.
[00:07:56.840 --> 00:08:00.760]   Well, no, you don't because this isn't an aircraft that we normally build.
[00:08:00.760 --> 00:08:04.040]   This is a spacecraft that operates in almost no gravity.
[00:08:04.040 --> 00:08:07.440]   Even when it lands on the moon, it's going to be on almost zero gravity.
[00:08:07.440 --> 00:08:10.560]   And as soon as they deleted the seats, they realized that almost all the other problems
[00:08:10.560 --> 00:08:14.320]   that they were having with us designed went away and all because they were trying to design
[00:08:14.320 --> 00:08:18.280]   this thing to make it like every other thing they've ever built without even thinking about
[00:08:18.280 --> 00:08:21.800]   do we need everything that we usually put in one of these things.
[00:08:21.800 --> 00:08:25.520]   You talked to a lot of mainstream media, do a lot of interviews.
[00:08:25.520 --> 00:08:27.840]   Their interest is still high, yes.
[00:08:27.840 --> 00:08:32.040]   Still extremely high, chiefly because they know that anything that Apple does, not only
[00:08:32.040 --> 00:08:35.200]   is it about the thing itself, but it's also about the ripple effect they're going to have
[00:08:35.200 --> 00:08:37.920]   to do it not only with society, but other businesses.
[00:08:37.920 --> 00:08:40.240]   So they're still covering this pretty aggressively.
[00:08:40.240 --> 00:08:45.120]   There was a big debate with my producer at CBS about whether we should, we can even afford
[00:08:45.120 --> 00:08:50.720]   to do my segment after the first Saturday after the event or whether we should just make sure
[00:08:50.720 --> 00:08:53.680]   we get on this really, really early and start talking about it beforehand.
[00:08:53.680 --> 00:08:55.600]   So there's still a lot of excitement about it.
