
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   This is Detroit.
[00:00:14.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:22.000]   cashfly@cachiefly.com.
[00:00:22.000 --> 00:00:29.000]   [ Music ]
[00:00:29.000 --> 00:00:34.000]   This is Mac Break Weekly, Episode 140, for May 12, 2009.
[00:00:34.000 --> 00:00:38.000]   The $30,000 Question.
[00:00:38.000 --> 00:00:41.000]   Mac Break Weekly is brought to you by Audible.com.
[00:00:41.000 --> 00:00:48.000]   For your free audio book, visit Audible.com/MacBreak.
[00:00:48.000 --> 00:00:50.000]   And by listeners like you.
[00:00:50.000 --> 00:00:52.000]   Thanks so much for your contribution.
[00:00:52.000 --> 00:00:54.000]   We couldn't do to it without him.
[00:00:54.000 --> 00:01:00.000]   [ Music ]
[00:01:00.000 --> 00:01:03.000]   Ladies and gentlemen, it's time for Mac Break Weekly
[00:01:03.000 --> 00:01:05.000]   with our special guest.
[00:01:05.000 --> 00:01:07.000]   With our special guest.
[00:01:07.000 --> 00:01:10.000]   [ Music ]
[00:01:10.000 --> 00:01:13.000]   From Screencast's online, Don McAllister, out here from the UK.
[00:01:13.000 --> 00:01:14.000]   It's nice to have you, Don.
[00:01:14.000 --> 00:01:15.000]   Great to be here.
[00:01:15.000 --> 00:01:16.000]   Welcome to the show.
[00:01:16.000 --> 00:01:19.000]   What a pleasure it is to actually come here to the cottage after all this time.
[00:01:19.000 --> 00:01:20.000]   So you've never been in the cottage?
[00:01:20.000 --> 00:01:21.000]   No, no, no, no.
[00:01:21.000 --> 00:01:22.000]   You've been on the show many a time.
[00:01:22.000 --> 00:01:24.000]   You've been on the show, but this is the first time in the flesh as it were.
[00:01:24.000 --> 00:01:25.000]   Oh, I'm so glad to have you.
[00:01:25.000 --> 00:01:26.000]   Well, great.
[00:01:26.000 --> 00:01:27.000]   Thank you.
[00:01:27.000 --> 00:01:31.000]   A regular's here in the cottage, of course, Mr. Alex Lindsey from the Pixel Corpse.
[00:01:31.000 --> 00:01:32.000]   Hello.
[00:01:32.000 --> 00:01:33.000]   Hello.
[00:01:33.000 --> 00:01:35.000]   Do you hate what people call it, the Pixel Corpse?
[00:01:35.000 --> 00:01:39.000]   I think of a dead pixel one because it's a dead pixel.
[00:01:39.000 --> 00:01:40.000]   What is a dead pixel?
[00:01:40.000 --> 00:01:43.000]   Look, every time someone says it, I go, I just think of this little dead pixel one.
[00:01:43.000 --> 00:01:44.000]   I have a dead pixel.
[00:01:44.000 --> 00:01:45.000]   Erospa.
[00:01:45.000 --> 00:01:47.000]   I have a dead pixel.
[00:01:47.000 --> 00:01:50.000]   Also, here, ladies and gentlemen.
[00:01:50.000 --> 00:01:55.000]   I don't know who brought the dice transition, but it must be Andy Enocho.
[00:01:55.000 --> 00:01:59.000]   Welcome to a 1987 video music show.
[00:01:59.000 --> 00:02:01.000]   Andy Enocho.
[00:02:01.000 --> 00:02:02.000]   I forgot Alex.
[00:02:02.000 --> 00:02:04.000]   I forgot to play your...
[00:02:04.000 --> 00:02:06.000]   Alex Lindsey.
[00:02:06.000 --> 00:02:09.000]   Now the whole gang is so much better now.
[00:02:09.000 --> 00:02:12.000]   And it's time to talk about all things Apple.
[00:02:12.000 --> 00:02:18.000]   We're getting closer and closer to the Worldwide Developers Conference, of course, and the drumbeats
[00:02:18.000 --> 00:02:19.000]   are coming in.
[00:02:19.000 --> 00:02:26.000]   You start the traditional rumor mill from China is ramping up.
[00:02:26.000 --> 00:02:32.240]   We're seeing some rumors about the next iPhone, which even if they weren't a rumor, it seemed
[00:02:32.240 --> 00:02:34.000]   like, yeah, okay.
[00:02:34.000 --> 00:02:37.600]   It'll obviously, it'll have a compass in it.
[00:02:37.600 --> 00:02:40.080]   I'm sorry, magnetic, what do they call it?
[00:02:40.080 --> 00:02:43.600]   Magnetic range finding, something like that.
[00:02:43.600 --> 00:02:45.920]   Just like the T-Mobile G1, right?
[00:02:45.920 --> 00:02:46.920]   It'll know stuff.
[00:02:46.920 --> 00:02:53.120]   Well, and you can use that with Google Maps Street View on the G1 on the Android.
[00:02:53.120 --> 00:02:56.840]   You rotate the phone and it kind of knows and it's pointing.
[00:02:56.840 --> 00:02:58.560]   Yeah, so that's kind of cool.
[00:02:58.560 --> 00:03:02.280]   It's also really handy for turn-by-turn directions software.
[00:03:02.280 --> 00:03:06.080]   Usually as anybody who's used GPS knows, it doesn't know what direction you're facing
[00:03:06.080 --> 00:03:07.080]   until you drive a little bit.
[00:03:07.080 --> 00:03:08.080]   Yeah.
[00:03:08.080 --> 00:03:11.080]   And then you realize that you should have taken a ride instead of a left.
[00:03:11.080 --> 00:03:14.280]   And you really do not want to bridge the coast for three miles.
[00:03:14.280 --> 00:03:15.720]   It can really be.
[00:03:15.720 --> 00:03:17.200]   Lovely, California coastline.
[00:03:17.200 --> 00:03:18.200]   Oh, well.
[00:03:18.200 --> 00:03:20.600]   Really be frustrating.
[00:03:20.600 --> 00:03:24.560]   This will also have, according to the rumor, a 600 megahertz processor.
[00:03:24.560 --> 00:03:27.040]   That's a 50% increase in speed.
[00:03:27.040 --> 00:03:28.040]   That would be a good thing.
[00:03:28.040 --> 00:03:31.640]   Although I never felt like the iPhone wasn't speedy, but I'm sure game developers will
[00:03:31.640 --> 00:03:33.080]   love the additional speed.
[00:03:33.080 --> 00:03:35.280]   Yeah, I'm sure the people just push it harder.
[00:03:35.280 --> 00:03:36.280]   Yeah.
[00:03:36.280 --> 00:03:39.120]   Let me see what else we have in this rumor.
[00:03:39.120 --> 00:03:40.920]   An FM radio?
[00:03:40.920 --> 00:03:41.920]   Anybody buy that?
[00:03:41.920 --> 00:03:42.920]   Unlikely.
[00:03:42.920 --> 00:03:46.800]   Now, some kind of broadcasting to it, I think might be doable.
[00:03:46.800 --> 00:03:48.400]   FM transmitter, maybe?
[00:03:48.400 --> 00:03:49.600]   No, definitely not.
[00:03:49.600 --> 00:03:54.080]   That's most likely against the FCC wouldn't let you put that on the phone.
[00:03:54.080 --> 00:03:56.920]   I don't see any reason to put a radio in there.
[00:03:56.920 --> 00:04:00.760]   No, I just think that there's a lot of digital broadcasting that people are looking at for
[00:04:00.760 --> 00:04:05.160]   both TV and radio to cell phones and everything else, but they're not going to use FM to
[00:04:05.160 --> 00:04:06.160]   do that.
[00:04:06.160 --> 00:04:07.640]   They're going to use a digital signal to do that.
[00:04:07.640 --> 00:04:10.800]   I think that's more likely what's going to go on there.
[00:04:10.800 --> 00:04:11.800]   It seems pretty unlikely.
[00:04:11.800 --> 00:04:15.080]   Even serious is starting to tank now.
[00:04:15.080 --> 00:04:16.080]   Satellite radio.
[00:04:16.080 --> 00:04:17.080]   Yeah.
[00:04:17.080 --> 00:04:18.080]   There's just no way to make money there.
[00:04:18.080 --> 00:04:19.680]   Internet radio is where it's at.
[00:04:19.680 --> 00:04:20.680]   Your phone can do it.
[00:04:20.680 --> 00:04:21.800]   Your phone can do it really well.
[00:04:21.800 --> 00:04:24.960]   Many people who listen to the show listen on their phone.
[00:04:24.960 --> 00:04:26.120]   It just doesn't seem credible.
[00:04:26.120 --> 00:04:27.800]   32 gigs of storage.
[00:04:27.800 --> 00:04:28.800]   That's credible.
[00:04:28.800 --> 00:04:29.800]   Yes.
[00:04:29.800 --> 00:04:31.960]   Yeah, it's got to be a big bump in storage, I think.
[00:04:31.960 --> 00:04:33.120]   I think that's a given thing.
[00:04:33.120 --> 00:04:34.480]   They've got a 32 gig.
[00:04:34.480 --> 00:04:35.480]   I touch.
[00:04:35.480 --> 00:04:37.480]   Why not have a 32 gig iPhone?
[00:04:37.480 --> 00:04:38.680]   Here's the one I like.
[00:04:38.680 --> 00:04:40.280]   And I hope this is true.
[00:04:40.280 --> 00:04:43.280]   3.2 megapixel camera, much needed on the iPhone.
[00:04:43.280 --> 00:04:45.400]   It really is a laggard in terms of camera.
[00:04:45.400 --> 00:04:47.640]   And autofocus, like also in the G1.
[00:04:47.640 --> 00:04:48.640]   Autofocus.
[00:04:48.640 --> 00:04:53.120]   Well, now that's an important feature in the G1 because it lets you focus on barcodes,
[00:04:53.120 --> 00:04:54.600]   among other things.
[00:04:54.600 --> 00:04:58.480]   But it also means that the times when you drop your phone and you think, "Oh, thank
[00:04:58.480 --> 00:04:59.480]   God, nothing happened."
[00:04:59.480 --> 00:05:04.480]   Now there's a very tricky, tiny mechanical device in there that now, if one gear shares
[00:05:04.480 --> 00:05:08.000]   off or gets misaligned, now you've lost your camera.
[00:05:08.000 --> 00:05:11.280]   That's a good point.
[00:05:11.280 --> 00:05:12.280]   That's a very good point.
[00:05:12.280 --> 00:05:15.720]   I do have a little crack in my screen when I needed to drop it.
[00:05:15.720 --> 00:05:21.160]   Well, I had to drop my phone like five or six times before any damage of any kind occurred.
[00:05:21.160 --> 00:05:24.120]   I was just realizing that, you know, Justine Azaric used to count how many times she dropped
[00:05:24.120 --> 00:05:25.120]   her phone.
[00:05:25.120 --> 00:05:29.360]   And we were in the studio last week and she doesn't even count anyway.
[00:05:29.360 --> 00:05:30.360]   She throws it on the ground.
[00:05:30.360 --> 00:05:31.360]   She just has to be done with it.
[00:05:31.360 --> 00:05:32.360]   She's kind of throws it over.
[00:05:32.360 --> 00:05:35.000]   It's not even like...
[00:05:35.000 --> 00:05:36.600]   Because she feels it will never break.
[00:05:36.600 --> 00:05:37.960]   I guess you got to point...
[00:05:37.960 --> 00:05:39.280]   Now it was carpet and everything.
[00:05:39.280 --> 00:05:40.280]   But it was funny.
[00:05:40.280 --> 00:05:41.280]   She was like, "Oh, I don't need this anymore."
[00:05:41.280 --> 00:05:42.280]   And she's kind of just tossed it over the ground.
[00:05:42.280 --> 00:05:43.280]   And I was like, "So we count that?"
[00:05:43.280 --> 00:05:44.840]   And she's like, "Oh, I don't count those anymore."
[00:05:44.840 --> 00:05:46.680]   That's a very WWF maneuver.
[00:05:46.680 --> 00:05:47.680]   Cheers.
[00:05:47.680 --> 00:05:50.440]   But that's always assuming that the user...
[00:05:50.440 --> 00:05:51.440]   Yes!
[00:05:51.440 --> 00:05:52.440]   That's always assuming the user's traditional...
[00:05:52.440 --> 00:05:53.440]   Break, folk off!
[00:05:53.440 --> 00:05:54.440]   Break, folk off!
[00:05:54.440 --> 00:05:57.440]   It's always assuming that they use a traditional focusing mechanism though.
[00:05:57.440 --> 00:06:01.440]   You never know they might come up with a special, fancy trick to actually do the focusing.
[00:06:01.440 --> 00:06:04.400]   I just hope they have a macro mode so you can actually zoom...
[00:06:04.400 --> 00:06:07.880]   It's just standard auto focus but a macro mode so you can actually zoom in and actually
[00:06:07.880 --> 00:06:09.120]   read barcodes really well.
[00:06:09.120 --> 00:06:10.360]   It's so cool.
[00:06:10.360 --> 00:06:15.920]   I mean this is a really nice feature of the Android phone, the G1 from T-Mobile.
[00:06:15.920 --> 00:06:18.600]   Do they have this in the UK in any form?
[00:06:18.600 --> 00:06:19.600]   You know, I don't think they do.
[00:06:19.600 --> 00:06:20.600]   I'm not sure.
[00:06:20.600 --> 00:06:21.600]   I don't think they do.
[00:06:21.600 --> 00:06:22.600]   Here you can play with it.
[00:06:22.600 --> 00:06:23.600]   Oh, first time I've touched one.
[00:06:23.600 --> 00:06:24.600]   Be part of your visit.
[00:06:24.600 --> 00:06:25.600]   Okay.
[00:06:25.600 --> 00:06:26.600]   I think I've crashed it.
[00:06:26.600 --> 00:06:31.520]   We're waiting because the new cupcake firmware is supposed to come out like today.
[00:06:31.520 --> 00:06:32.520]   Okay.
[00:06:32.520 --> 00:06:33.520]   So I'm just waiting for it.
[00:06:33.520 --> 00:06:37.280]   If you see an offer for updating the firmware, please say yes.
[00:06:37.280 --> 00:06:38.440]   And by the way, don't hold it for too long.
[00:06:38.440 --> 00:06:40.440]   The battery will die.
[00:06:40.440 --> 00:06:41.440]   Right.
[00:06:41.440 --> 00:06:42.640]   Okay.
[00:06:42.640 --> 00:06:44.200]   It's only got about five minutes.
[00:06:44.200 --> 00:06:45.200]   No, it's better than that.
[00:06:45.200 --> 00:06:47.200]   It doesn't like to be touched.
[00:06:47.200 --> 00:06:48.200]   It's a very...
[00:06:48.200 --> 00:06:49.200]   Yeah, it doesn't like...
[00:06:49.200 --> 00:06:51.520]   It's the first mobile phone with Asperger's.
[00:06:51.520 --> 00:06:52.800]   You can hold onto it.
[00:06:52.800 --> 00:06:55.240]   Sorry, you don't have just teasing you.
[00:06:55.240 --> 00:07:00.200]   Apple has tracked the top five PC makers in the UK for the first time.
[00:07:00.200 --> 00:07:01.400]   That's good news.
[00:07:01.400 --> 00:07:02.400]   Yeah.
[00:07:02.400 --> 00:07:06.000]   And it's especially in light of the fact that Apple shipments, Mac shipments are at an 18
