
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:13.000]   This is Detroit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly@cacafly.com.
[00:00:21.000 --> 00:00:28.000]   [ Music ]
[00:00:28.000 --> 00:00:33.000]   This is Mac Break Weekly, Episode 182, from February 23, 2010.
[00:00:33.000 --> 00:00:36.000]   There's an app for that.
[00:00:36.000 --> 00:00:38.000]   [ Music ]
[00:00:38.000 --> 00:00:42.000]   Mac Break Weekly is brought to you by Gazelle, the easy way to sell a recycled
[00:00:42.000 --> 00:00:45.000]   or used gadget lying around your home or office.
[00:00:45.000 --> 00:00:47.000]   Don't just sell it, Gazelle it.
[00:00:47.000 --> 00:00:52.000]   For a 10% bonus payment for your used gadgets, go to Gazelle.com/MacBreak,
[00:00:52.000 --> 00:00:55.000]   bonus code MacBreak.
[00:00:55.000 --> 00:00:59.000]   And by Squarespace.com, the fast and easy way to publish a
[00:00:59.000 --> 00:01:01.000]   high quality web site or blog.
[00:01:01.000 --> 00:01:07.000]   For a free trial and 10% off your new account, go to squarespace.com/MacBreak.
[00:01:07.000 --> 00:01:11.000]   And by go to meeting.
[00:01:11.000 --> 00:01:14.000]   Picture yourself on a phone call sharing and explaining something visual
[00:01:14.000 --> 00:01:16.000]   with go to meeting.
[00:01:16.000 --> 00:01:21.000]   For your free 30 day trial, visit gotomeeting.com/MacBreak.
[00:01:21.000 --> 00:01:32.000]   It's time for Mac Break Weekly, Episode 182, a very special Mac Break Weekly,
[00:01:32.000 --> 00:01:37.000]   thanks to Mr. Merlin Mann, who has suggested this for the last three or four years.
[00:01:37.000 --> 00:01:38.000]   And we're finally getting around to do it.
[00:01:38.000 --> 00:01:40.000]   Merlin Mann is here from 43folders.com.
[00:01:40.000 --> 00:01:41.000]   Hello, Merlin.
[00:01:41.000 --> 00:01:42.000]   Hello, friends.
[00:01:42.000 --> 00:01:43.000]   How are you?
[00:01:43.000 --> 00:01:44.000]   It's nice to see you, Leo.
[00:01:44.000 --> 00:01:45.000]   I'm doing kind of some moody lighting today.
[00:01:45.000 --> 00:01:46.000]   I hope that's great.
[00:01:46.000 --> 00:01:47.000]   I like it.
[00:01:47.000 --> 00:01:48.000]   It's very yellow.
[00:01:48.000 --> 00:01:49.000]   My honey, do I look like I'm in honey flight?
[00:01:49.000 --> 00:01:50.000]   You're honeyed.
[00:01:50.000 --> 00:01:51.000]   How many dipped Merlin Mann?
[00:01:51.000 --> 00:01:52.000]   That's a favorite.
[00:01:52.000 --> 00:01:53.000]   Crowd favorite.
[00:01:53.000 --> 00:01:54.000]   That's unfortunate.
[00:01:54.000 --> 00:02:00.000]   So your idea was to have us do just all picks because we always do a deal with this show.
[00:02:00.000 --> 00:02:05.000]   My only contribution to this show in the 14 years that I've sometimes been on here, I think,
[00:02:05.000 --> 00:02:08.000]   was the addition of the pick of the week, which is my favorite part.
[00:02:08.000 --> 00:02:12.000]   The whole reason I'm into this Mac stuff is not because of the numbers and the chip sales.
[00:02:12.000 --> 00:02:14.000]   I just love the applications.
[00:02:14.000 --> 00:02:19.000]   I love that there's so many things on the Mac that really make me happy and make my life
[00:02:19.000 --> 00:02:20.000]   better.
[00:02:20.000 --> 00:02:22.000]   I'm glad we're doing this.
[00:02:22.000 --> 00:02:24.000]   I hope people enjoy this.
[00:02:24.000 --> 00:02:26.000]   Can I pimp my little thing here?
[00:02:26.000 --> 00:02:27.000]   Pimp your thing.
[00:02:27.000 --> 00:02:32.000]   So anyway, I'll leave this up after we've recorded this, but merlinman.com/macpix.
[00:02:32.000 --> 00:02:33.000]   I'm going to be...
[00:02:33.000 --> 00:02:36.000]   People always want to see what's the link for this, what's a screen grab.
[00:02:36.000 --> 00:02:41.000]   So with this extremely loud, tactile Pro 2.0 keyboard that I use, we hear a lot of clacking.
[00:02:41.000 --> 00:02:43.000]   Yeah, I'm going to post...
[00:02:43.000 --> 00:02:45.000]   So you'll be able to see all this stuff.
[00:02:45.000 --> 00:02:47.000]   I'm sure it'll all go up on MBW.
[00:02:47.000 --> 00:02:49.000]   Yeah, yeah, we'll have to figure out a way.
[00:02:49.000 --> 00:02:54.000]   We've got a friend feed room going and if people see a pick not showing up there, please
[00:02:54.000 --> 00:02:55.000]   add that to that.
[00:02:55.000 --> 00:03:00.000]   The buzz is started at buzz.com, so we're going to have various ways.
[00:03:00.000 --> 00:03:03.000]   And by the time the show's over, there'll be good show notes with all of this information.
[00:03:03.000 --> 00:03:06.000]   Luckily, we have 52 minutes of this stuff already, yeah.
[00:03:06.000 --> 00:03:10.000]   Yeah, our pick masters include Mr. Alex Lindsey from thepixacore.com.
[00:03:10.000 --> 00:03:11.000]   Hello, Alex.
[00:03:11.000 --> 00:03:12.000]   Hello.
[00:03:12.000 --> 00:03:14.000]   Good to have you here once again.
[00:03:14.000 --> 00:03:15.000]   Good to be here.
[00:03:15.000 --> 00:03:20.000]   Also from the Chicago Sun Times, everybody's favorite Mac journalist, Andy Enoco.
[00:03:20.000 --> 00:03:21.000]   Hello.
[00:03:21.000 --> 00:03:22.000]   So...
[00:03:22.000 --> 00:03:24.000]   I think it's Hollywood Square's Charlie Weaver, Half Wave.
[00:03:24.000 --> 00:03:25.000]   Yeah, well, you're in...
[00:03:25.000 --> 00:03:29.000]   Let's see, you're in the corner square to block, so it's appropriate.
[00:03:29.000 --> 00:03:30.000]   There's no...
[00:03:30.000 --> 00:03:33.000]   You know, if we did this right, we'd have a few more...
[00:03:33.000 --> 00:03:35.000]   We'd be three by three instead of two by two.
[00:03:35.000 --> 00:03:38.000]   Then we could play tic-tac-toe with you guys.
[00:03:38.000 --> 00:03:40.000]   So let's kick it off, Merlin.
[00:03:40.000 --> 00:03:41.000]   This is your idea.
[00:03:41.000 --> 00:03:43.000]   So pick number one goes to Merlin Mann.
[00:03:43.000 --> 00:03:44.000]   Okay.
[00:03:44.000 --> 00:03:46.000]   I'm going to start with one that...
[00:03:46.000 --> 00:03:51.000]   I don't know if I've ever overtly talked about, but I want to toss it out there because it's
[00:03:51.000 --> 00:03:55.000]   something that's just been an evolving usage for me, which is textmate.
[00:03:55.000 --> 00:04:00.000]   Now, I know there's all kinds of religious wars about text editors that go way, way, way
[00:04:00.000 --> 00:04:03.000]   back, but I used to be a BB Eddy guy back in the day.
[00:04:03.000 --> 00:04:04.000]   They're all great, right?
[00:04:04.000 --> 00:04:08.000]   Even if you use whatever VIE, Max, or whatever, there's reasons to use all of them.
[00:04:08.000 --> 00:04:11.000]   I don't want to just recommend textmate because that's kind of dumb.
[00:04:11.000 --> 00:04:15.000]   I want to recommend one reason why I like textmate.
[00:04:15.000 --> 00:04:17.000]   So textmate is a text editor, like Guinea.
[00:04:17.000 --> 00:04:21.000]   You don't really need this if all you're going to do is open and type because you've already
[00:04:21.000 --> 00:04:25.000]   got text edit, which, by the way, a lot of people don't know text edit will also open a
[00:04:25.000 --> 00:04:30.000]   pharum number of Microsoft Word files as well.
[00:04:30.000 --> 00:04:31.000]   It does, isn't it?
[00:04:31.000 --> 00:04:32.000]   It's a very robust program.
[00:04:32.000 --> 00:04:34.000]   You got Google Documents.
[00:04:34.000 --> 00:04:38.000]   So for the basic stuff, you don't really need to buy an app.
[00:04:38.000 --> 00:04:46.800]   Textmate is the closest thing to--it's got all of the GUI of a good Mac program, but
[00:04:46.800 --> 00:04:51.400]   it's got a tremendous amount of power under the hood because it works--it's integrated
[00:04:51.400 --> 00:04:56.680]   so well with really just pretty much any kind of programming language, anything you
[00:04:56.680 --> 00:04:57.840]   want to do.
[00:04:57.840 --> 00:05:03.640]   So if you like Pearl or you like Ruby or you like anything, there are at least dozens,
[00:05:03.640 --> 00:05:07.000]   and I want to say maybe hundreds of bundles that you can install.
[00:05:07.000 --> 00:05:10.600]   A bundle is like a plugin, but a bundle is something that includes--it's got a language
[00:05:10.600 --> 00:05:14.000]   file, it's got a commands file and so on and so forth.
[00:05:14.000 --> 00:05:20.000]   Long story short, you can expand the functionality of textmate by adding these bundles.
[00:05:20.000 --> 00:05:22.000]   And if you're just thinking, "Oh gosh, great.
[00:05:22.000 --> 00:05:24.000]   I can build Rails apps that I don't need."
[00:05:24.000 --> 00:05:26.000]   No, there's a lot more to it.
[00:05:26.000 --> 00:05:30.000]   You can have a task paper to do list bundle.
[00:05:30.000 --> 00:05:33.000]   You can have--I'll put up a screen grab on my bundles.
[00:05:33.000 --> 00:05:36.000]   You can do stuff like--I'm going to pull mine up real quick.
[00:05:36.000 --> 00:05:37.000]   I'll do a new list.
[00:05:37.000 --> 00:05:42.000]   I use it for--in Subversion is a way to share documents with another writer.
[00:05:42.000 --> 00:05:46.400]   Yeah, and so the first part of it that's amazing is, for example, if you don't like the stock
[00:05:46.400 --> 00:05:50.840]   HTML bundle, there's like a really amazing one called ZenHTML that adds a lot more
[00:05:50.840 --> 00:05:51.840]   functionality.
[00:05:51.840 --> 00:05:53.120]   Now, why would you want all of this stuff?
[00:05:53.120 --> 00:05:56.400]   Well, first of all, you get basic stuff like syntax highlighting.
[00:05:56.400 --> 00:06:00.360]   So if you're used to working in an IDE, if you're a coder, you're used to having a lot
[00:06:00.360 --> 00:06:03.800]   of control over what your environment looks like, how you set things up.
[00:06:03.800 --> 00:06:06.800]   Not alone is pretty cool.
[00:06:06.800 --> 00:06:07.800]   You get that anywhere.
[00:06:07.800 --> 00:06:11.720]   If you really, really, really, really know Perl or something, you could do all this on
[00:06:11.720 --> 00:06:12.720]   your own.
[00:06:12.720 --> 00:06:16.280]   But for most of us who are kind of like a power user, let's say, I'm not exactly a--I
[00:06:16.280 --> 00:06:18.680]   don't know Perl to save my life.
[00:06:18.680 --> 00:06:21.000]   I love the fact that somebody else can build this bundle.
[00:06:21.000 --> 00:06:25.200]   I can grab it off of GitHub or wherever else--wherever else--toss it at--textmate.
[00:06:25.200 --> 00:06:27.200]   And now I've got stuff like what?
[00:06:27.200 --> 00:06:29.680]   You can edit your mail.app messages from inside of here.
[00:06:29.680 --> 00:06:33.440]   You can post via XML RPC to your blog from in here.
[00:06:33.440 --> 00:06:35.880]   Just GitHub, just.
[00:06:35.880 --> 00:06:38.600]   You can post a Flickr from in here.
[00:06:38.600 --> 00:06:42.360]   Like Unix itself, it is, as they say, small pieces loosely joined.
[00:06:42.360 --> 00:06:43.360]   All these things work together.
[00:06:43.360 --> 00:06:45.960]   Beyond the syntax highlighting, you get things like snippets.
[00:06:45.960 --> 00:06:47.720]   I use snippets all the time, for instance.
[00:06:47.720 --> 00:06:51.040]   There's some stuff I type into my wiki a lot.
[00:06:51.040 --> 00:06:53.120]   And this just does it all for me automatically.
[00:06:53.120 --> 00:06:54.120]   It's really fantastic.
[00:06:54.120 --> 00:06:57.600]   And if you're used to text expander, for example, which is--I probably should come up
[00:06:57.600 --> 00:07:01.120]   today because text expander on the iPhone will change your game.
[00:07:01.120 --> 00:07:05.760]   Text spanders is great, but I think text expander mostly explodes based on things like
[00:07:05.760 --> 00:07:06.760]   spaces.
[00:07:06.760 --> 00:07:09.520]   So at the end of the word, you type a space.
[00:07:09.520 --> 00:07:11.280]   Textmate takes all of this to another level.
[00:07:11.280 --> 00:07:14.280]   I don't want to get too nerdy, but with the way textmate gets really powerful and where
[00:07:14.280 --> 00:07:18.000]   people don't really always see why it's great is through something called scope.
[00:07:18.000 --> 00:07:22.640]   And scope is just a way of saying that different things happen in different contexts based
[00:07:22.640 --> 00:07:24.440]   on what you might need.
[00:07:24.440 --> 00:07:30.920]   So in one context, if you type, for example, let's say, control command W, that might be
[00:07:30.920 --> 00:07:35.760]   that might pull up something that lets you post your blog, it might pull up something,
[00:07:35.760 --> 00:07:37.120]   it all depends on where you are.
[00:07:37.120 --> 00:07:41.760]   So in some cases, for example, you'll only see certain commands pop up if you're inside
[00:07:41.760 --> 00:07:44.760]   a meta tag in the head of an HTML document.
[00:07:44.760 --> 00:07:46.600]   You're not going to see everything you can do.
[00:07:46.600 --> 00:07:49.840]   You're only going to see the stuff that's contextually necessary inside of there.
[00:07:49.840 --> 00:07:51.040]   You've also got things like languages.
[00:07:51.040 --> 00:07:53.560]   You've got an ability to tweak this.
[00:07:53.560 --> 00:07:55.960]   This is less educational than hopefully to excite you.
[00:07:55.960 --> 00:07:57.840]   I want you to just have a look at this.
[00:07:57.840 --> 00:07:59.080]   It's very much worth the money.
[00:07:59.080 --> 00:08:01.880]   I think it's, I don't know, almost like 40 bucks, but I'm not sure.
[00:08:01.880 --> 00:08:02.880]   55.
[00:08:02.880 --> 00:08:03.880]   55.
[00:08:03.880 --> 00:08:05.720]   And it's easily some of the best money I've ever spent.
[00:08:05.720 --> 00:08:08.640]   You can post your Tumblr shell scripts.
