
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   This is Twigt.
[00:00:14.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly at CACHEFLY.com.
[00:00:21.000 --> 00:00:37.000]   [ Music ]
[00:00:37.000 --> 00:00:42.000]   This is Mac Break Weekly, episode 30 for February 20th, 2007
[00:00:42.000 --> 00:00:56.000]   Brathole.tv.
[00:00:56.000 --> 00:00:58.000]   Never trust a podcast over 30.
[00:00:58.000 --> 00:01:00.000]   I guess that's the rule in it.
[00:01:00.000 --> 00:01:02.000]   Now time for us to be over 30.
[00:01:02.000 --> 00:01:06.000]   Episode 30 of Mac Break Weekly, the core group, Scott Born,
[00:01:06.000 --> 00:01:14.000]   My Life Zone, and PodcastTricksUpYourSleeve.com.
[00:01:14.000 --> 00:01:16.000]   [ Laughter ]
[00:01:16.000 --> 00:01:19.000]   PodcastingTricks.com.
[00:01:19.000 --> 00:01:23.000]   I miss the participle, see, that's the problem.
[00:01:23.000 --> 00:01:25.000]   I make it in noun instead of...
[00:01:25.000 --> 00:01:27.000]   You have particular participle problems.
[00:01:27.000 --> 00:01:28.000]   It's a participle, right?
[00:01:28.000 --> 00:01:29.000]   Is that right, Merlin Mann?
[00:01:29.000 --> 00:01:30.000]   I'll call that a gerund.
[00:01:30.000 --> 00:01:31.000]   I'll call that a gerund.
[00:01:31.000 --> 00:01:32.000]   Is it gerund?
[00:01:32.000 --> 00:01:34.000]   I would call it.
[00:01:34.000 --> 00:01:37.000]   Yeah, I think participle might work, but I'll call it a gerund.
[00:01:37.000 --> 00:01:39.000]   Let's call it Grammar Girl.
[00:01:39.000 --> 00:01:40.000]   Well, she's not here.
[00:01:40.000 --> 00:01:44.000]   How about Alex Lindsay from the pixelcore.tv?
[00:01:44.000 --> 00:01:46.000]   Dot TV.
[00:01:46.000 --> 00:01:47.000]   News there.
[00:01:47.000 --> 00:01:48.000]   It is there.
[00:01:48.000 --> 00:01:52.000]   It's not quite as current as the Twigt site, but it will be by the end of the week.
[00:01:52.000 --> 00:01:54.000]   And we're pretty proud of it.
[00:01:54.000 --> 00:01:57.000]   It oddly looks oddly similar to the Twigt site.
[00:01:57.000 --> 00:01:59.000]   And the pastor stole my site.
[00:01:59.000 --> 00:02:00.000]   Literally.
[00:02:00.000 --> 00:02:02.000]   I tarred it up.
[00:02:02.000 --> 00:02:04.000]   I sent him a big tar ball.
[00:02:04.000 --> 00:02:08.000]   And you've apparently improved it, although I'm going to have some problems because I could
[00:02:08.000 --> 00:02:13.000]   incorporate your improvement, but then I'm going back to Lullabot because Drupal 5 always out.
[00:02:13.000 --> 00:02:15.000]   And I'm going to upgrade it to 5.0.
[00:02:15.000 --> 00:02:18.000]   There are some buggy wugs in there that I'm going to have them squash.
[00:02:18.000 --> 00:02:19.000]   So we're really...
[00:02:19.000 --> 00:02:20.000]   We've forked the code.
[00:02:20.000 --> 00:02:22.000]   We're totally forked.
[00:02:22.000 --> 00:02:26.000]   Yeah, we're doing lots of little ironing here and there.
[00:02:26.000 --> 00:02:27.000]   What did you find?
[00:02:27.000 --> 00:02:29.000]   I mean, did you find something really bad and awful in there?
[00:02:29.000 --> 00:02:32.000]   The person that we'd have to talk to would be Ben.
[00:02:32.000 --> 00:02:34.000]   But it wasn't so much that there were things bad.
[00:02:34.000 --> 00:02:39.000]   It was mostly things that are done to make it work rather, you know, and not necessarily
[00:02:39.000 --> 00:02:41.000]   all in the structure of Drupal.
[00:02:41.000 --> 00:02:44.000]   And so we've been kind of trying to...
[00:02:44.000 --> 00:02:47.000]   We're not using any non-Druple capabilities, I think.
[00:02:47.000 --> 00:02:49.000]   There's maybe one or two modules.
[00:02:49.000 --> 00:02:51.000]   You know, and I have no idea what I'm talking about.
[00:02:51.000 --> 00:02:52.000]   Ben is...
[00:02:52.000 --> 00:02:56.000]   Is that the same Ben that was shooting with you, Merlin, that you say is such a machine in the
[00:02:56.000 --> 00:02:57.000]   God?
[00:02:57.000 --> 00:02:58.000]   Ben Durban is a machine.
[00:02:58.000 --> 00:02:59.000]   He's a machine.
[00:02:59.000 --> 00:03:00.000]   He's absolutely...
[00:03:00.000 --> 00:03:02.000]   He's like four hamsters on one ball.
[00:03:02.000 --> 00:03:03.000]   The guy is...
[00:03:03.000 --> 00:03:04.000]   He's got a lot going on.
[00:03:04.000 --> 00:03:09.000]   So not only is he an amazing coder and website designer, but he's also a shooter.
[00:03:09.000 --> 00:03:11.000]   He's also the best looking guy at Pixelcore, and that's not Sam.
[00:03:11.000 --> 00:03:12.000]   Good looking fan.
[00:03:12.000 --> 00:03:15.000]   You don't have a fanning back.
[00:03:15.000 --> 00:03:16.000]   No, Sir-E.
[00:03:16.000 --> 00:03:17.000]   So what were you shooting?
[00:03:17.000 --> 00:03:19.000]   Is that secret or are you going to...
[00:03:19.000 --> 00:03:23.000]   It's increasingly less secret, I guess, but it's still secret enough.
[00:03:23.000 --> 00:03:25.000]   We'll have more to talk about next week.
[00:03:25.000 --> 00:03:26.000]   Okay.
[00:03:26.000 --> 00:03:29.000]   One thing that you did, you interviewed the code monkey.
[00:03:29.000 --> 00:03:30.000]   I'll see.
[00:03:30.000 --> 00:03:31.000]   Now you're letting that...
[00:03:31.000 --> 00:03:32.000]   Letting out of the bag.
[00:03:32.000 --> 00:03:33.000]   Yeah, we talked to Jonathan yesterday, Jonathan Colton.
[00:03:33.000 --> 00:03:34.000]   And...
[00:03:34.000 --> 00:03:35.000]   Joko, as you call him.
[00:03:35.000 --> 00:03:37.000]   Joko, yeah, yeah, yeah, yeah, yeah, Joko.
[00:03:37.000 --> 00:03:39.000]   I like to come up with a cute name for everybody.
[00:03:39.000 --> 00:03:42.000]   An interview with Yoko Ono, who says...
[00:03:42.000 --> 00:03:52.340]   Yeah, no, she says, that was a static on your radio that says that she's been hated her whole life.
[00:03:52.340 --> 00:03:57.980]   When she was a day hated her because she was Japanese and America, when she went back to Japan,
[00:03:57.980 --> 00:04:02.340]   they hated her because she was slightly American in Japan. Then they escaped Japan and went
[00:04:02.340 --> 00:04:06.080]   somewhere else and she was hated there. She said, my whole life, I've been hated. And,
[00:04:06.080 --> 00:04:08.400]   of course, now she's hated because she broke up the Beatles.
[00:04:08.940 --> 00:04:13.740]   Oh, yeah. Sounds like she's she certainly deserved that last one.
[00:04:13.740 --> 00:04:18.740]   Wait a minute. I got to play the rat hole sound because that was if there ever.
[00:04:18.740 --> 00:04:19.460]   I got stuck with a rat hole.
[00:04:19.460 --> 00:04:25.560]   So if there ever were a rat hole, the entire show last week, Leo, we played the rat hole
[00:04:25.560 --> 00:04:29.100]   and you start to finish. Oh, this rat hole song is not new.
[00:04:29.100 --> 00:04:32.300]   That's brand new. Yeah, that's just for you. It's newly created.
[00:04:32.300 --> 00:04:33.700]   Yeah, that's not really.
[00:04:33.700 --> 00:04:40.620]   It feels that we need a right here. Let me play. You had nerdy yet, Scott.
[00:04:40.620 --> 00:04:44.260]   I had not heard that. Yeah. So Merlin, did you do that?
[00:04:44.260 --> 00:04:49.340]   That's a D major seven. Yeah. Okay. Yokey. Impressive. Let's do it again.
[00:04:49.340 --> 00:04:55.540]   I'm going to use that on my nationally syndicated radio program.
[00:04:55.540 --> 00:04:59.140]   Do you have a pretty nice harmony? Do you have rat holes on that show?
[00:04:59.140 --> 00:05:03.140]   It's nothing but rat holes. Oh, come on. Man like you organized, man like you.
[00:05:03.140 --> 00:05:05.980]   No, it's an 80 D thing. You know that, Merlin. Let's go ride bikes, right?
[00:05:05.980 --> 00:05:10.060]   Let's ride bikes. Look at the little shiny thing.
[00:05:10.060 --> 00:05:12.740]   I saw all start a sentence.
[00:05:12.740 --> 00:05:18.260]   It's all planned out and logical when I start a sentence and it just it veers and veers and
[00:05:18.260 --> 00:05:21.940]   veers. And by the time I get around back at the beginning, it's nothing like the original.
[00:05:21.940 --> 00:05:25.140]   So that's what makes it good content.
[00:05:25.140 --> 00:05:29.140]   Merlin's going to be on the radio program.
[00:05:29.140 --> 00:05:31.660]   He's going to do you mind if I call it manpower?
[00:05:31.660 --> 00:05:36.660]   Oh, man. That's a.
[00:05:36.660 --> 00:05:40.820]   Has it never thought of that? I think that would open me up to a whole new audience
[00:05:40.820 --> 00:05:45.980]   that I'm currently not as overtly in touch with. Sure.
[00:05:45.980 --> 00:05:46.460]   Man power.
[00:05:46.460 --> 00:05:47.460]   One thing.
[00:05:47.460 --> 00:05:52.500]   Then you get an commercial. You got to go with the. Oh, you kidding me? Yeah.
[00:05:52.500 --> 00:05:54.420]   Oh, absolutely. You got to really just pound it in.
[00:05:54.420 --> 00:05:58.340]   Productivity tips. Yeah. We still haven't figured out exactly what, but you know,
[00:05:58.340 --> 00:06:02.740]   I got a lot of little tips to help the kids and kind of tool agnostic things that we
[00:06:02.740 --> 00:06:04.380]   can do to help people get on track.
[00:06:04.380 --> 00:06:07.020]   I don't want to get you on it too because you had some good ideas for stuff that you
[00:06:07.020 --> 00:06:08.380]   wanted to do on the ratty.
[00:06:08.380 --> 00:06:14.380]   I got so many I could do, but you know, actually probably want to save me for talking about
[00:06:14.380 --> 00:06:18.220]   the iPhone since realistically everyone calls the show is probably just going to want to
[00:06:18.220 --> 00:06:19.460]   know about the iPhone. Okay.
[00:06:19.460 --> 00:06:22.020]   Jay in June, you've got a date with Destiny Scott.
[00:06:22.020 --> 00:06:25.780]   We don't actually have to wait that long because I'll have stuff to talk about as soon
[00:06:25.780 --> 00:06:27.180]   as next week. Why is that?
[00:06:27.860 --> 00:06:28.860]   I can't tell you.
[00:06:28.860 --> 00:06:35.100]   Here we go. Good article in Wall Street Journal this week on how the iPhone happened.
[00:06:35.100 --> 00:06:37.260]   You know, they really, I'm really liking the journal.
[00:06:37.260 --> 00:06:38.860]   I'll tell you, especially for tech coverage.
[00:06:38.860 --> 00:06:40.580]   You know, it's actually really worth it.
[00:06:40.580 --> 00:06:44.060]   I have the subscription, you know, the online subscription, which I actually like a lot.
[00:06:44.060 --> 00:06:45.380]   I can't deal with the actual paper.
[00:06:45.380 --> 00:06:49.140]   Well, I get both because it was only a slight, you know, incremental additional cost.
[00:06:49.140 --> 00:06:52.500]   And then as you can hear, I now have lots of paper that I can.
[00:06:52.500 --> 00:06:54.340]   Well, that's very informative.
[00:06:54.340 --> 00:06:57.820]   That's why I stuck to the online version is because I just couldn't deal with the.
[00:06:58.300 --> 00:07:00.460]   Everything I know in radio, I learned from Russian bomb.
[00:07:00.460 --> 00:07:07.460]   Ladies and gentlemen, we've got an update from the iPhone guy.
[00:07:07.460 --> 00:07:08.940]   Do it. Do it. Do it. Do it.
[00:07:08.940 --> 00:07:13.140]   So please don't introduce me that way yet, Leo.
[00:07:13.140 --> 00:07:18.580]   You know, it was interesting is that what we kind of do this, but jobs didn't show.
[00:07:18.580 --> 00:07:23.420]   Sig Sigmund, the CEO of Singular, the phone until December.
[00:07:23.420 --> 00:07:26.860]   And only three people thought.
[00:07:26.980 --> 00:07:28.460]   Is that right? Yeah.
[00:07:28.460 --> 00:07:31.340]   If he had showed it to him earlier, the guy would have been spending hours
[00:07:31.340 --> 00:07:33.460]   creating more note cards about it.
[00:07:33.460 --> 00:07:37.540]   You know, that was pretty funny when he spoke at the keynote with his note cards.
[00:07:37.540 --> 00:07:38.540]   They were at a rodeo.
[00:07:38.540 --> 00:07:40.980]   That was the other thing I thought that was interesting.
[00:07:40.980 --> 00:07:43.580]   There when he showed, I always like to look at phones at a rodeo.
[00:07:43.580 --> 00:07:46.140]   When they showed the phone, they were at a rodeo.
[00:07:46.140 --> 00:07:47.060]   You've never done that, Leo.
[00:07:47.060 --> 00:07:49.060]   You've never looked at a phone at a rodeo.
[00:07:49.060 --> 00:07:52.020]   Hey, I like to do a lot of SMS at rodeos myself.
[00:07:52.020 --> 00:07:53.180]   I thought you had a pretty rich life.
[00:07:53.180 --> 00:07:53.940]   Yeah.
[00:07:53.940 --> 00:07:54.860]   I got it. See that road.
[00:07:54.860 --> 00:07:56.020]   He's going to make eight seconds.
[00:07:56.020 --> 00:07:57.020]   Anyway, so it's a good article.
[00:07:57.020 --> 00:08:05.020]   But one of the reasons I don't like to cite the Wall Street Journal is because if it's one of the few places online, if you don't buy it, you can't read it.
[00:08:05.020 --> 00:08:10.020]   Unless some new services picked up the story, sometimes you can see it on there.
[00:08:10.020 --> 00:08:15.020]   Sounds like Apple was able to wring out a pretty extraordinary number of concessions based on that story.
[00:08:15.020 --> 00:08:15.020]   Yeah.
[00:08:15.020 --> 00:08:17.020]   Well, this is what Verizon bocked at, right?
[00:08:17.020 --> 00:08:21.020]   And that's the other part that's interesting is that they did talk to Verizon.
[00:08:21.020 --> 00:08:24.020]   And that's the other part that's interesting is that they did talk to Verizon.
