
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:13.000]   This is Detroit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for MacBreak Weekly is provided by
[00:00:17.000 --> 00:00:22.000]   cashfly at CACHEFLY.com.
[00:00:22.000 --> 00:00:28.000]   [ Music ]
[00:00:28.000 --> 00:00:33.000]   This is MacBreak Weekly, episode 184 from March 9, 2010.
[00:00:33.000 --> 00:00:36.000]   It's a little meaty.
[00:00:36.000 --> 00:00:38.000]   [ Music ]
[00:00:38.000 --> 00:00:41.000]   MacBreak Weekly is brought to you by GoToMeeting.
[00:00:41.000 --> 00:00:47.000]   Business travel can kill your company's profits, so do more, save more, and travel less with GoToMeeting.
[00:00:47.000 --> 00:00:52.000]   For your free 30-day trial, visit GoToMeeting.com/MacBreak.
[00:00:52.000 --> 00:00:55.000]   And by Audible.com.
[00:00:55.000 --> 00:01:01.000]   To download a free audiobook of your choice, go to audible.com/MacBreak.
[00:01:01.000 --> 00:01:08.000]   And by squarespace.com, the fast and easy way to publish a high-quality website or blog.
[00:01:08.000 --> 00:01:14.000]   For a free trial and 10% off your new account, go to squarespace.com/MacBreak.
[00:01:14.000 --> 00:01:17.000]   [ Music ]
[00:01:17.000 --> 00:01:22.000]   It's time for that MacBreak Weekly magic, the thing that happens every Tuesday right here on the Twit Network,
[00:01:22.000 --> 00:01:30.000]   where we talk about all things Apple's starting off in the left corner, Mr. Alex Lindsey of thePicksacord.com.
[00:01:30.000 --> 00:01:31.000]   Hey, Alex, how are you?
[00:01:31.000 --> 00:01:32.000]   I'm doing great.
[00:01:32.000 --> 00:01:34.000]   We can all do this show like this.
[00:01:34.000 --> 00:01:36.000]   We're going to do the whole show like this.
[00:01:36.000 --> 00:01:38.000]   It's going to be fantastic.
[00:01:38.000 --> 00:01:41.000]   Also with us right now, Mr. Merlin Mann.
[00:01:41.000 --> 00:01:42.000]   Hey, Merlin.
[00:01:42.000 --> 00:01:46.000]   Mufflin Mann is seated at the table in the laboratory of his utility muffin lab.
[00:01:46.000 --> 00:01:47.000]   Oh, dear.
[00:01:47.000 --> 00:01:48.000]   I'm doing great, Leo.
[00:01:48.000 --> 00:01:51.000]   It's great to be here, and Skype is going, working great.
[00:01:51.000 --> 00:01:53.000]   Yeah, actually, we love Skype.
[00:01:53.000 --> 00:01:56.000]   Skype's really kind of the empowering technology that makes it all possible here.
[00:01:56.000 --> 00:02:00.000]   And the person who loves it the most is actually Andy and not go.
[00:02:00.000 --> 00:02:02.000]   Let's say hi to Andy over there in Boston.
[00:02:02.000 --> 00:02:06.000]   From high atop the melody of all room in Castinot del Nevada.
[00:02:06.000 --> 00:02:13.000]   It's a 7% radio show starring Bobby Masterson, Bill Murray, Follies Follie Fosason,
[00:02:13.000 --> 00:02:16.000]   and of course he'll bring his nash-coutie ramblers.
[00:02:16.000 --> 00:02:17.000]   And now he'll talk.
[00:02:17.000 --> 00:02:18.000]   I love that.
[00:02:18.000 --> 00:02:21.000]   I love that.
[00:02:21.000 --> 00:02:23.000]   You see, he was going 70s.
[00:02:23.000 --> 00:02:24.000]   I was going 30s and 40s.
[00:02:24.000 --> 00:02:25.000]   I like it.
[00:02:25.000 --> 00:02:26.000]   I like it.
[00:02:26.000 --> 00:02:28.000]   You know, we're jumping all over the place.
[00:02:28.000 --> 00:02:31.000]   We got a little time machine here going on the show.
[00:02:31.000 --> 00:02:32.000]   Hey, big story.
[00:02:32.000 --> 00:02:33.000]   Big, big, big story.
[00:02:33.000 --> 00:02:34.000]   Big story.
[00:02:34.000 --> 00:02:35.000]   Steam.
[00:02:35.000 --> 00:02:36.000]   Steam.
[00:02:36.000 --> 00:02:37.000]   It's coming to the Mac.
[00:02:37.000 --> 00:02:38.000]   Are any of you gamers?
[00:02:38.000 --> 00:02:40.000]   You're kind of a casual gamer.
[00:02:40.000 --> 00:02:42.000]   I only played plants and zombies.
[00:02:42.000 --> 00:02:43.000]   But the...
[00:02:43.000 --> 00:02:47.000]   I had to actually go find out what Steam was.
[00:02:47.000 --> 00:02:48.000]   Oh, I'm a PC fan.
[00:02:48.000 --> 00:02:49.000]   It's much more of it.
[00:02:49.000 --> 00:02:50.000]   So I didn't really know what it was.
[00:02:50.000 --> 00:02:51.000]   I was like, what is this?
[00:02:51.000 --> 00:02:53.000]   I better know this before the show starts.
[00:02:53.000 --> 00:02:55.000]   So really you're able to down...
[00:02:55.000 --> 00:02:57.000]   It's really changed PC gaming entirely.
[00:02:57.000 --> 00:02:59.000]   It's completely reinvented PC gaming.
[00:02:59.000 --> 00:03:01.000]   You create a Steam account.
[00:03:01.000 --> 00:03:06.000]   I think it kind of came off of the MMORPG kind of things or the online gaming thing.
[00:03:06.000 --> 00:03:07.000]   But they said, wait a minute.
[00:03:07.000 --> 00:03:09.000]   What we'll do is create a server.
[00:03:09.000 --> 00:03:10.000]   Valve owns it.
[00:03:10.000 --> 00:03:12.000]   We'll put our games on it, but you don't even have to own the games.
[00:03:12.000 --> 00:03:14.000]   You can buy the games online.
[00:03:14.000 --> 00:03:17.000]   You can download them from us.
[00:03:17.000 --> 00:03:19.000]   Steam does some really amazing marketing stuff.
[00:03:19.000 --> 00:03:22.000]   You'll get a weekend deal on a game for $10.
[00:03:22.000 --> 00:03:27.000]   It's just it is really transformed PC gaming.
[00:03:27.000 --> 00:03:31.000]   And of course, PC gaming is on Windows only and Mac people.
[00:03:31.000 --> 00:03:33.000]   I think we've kind of felt left out.
[00:03:33.000 --> 00:03:36.000]   I think that had a lot to do with Mac people being more productive.
[00:03:36.000 --> 00:03:38.000]   Well, forget it because...
[00:03:38.000 --> 00:03:39.000]   Angry cranky.
[00:03:39.000 --> 00:03:42.000]   Forget it because your productivity is just and it's late in the gentleman.
[00:03:42.000 --> 00:03:45.000]   I saw that it had civilizations which is...
[00:03:45.000 --> 00:03:48.000]   I had a friend that I was staying at his house and he had civilizations and I stayed up.
[00:03:48.000 --> 00:03:51.000]   The reason I don't play a lot of games is not because I don't like them.
[00:03:51.000 --> 00:03:53.000]   It's because I like them too much.
[00:03:53.000 --> 00:03:54.000]   Yeah, yeah, yeah.
[00:03:54.000 --> 00:03:56.000]   And civilizations is on here, I guess.
[00:03:56.000 --> 00:03:57.000]   It's really addicting.
[00:03:57.000 --> 00:03:58.000]   Andy, are you a gamer?
[00:03:58.000 --> 00:04:00.000]   I can't remember if you...
[00:04:00.000 --> 00:04:01.000]   Not really.
[00:04:01.000 --> 00:04:03.000]   I'm in that category of...
[00:04:03.000 --> 00:04:04.000]   Kind of like Alex Sperts.
[00:04:04.000 --> 00:04:09.000]   I make my living, spending many, many hours a day doing this.
[00:04:09.000 --> 00:04:11.000]   And if I spent more...
[00:04:11.000 --> 00:04:18.000]   Those hours a day doing this instead, it would have a dual-prong negative effect which is that there would be less hours I spent actually doing my job.
[00:04:18.000 --> 00:04:21.000]   And also eventually I would need to help her monkey to do my keyboarding for me.
[00:04:21.000 --> 00:04:23.000]   And that's to not happen.
[00:04:23.000 --> 00:04:24.000]   Right.
[00:04:24.000 --> 00:04:29.000]   But yeah, I'm more of a more of like an iPhone gamer and a PSP gamer.
[00:04:29.000 --> 00:04:31.000]   I think we've all become that way with age maybe.
[00:04:31.000 --> 00:04:33.000]   Merlin, you're Mr. Productivity.
[00:04:33.000 --> 00:04:34.000]   You probably don't know.
[00:04:34.000 --> 00:04:35.000]   Oh, yeah.
[00:04:35.000 --> 00:04:36.000]   Well, why am I Mr. Productivity?
[00:04:36.000 --> 00:04:38.000]   Because I'm totally distractible.
[00:04:38.000 --> 00:04:40.260]   I don't play a lot of these really absorbing games.
[00:04:40.260 --> 00:04:42.880]   I played the legend of Zelda once,
[00:04:42.880 --> 00:04:45.220]   and I made a horse gallop in a circle for half an hour
[00:04:45.220 --> 00:04:46.360]   when my wife yelled at me.
[00:04:46.360 --> 00:04:49.060]   Copped him to the wee...
[00:04:49.060 --> 00:04:50.340]   "Tick-a-tock-a-tock-a-tock-a"
[00:04:50.340 --> 00:04:51.980]   for 30 minutes.
[00:04:51.980 --> 00:04:53.400]   They were just like, "D you like to hit the thing?"
[00:04:53.400 --> 00:04:54.240]   (laughing)
[00:04:54.240 --> 00:04:56.340]   "But she's a good manlands gamer."
[00:04:56.340 --> 00:04:57.180]   No, not really.
[00:04:57.180 --> 00:04:59.120]   Which you knew that you were supposed to hit the thing.
[00:04:59.120 --> 00:04:59.960]   Well, is this, let me ask you this.
[00:04:59.960 --> 00:05:01.940]   So this is the kind of game, is this game benefit
[00:05:01.940 --> 00:05:03.280]   from that kind of network effect
[00:05:03.280 --> 00:05:04.540]   where like, when more people...
[00:05:04.540 --> 00:05:06.140]   Oh, well, "Prince of Persia" was a good example,
[00:05:06.140 --> 00:05:07.220]   it was a network game.
[00:05:07.220 --> 00:05:10.260]   But all games now, very few games are single player only.
[00:05:10.260 --> 00:05:11.740]   Well, this improved the gameplay for people
[00:05:11.740 --> 00:05:13.060]   to have Mac folks coming in.
[00:05:13.060 --> 00:05:15.060]   Is it changing for the folks who are already playing it?
[00:05:15.060 --> 00:05:18.500]   What Steam says is they're going to start with Portal 2.
[00:05:18.500 --> 00:05:20.580]   Portal's that great orange box thing
[00:05:20.580 --> 00:05:23.520]   that our friend Jonathan Colton wrote the song
[00:05:23.520 --> 00:05:25.220]   still alive for.
[00:05:25.220 --> 00:05:27.140]   And what a great game that is.
[00:05:27.140 --> 00:05:27.980]   It's really fun.
[00:05:27.980 --> 00:05:28.820]   But it's a puzzle game.
[00:05:28.820 --> 00:05:31.500]   It's kind of game you guys would actually like.
[00:05:31.500 --> 00:05:33.180]   It's more of a puzzle game than a shooter,
[00:05:33.180 --> 00:05:35.140]   that a quick twitch shooter.
[00:05:35.140 --> 00:05:38.780]   But Valve also does Counter Strike, Half Life 2,
[00:05:38.780 --> 00:05:41.220]   and a lot of those games are going to be on the Mac.
[00:05:41.220 --> 00:05:43.300]   And what they say is they're going to start doing...
[00:05:43.300 --> 00:05:45.220]   This is, you know, what's happened is that
[00:05:45.220 --> 00:05:47.300]   PC gaming has been struggling.
[00:05:47.300 --> 00:05:50.300]   Most of these companies have been doing console versions,
[00:05:50.300 --> 00:05:52.660]   simultaneous releases of console versions.
[00:05:52.660 --> 00:05:54.060]   That's really where they make their money.
[00:05:54.060 --> 00:05:55.300]   And I think they see Mac...
[00:05:55.300 --> 00:05:58.040]   Once they've got that kind of pipeline going
[00:05:58.040 --> 00:06:00.820]   of multi-platform development, now they can say,
[00:06:00.820 --> 00:06:01.820]   "Well, we'll just add the Mac."
[00:06:01.820 --> 00:06:05.060]   It's like we're doing an Xbox 360, a PS3,
[00:06:05.060 --> 00:06:07.620]   a Windows and Mac version, and we'll release small settings.
[00:06:07.620 --> 00:06:08.940]   And a lot of times what they're doing is they're using
[00:06:08.940 --> 00:06:11.020]   a coding shell.
[00:06:11.020 --> 00:06:13.300]   So once you do that, they kind of start going through that.
[00:06:13.300 --> 00:06:14.620]   They still do all their programming,
[00:06:14.620 --> 00:06:15.940]   and it all sits inside of something
[00:06:15.940 --> 00:06:17.460]   that's been abstracted from the Xcode.
[00:06:17.460 --> 00:06:19.100]   So the Xcode just holds it there,
[00:06:19.100 --> 00:06:20.540]   and then everything exists inside of that.
[00:06:20.540 --> 00:06:21.660]   I don't know if that's how they're doing it,
[00:06:21.660 --> 00:06:23.980]   but that's the easiest way for them to port
[00:06:23.980 --> 00:06:25.820]   from platform to platform is not try to interact
[00:06:25.820 --> 00:06:26.820]   with the platform very much.
[00:06:26.820 --> 00:06:28.900]   And a lot of these multiplayer games are not...
[00:06:28.900 --> 00:06:30.380]   You know, they're not...
[00:06:30.380 --> 00:06:32.180]   A lot of the games that I saw that they were showing
[00:06:32.180 --> 00:06:36.540]   are not massive, you know, need every CPU cycle.
[00:06:36.540 --> 00:06:37.860]   - Portal no, but Left 4 Dead,
[00:06:37.860 --> 00:06:39.140]   which will be the other title that will come out,
[00:06:39.140 --> 00:06:44.140]   is a pretty good Twitch gaming game.
[00:06:44.140 --> 00:06:45.900]   It's really fun.
[00:06:45.900 --> 00:06:47.140]   This will be in April.
[00:06:47.140 --> 00:06:50.580]   It says, "Steve's director of development said,
[00:06:50.580 --> 00:06:52.820]   'We are treating the Mac as a tier one platform.'
[00:06:52.820 --> 00:06:53.660]   So all..."
[00:06:53.660 --> 00:06:55.620]   This is such good news for Macintosh users.
[00:06:55.620 --> 00:06:57.740]   And you know, for Apple in general.
[00:06:57.740 --> 00:07:00.940]   So all of our future games will release simultaneously
[00:07:00.940 --> 00:07:03.180]   on Windows Mac in Xbox 360.
[00:07:03.180 --> 00:07:04.020]   That's huge.
[00:07:04.020 --> 00:07:07.980]   - Just think of playing civilizations on an iPad.
[00:07:07.980 --> 00:07:10.180]   That I really can't ever install that.
