
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   This is Twigt.
[00:00:14.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly at CACHEFLY.com.
[00:00:21.000 --> 00:00:38.000]   [ Music ]
[00:00:38.000 --> 00:00:41.000]   This is Mac Break Weekly, Episode 39,
[00:00:41.000 --> 00:00:44.000]   from May 1, 2007.
[00:00:44.000 --> 00:00:46.000]   May Day.
[00:00:46.000 --> 00:00:56.000]   [ Music ]
[00:00:56.000 --> 00:00:59.000]   It's time for Mac Break Weekly, the gang that couldn't
[00:00:59.000 --> 00:01:01.000]   shoot straight.
[00:01:01.000 --> 00:01:03.000]   Or maybe you should say couldn't click straight.
[00:01:03.000 --> 00:01:06.000]   Merlin Mann from 43 Folders in the Merlin Show.
[00:01:06.000 --> 00:01:07.000]   Hello.
[00:01:07.000 --> 00:01:08.000]   Hello Leo, how are you?
[00:01:08.000 --> 00:01:10.000]   It's a great day in San Francisco.
[00:01:10.000 --> 00:01:11.000]   Oh, it's tremendous.
[00:01:11.000 --> 00:01:12.000]   [ Laughs ]
[00:01:12.000 --> 00:01:13.000]   Oh, I forgot you're in the avenues.
[00:01:13.000 --> 00:01:14.000]   It's gray all the time.
[00:01:14.000 --> 00:01:16.000]   Scott Bourne is a little more downtown.
[00:01:16.000 --> 00:01:19.000]   You've seen some sunshine out there in the --
[00:01:19.000 --> 00:01:21.000]   whatever they call that district.
[00:01:21.000 --> 00:01:24.000]   Well, the Dog Patch District is the location of
[00:01:24.000 --> 00:01:27.000]   Padango Studios and it's the officially sunniest
[00:01:27.000 --> 00:01:28.000]   weather in San Francisco.
[00:01:28.000 --> 00:01:30.000]   And today is sunny.
[00:01:30.000 --> 00:01:32.000]   You're kidding, really?
[00:01:32.000 --> 00:01:33.000]   Well, down here.
[00:01:33.000 --> 00:01:34.000]   Wow, that's impressive.
[00:01:34.000 --> 00:01:35.000]   It's not sunny in Petaloom.
[00:01:35.000 --> 00:01:37.000]   Well, it's not really sunny sunny, but I mean, you can see
[00:01:37.000 --> 00:01:38.000]   Blue Sky.
[00:01:38.000 --> 00:01:40.000]   I don't see any blue skies all white above me.
[00:01:40.000 --> 00:01:43.000]   Scott Bourne is, of course, with podcasting tricks
[00:01:43.000 --> 00:01:46.000]   and Padango and -- what is it?
[00:01:46.000 --> 00:01:49.000]   ApplephoneShow.com.
[00:01:49.000 --> 00:01:53.000]   The little site that any day now is going to become a big site.
[00:01:53.000 --> 00:01:57.000]   And Mr. Inatko will be joining me occasionally, I hope.
[00:01:57.000 --> 00:01:58.000]   Oh, really?
[00:01:58.000 --> 00:01:59.000]   Indeed, I will.
[00:01:59.000 --> 00:02:01.000]   Andy Inatko is here from the Chicago Sun Times.
[00:02:01.000 --> 00:02:05.000]   He is also the creator of the colossal waste of bandwidth
[00:02:05.000 --> 00:02:08.000]   and is now broadcasting to you from Studio A.
[00:02:08.000 --> 00:02:11.000]   Studio A, it's stately Dunscap Studios and beautiful
[00:02:11.000 --> 00:02:13.000]   crime-free Boston Massachusetts.
[00:02:13.000 --> 00:02:15.000]   [laughter]
[00:02:15.000 --> 00:02:17.000]   The reason that he calls it Dunscap Studios?
[00:02:17.000 --> 00:02:21.000]   Yes, because I was recording podcasts for a while,
[00:02:21.000 --> 00:02:23.000]   just lying down comfortably on my sofa.
[00:02:23.000 --> 00:02:25.000]   And then I realized there's a reason why you shouldn't --
[00:02:25.000 --> 00:02:27.000]   you should expend a certain minimum number of calories,
[00:02:27.000 --> 00:02:31.000]   because otherwise you sound like Paul Anka introducing his
[00:02:31.000 --> 00:02:34.000]   third show of the day and trying to get excited.
[00:02:34.000 --> 00:02:36.000]   This makes you all leap to my feet and stretch.
[00:02:36.000 --> 00:02:37.000]   Yeah, exactly.
[00:02:37.000 --> 00:02:40.000]   So it got the most uncomfortable steel lab chair that I could
[00:02:40.000 --> 00:02:42.000]   get out of storage, put it in the corner of my office,
[00:02:42.000 --> 00:02:45.000]   put the boom mic, put the steel typing table, nothing padded,
[00:02:45.000 --> 00:02:48.000]   nothing -- it encourages fidgeting, it encourages shifting
[00:02:48.000 --> 00:02:51.000]   around, and most of all, it encourages shutting up very,
[00:02:51.000 --> 00:02:54.000]   very quickly so you can just leave that place, that awful place
[00:02:54.000 --> 00:02:57.000]   and think about what you did, just like being told to sit
[00:02:57.000 --> 00:03:00.000]   in the corner and think about that awful, awful thing that you did.
[00:03:00.000 --> 00:03:02.000]   It's just every time I'm podcasting you.
[00:03:02.000 --> 00:03:03.000]   Actually, I'm actually --
[00:03:03.000 --> 00:03:04.000]   Exactly.
[00:03:04.000 --> 00:03:05.000]   --in comfortable as hell, yeah.
[00:03:05.000 --> 00:03:07.000]   And kind of, you know, grim.
[00:03:07.000 --> 00:03:09.000]   In fact, that was one of the problems I had when I started doing
[00:03:09.000 --> 00:03:12.000]   the radio show from home, I don't do it from home anymore.
[00:03:12.000 --> 00:03:15.000]   I have a little office, but it was too relaxing.
[00:03:15.000 --> 00:03:17.000]   You couldn't get going.
[00:03:17.000 --> 00:03:18.000]   Yeah, exactly.
[00:03:18.000 --> 00:03:21.000]   Plus, all your equipment is like scattered to the three different
[00:03:21.000 --> 00:03:23.000]   wins, especially if I've just been traveling.
[00:03:23.000 --> 00:03:26.000]   So I can't tell you how many times I started a podcast using
[00:03:26.000 --> 00:03:28.000]   the built-in microphone of my power book.
[00:03:28.000 --> 00:03:31.000]   Well, I'll say, "Well, Scott, I'm over here.
[00:03:31.000 --> 00:03:34.000]   I thought I'd illustrate the problems of XML encoding by
[00:03:34.000 --> 00:03:38.000]   running around desperately looking for something while I speak."
[00:03:38.000 --> 00:03:41.000]   I'm an educator, Bill.
[00:03:41.000 --> 00:03:43.000]   Hey, we got some stories.
[00:03:43.000 --> 00:03:45.000]   It took us about an hour to think of what we were going to talk
[00:03:45.000 --> 00:03:48.000]   about today, but we got some stories starting off with the
[00:03:48.000 --> 00:03:52.000]   iPhone picks up on Flickr taken down very quickly, which
[00:03:52.000 --> 00:03:55.000]   actually led me to believe they were real.
[00:03:55.000 --> 00:03:57.000]   What happened to Merlin?
[00:03:57.000 --> 00:04:01.000]   Well, what happened was -- there's a great feature on Flickr
[00:04:01.000 --> 00:04:04.000]   that I think is -- will become much better known now, which
[00:04:04.000 --> 00:04:08.000]   is that you can go out and find photos that were taken using
[00:04:08.000 --> 00:04:11.000]   a certain kind of brand and model of camera.
[00:04:11.000 --> 00:04:15.000]   Somebody basically noticed -- generally, it says on every
[00:04:15.000 --> 00:04:17.000]   photo what camera was used to take it.
[00:04:17.000 --> 00:04:20.000]   And somebody noticed there was a couple photos up that said
[00:04:20.000 --> 00:04:22.000]   they were taken with an Apple iPhone.
[00:04:22.000 --> 00:04:25.000]   You know, you could fake -- you can easily edit the EXIF data.
[00:04:25.000 --> 00:04:26.000]   Can you?
[00:04:26.000 --> 00:04:27.000]   Oh, yeah.
[00:04:27.000 --> 00:04:28.000]   Yes, you can.
[00:04:28.000 --> 00:04:29.000]   That's simple to do.
[00:04:29.000 --> 00:04:30.000]   You could do it in aperture, probably.
[00:04:30.000 --> 00:04:31.000]   Absolutely.
[00:04:31.000 --> 00:04:34.000]   But it said camera, Apple iPhone.
[00:04:34.000 --> 00:04:38.000]   Orientation rotated 90 degrees clockwise, which tells me it has
[00:04:38.000 --> 00:04:41.000]   some sort of motion sensor or a position.
[00:04:41.000 --> 00:04:43.000]   Do you think they are real, though?
[00:04:43.000 --> 00:04:45.000]   Well, I'll tell you why I think they're real.
[00:04:45.000 --> 00:04:49.000]   First of all, the fact that they were taken down immediately
[00:04:49.000 --> 00:04:51.000]   is a little telling.
[00:04:51.000 --> 00:04:54.000]   Second of all, you know, the folks who discovered this
[00:04:54.000 --> 00:04:57.000]   mobilegarilla.com did a little research.
[00:04:57.000 --> 00:05:00.000]   Turns out this pictured as a cafe very near Cupertino,
[00:05:00.000 --> 00:05:01.000]   California.
[00:05:01.000 --> 00:05:04.000]   It's actually a steakhouse called Alexander's,
[00:05:04.000 --> 00:05:06.000]   three miles from Apple HQ.
[00:05:06.000 --> 00:05:07.000]   They were marked --
[00:05:07.000 --> 00:05:09.000]   They were put up there by the steakhouse.
[00:05:09.000 --> 00:05:10.000]   That's a ticket.
[00:05:10.000 --> 00:05:11.000]   They were marked private.
[00:05:11.000 --> 00:05:14.000]   They certainly are camera phone pictures, but they're high
[00:05:14.000 --> 00:05:18.000]   res, 1600 by 1200, which is about three megapixels.
[00:05:18.000 --> 00:05:21.000]   As the only one who's ever touched an iPhone,
[00:05:21.000 --> 00:05:23.000]   actually, you have two, haven't you, Andy?
[00:05:23.000 --> 00:05:24.000]   I have.
[00:05:24.000 --> 00:05:25.000]   Andy answered that.
[00:05:25.000 --> 00:05:27.000]   Not as long as Andy has.
[00:05:27.000 --> 00:05:29.000]   Do either of you know what the resolution of the camera is?
[00:05:29.000 --> 00:05:30.000]   Yeah.
[00:05:30.000 --> 00:05:32.000]   Information wasn't provided to me.
[00:05:32.000 --> 00:05:35.000]   I believe they said 1600 by 1200.
[00:05:35.000 --> 00:05:37.000]   Well, that's what these pictures are.
[00:05:37.000 --> 00:05:38.000]   That's a lot of things.
[00:05:38.000 --> 00:05:41.000]   Because I remember being surprised it wasn't higher resolution.
[00:05:41.000 --> 00:05:46.000]   Well, I don't have any evidence of this, but I have heard numerous
[00:05:46.000 --> 00:05:49.000]   reports from people in the valley that there are at least a few,
[00:05:49.000 --> 00:05:51.000]   like where you can see people walking around with them.
[00:05:51.000 --> 00:05:52.000]   Yeah.
[00:05:52.000 --> 00:05:54.000]   I'm not going to source that, but I'm just going to say lots of
[00:05:54.000 --> 00:05:56.000]   people have seen these out in the way, at least a few.
[00:05:56.000 --> 00:05:59.000]   Well, I get sent, you know, being the proprietor of Apple
[00:05:59.000 --> 00:06:00.000]   PhoneShow.com.
[00:06:00.000 --> 00:06:03.000]   I get sent about 100 fake pics a day.
[00:06:03.000 --> 00:06:06.000]   Well, some of them are really, really bad, and some of them are
[00:06:06.000 --> 00:06:10.000]   pretty darn good, but the bottom line is, I really don't care.
[00:06:10.000 --> 00:06:13.000]   These are pictures of, understand, these are pictures of the iPhone.
[00:06:13.000 --> 00:06:14.000]   No, no, no, I understand.
[00:06:14.000 --> 00:06:16.000]   The pictures taken with you.
[00:06:16.000 --> 00:06:18.000]   I get, I get, I get both flavors.
[00:06:18.000 --> 00:06:21.000]   I get some that are supposed to be the iPhone on the street.
[00:06:21.000 --> 00:06:24.000]   Mobile Gorilla says that they have confirmed now that the
[00:06:24.000 --> 00:06:27.000]   pictures were uploaded by an Apple employee.
[00:06:27.000 --> 00:06:29.000]   Well, whatever Mobile Gorilla says must be true.
[00:06:29.000 --> 00:06:30.000]   Well, I believe it.
[00:06:30.000 --> 00:06:32.000]   I have a feeling that we should ask the Mac-a-lope.
[00:06:32.000 --> 00:06:34.000]   I think it's Mac-a-lope.
[00:06:34.000 --> 00:06:36.000]   Here we go.
[00:06:36.000 --> 00:06:40.000]   Now, I have to say there's a greenish cast to the higher res of the two
[00:06:40.000 --> 00:06:41.000]   pictures.
[00:06:41.000 --> 00:06:43.000]   They're very camera phone-esque.
[00:06:43.000 --> 00:06:47.000]   You know, they have that feeling, you know, kind of extra over jpegged.
[00:06:47.000 --> 00:06:50.000]   And yet there's a lot of detail in the 1600 by 1200.
[00:06:50.000 --> 00:06:52.000]   It's a good looking picture.
[00:06:52.000 --> 00:06:57.000]   Well, for whatever it's worth, the camera phone app that was running in
[00:06:57.000 --> 00:07:00.000]   January had exactly one button on it.
[00:07:00.000 --> 00:07:04.000]   So I know, so I know that it wasn't being, the camera phone software
[00:07:04.000 --> 00:07:05.000]   wasn't being developed.
[00:07:05.000 --> 00:07:07.000]   It's not on the same track.
[00:07:07.000 --> 00:07:10.000]   It wasn't at the same level of complexity in January as the other apps.
[00:07:10.000 --> 00:07:13.000]   So it's possible they're still just playing catch up with that part of the software.
[00:07:13.000 --> 00:07:15.000]   I totally believe that this is it.
[00:07:15.000 --> 00:07:17.000]   Let me just ask you a question.
[00:07:17.000 --> 00:07:21.000]   If you're an Apple employee, what in the world would possess you to upload
[00:07:21.000 --> 00:07:22.000]   something to Flickr?
[00:07:22.000 --> 00:07:23.000]   Oh, a couple of reasons.
[00:07:23.000 --> 00:07:24.000]   Well, who cares?
[00:07:24.000 --> 00:07:26.000]   I mean, you're taking a picture of the phone, aren't you?
[00:07:26.000 --> 00:07:28.000]   Maybe you're testing.
[00:07:28.000 --> 00:07:29.000]   Right.
[00:07:29.000 --> 00:07:31.000]   You didn't know, first of all, you didn't know that would be detectable
[00:07:31.000 --> 00:07:32.000]   that it was an iPhone.
