
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   This is Detroit.
[00:00:14.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:22.000]   cashfly@cachiefly.com.
[00:00:22.000 --> 00:00:29.000]   [ Music ]
[00:00:29.000 --> 00:00:36.000]   This is Mac Break Weekly, episode 128, for February 17, 2009.
[00:00:36.000 --> 00:00:40.000]   I cannot confirm nor deny.
[00:00:40.000 --> 00:00:44.000]   Mac Break Weekly is brought to you by Audible.com.
[00:00:44.000 --> 00:00:50.000]   For your free audio book, visit audible.com/macbreak.
[00:00:50.000 --> 00:00:53.000]   And by Go to Meeting.
[00:00:53.000 --> 00:00:56.000]   Online meetings made easy for a free 30-day trial of Go to Meeting
[00:00:56.000 --> 00:01:03.000]   for your PC or Mac, visit gotomeeting.com/macbreak.
[00:01:03.000 --> 00:01:05.000]   And by listeners like you.
[00:01:05.000 --> 00:01:07.000]   Thanks so much for your contribution.
[00:01:07.000 --> 00:01:09.000]   We couldn't do it without it.
[00:01:09.000 --> 00:01:13.000]   [ Music ]
[00:01:13.000 --> 00:01:16.000]   It's time for Mac Break Weekly, the episode, the show.
[00:01:16.000 --> 00:01:18.000]   Well, never mind.
[00:01:18.000 --> 00:01:19.000]   It's time.
[00:01:19.000 --> 00:01:21.000]   [ Laughter ]
[00:01:21.000 --> 00:01:24.000]   I, on the other hand, do not speak in prose.
[00:01:24.000 --> 00:01:27.000]   I speak in broken English.
[00:01:27.000 --> 00:01:29.000]   It's only my first language.
[00:01:29.000 --> 00:01:30.000]   I am Leo Laport.
[00:01:30.000 --> 00:01:32.000]   This is Mac Break Weekly, the show where we talk about
[00:01:32.000 --> 00:01:35.000]   Mac and Tash Apple and all that jazz.
[00:01:35.000 --> 00:01:37.000]   Andy Enoch goes here from the Chicago Sun Times.
[00:01:37.000 --> 00:01:38.000]   Hello, Andrew.
[00:01:38.000 --> 00:01:40.000]   Hello, Leo.
[00:01:40.000 --> 00:01:42.000]   Mr. Atatko.
[00:01:42.000 --> 00:01:43.000]   The man on the hat.
[00:01:43.000 --> 00:01:44.000]   Catherine Hepburn there.
[00:01:44.000 --> 00:01:45.000]   I'm very, very sorry.
[00:01:45.000 --> 00:01:46.000]   [ Laughter ]
[00:01:46.000 --> 00:01:47.000]   Hello, Leo.
[00:01:47.000 --> 00:01:50.000]   Aren't you wonderful to house this wonderful photograph?
[00:01:50.000 --> 00:01:52.000]   Let's sock face.
[00:01:52.000 --> 00:01:54.000]   So.
[00:01:54.000 --> 00:01:56.000]   There's a fetish video that even the Japanese.
[00:01:56.000 --> 00:01:58.000]   [ Laughter ]
[00:01:58.000 --> 00:01:59.000]   I think I need a minute.
[00:01:59.000 --> 00:02:01.000]   You know, I kind of like that.
[00:02:01.000 --> 00:02:03.000]   I just had a vision there.
[00:02:03.000 --> 00:02:06.000]   Also here, actually we should say that Andy is the only
[00:02:06.000 --> 00:02:07.000]   regular who is here.
[00:02:07.000 --> 00:02:10.000]   Scott Bourne apparently is checked into an undisclosed
[00:02:10.000 --> 00:02:13.000]   location in Florida where he has no bandwidth.
[00:02:13.000 --> 00:02:14.000]   Mmm.
[00:02:14.000 --> 00:02:18.000]   And Alex Lindsey is getting a sonogram with his wife,
[00:02:18.000 --> 00:02:21.000]   Carlita, who is expecting their second.
[00:02:21.000 --> 00:02:22.000]   Yes.
[00:02:22.000 --> 00:02:23.000]   So that's good news.
[00:02:23.000 --> 00:02:25.000]   So the first sonogram is always fun.
[00:02:25.000 --> 00:02:26.000]   Excellent.
[00:02:26.000 --> 00:02:27.000]   You're just looking for how many legs?
[00:02:27.000 --> 00:02:29.000]   [ Laughter ]
[00:02:29.000 --> 00:02:31.000]   And so anyway, that's great.
[00:02:31.000 --> 00:02:34.000]   But fortunately we have some wonderful people stepping in.
[00:02:34.000 --> 00:02:38.000]   Mr. Frederick Van Johnson, who was going to be a regular,
[00:02:38.000 --> 00:02:40.000]   but I'll have to explain why he's not going to be going forward.
[00:02:40.000 --> 00:02:43.000]   This is Frederick's last appearance on Mac Spring.
[00:02:43.000 --> 00:02:44.000]   This is my last appearance.
[00:02:44.000 --> 00:02:45.000]   For now.
[00:02:45.000 --> 00:02:46.000]   For now.
[00:02:46.000 --> 00:02:47.000]   Yeah, nothing is permanent.
[00:02:47.000 --> 00:02:50.000]   No, but you haven't always have a standing invitation to join us.
[00:02:50.000 --> 00:02:53.000]   I may do the Kramer from now and just come here.
[00:02:53.000 --> 00:02:55.000]   I bust open the door and show up.
[00:02:55.000 --> 00:02:56.000]   Can you do that thing?
[00:02:56.000 --> 00:02:57.000]   Can you do that thing?
[00:02:57.000 --> 00:02:58.000]   I'll come up five minutes for my time.
[00:02:58.000 --> 00:02:59.000]   You go in my hair out a little bit.
[00:02:59.000 --> 00:03:00.000]   So the audience goes...
[00:03:00.000 --> 00:03:02.000]   [ Laughter ]
[00:03:02.000 --> 00:03:05.000]   And also here, then I'll explain what's going on with Frederick,
[00:03:05.000 --> 00:03:08.000]   but also here we want to get him as well from Liverpool,
[00:03:08.000 --> 00:03:11.000]   Don McAllister of Screencasts Online.
[00:03:11.000 --> 00:03:12.000]   Hello, Leo.
[00:03:12.000 --> 00:03:13.000]   Great to have you back, Don.
[00:03:13.000 --> 00:03:14.000]   Thank you so much.
[00:03:14.000 --> 00:03:15.000]   Always nice to be here.
[00:03:15.000 --> 00:03:17.000]   Thank you so much for inviting me.
[00:03:17.000 --> 00:03:18.000]   Yay.
[00:03:18.000 --> 00:03:22.000]   So we'll get to the stories in just a second,
[00:03:22.000 --> 00:03:24.000]   but I do want to say, I'm sad to say,
[00:03:24.000 --> 00:03:26.000]   that Frederick got a job.
[00:03:26.000 --> 00:03:27.000]   I did.
[00:03:27.000 --> 00:03:28.000]   It's kind of a...
[00:03:28.000 --> 00:03:29.000]   You know, is that that whole member?
[00:03:29.000 --> 00:03:32.000]   I think the last thing we were talking about when I got laid off from Adobe,
[00:03:32.000 --> 00:03:34.000]   we were talking about how, you know,
[00:03:34.000 --> 00:03:37.000]   I was going to try to stretch the cash out as long as I could go.
[00:03:37.000 --> 00:03:38.000]   [ Laughter ]
[00:03:38.000 --> 00:03:39.000]   And then...
[00:03:39.000 --> 00:03:40.000]   You're going to be a photographer.
[00:03:40.000 --> 00:03:41.000]   Well, I still am.
[00:03:41.000 --> 00:03:42.000]   I still am.
[00:03:42.000 --> 00:03:43.000]   That's still going 110%.
[00:03:43.000 --> 00:03:44.000]   Good.
[00:03:44.000 --> 00:03:45.000]   Good.
[00:03:45.000 --> 00:03:47.000]   But in the interim and through it and everything, you know,
[00:03:47.000 --> 00:03:50.000]   there's a need to actually contribute to the gross natural product.
[00:03:50.000 --> 00:03:52.000]   And your own national products.
[00:03:52.000 --> 00:03:56.000]   And my mortgage company and, you know, benefits and then work with great people.
[00:03:56.000 --> 00:03:57.000]   So I did.
[00:03:57.000 --> 00:04:02.000]   I accepted a job with data robotics, also known as Drobo,
[00:04:02.000 --> 00:04:04.000]   the people that make that little device.
[00:04:04.000 --> 00:04:05.000]   That's one of them.
[00:04:05.000 --> 00:04:06.000]   I have one of them here.
[00:04:06.000 --> 00:04:08.000]   And Scott Borne has like 12 of.
[00:04:08.000 --> 00:04:09.000]   Yeah.
[00:04:09.000 --> 00:04:11.000]   Alex has a whole giant room full of them.
[00:04:11.000 --> 00:04:13.000]   And I'm thrilled because Drobo is a sponsor,
[00:04:13.000 --> 00:04:16.000]   but we have a policy for obvious reasons in the show
[00:04:16.000 --> 00:04:19.000]   that we only use journalists and we don't use marketing people.
[00:04:19.000 --> 00:04:22.000]   Because we don't want the potential conflict of interest.
[00:04:22.000 --> 00:04:24.000]   We don't want to run it.
[00:04:24.000 --> 00:04:25.000]   So every time, you know, Fredrick comes on,
[00:04:25.000 --> 00:04:27.000]   we don't want to have a Drobo commercial.
[00:04:27.000 --> 00:04:30.000]   But all of your stuff all of your stuff all of your stuff all of your stuff.
[00:04:30.000 --> 00:04:31.000]   But they're still...
[00:04:31.000 --> 00:04:33.000]   Yeah, every time he...
[00:04:33.000 --> 00:04:34.000]   So...
[00:04:34.000 --> 00:04:36.000]   Why are you going to do that to me?
[00:04:36.000 --> 00:04:37.000]   Why so...
[00:04:37.000 --> 00:04:42.000]   So it's just a policy here at Twit that we don't use vendors
[00:04:42.000 --> 00:04:44.000]   or people who work for companies in general.
[00:04:44.000 --> 00:04:46.000]   And so I have to give you your pink slip.
[00:04:46.000 --> 00:04:47.000]   I hate to do it because you're the greatest.
[00:04:47.000 --> 00:04:48.000]   Again, look at that.
[00:04:48.000 --> 00:04:50.000]   Get laid off from MacPray.
[00:04:50.000 --> 00:04:52.000]   But if you get fired again, you call us.
[00:04:52.000 --> 00:04:54.000]   Hopefully no.
[00:04:54.000 --> 00:04:57.000]   That could be a really good theme for this show.
[00:04:57.000 --> 00:05:00.000]   Because we want you to continue to continue to continue to continue with this podcast.
[00:05:00.000 --> 00:05:03.000]   You want to keep, you know, to keep being able to pay your mortgage.
[00:05:03.000 --> 00:05:08.000]   So it'd be sort of like a hockey game where we're trying to get you to say stuff to get you to screw up this job.
[00:05:08.000 --> 00:05:13.000]   Whereas you're trying to make sure that you still have a job to go to at the end of this show.
[00:05:13.000 --> 00:05:14.000]   Nice perfect.
[00:05:14.000 --> 00:05:15.000]   A nice tug of war.
[00:05:15.000 --> 00:05:16.000]   Yeah, I like that.
[00:05:16.000 --> 00:05:17.000]   There you go.
[00:05:17.000 --> 00:05:19.000]   There's a little tension here.
[00:05:19.000 --> 00:05:20.000]   But it's all good.
[00:05:20.000 --> 00:05:23.000]   And I will still be hosting this week in photography.
[00:05:23.000 --> 00:05:24.000]   Right.
[00:05:24.000 --> 00:05:25.000]   And that's fantastic.
[00:05:25.000 --> 00:05:27.000]   In fact, that show will probably come out of this studio at some point.
[00:05:27.000 --> 00:05:30.000]   It's starting someday when Alex figures out how to do it.
[00:05:30.000 --> 00:05:31.000]   I actually think to maybe sit in that chair.
[00:05:31.000 --> 00:05:32.000]   You could sit on the ball.
[00:05:32.000 --> 00:05:33.000]   I'm sitting in that chair, baby.
[00:05:33.000 --> 00:05:34.000]   There's a ball down there.
[00:05:34.000 --> 00:05:36.000]   You thought there was a chair?
[00:05:36.000 --> 00:05:40.000]   I remember one episode like long time ago you fell off of that thing.
[00:05:40.000 --> 00:05:41.000]   It blew up.
[00:05:41.000 --> 00:05:42.000]   It exploded.
[00:05:42.000 --> 00:05:43.000]   Yeah.
[00:05:43.000 --> 00:05:45.000]   I'm not even going there.
[00:05:45.000 --> 00:05:47.000]   There was something sharp on the floor.
[00:05:47.000 --> 00:05:54.560]   And I had at the time, I hadn't yet learned the importance of buying no burst stability
[00:05:54.560 --> 00:05:55.560]   balls.
[00:05:55.560 --> 00:05:58.320]   I was just buying the regular yoga ball.
[00:05:58.320 --> 00:06:02.400]   And the thing that the thing that I always insist on the no explosion gas tank on my
[00:06:02.400 --> 00:06:03.400]   car.
[00:06:03.400 --> 00:06:04.400]   Exactly.
[00:06:04.400 --> 00:06:06.840]   The next or $20 in the sticker price, they will make you get the intermittent wipers
[00:06:06.840 --> 00:06:07.920]   to that part of the package.
[00:06:07.920 --> 00:06:08.920]   But it's worth it.
[00:06:08.920 --> 00:06:10.640]   You wear the no break away pants.
[00:06:10.640 --> 00:06:11.640]   Everybody does.
[00:06:11.640 --> 00:06:13.720]   I foolishly didn't get the no burst ball.
[00:06:13.720 --> 00:06:16.280]   And thing was like a balloon and hit the tack and went boom.
[00:06:16.280 --> 00:06:17.280]   Ouch.
[00:06:17.280 --> 00:06:19.120]   And I was on the ground within half a second.
[00:06:19.120 --> 00:06:20.800]   Was it on camera and everything?
[00:06:20.800 --> 00:06:22.880]   Well, somebody says it's on camera.
[00:06:22.880 --> 00:06:23.880]   I don't think there's video of it.
[00:06:23.880 --> 00:06:24.880]   But there's definitely audio.
[00:06:24.880 --> 00:06:25.880]   It was in the middle of a twit broadcast.
[00:06:25.880 --> 00:06:27.520]   And there's a rather loud explosion.
[00:06:27.520 --> 00:06:28.520]   I heard it.
[00:06:28.520 --> 00:06:34.960]   And then hilarity ensues because I've suddenly shrunk three feet.
[00:06:34.960 --> 00:06:37.560]   But that's not a story for now.
[00:06:37.560 --> 00:06:41.600]   I won't wear any sharp objects in my back pocket.
[00:06:41.600 --> 00:06:43.680]   I hear stuff on a drone.
[00:06:43.680 --> 00:06:47.520]   How come every time you talk, I hear that I hear that jingle?
[00:06:47.520 --> 00:06:48.520]   Yeah.
[00:06:48.520 --> 00:06:49.520]   And I don't have my own little jingle yet.
[00:06:49.520 --> 00:06:51.000]   Now I guess I do have one.
[00:06:51.000 --> 00:06:52.840]   Oh, that's true.
