
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   This is Detroit.
[00:00:14.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:22.000]   cashfly@cachafly.com.
[00:00:22.000 --> 00:00:29.000]   [ Music ]
[00:00:29.000 --> 00:00:35.000]   This is Mac Break Weekly, Episode 125 for January 27, 2009,
[00:00:35.000 --> 00:00:40.000]   25 years and still going strong.
[00:00:40.000 --> 00:00:43.000]   Mac Break Weekly is brought to you by Audible.com.
[00:00:43.000 --> 00:00:50.000]   For your free audio book, visit audible.com/macbreak.
[00:00:50.000 --> 00:00:52.000]   And by Go to Meeting.
[00:00:52.000 --> 00:00:56.000]   Online meetings made easy for a free 30-day trial of Go to Meeting
[00:00:56.000 --> 00:01:01.000]   for your PC or Mac, visit gotomeeting.com/macbreak.
[00:01:01.000 --> 00:01:05.000]   And by listeners like you.
[00:01:05.000 --> 00:01:07.000]   Thanks so much for your contribution.
[00:01:07.000 --> 00:01:09.000]   We couldn't do it without it.
[00:01:09.000 --> 00:01:13.000]   [ Music ]
[00:01:13.000 --> 00:01:16.000]   It's time for Mac Break Weekly to show the covers all things
[00:01:16.000 --> 00:01:20.000]   Macintosh, software, hardware, Steve Jobs' health.
[00:01:20.000 --> 00:01:22.000]   It's all here, ladies and gentlemen.
[00:01:22.000 --> 00:01:23.000]   You're so glad you tuned in.
[00:01:23.000 --> 00:01:26.000]   I'm glad you are because listen to this incredible cast
[00:01:26.000 --> 00:01:29.000]   of characters will start with the folks in studio
[00:01:29.000 --> 00:01:33.000]   to my left wearing the Lindsey plaid.
[00:01:33.000 --> 00:01:36.000]   Alex Lindsey, it looks like jammies.
[00:01:36.000 --> 00:01:37.000]   Top of the morning to you.
[00:01:37.000 --> 00:01:38.000]   Top of the morning to you.
[00:01:38.000 --> 00:01:39.000]   I'm sorry, it's just wrong.
[00:01:39.000 --> 00:01:42.000]   You have to say, "It's crap, it's all crap."
[00:01:42.000 --> 00:01:45.000]   We have many small dishes, crap, it's all crap.
[00:01:45.000 --> 00:01:47.000]   Well, how are you today? Good to see you.
[00:01:47.000 --> 00:01:49.000]   I'm doing quite well. Welcome.
[00:01:49.000 --> 00:01:51.000]   We've got cameras, we've got lenses, it's not Twip,
[00:01:51.000 --> 00:01:53.000]   but we like to become --
[00:01:53.000 --> 00:01:57.000]   Sitting across from Alex Lindsey wearing the Azeric yellow
[00:01:57.000 --> 00:01:59.000]   is Miss I Justine.
[00:01:59.000 --> 00:02:00.000]   Hello.
[00:02:00.000 --> 00:02:02.000]   Is that your family's color?
[00:02:02.000 --> 00:02:04.000]   No, actually, at the store, the woman told me
[00:02:04.000 --> 00:02:06.000]   that this was Mac and Cheese yellow.
[00:02:06.000 --> 00:02:08.000]   No, no, no, it's nuclear yellow.
[00:02:08.000 --> 00:02:09.000]   It's pretty bright.
[00:02:09.000 --> 00:02:11.000]   That's nuclear-waste yellow.
[00:02:11.000 --> 00:02:13.000]   But it looks great on you.
[00:02:13.000 --> 00:02:14.000]   I love it. It's very nice.
[00:02:14.000 --> 00:02:16.000]   It's good to have you. It's good for TV.
[00:02:16.000 --> 00:02:17.000]   Yes.
[00:02:17.000 --> 00:02:18.000]   See how she pops?
[00:02:18.000 --> 00:02:20.000]   For those of you watching at home on the video stream.
[00:02:20.000 --> 00:02:25.000]   On our virtual left, Andy Inaco, the man in the hat.
[00:02:25.000 --> 00:02:26.000]   Hey, Andy.
[00:02:26.000 --> 00:02:27.000]   Hey, hello.
[00:02:27.000 --> 00:02:29.000]   It's like when those joint sessions of Congress,
[00:02:29.000 --> 00:02:32.000]   you have to keep at least two guests outside of the Twip
[00:02:32.000 --> 00:02:33.000]   college, which is just in case.
[00:02:33.000 --> 00:02:34.000]   There's a nuclear strike.
[00:02:34.000 --> 00:02:35.000]   I'm not going to say it.
[00:02:35.000 --> 00:02:36.000]   Exactly.
[00:02:36.000 --> 00:02:38.000]   We wouldn't want the entire Twit army to be left here.
[00:02:38.000 --> 00:02:41.000]   I am your Secretary of Agriculture, Liam.
[00:02:41.000 --> 00:02:44.000]   Well, you know what happened to her?
[00:02:44.000 --> 00:02:46.000]   No, tell us.
[00:02:46.000 --> 00:02:51.000]   She's a silent.
[00:02:51.000 --> 00:02:53.000]   Yeah, actually, Andy, I'm sorry you're not here because we have
[00:02:53.000 --> 00:02:54.000]   mini cupcakes.
[00:02:54.000 --> 00:02:55.000]   Oh, no.
[00:02:55.000 --> 00:02:56.000]   Well, it's too bad.
[00:02:56.000 --> 00:02:57.000]   It's too bad.
[00:02:57.000 --> 00:02:59.000]   I don't have a mailing address or anything.
[00:02:59.000 --> 00:03:02.000]   And it's impossible to like, you know, these are good.
[00:03:02.000 --> 00:03:04.000]   These are good squished, but I just-
[00:03:04.000 --> 00:03:05.000]   Yeah, it's better.
[00:03:05.000 --> 00:03:06.000]   You better.
[00:03:06.000 --> 00:03:08.000]   It's better off if you just keep all the delicious snacks
[00:03:08.000 --> 00:03:09.000]   and beverages for yourself.
[00:03:09.000 --> 00:03:10.000]   They have a cream cheese frosting.
[00:03:10.000 --> 00:03:12.000]   They're a deep, dark, dark, rich chocolate.
[00:03:12.000 --> 00:03:15.000]   And the beauty of this is you could pop it right into your
[00:03:15.000 --> 00:03:16.000]   mouth.
[00:03:16.000 --> 00:03:17.000]   It's small enough the entire cupcake.
[00:03:17.000 --> 00:03:18.000]   Oh, wow.
[00:03:18.000 --> 00:03:19.000]   That's so hard.
[00:03:19.000 --> 00:03:20.000]   That's good.
[00:03:20.000 --> 00:03:23.000]   Now, ladies and gentlemen, to my virtual right.
[00:03:23.000 --> 00:03:24.000]   Wait a minute.
[00:03:24.000 --> 00:03:25.000]   That's where you were, Andy.
[00:03:25.000 --> 00:03:26.000]   Get out of his lap.
[00:03:26.000 --> 00:03:27.000]   Scott Born.
[00:03:27.000 --> 00:03:29.000]   You know, don't bother me.
[00:03:29.000 --> 00:03:31.000]   I'm installing a LIFO9.
[00:03:31.000 --> 00:03:33.000]   You got it already?
[00:03:33.000 --> 00:03:34.000]   It's in the computer.
[00:03:34.000 --> 00:03:38.000]   It's just restarted and, and you know what?
[00:03:38.000 --> 00:03:39.000]   No, I'm just kidding.
[00:03:39.000 --> 00:03:41.000]   I installed it about half a half.
[00:03:41.000 --> 00:03:43.000]   That- Okay, it's time for a first look.
[00:03:43.000 --> 00:03:44.000]   He's installing it.
[00:03:44.000 --> 00:03:45.000]   I can tell.
[00:03:45.000 --> 00:03:48.000]   I can tell it's going to be good, Ollie.
[00:03:48.000 --> 00:03:52.000]   No, I installed it about an hour ago and I have opened each and every app
[00:03:52.000 --> 00:03:53.000]   to confirm it's there.
[00:03:53.000 --> 00:03:57.000]   And I played a little bit with the iMovie because I was very curious to
[00:03:57.000 --> 00:03:58.000]   see how that was going to work.
[00:03:58.000 --> 00:04:02.000]   And unlike the first time I got the new iMovie that I didn't understand,
[00:04:02.000 --> 00:04:03.000]   this time I kind of understood.
[00:04:03.000 --> 00:04:05.000]   I think they finally did.
[00:04:05.000 --> 00:04:08.000]   Now, Justin, I'm sure when you were watching the keynote, you got all excited
[00:04:08.000 --> 00:04:09.000]   about iMovie.
[00:04:09.000 --> 00:04:10.000]   Oh, no.
[00:04:10.000 --> 00:04:11.000]   I hated OA.
[00:04:11.000 --> 00:04:13.000]   It's like I still use O6 whenever I need to shoot something or
[00:04:13.000 --> 00:04:14.000]   edit.
[00:04:14.000 --> 00:04:15.000]   The so-called iMovie HD.
[00:04:15.000 --> 00:04:16.000]   Yeah.
[00:04:16.000 --> 00:04:17.000]   I mean, it works great.
[00:04:17.000 --> 00:04:21.000]   This looks like it has many of the features of HD kind of glommed onto
[00:04:21.000 --> 00:04:23.000]   the interface of OA.
[00:04:23.000 --> 00:04:24.000]   Yeah, I'm definitely excited.
[00:04:24.000 --> 00:04:25.000]   Did you hate the interface?
[00:04:25.000 --> 00:04:27.000]   I hated the interface and I-
[00:04:27.000 --> 00:04:28.000]   You may still hate this.
[00:04:28.000 --> 00:04:30.000]   I felt like I had no idea what I was doing, and though I've used
[00:04:30.000 --> 00:04:31.000]   everything.
[00:04:31.000 --> 00:04:32.000]   Well, I think there's no timeline.
[00:04:32.000 --> 00:04:35.000]   Yeah, it's like, hey, I'm just going to drop these random clips here
[00:04:35.000 --> 00:04:37.000]   and use this yellow little outline to do that.
[00:04:37.000 --> 00:04:40.000]   But I think now the new zoom-in, what do you- what do they call that?
[00:04:40.000 --> 00:04:42.000]   This is a zoom-in for- well, I'm just going to-
[00:04:42.000 --> 00:04:43.000]   Editing.
[00:04:43.000 --> 00:04:44.000]   Precision editing.
[00:04:44.000 --> 00:04:45.000]   Yeah.
[00:04:45.000 --> 00:04:47.000]   Looks like that maybe helps a lot.
[00:04:47.000 --> 00:04:48.000]   Because you were just kind of guessing.
[00:04:48.000 --> 00:04:49.000]   Yeah.
[00:04:49.000 --> 00:04:54.000]   There's a separate window now that kind of is the timeline, and the secret is,
[00:04:54.000 --> 00:04:58.200]   you know, control clicking on things gives you access to menus that let you do stuff
[00:04:58.200 --> 00:04:59.800]   you think makes sense.
[00:04:59.800 --> 00:05:03.000]   And after a few minutes, it actually started to make sense to me.
[00:05:03.000 --> 00:05:07.000]   I have already determined the first Bugaboo news, though, that is that iMovie
[00:05:07.000 --> 00:05:13.000]   O9 cannot import the very high HD quality 5D Mark II videos.
[00:05:13.000 --> 00:05:14.000]   I guess I'm not surprised.
[00:05:14.000 --> 00:05:15.000]   It's 1080p.
[00:05:15.000 --> 00:05:16.000]   Not yet.
[00:05:16.000 --> 00:05:17.000]   Final cut.
[00:05:17.000 --> 00:05:18.000]   We'll do it, though, right?
[00:05:18.000 --> 00:05:21.000]   Well, I mean, I think that now when you bring it in, well, we'll test it.
[00:05:21.000 --> 00:05:23.000]   It's- well, this is an Apple alert.
[00:05:23.000 --> 00:05:24.000]   Apple says you can't know.
[00:05:24.000 --> 00:05:25.000]   Oh, okay.
[00:05:25.000 --> 00:05:29.000]   Apple says to resolve this issue, import footage from your Canon 5D Mark II in large
[00:05:29.000 --> 00:05:32.000]   format, 960 by 540 instead of full format.
[00:05:32.000 --> 00:05:36.000]   Well, that's what we're doing with like the 1080i cameras, the HV30, the HV30, the
[00:05:36.000 --> 00:05:39.000]   HV20, the SD5.
[00:05:39.000 --> 00:05:41.000]   But that was because they were 1080i.
[00:05:41.000 --> 00:05:43.000]   Wouldn't you want to have it as a 1080p image?
[00:05:43.000 --> 00:05:46.000]   I mean, if you can get a 1080p, but the thing that people need to realize is that if
[00:05:46.000 --> 00:05:51.000]   you're not going to display that image on something larger than a 37-inch monitor,
[00:05:51.000 --> 00:05:54.000]   you're not going to be able to see the difference between an SSD and 1080p.
[00:05:54.000 --> 00:05:56.000]   I can upload a mug, for instance.
[00:05:56.000 --> 00:06:01.000]   They've enabled 1080p uploading, so I can upload the full size quick time if I can edit it.
[00:06:01.000 --> 00:06:03.000]   And then what I was doing was using QuickTime to edit it.
[00:06:03.000 --> 00:06:04.000]   Cut and paste kind of editing, you know.
[00:06:04.000 --> 00:06:05.000]   Right.
[00:06:05.000 --> 00:06:06.000]   So you can still do that.
[00:06:06.000 --> 00:06:11.000]   As I said, it's one of those things that we used to produce, and we may still, just because
[00:06:11.000 --> 00:06:15.000]   we want to keep the pipe working, we used to produce 1080p Mac rigs.
[00:06:15.000 --> 00:06:17.000]   And we just realized that was just nuts.
[00:06:17.000 --> 00:06:18.000]   That was just crazy.
[00:06:18.000 --> 00:06:19.000]   He's insane.
[00:06:19.000 --> 00:06:25.000]   Well, it forced us to build a pipeline that's been very good to us since then, but it was
[00:06:25.000 --> 00:06:27.000]   a little insane.
[00:06:27.000 --> 00:06:28.000]   A little bit nuts.
[00:06:28.000 --> 00:06:29.000]   And so we now produce everything.
[00:06:29.000 --> 00:06:31.000]   Everything's coming out at 960 by 540.
[00:06:31.000 --> 00:06:32.000]   It's perfect.
[00:06:32.000 --> 00:06:33.000]   That's what I've been doing.
[00:06:33.000 --> 00:06:37.000]   And it's really great for the SD5 or the HP30 or the HP20.
[00:06:37.000 --> 00:06:41.000]   So that 960 by 540 gets the official Alex Lindsay approval?
[00:06:41.000 --> 00:06:42.000]   Yeah.
[00:06:42.000 --> 00:06:44.000]   I think for general purpose, it looks really good.
[00:06:44.000 --> 00:06:45.000]   It's easy to edit.
[00:06:45.000 --> 00:06:47.000]   What are you, Justine, what do you shoot in?
[00:06:47.000 --> 00:06:48.000]   What do you add to your back?
[00:06:48.000 --> 00:06:54.000]   I actually, so since YouTube announced their new HD, and I mean, I don't like to edit an
[00:06:54.000 --> 00:06:58.000]   HD because I end up just using my laptop and I just have like a small drive from traveling.
