
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   This is Twigt.
[00:00:14.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly at CACHEFLY.com.
[00:00:21.000 --> 00:00:38.000]   [ Music ]
[00:00:38.000 --> 00:00:44.000]   This is Mac Break Weekly, Episode 31, for February 27, 2007.
[00:00:44.000 --> 00:00:47.000]   RM-R-Star.
[00:00:47.000 --> 00:00:58.000]   [ Music ]
[00:00:58.000 --> 00:01:01.000]   Time for Mac Break Weekly, our regular Tuesday adventure
[00:01:01.000 --> 00:01:03.000]   to the land of Mac.
[00:01:03.000 --> 00:01:06.000]   Well, really, with Scott Bornz, really the land of the iPhone.
[00:01:06.000 --> 00:01:08.000]   Hey, that's on Trix.com.
[00:01:08.000 --> 00:01:11.000]   Do you have an iPhone Trix.com up your sleeve, Scott Bornz?
[00:01:11.000 --> 00:01:14.000]   Actually, it's called the Apple Phone Show.com.
[00:01:14.000 --> 00:01:15.000]   Oh.
[00:01:15.000 --> 00:01:16.000]   Is there something there?
[00:01:16.000 --> 00:01:17.000]   There is.
[00:01:17.000 --> 00:01:21.000]   We got a blog going and the first podcast goes up late March.
[00:01:21.000 --> 00:01:23.000]   I apologize for not knowing about that.
[00:01:23.000 --> 00:01:24.000]   That's okay.
[00:01:24.000 --> 00:01:25.000]   And why did you call the...
[00:01:25.000 --> 00:01:29.000]   Because you weren't sure whether the Cisco Apple thing would pan out.
[00:01:29.000 --> 00:01:31.000]   I actually had numerous reasons.
[00:01:31.000 --> 00:01:36.000]   One is that I looked at the ITV, which became the Apple TV,
[00:01:36.000 --> 00:01:39.000]   and thought maybe the iPhone will become the Apple Phone.
[00:01:39.000 --> 00:01:42.000]   Secondly, I thought because of the Cisco thing,
[00:01:42.000 --> 00:01:43.000]   it would help produce confusion.
[00:01:43.000 --> 00:01:46.000]   And thirdly, it makes it harder for Apple to sue me.
[00:01:46.000 --> 00:01:47.000]   [ Laughter ]
[00:01:47.000 --> 00:01:48.000]   That laughter...
[00:01:48.000 --> 00:01:53.000]   That jolly laughter is Merlin Mann from 43Foldsers.com.
[00:01:53.000 --> 00:01:55.000]   Never been sued by Apple yet.
[00:01:55.000 --> 00:01:56.000]   Oh, man.
[00:01:56.000 --> 00:01:57.000]   Why you got to jinx me?
[00:01:57.000 --> 00:02:00.000]   And the host of TheMurlanShow.com.
[00:02:00.000 --> 00:02:03.000]   We're going to do five episodes a day, Leo.
[00:02:03.000 --> 00:02:06.000]   We're going to push out content.
[00:02:06.000 --> 00:02:07.000]   You've been...
[00:02:07.000 --> 00:02:08.000]   I'm with Alex Lindsay too much.
[00:02:08.000 --> 00:02:09.000]   It's true.
[00:02:09.000 --> 00:02:10.000]   I interviewed my desk.
[00:02:10.000 --> 00:02:11.000]   And what we're going to do is we're going to start a podcast
[00:02:11.000 --> 00:02:13.000]   based on me talking to my desk.
[00:02:13.000 --> 00:02:15.000]   We were having a debate, and I'll introduce Alex,
[00:02:15.000 --> 00:02:17.000]   and then we'll kind of return to that debate
[00:02:17.000 --> 00:02:21.000]   about how many podcasts should one put out a week?
[00:02:21.000 --> 00:02:25.000]   Alex Lindsay is here who believes the answer to that is well over 40.
[00:02:25.000 --> 00:02:26.000]   [ Laughter ]
[00:02:26.000 --> 00:02:28.000]   I really think there's a business in them.
[00:02:28.000 --> 00:02:29.000]   There's a market there.
[00:02:29.000 --> 00:02:32.000]   I like to do one every two minutes.
[00:02:32.000 --> 00:02:34.000]   I'm not really working on Joe.
[00:02:34.000 --> 00:02:36.000]   He's launching 40 a week.
[00:02:36.000 --> 00:02:37.000]   I think that's where you're off.
[00:02:37.000 --> 00:02:38.000]   Yeah.
[00:02:38.000 --> 00:02:39.000]   You think I'm joking, but I think you do believe that.
[00:02:39.000 --> 00:02:42.000]   Don't you, Alex, that the more podcasts is better?
[00:02:42.000 --> 00:02:47.000]   Well, I actually think that we really look at podcast lengths
[00:02:47.000 --> 00:02:50.000]   and then also the frequency,
[00:02:50.000 --> 00:02:53.000]   and different depending on how long the podcasts are,
[00:02:53.000 --> 00:02:55.000]   and whether they're video or audio.
[00:02:55.000 --> 00:02:58.000]   It seems that people will listen to audio forever.
[00:02:58.000 --> 00:03:02.000]   Video tends to want to be typically less than 10 minutes
[00:03:02.000 --> 00:03:03.000]   if you can make it worth it.
[00:03:03.000 --> 00:03:05.000]   Also, the files get really big.
[00:03:05.000 --> 00:03:08.000]   Yeah, but we do think that in one specific area,
[00:03:08.000 --> 00:03:10.000]   well, it's not even the size of the files.
[00:03:10.000 --> 00:03:14.000]   It really seems to be a sensitivity towards absorbing people's time.
[00:03:14.000 --> 00:03:15.000]   You know, so they don't --
[00:03:15.000 --> 00:03:16.000]   Well, that --
[00:03:16.000 --> 00:03:17.000]   They like to watch little things and little chunks.
[00:03:17.000 --> 00:03:21.000]   That's kind of -- and I was being kind of pompous,
[00:03:21.000 --> 00:03:23.000]   but to Merlin saying,
[00:03:23.000 --> 00:03:25.000]   "Well, I don't think you should do a young man.
[00:03:25.000 --> 00:03:26.000]   You should do a wall at once."
[00:03:26.000 --> 00:03:28.000]   I just -- where that's coming from,
[00:03:28.000 --> 00:03:29.000]   and I don't know anybody else,
[00:03:29.000 --> 00:03:31.000]   but where it's coming from is just kind of the sense I get
[00:03:31.000 --> 00:03:34.000]   of people being overwhelmed by the number of podcasts.
[00:03:34.000 --> 00:03:36.000]   I think you're absolutely right.
[00:03:36.000 --> 00:03:38.000]   And I think Alex is really onto something, though.
[00:03:38.000 --> 00:03:40.000]   And it's clear to me that -- I mean, gosh,
[00:03:40.000 --> 00:03:43.000]   you put out an hour -- that last -- that last twit
[00:03:43.000 --> 00:03:44.000]   that I was on with you was on --
[00:03:44.000 --> 00:03:45.000]   It was an hour and 40 minutes.
[00:03:45.000 --> 00:03:46.000]   Hour and 40 minutes.
[00:03:46.000 --> 00:03:47.000]   Yeah.
[00:03:47.000 --> 00:03:49.000]   And the biggest complaint that people had
[00:03:49.000 --> 00:03:51.000]   was it didn't fit on a CD.
[00:03:51.000 --> 00:03:52.000]   Yeah, I hear that once.
[00:03:52.000 --> 00:03:54.000]   But you know, but I hear that lesson I do before.
[00:03:54.000 --> 00:03:56.000]   But I guess I'm saying that they --
[00:03:56.000 --> 00:03:57.000]   That was the only --
[00:03:57.000 --> 00:03:57.000]   -- say --
[00:03:57.000 --> 00:03:58.000]   -- say --
[00:03:58.000 --> 00:04:00.000]   -- for the love of God, please make it 10 minutes long.
[00:04:00.000 --> 00:04:01.000]   They were saying -- so for audio, yeah.
[00:04:01.000 --> 00:04:03.000]   And you can listen to it while you're driving or commuting.
[00:04:03.000 --> 00:04:04.000]   And I think you're right, Alex.
[00:04:04.000 --> 00:04:05.000]   I think for video stuff,
[00:04:05.000 --> 00:04:07.000]   you want to really -- we're trying to keep ours
[00:04:07.000 --> 00:04:09.000]   at under definitely under 15 minutes.
[00:04:09.000 --> 00:04:10.000]   Well, we're doing it.
[00:04:10.000 --> 00:04:12.000]   We're going to do an experiment with this Mac break weekly.
[00:04:12.000 --> 00:04:14.000]   Thanks for joining us, and we'll see you next time.
[00:04:14.000 --> 00:04:22.000]   [ Laughter ]
[00:04:22.000 --> 00:04:25.000]   So let's talk about the Cisco iPhone controversy.
[00:04:25.000 --> 00:04:27.000]   They've reached a settlement.
[00:04:27.000 --> 00:04:29.000]   And I am so shocked.
[00:04:29.000 --> 00:04:30.000]   I'm so shocked, Leo.
[00:04:30.000 --> 00:04:33.000]   You are really -- no, this is probably just a big publicity
[00:04:33.000 --> 00:04:36.000]   ploy from both of them to begin with, in my opinion.
[00:04:36.000 --> 00:04:38.000]   You know, it was bound to happen.
[00:04:38.000 --> 00:04:40.000]   It's in both companies' best interest.
[00:04:40.000 --> 00:04:45.000]   And, you know, Apple probably didn't care one way or the other.
[00:04:45.000 --> 00:04:47.000]   They were going to do what they were going to do.
[00:04:47.000 --> 00:04:49.000]   And I think it's --
[00:04:49.000 --> 00:04:52.000]   It was a somewhat weak trademark, as we discussed before.
[00:04:52.000 --> 00:04:54.000]   They hadn't done anything with it for seven years.
[00:04:54.000 --> 00:04:56.000]   Then, right before Apple comes out with the iPhone, they --
[00:04:56.000 --> 00:04:57.000]   Oh, look, we found something.
[00:04:57.000 --> 00:04:58.000]   And they used it.
[00:04:58.000 --> 00:05:02.000]   And everybody seemed to agree that there was legitimate case for Apple.
[00:05:02.000 --> 00:05:04.000]   To at least try to fight it.
[00:05:04.000 --> 00:05:07.000]   And it doesn't appear that Apple had to give up much in this deal.
[00:05:07.000 --> 00:05:08.000]   Well, do we know?
[00:05:08.000 --> 00:05:10.000]   Well, I mean, there's different stories.
[00:05:10.000 --> 00:05:11.000]   The reason --
[00:05:11.000 --> 00:05:13.000]   The reason was 25 or 50 billion.
[00:05:13.000 --> 00:05:20.000]   The main story is that mostly they just had to promise that they would work very hard
[00:05:20.000 --> 00:05:23.000]   to create some interoperability with Cisco.
[00:05:23.000 --> 00:05:24.000]   Which is what Cisco wanted all along.
[00:05:24.000 --> 00:05:30.000]   In fact, that's, according to the Cisco folks, what broke the conversation broke down on that single point.
[00:05:30.000 --> 00:05:34.000]   Hours before the iPhone was announced, jobs walked away from the table.
[00:05:34.000 --> 00:05:39.000]   That was -- the Cisco guy said that was the only thing that we hadn't agreed to.
[00:05:39.000 --> 00:05:41.000]   That was the only thing they asked for.
[00:05:41.000 --> 00:05:44.000]   Well, that's why I'm wondering about this 25 to 50 million dollars.
[00:05:44.000 --> 00:05:50.000]   Why would Apple give them any money, especially since they might have had a pretty good trademark case anyway?
[00:05:50.000 --> 00:05:52.000]   I think it brings certain to it.
[00:05:52.000 --> 00:05:55.000]   You know, it just closes off the -- it just closes off the issue.
[00:05:55.000 --> 00:05:58.000]   You say, "Is chicken feed to Apple? Why not pay the money?"
[00:05:58.000 --> 00:06:03.000]   Yeah, just get it out of the way so you can focus on what you need to do with branding and everything else
[00:06:03.000 --> 00:06:05.000]   without having a big cloud over you.
[00:06:05.000 --> 00:06:08.000]   And Scott, you think they didn't pay any penny?
[00:06:08.000 --> 00:06:12.000]   I don't -- they might have paid some legal costs or something, but I don't think it was that much.
[00:06:12.000 --> 00:06:19.000]   And frankly, even if it was, like you said, that's -- you know, Steve and I, you know, we share the same couch.
[00:06:19.000 --> 00:06:21.000]   We both leave change in it.
[00:06:21.000 --> 00:06:22.000]   So --
[00:06:22.000 --> 00:06:25.000]   So the estimate for 25 to 50 is an estimate.
[00:06:25.000 --> 00:06:28.000]   It's a guess from an analyst at Piper Jeffery.
[00:06:28.000 --> 00:06:33.000]   I -- I would bet -- I would bet some of that money that it's a lot lower than that.
[00:06:33.000 --> 00:06:35.000]   And I really don't think it's relevant.
[00:06:35.000 --> 00:06:39.000]   I think the only thing that Cisco really wanted was the interoperability.
[00:06:39.000 --> 00:06:43.000]   Steve went to do one of his typical negotiations, which is, "Give me everything I want.
[00:06:43.000 --> 00:06:46.000]   You get nothing, and we'll walk away if we don't get it that way."
[00:06:46.000 --> 00:06:50.000]   He walked away, and then he said, "Okay, what the heck? For once in my life I'll give one thing away."
[00:06:50.000 --> 00:06:51.000]   He gave him what they wanted.
[00:06:51.000 --> 00:06:53.000]   But what it was now is a promise.
[00:06:53.000 --> 00:06:55.000]   It was a promise to try.
[00:06:55.000 --> 00:06:59.000]   Yeah, and we've seen promises like that in the industry before that really never get anywhere at all.
[00:06:59.000 --> 00:07:00.000]   Yeah.
[00:07:00.000 --> 00:07:03.000]   Though I think it's interesting to look at this, though, when you're looking at what's going on there,
[00:07:03.000 --> 00:07:08.000]   it'd be really interesting to see if we see VoIP on the iPhone, because that's something that right now,
[00:07:08.000 --> 00:07:13.000]   we've been pretty much told we're not going to see, because Singular would be blocking that.
[00:07:13.000 --> 00:07:17.000]   That's part of the agreement of not making VoIP available there.
[00:07:17.000 --> 00:07:20.000]   So it'll be interesting to see if maybe the SOPHENS it up,
[00:07:20.000 --> 00:07:26.000]   or maybe that's where Apple wanted to go, have a version of an iPhone that is Wi-Fi VoIP enabled.
[00:07:26.000 --> 00:07:28.000]   That'd be great.
[00:07:28.000 --> 00:07:34.000]   What did you think, Merlin, about the Apple ad and the Academy Awards show?
[00:07:34.000 --> 00:07:37.000]   Oh, I thought it was pretty well done.
[00:07:37.000 --> 00:07:41.000]   Everybody at our Oscar party said exactly the same thing at the same time.
[00:07:41.000 --> 00:07:43.000]   I can't believe they got all these clearances.
[00:07:43.000 --> 00:07:44.000]   That's amazing.
[00:07:44.000 --> 00:07:46.000]   That's a lot of questions.
[00:07:46.000 --> 00:07:50.000]   Everybody from Lucille Ball to...
[00:07:50.000 --> 00:07:51.000]   Big Lebowski, the dude.
