
[00:00:00.000 --> 00:00:03.760]   [ Sound Effects ]
[00:00:03.760 --> 00:00:05.440]   Netcast you love.
[00:00:05.440 --> 00:00:07.440]   From people you trust.
[00:00:07.440 --> 00:00:11.040]   [ Music ]
[00:00:11.040 --> 00:00:12.840]   This is Twit.
[00:00:12.840 --> 00:00:18.880]   Bandwidth for this weekend tech is provided by AOLMusic and Spinner.com,
[00:00:18.880 --> 00:00:22.480]   where you can get free MP3s, exclusive interviews, and more.
[00:00:22.480 --> 00:00:28.120]   [ Music ]
[00:00:28.120 --> 00:00:30.680]   This is Twit, this weekend tech.
[00:00:30.680 --> 00:00:34.920]   Episode 217, for October 19, 2009.
[00:00:34.920 --> 00:00:36.760]   The AI Spike.
[00:00:36.760 --> 00:00:38.760]   [ Music ]
[00:00:38.760 --> 00:00:42.440]   This weekend tech is brought to you by Audible.com.
[00:00:42.440 --> 00:00:47.960]   Sign up for the Platinum Plan and get two free books, go to Audible.com/Twit2
[00:00:47.960 --> 00:00:54.360]   and follow Audible on Twitter, user ID Audible_Comm.
[00:00:54.360 --> 00:00:56.600]   And by Go to Meeting.
[00:00:56.600 --> 00:01:02.040]   Picture yourself on a phone call sharing and explaining something visual with Go to Meeting.
[00:01:02.040 --> 00:01:06.520]   For your free 30-day trial visit GoToMeeting.com/Twit.
[00:01:06.520 --> 00:01:11.480]   [ Music ]
[00:01:11.480 --> 00:01:16.040]   In studio with me, a huge massive crowd.
[00:01:16.040 --> 00:01:20.760]   We've never had so many people in studio starting with Mr. Jim Lauterback.
[00:01:20.760 --> 00:01:23.400]   I turned to Roger Daltry.
[00:01:23.400 --> 00:01:24.760]   Jim Lauterback.
[00:01:24.760 --> 00:01:26.760]   Tim A.
[00:01:26.760 --> 00:01:28.840]   Hey Jim, from Revision 3.
[00:01:28.840 --> 00:01:31.000]   What is your title? Are you CEO?
[00:01:31.000 --> 00:01:31.800]   Yeah, CEO.
[00:01:31.800 --> 00:01:32.600]   Still the CEO.
[00:01:32.600 --> 00:01:33.560]   I know, I don't think.
[00:01:33.560 --> 00:01:35.080]   [ Laughter ]
[00:01:35.080 --> 00:01:36.200]   That's cold.
[00:01:36.200 --> 00:01:36.760]   Very cool.
[00:01:36.760 --> 00:01:38.840]   For more than two years, I've kind of pulled the wall over there.
[00:01:38.840 --> 00:01:41.000]   Still the CEO.
[00:01:41.000 --> 00:01:43.800]   David Spark is here, former PR flack, but now he's --
[00:01:43.800 --> 00:01:45.320]   No, never PR flack.
[00:01:45.320 --> 00:01:46.840]   Rehabilitated.
[00:01:46.840 --> 00:01:47.720]   I'm so sorry.
[00:01:47.720 --> 00:01:50.200]   So David's here because I have to make an apology.
[00:01:50.200 --> 00:01:53.720]   To make amends because last week we were talking and then we were talking --
[00:01:53.720 --> 00:01:55.880]   Two weeks ago, we were talking about your great article.
[00:01:55.880 --> 00:01:57.640]   Was it on Mashable?
[00:01:57.640 --> 00:01:58.200]   Mashable.
[00:01:58.200 --> 00:02:00.200]   About ways people are monetizing.
[00:02:00.200 --> 00:02:01.720]   I think John and I were talking about.
[00:02:01.720 --> 00:02:03.960]   And thank you, John, for giving me props on the article.
[00:02:03.960 --> 00:02:05.320]   You're welcome.
[00:02:05.320 --> 00:02:06.520]   What do you say?
[00:02:06.520 --> 00:02:07.560]   Call to say Mashi's?
[00:02:07.560 --> 00:02:10.360]   Yeah, I remember it was like Masha, Masha, Masha, Mashi.
[00:02:10.360 --> 00:02:12.040]   [ Laughter ]
[00:02:12.040 --> 00:02:12.920]   But it was all together.
[00:02:12.920 --> 00:02:13.960]   He knows that.
[00:02:13.960 --> 00:02:16.520]   Where did you moments ago saying that he's a pro when it comes to broadcast?
[00:02:16.520 --> 00:02:17.560]   He's an absolute --
[00:02:17.560 --> 00:02:18.040]   Look it.
[00:02:18.040 --> 00:02:18.840]   Let me tell you something.
[00:02:18.840 --> 00:02:20.280]   He knew it was Mashable.
[00:02:20.280 --> 00:02:22.360]   He knows exactly what is going on.
[00:02:22.360 --> 00:02:23.160]   I know.
[00:02:23.160 --> 00:02:23.720]   Mash potatoes.
[00:02:23.720 --> 00:02:28.440]   Jansydevorect.org/blog also channeldevorect.com.
[00:02:28.440 --> 00:02:29.080]   Great to have you.
[00:02:29.080 --> 00:02:31.880]   He's wearing the Acron Nerds sweatshirt.
[00:02:31.880 --> 00:02:32.760]   That's good.
[00:02:32.760 --> 00:02:33.800]   Acron arrows.
[00:02:33.800 --> 00:02:34.440]   Oh, arrows.
[00:02:34.440 --> 00:02:37.160]   It does look like nerds from this.
[00:02:37.160 --> 00:02:37.880]   From this?
[00:02:37.880 --> 00:02:39.640]   You know what I'm even playing to Skype, John.
[00:02:39.640 --> 00:02:41.960]   No, I don't think it's a Skype issue.
[00:02:41.960 --> 00:02:43.960]   I think it actually is a poor logo, is what it is.
[00:02:43.960 --> 00:02:45.720]   I think it's that hot purple issue.
[00:02:45.720 --> 00:02:46.120]   Wait a minute.
[00:02:46.120 --> 00:02:48.600]   That voice, ladies and gentlemen, you might recognize that voice.
[00:02:48.600 --> 00:02:50.360]   It's the great Baratunde Thurston.
[00:02:50.360 --> 00:02:51.080]   Wow.
[00:02:51.080 --> 00:02:55.240]   Who is joining us in studio for the very first time.
[00:02:55.240 --> 00:02:57.080]   Great to have you.
[00:02:57.080 --> 00:02:58.120]   Great to be here, Leo.
[00:02:58.120 --> 00:02:59.880]   Now let me see if I can get all the credits right.
[00:02:59.880 --> 00:03:03.640]   You see him on the science channel with the show as called.
[00:03:03.640 --> 00:03:05.480]   Popular Science is Future of.
[00:03:05.480 --> 00:03:05.880]   Future.
[00:03:05.880 --> 00:03:06.520]   It's about the future.
[00:03:06.520 --> 00:03:07.560]   Mondays at night.
[00:03:07.560 --> 00:03:08.360]   Science.
[00:03:08.360 --> 00:03:11.160]   He's also the web and politics editor from the onion
[00:03:11.160 --> 00:03:15.160]   and a stand-up comic who appears tonight at the punchline in San Francisco,
[00:03:15.160 --> 00:03:17.560]   but normally every week in New York City at the --
[00:03:17.560 --> 00:03:18.440]   The Sage Theatre.
[00:03:18.440 --> 00:03:19.960]   The Sage Theatre in beautiful times.
[00:03:19.960 --> 00:03:20.760]   Square.
[00:03:20.760 --> 00:03:22.120]   Did I get it all?
[00:03:22.120 --> 00:03:24.680]   I am the co-founder of Jack and Jill Politics.
[00:03:24.680 --> 00:03:25.240]   I don't know that.
[00:03:25.240 --> 00:03:25.720]   Is that a site?
[00:03:25.720 --> 00:03:26.600]   It's a political blog.
[00:03:26.600 --> 00:03:27.160]   I love that.
[00:03:27.160 --> 00:03:27.960]   Pimp that too.
[00:03:27.960 --> 00:03:28.600]   I love that.
[00:03:28.600 --> 00:03:29.320]   Why not?
[00:03:29.320 --> 00:03:32.440]   So, did I say everybody's name?
[00:03:32.440 --> 00:03:33.720]   I think everybody is here now.
[00:03:33.720 --> 00:03:39.720]   And we also have some audience members who are just here for fun.
