
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:13.000]   This is Twit.
[00:00:13.000 --> 00:00:16.000]   Bandwidth for this weekend tech
[00:00:16.000 --> 00:00:22.000]   is provided by AOL Radio at AOL.com/podcasting.
[00:00:22.000 --> 00:00:27.000]   [ Music ]
[00:00:27.000 --> 00:00:30.000]   This is Twit, this weekend tech.
[00:00:30.000 --> 00:00:35.000]   Episode 175 for December 29, 2008.
[00:00:35.000 --> 00:00:38.000]   Highlights and lowlights, 2008.
[00:00:38.000 --> 00:00:42.000]   This weekend tech is brought to you by audible.com,
[00:00:42.000 --> 00:00:45.000]   wishing you happy holidays with a free Bob Dylan audiobook
[00:00:45.000 --> 00:00:50.000]   at audible.com/twit33 through December 31.
[00:00:50.000 --> 00:00:53.000]   And for three audiobooks of your choice at a special price,
[00:00:53.000 --> 00:00:57.000]   go to audible.com/twit749.
[00:00:57.000 --> 00:01:00.000]   Let's get the show started.
[00:01:00.000 --> 00:01:01.000]   Here we go.
[00:01:01.000 --> 00:01:02.000]   He's getting good.
[00:01:02.000 --> 00:01:03.000]   He's all warmed up.
[00:01:03.000 --> 00:01:05.000]   Ladies and gentlemen, he's firing on six cylinders.
[00:01:05.000 --> 00:01:07.000]   We better start.
[00:01:07.000 --> 00:01:09.000]   The big story was, of course.
[00:01:09.000 --> 00:01:12.000]   Do we say "divoract.org/blog"?
[00:01:12.000 --> 00:01:14.000]   No.
[00:01:14.000 --> 00:01:15.000]   Devoract.
[00:01:15.000 --> 00:01:16.000]   I'm drinking, though.
[00:01:16.000 --> 00:01:17.000]   Wait a minute.
[00:01:17.000 --> 00:01:19.000]   A little Jack Daniels here.
[00:01:19.000 --> 00:01:20.120]   here
[00:01:20.120 --> 00:01:31.060]   Sounds like the big story was of course the HD DVD story and I came out four days before C ES must have put a little
[00:01:31.060 --> 00:01:39.780]   consternation in the bonnets of the HD DVD exhib implement voters on the floor more than others do not to interrupt again even
[00:01:39.780 --> 00:01:47.820]   am interrupting mood. Go ahead think about the people that had speeches for the party, the whole HD DVD party
[00:01:47.820 --> 00:01:55.120]   part to cancel the press conference. Microsoft was going to supposedly going to announce an Xbox 360 with an embedded HD DVD player and never
[00:01:55.120 --> 00:02:02.040]   mind. No, that was never going to happen. You don't think that was going to happen? We call BS on that rumor. I always have. Yeah, I wonder. Do you see
[00:02:02.040 --> 00:02:10.380]   you don't think so? No, I've never thought so. They made they made great selling $179 HD DVD add on. There's Microsoft has
[00:02:10.460 --> 00:02:18.080]   absolutely no incentive to add an HD DVD player integrated into the 360. They want to drive cost down. They want to sell more
[00:02:18.080 --> 00:02:22.740]   units. That's just going to drive their cost up lower their profit, their margin per device, but they were
[00:02:22.740 --> 00:02:30.060]   a DVD can they work. This was a good Mac. Well, did you get a chance to Patrick to see Mac? Well, I've seen everything at
[00:02:30.060 --> 00:02:36.300]   Mac world. Yeah, what did you did? You like that Mac book air? What do you think of that? I'm actually I was one of the eight people owned a
[00:02:36.300 --> 00:02:42.340]   Macintosh duo back in the day. I have no problem with having an optical spindle. I hear one more person. I just have a
[00:02:42.340 --> 00:02:50.820]   user who plays about battery. You don't care about that. Well, the one hand, yeah, would be nice to have a user
[00:02:50.820 --> 00:02:56.660]   replaceable battery. It's lithium mine as a finite life, the finite life will end faster than you want it to. But Apple says
[00:02:56.660 --> 00:03:02.300]   $129 bucks. They'll fix it. Okay, I want to see what the prices like when people actually need to replace them in a
[00:03:02.300 --> 00:03:08.740]   year to two years. That's not on you know, it would cost about a hundred bucks to buy one. Absolutely. So a hundred 29 bucks,
[00:03:08.740 --> 00:03:14.460]   that includes the installation. That's not personally, I think I basically, you know, I'm assuming it's a it's a lithium
[00:03:14.460 --> 00:03:20.460]   polymer batteries, right? Get it take all that that acreage, can't the Z depth really fast. And it's just it's a nice
[00:03:20.460 --> 00:03:25.740]   looking machine. Yeah, I just hate to see something like that in your hands though. Because I just know you just like snap it
[00:03:25.740 --> 00:03:31.500]   like that. No, actually, are you gentle? I think I've actually had more notes book and saliva than you did. You
[00:03:32.220 --> 00:03:41.340]   so I have my OLPC if did you guys get your OLPC? Huh? Huh? The give one get one apparently there's some people who are a
[00:03:41.340 --> 00:03:49.140]   rye rate because they still haven't received their XO laptop. You know, those laptops for one child one laptop per
[00:03:49.140 --> 00:03:56.260]   child. You bought one? Yeah. Well, I donated. So I got one give one got one. But I got mine when I got you know, like a
[00:03:56.260 --> 00:04:02.540]   couple weeks ago. Oh, it's cute. I should show you have you seen it. It's really cute. No, I'd like to see it. I come by when
[00:04:02.540 --> 00:04:05.260]   you take me out to lunch at that restaurant. You can promise me.
[00:04:05.260 --> 00:04:13.220]   Now what's happened is Robert seamlessly brought his audience over to fast company. So when he negotiated his deal
[00:04:13.220 --> 00:04:20.620]   a fast company, as I was saying, you know, each of those people's worth a dollar, I think, you know, per year. So he's got
[00:04:20.620 --> 00:04:25.020]   whatever, or maybe two or three, 7,000 people on Twitter, 5,000 people.
[00:04:25.020 --> 00:04:31.020]   No, no, my stop just paid what a few more than a thousand. Let's get to that. That's the story. And that's the reason you
[00:04:31.020 --> 00:04:37.260]   saw. I couldn't think of anybody better to get on. I mean, you guys, this is a fascinating story and and and
[00:04:37.260 --> 00:04:44.700]   controversial Microsoft, essentially a hostile takeover bid 44.6 million in cash and stock for billion. Did I say
[00:04:44.700 --> 00:04:52.820]   beat with a B? Yes. For Yahoo. Now, of course, rumors have been flying for the last two years at Microsoft might take a
[00:04:52.820 --> 00:04:59.220]   stake in Yahoo. But this is an out and out attempt to buy the whole kitten kaboodle. Jason, you you're sitting on the
[00:04:59.220 --> 00:05:02.580]   sidelines. You probably know better than anybody. What's going on right now? What do you think?
[00:05:02.580 --> 00:05:10.060]   Well, there the piece of this, that's the most important is the advertising. And so if you look at the advertising
[00:05:10.060 --> 00:05:17.140]   space, search marketing, direct search inventory is the greatest advertising inventory on the planet right now. It's the
[00:05:17.140 --> 00:05:22.580]   most profitable and the most desirable. And we may have talked about this before, but the reason is pretty simple.
[00:05:22.900 --> 00:05:28.460]   If you're typing, you know, Nokia N95, people listening to the show are typing that into Google right now, we know
[00:05:28.460 --> 00:05:35.060]   they're interested in the Nokia N95. That inventory is actually better than in gadgets inventories in some way, because if
[00:05:35.060 --> 00:05:39.900]   reading in gadget, you might be interested in the Nokia N95, but you might not be in the mode to buy it right at that
[00:05:39.900 --> 00:05:48.740]   point. And then, you know, the after that comes things like social networking advertising, which would be like, we
[00:05:48.740 --> 00:05:57.020]   know that you. Okay, so offline app, you know, so when when the Google appliance might per seat charge for my, you know, I
[00:05:57.020 --> 00:06:02.020]   mean, like, how many times have we watched how many times we watched desktop applications? Like the big thing, like now
[00:06:02.020 --> 00:06:08.420]   it's Google is doing, I think cloud computing is happening. You're saying it's that same old thing, thing, client. Yeah,
[00:06:08.420 --> 00:06:13.340]   yeah, you're calling it cloud computing, which is kind of like, you know, Web 2.0, we've we've got sophisticated
[00:06:13.340 --> 00:06:18.580]   forums. It's better. We have a new name for it. It's better. Yeah. So now it's now it's now
[00:06:18.580 --> 00:06:25.740]   it's not just, you know, it's not like server client computing. It's not it's it's not, you know, server hosted
[00:06:25.740 --> 00:06:31.460]   applications. Now it's cloud. But wait a minute, Patrick. What do you want? What do you use for your email, Patrick?
[00:06:31.460 --> 00:06:37.780]   I use Gmail cloud computing. No, more software as a service.
[00:06:37.780 --> 00:06:45.500]   TML based email. It's software as a service. Look, instead of running a desktop email client, downloading your mail to your
[00:06:45.500 --> 00:06:50.420]   desktop and reading it there, you're doing it all in the net. That's the most of it. Not all the
[00:06:50.420 --> 00:06:54.660]   that's I could hop online in an application on my desktop. And I know a fair number of people who
[00:06:54.660 --> 00:07:00.460]   actually, you know, who actually I know a shocking number of people use Hotmail. Yeah, or you use
[00:07:00.460 --> 00:07:06.020]   Yahoo Hotmail and Yannell are 10 times bigger than Google Mail anyway. Wait, what Flickr's doing with
[00:07:06.020 --> 00:07:11.300]   photo editing online is a cloud. Same thing. That's, but that's cloud computing, the editing of the photo
[00:07:11.380 --> 00:07:17.740]   online. I submit the creating your your your download. I mean, it doesn't doesn't matter where you're doing it. It's
[00:07:17.740 --> 00:07:24.980]   still a big step for a company to go from, you know, 500, much less 5000 or 50,000 seats of a of
[00:07:24.980 --> 00:07:30.700]   a office application to, you know, an online application. So you don't think that Microsoft's looking at that at all. You think they're just
[00:07:30.700 --> 00:07:35.700]   looking at the online advertising and search. That's I think they're probably looking at advertising revenue in a way to
[00:07:35.700 --> 00:07:42.180]   amortize the investment into live and some of the other stuff. They're probably looking for eyeballs. They're probably looking for growth that's going to jerk the
[00:07:42.180 --> 00:07:55.700]   stock out of the, you know, relatively stable position it's been in because as John will probably back me up on the whole point of Microsoft stock was to make up for not paying people a lot of money. The ideas are going to go to work for Microsoft. You'd be a millionaire if you stayed there for 10 years.
[00:07:56.700 --> 00:08:20.380]   This is in honor of DVD HD DVD, which kicked the bucket this week. Dead as a doornail. It was just it was kind of like a dominoes starts with Warner Brothers pulling the plug. Then Walmart pulls the plug. Then Netflix pulls the plug. I love this music. They can't hear it.
[00:08:20.380 --> 00:08:32.800]   Then Best Buy pulls the plug, and then the final death blow, Toshiba itself kills HD DVD.
[00:08:32.800 --> 00:08:34.880]   Is it over?
[00:08:34.880 --> 00:08:36.240]   It's over now.
[00:08:36.240 --> 00:08:37.940]   No, no, no.
[00:08:37.940 --> 00:08:39.100]   Now, the analysis begins.
[00:08:39.100 --> 00:08:46.460]   I have a column running at Tomorrow's PC magazine, where I assert that there was never sincere
[00:08:46.460 --> 00:08:47.460]   to begin with.
[00:08:47.460 --> 00:08:52.940]   It's just all a scheme by Microsoft to screw over Sony any way it could to get market share
[00:08:52.940 --> 00:08:54.700]   for the Xbox.
[00:08:54.700 --> 00:09:00.220]   And some have posited it because if there were a conflict between the two HD formats that
[00:09:00.220 --> 00:09:04.660]   downloads, HD downloads would prove preeminent.
[00:09:04.660 --> 00:09:06.140]   And that's a first Microsoft, right?
[00:09:06.140 --> 00:09:09.620]   I think the days of Microsoft being able to orchestrate that level of conspiracy are
[00:09:09.620 --> 00:09:10.620]   along behind this.
[00:09:10.620 --> 00:09:11.620]   People give Microsoft.
[00:09:11.620 --> 00:09:12.620]   It's not a conspiracy.
[00:09:12.620 --> 00:09:13.620]   It's a marketing...
[00:09:13.620 --> 00:09:15.660]   I mean, it's like saying they can't advertise.
[00:09:15.660 --> 00:09:16.660]   It was just a marketing ploy.
[00:09:16.660 --> 00:09:19.540]   I don't think it was much of a conspiracy because there was no real conspiracy.
[00:09:19.540 --> 00:09:20.540]   Who was it?
[00:09:20.540 --> 00:09:23.260]   Microsoft and Toshiba were those the two big players.
[00:09:23.260 --> 00:09:25.340]   About any much.
[00:09:25.340 --> 00:09:26.340]   Pretty much.
[00:09:26.340 --> 00:09:30.500]   Honestly, I think Microsoft is sad to say that kind of ineptile.
[00:09:30.500 --> 00:09:35.020]   I mean, their last big marketing attempt was Vista capable.
[00:09:35.020 --> 00:09:39.900]   So why did all these people pull the plug on HD DVD?
[00:09:39.900 --> 00:09:41.660]   Was there something wrong with it?
[00:09:41.660 --> 00:09:43.900]   It's a matter of money.
[00:09:43.900 --> 00:09:48.460]   I mean, if Sony's willing to drop millions and millions of dollars on movie studios and
[00:09:48.460 --> 00:09:52.140]   Toshiba is only willing to drop half a million dollars or whatever the case may be or just
[00:09:52.140 --> 00:09:57.180]   a tad less than Sony, if I'm Warner Brothers, why would I want to go with the guy who's
[00:09:57.180 --> 00:09:58.180]   paying me less?
[00:09:58.180 --> 00:09:59.180]   I mean, it's pretty simple.
[00:09:59.180 --> 00:10:00.980]   It's simply economics as far as I'm concerned.
[00:10:00.980 --> 00:10:01.980]   I think the...
[00:10:01.980 --> 00:10:06.860]   Yeah, not the free market kind of need to live on this rogue kid, you know, rogue trader,
[00:10:06.860 --> 00:10:07.860]   you know?
[00:10:07.860 --> 00:10:09.580]   That's actually what Blackberry, what RIM is doing.
[00:10:09.580 --> 00:10:11.300]   They're blaming the techies for the outage.
[00:10:11.300 --> 00:10:13.740]   This is their second outage in a year.
[00:10:13.740 --> 00:10:15.740]   This week, Blackberry is down all over North America.
[00:10:15.740 --> 00:10:16.740]   What is it?
[00:10:16.740 --> 00:10:17.740]   What do you have?
[00:10:17.740 --> 00:10:22.660]   11 million subscribers, completely blacked out and they're saying, "Oh, it was the geek
[00:10:22.660 --> 00:10:23.660]   stit."
[00:10:23.660 --> 00:10:24.660]   Yeah, that's always good.
[00:10:24.660 --> 00:10:26.620]   Throw your tech team under the bus.
[00:10:26.620 --> 00:10:27.620]   The geek stit.
[00:10:27.620 --> 00:10:30.100]   Yeah, because they don't have any recourse, right?
[00:10:30.100 --> 00:10:31.100]   They're powerless.
