
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   >> Netcast you love.
[00:00:06.000 --> 00:00:08.000]   >> From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   >> This is Twit.
[00:00:14.000 --> 00:00:17.000]   >> Bandwidth for this weekend tech is provided by
[00:00:17.000 --> 00:00:22.000]   AOL Radio at AOL.com/podcasting.
[00:00:22.000 --> 00:00:27.000]   [ Music ]
[00:00:27.000 --> 00:00:31.000]   >> This is Twit. This weekend tech, episode 110,
[00:00:31.000 --> 00:00:33.000]   for August 19th, 2007.
[00:00:33.000 --> 00:00:36.000]   It's all downhill from here.
[00:00:36.000 --> 00:00:39.000]   This weekend tech is brought to you by Audible.com.
[00:00:39.000 --> 00:00:44.000]   For your free audio book, visit audible.com/twit.
[00:00:44.000 --> 00:00:53.000]   [ Music ]
[00:00:53.000 --> 00:00:56.000]   >> Time to Twit, episode 110 Leo Laporte here with John C.
[00:00:56.000 --> 00:00:58.000]   >> Hey there.
[00:00:58.000 --> 00:01:05.000]   >> And Patrick Norton/Slamdance.blog.
[00:01:05.000 --> 00:01:07.000]   What are you laughing at?
[00:01:07.000 --> 00:01:09.000]   >> He's like a laughing maniac.
[00:01:09.000 --> 00:01:11.000]   >> He's happy.
[00:01:11.000 --> 00:01:12.000]   He doesn't have to work anymore.
[00:01:12.000 --> 00:01:14.000]   He just sits around and collects the money.
[00:01:14.000 --> 00:01:15.000]   >> I'm retired now.
[00:01:15.000 --> 00:01:16.000]   >> It must be nice.
[00:01:16.000 --> 00:01:18.000]   >> I'll give that two months.
[00:01:18.000 --> 00:01:19.000]   >> What is it?
[00:01:19.000 --> 00:01:23.000]   You saw a story that's second, two days.
[00:01:23.000 --> 00:01:26.000]   >> Two days.
[00:01:26.000 --> 00:01:28.000]   >> You come on the show anytime you want to announce
[00:01:28.000 --> 00:01:30.000]   you're coming out of retirement, Patrick.
[00:01:30.000 --> 00:01:32.000]   You could be like Sinatra.
[00:01:32.000 --> 00:01:33.000]   >> Before next week.
[00:01:33.000 --> 00:01:36.000]   >> You come out of retirement whenever you feel like it.
[00:01:36.000 --> 00:01:39.000]   >> Something we should mention here is we're doing this over Skype
[00:01:39.000 --> 00:01:41.000]   and Skype, of course, has been down for the last couple of days.
[00:01:41.000 --> 00:01:44.000]   But it still has some flakiness because right now I'm getting a message
[00:01:44.000 --> 00:01:45.000]   from Skype.
[00:01:45.000 --> 00:01:46.000]   I thought I'd mention it.
[00:01:46.000 --> 00:01:48.000]   That says Skype cannot hear you talking.
[00:01:48.000 --> 00:01:50.000]   Click here to select correct, microphone and speaker.
[00:01:50.000 --> 00:01:51.000]   >> What?
[00:01:51.000 --> 00:01:52.000]   >> Skype can hear me.
[00:01:52.000 --> 00:01:53.000]   >> I hear you.
[00:01:53.000 --> 00:01:54.000]   That's better.
[00:01:54.000 --> 00:01:58.000]   >> I don't know if that's related, but that's probably the big story of the week.
[00:01:58.000 --> 00:02:00.000]   It sure put a scare into me.
[00:02:00.000 --> 00:02:03.000]   In fact, we had to kill a couple of podcasts that we had scheduled for recording
[00:02:03.000 --> 00:02:05.000]   because I rely on Skype.
[00:02:05.000 --> 00:02:07.000]   Now, somebody's going to come along and say, "Oh, well, what about Gizmo or other
[00:02:07.000 --> 00:02:08.000]   SIP products?"
[00:02:08.000 --> 00:02:11.000]   I mean, there's plenty of other voice-over Internet products we could have used,
[00:02:11.000 --> 00:02:13.000]   but we're just so dependent on Skype.
[00:02:13.000 --> 00:02:14.000]   >> I hate SIP.
[00:02:14.000 --> 00:02:15.000]   I'm sorry.
[00:02:15.000 --> 00:02:17.000]   Maybe it's just the implementations I've used.
[00:02:17.000 --> 00:02:18.000]   Like Gizmo.
[00:02:18.000 --> 00:02:21.000]   Gizmo is one of the most miserable experiences I've ever had.
[00:02:21.000 --> 00:02:22.000]   That's what I was comparing to do.
[00:02:22.000 --> 00:02:25.000]   I was preparing to move everybody to Gizmo.
[00:02:25.000 --> 00:02:31.000]   >> I think it may just -- I think I may have had an ugly experience with it.
[00:02:31.000 --> 00:02:33.000]   >> No, I remember the Devorek also.
[00:02:33.000 --> 00:02:34.000]   You had problems.
[00:02:34.000 --> 00:02:38.000]   >> Well, I hate to say this because Mike Roberts is a friend of mine.
[00:02:38.000 --> 00:02:41.000]   >> Formerlyofmp3.com.
[00:02:41.000 --> 00:02:42.000]   >> Right.
[00:02:42.000 --> 00:02:43.000]   And Lindo's.
[00:02:43.000 --> 00:02:44.000]   >> Lindo's.
[00:02:44.000 --> 00:02:50.000]   >> And I was like his main testifying person for his Lindo's case.
[00:02:50.000 --> 00:02:51.000]   >> Bye.
[00:02:51.000 --> 00:02:52.000]   >> Testified.
[00:02:52.000 --> 00:02:56.000]   Anyway, so -- and he got like millions out of the deal.
[00:02:56.000 --> 00:03:00.400]   So -- but the thing is, I agree with Patrick 100%.
[00:03:00.400 --> 00:03:04.000]   It works kind of for a while, but it's like it takes -- it's like a virus.
[00:03:04.000 --> 00:03:05.520]   You can't get it off your system.
[00:03:05.520 --> 00:03:07.640]   It boots when you don't want it to.
[00:03:07.640 --> 00:03:08.800]   It's just very painful.
[00:03:08.800 --> 00:03:09.800]   I just got rid of it.
[00:03:09.800 --> 00:03:11.760]   I just don't -- I just don't deal with it.
[00:03:11.760 --> 00:03:15.400]   And I know a lot of people who are really into this stuff to an extreme, and they all
[00:03:15.400 --> 00:03:16.400]   say SIP stinks.
[00:03:16.400 --> 00:03:17.600]   >> Oh, that's too bad.
[00:03:17.600 --> 00:03:18.600]   SIP is --
[00:03:18.600 --> 00:03:24.280]   >> Go to the download web page of a website, and it automatically starts opening the installer
[00:03:24.280 --> 00:03:25.280]   for their software.
[00:03:25.280 --> 00:03:27.120]   >> Oh, yeah, that happened to me.
[00:03:27.120 --> 00:03:33.120]   SIP is the signaling protocol for voice over the Internet, and it's a standard.
[00:03:33.120 --> 00:03:36.840]   I mean, there's nothing inherently wrong with SIP.
[00:03:36.840 --> 00:03:37.840]   There's different implementations.
[00:03:37.840 --> 00:03:39.640]   Asterisk supports SIP.
[00:03:39.640 --> 00:03:42.880]   A lot of PBXs supports SIP.
[00:03:42.880 --> 00:03:44.920]   But the thing is Skype just works so well.
[00:03:44.920 --> 00:03:48.960]   I mean, and there are people like Alex Lindsey who complain about Skype, but it works better
[00:03:48.960 --> 00:03:50.160]   than anything else out there.
[00:03:50.160 --> 00:03:52.200]   >> Yeah, what are they complaining about?
[00:03:52.200 --> 00:03:54.440]   What's all that -- we haven't heard a lot of weird noise, by the way.
[00:03:54.440 --> 00:03:56.440]   >> Patrick's like -- I think Patrick's making license plates.
[00:03:56.440 --> 00:03:57.840]   Is that your new job?
[00:03:57.840 --> 00:03:58.840]   >> No.
[00:03:58.840 --> 00:04:04.600]   I was opening up a -- I was opening up a gizmo window on a PC to see them in the same thing.
[00:04:04.600 --> 00:04:06.760]   >> Move the keyboard away from your microphone.
[00:04:06.760 --> 00:04:09.160]   >> That sounds like license plate stamping.
[00:04:09.160 --> 00:04:10.160]   I don't know.
[00:04:10.160 --> 00:04:11.160]   >> Like microphone 1A.
[00:04:11.160 --> 00:04:12.160]   So --
[00:04:12.160 --> 00:04:14.880]   >> Oh, John -- now that John's got the big setup.
[00:04:14.880 --> 00:04:15.880]   >> He's like the --
[00:04:15.880 --> 00:04:16.880]   >> I got a rig.
[00:04:16.880 --> 00:04:17.880]   He's got a rig.
[00:04:17.880 --> 00:04:20.880]   >> Yeah, he's got -- he's got his own compressor.
[00:04:20.880 --> 00:04:22.880]   Do they send you --
[00:04:22.880 --> 00:04:23.880]   >> I have a bypass for you.
[00:04:23.880 --> 00:04:24.880]   >> Did they send you an AFEX?
[00:04:24.880 --> 00:04:25.880]   What do they send you?
[00:04:25.880 --> 00:04:26.880]   No, you can use it.
[00:04:26.880 --> 00:04:27.880]   >> I have an AFEX.
[00:04:27.880 --> 00:04:28.880]   I haven't hooked that up yet.
[00:04:28.880 --> 00:04:30.880]   I'm using some PreSonas stuff.
[00:04:30.880 --> 00:04:32.880]   >> AFEX is going to send me a 230.
[00:04:32.880 --> 00:04:33.880]   I'm going to try it.
[00:04:33.880 --> 00:04:35.880]   It might sound -- it might be great.
[00:04:35.880 --> 00:04:38.560]   >> Well, you know, I -- what are you doing, Patrick?
[00:04:38.560 --> 00:04:39.560]   It sounds like you got --
[00:04:39.560 --> 00:04:41.560]   >> You're chopping up a body.
[00:04:41.560 --> 00:04:42.560]   >> You have ferrets in there.
[00:04:42.560 --> 00:04:43.560]   What's going on?
[00:04:43.560 --> 00:04:44.560]   >> No one ever throws it.
[00:04:44.560 --> 00:04:50.360]   >> Guys, guys, I had my microphone turned off and on mute.
[00:04:50.360 --> 00:04:51.800]   That's not me making the noise.
[00:04:51.800 --> 00:04:52.960]   Might be my network connection.
[00:04:52.960 --> 00:04:54.480]   Might be Skype, but it's not me.
[00:04:54.480 --> 00:04:55.640]   >> Oh, I know what it is.
[00:04:55.640 --> 00:04:57.600]   You think that you're on your headset and you're not.
[00:04:57.600 --> 00:04:59.360]   You're on your laptop, Mike.
[00:04:59.360 --> 00:05:01.320]   >> That's Mike.
[00:05:01.320 --> 00:05:02.960]   >> Because it wasn't muted.
[00:05:02.960 --> 00:05:05.920]   >> Oh, you know what it is?
[00:05:05.920 --> 00:05:07.400]   Stupid Apple.
[00:05:07.400 --> 00:05:09.400]   >> Oh, yeah.
[00:05:09.400 --> 00:05:10.400]   Blame the computer.
[00:05:10.400 --> 00:05:11.400]   Blame the --
[00:05:11.400 --> 00:05:12.400]   >> It is --
[00:05:12.400 --> 00:05:13.400]   >> Actually --
[00:05:13.400 --> 00:05:18.600]   >> In respect to the joyous and wondrous OS X experience, the way it handles audio is
[00:05:18.600 --> 00:05:19.600]   stupid.
[00:05:19.600 --> 00:05:20.600]   >> Really?
[00:05:20.600 --> 00:05:21.600]   >> I'm sorry.
[00:05:21.600 --> 00:05:26.160]   If a Windows -- if every Windows PC I've ever used will automatically turn off the internal
[00:05:26.160 --> 00:05:30.440]   mic, it's not like it's that hard when you plug in something externally.
[00:05:30.440 --> 00:05:32.080]   >> It may also be the way it's done.
[00:05:32.080 --> 00:05:35.720]   >> You have to manually go in and change the line in for it.
[00:05:35.720 --> 00:05:37.160]   You're clear now?
[00:05:37.160 --> 00:05:41.960]   >> No, you're still on your -- on your laptop, Mike.
[00:05:41.960 --> 00:05:42.960]   That's why it was so noisy because --
[00:05:42.960 --> 00:05:45.160]   >> Yeah, you're typing away.
[00:05:45.160 --> 00:05:46.160]   >> Yeah.
[00:05:46.160 --> 00:05:50.800]   >> You need to select -- I think you need to do both in the sound preference painting.
[00:05:50.800 --> 00:05:53.800]   >> I just did change it over and stop doing the dance.
[00:05:53.800 --> 00:05:56.920]   >> Yeah, it's still -- tap the laptop, Mike.
[00:05:56.920 --> 00:05:58.720]   >> No, it sounds good.
[00:05:58.720 --> 00:06:00.280]   You can't hear them typing now.
[00:06:00.280 --> 00:06:01.840]   >> Okay, maybe we fixed it then.
[00:06:01.840 --> 00:06:04.440]   >> The microphone sounds like a piece of crap, but that's another story.
[00:06:04.440 --> 00:06:05.440]   >> We won't.
[00:06:05.440 --> 00:06:07.560]   Mr. von Neumann.
[00:06:07.560 --> 00:06:09.760]   Are you using a Neumann or an audio technica?
[00:06:09.760 --> 00:06:10.760]   >> Me?
[00:06:10.760 --> 00:06:11.760]   >> Yeah.
[00:06:11.760 --> 00:06:12.760]   >> An AKG.
[00:06:12.760 --> 00:06:14.440]   >> Oh, sorry.
[00:06:14.440 --> 00:06:17.440]   What does AKG stand for?
[00:06:17.440 --> 00:06:20.200]   >> All cool graphite.
[00:06:20.200 --> 00:06:21.920]   I don't know.
[00:06:21.920 --> 00:06:25.600]   >> So, anyway, Skype.
[00:06:25.600 --> 00:06:26.600]   We love Skype.
[00:06:26.600 --> 00:06:30.640]   We're dependent on this network, and it's scared that Willie's out of me when it was
[00:06:30.640 --> 00:06:31.640]   down.
[00:06:31.640 --> 00:06:35.760]   Is this bad for Skype or is this just the normal, you know, "Hey, it's Skype's been very reliable."
[00:06:35.760 --> 00:06:39.680]   >> Well, you know, this reminds me of about -- if you remember, about 10 or 15 years ago
[00:06:39.680 --> 00:06:44.320]   when AOL did a big upgrade, and they threw it online, and they went down for days.
[00:06:44.320 --> 00:06:47.240]   >> And did you hear AOL?
[00:06:47.240 --> 00:06:49.880]   >> Sometimes these things, you know, they didn't upgrade at Skype, and sometimes these
[00:06:49.880 --> 00:06:51.600]   things don't work out in the real world.
[00:06:51.600 --> 00:06:55.760]   It looked good in the lab and looked good in simulation, and then they threw this thing
[00:06:55.760 --> 00:06:59.360]   onto the real world, and bam, down it goes.
[00:06:59.360 --> 00:07:03.760]   >> And I think down harder than anybody expected, they kept saying, "Oh, we'll be back in 12-24
[00:07:03.760 --> 00:07:04.760]   hours."
