
[00:00:00.000 --> 00:00:03.760]   [ Sound Effects ]
[00:00:03.760 --> 00:00:05.200]   >> Podcasts you love.
[00:00:05.200 --> 00:00:07.360]   >> From people you trust.
[00:00:07.360 --> 00:00:10.960]   [ Music ]
[00:00:10.960 --> 00:00:12.400]   >> This is Twit.
[00:00:12.400 --> 00:00:14.440]   [ Music ]
[00:00:14.440 --> 00:00:18.840]   >> Bandwidth for this weekend tech is provided by AOL Radio
[00:00:18.840 --> 00:00:21.840]   at AOL.com/podcasting.
[00:00:21.840 --> 00:00:28.480]   [ Music ]
[00:00:28.480 --> 00:00:29.760]   >> This is Twit.
[00:00:29.760 --> 00:00:34.880]   >> This weekend tech, episode 69 for September 17th, 2006.
[00:00:34.880 --> 00:00:36.440]   >> You're on my list.
[00:00:36.440 --> 00:00:40.000]   [ Music ]
[00:00:40.000 --> 00:00:43.280]   >> This weekend tech is brought to you by Visa.
[00:00:43.280 --> 00:00:45.000]   Safer, better money.
[00:00:45.000 --> 00:00:47.000]   Life takes Visa.
[00:00:47.000 --> 00:00:50.040]   [ Music ]
[00:00:50.040 --> 00:00:51.800]   >> And by Dell.
[00:00:51.800 --> 00:00:55.880]   For this week's specials, visit twit.tv/dell.
[00:00:55.880 --> 00:01:01.400]   [ Music ]
[00:01:01.400 --> 00:01:02.400]   >> All right, let's do it.
[00:01:02.400 --> 00:01:03.400]   Start the show.
[00:01:03.400 --> 00:01:04.400]   >> All right, start the show.
[00:01:04.400 --> 00:01:07.720]   Ladies and gentlemen, time to twit.
[00:01:07.720 --> 00:01:11.040]   Just a couple of twits right now, maybe we'll add some more as time goes by depending on
[00:01:11.040 --> 00:01:18.840]   the twit connectivity from Slam Dance Industries, Mr. Patrick Norton of DL.tv.
[00:01:18.840 --> 00:01:20.880]   >> Hi everybody.
[00:01:20.880 --> 00:01:21.880]   >> Hey Patrick.
[00:01:21.880 --> 00:01:23.480]   Why Slam Dance Industries?
[00:01:23.480 --> 00:01:24.480]   What does that mean?
[00:01:24.480 --> 00:01:33.600]   >> Slam Dance Industry, it was, because Slamdance.com was picked up by a film festival down in LA.
[00:01:33.600 --> 00:01:35.360]   So that was as close as you could get.
