
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   >> Netcast you love.
[00:00:06.000 --> 00:00:08.000]   >> From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   >> This is Twit.
[00:00:14.000 --> 00:00:17.000]   >> Bandwidth for this weekend tech is provided by
[00:00:17.000 --> 00:00:22.000]   AOL Radio at AOL.com/podcasting.
[00:00:22.000 --> 00:00:28.000]   [ Music ]
[00:00:28.000 --> 00:00:30.000]   >> This is Twit, this weekend tech.
[00:00:30.000 --> 00:00:34.000]   Episode 184 for March 2, 2009.
[00:00:34.000 --> 00:00:38.000]   Hard times for hard copy.
[00:00:38.000 --> 00:00:42.000]   This weekend tech is brought to you by Squarespace.com.
[00:00:42.000 --> 00:00:46.000]   The fast and easy way to publish a high-quality website or blog.
[00:00:46.000 --> 00:00:49.000]   For a free trial and 10% off your new account,
[00:00:49.000 --> 00:00:54.000]   go to squarespace.com/twit.
[00:00:54.000 --> 00:00:58.000]   And by audible.com.
[00:00:58.000 --> 00:01:00.000]   Sign up for the Platinum Plan and get two free books.
[00:01:00.000 --> 00:01:04.000]   Go to audible.com/twit2.
[00:01:04.000 --> 00:01:06.000]   And by go to meeting.
[00:01:06.000 --> 00:01:13.000]   For your free 30-day trial, visit go to meeting.com/twit.
[00:01:13.000 --> 00:01:15.000]   And by listeners like you.
[00:01:15.000 --> 00:01:17.000]   Thanks so much for your contribution.
[00:01:17.000 --> 00:01:19.000]   You couldn't do Twit without it.
[00:01:19.000 --> 00:01:23.000]   [ Music ]
[00:01:23.000 --> 00:01:25.000]   >> This is Twit, this weekend tech.
[00:01:25.000 --> 00:01:27.000]   We are going to cover a lot of ground today.
[00:01:27.000 --> 00:01:30.000]   So I'm going to get going very quickly introducing our panelists
[00:01:30.000 --> 00:01:33.000]   and a great panel assembled today for the show,
[00:01:33.000 --> 00:01:36.000]   starting with my friend Alex Lindsey who is in studio with us
[00:01:36.000 --> 00:01:37.000]   from the Pixel Core.
[00:01:37.000 --> 00:01:38.000]   >> Hello.
[00:01:38.000 --> 00:01:39.000]   >> Good to see you once again, Alex.
[00:01:39.000 --> 00:01:40.000]   >> Good to be here.
[00:01:40.000 --> 00:01:42.000]   >> Right after the show today, we're going to have a live concert
[00:01:42.000 --> 00:01:44.000]   Alex is bringing Peter Himmelman into Perform for us.
[00:01:44.000 --> 00:01:45.000]   That's going to be fun.
[00:01:45.000 --> 00:01:46.000]   >> Yeah, I was excited.
[00:01:46.000 --> 00:01:48.000]   You were on his show.
[00:01:48.000 --> 00:01:51.000]   >> Yeah, he was a show on Ustream called Furious World.
[00:01:51.000 --> 00:01:54.000]   >> Yeah, and I mentioned that I really enjoyed his music.
[00:01:54.000 --> 00:01:56.000]   The next thing I know, he's coming up.
[00:01:56.000 --> 00:01:57.000]   >> He's coming up in your backyard.
[00:01:57.000 --> 00:01:58.000]   >> Yeah, he's coming.
[00:01:58.000 --> 00:02:00.000]   I think it's raining here, so I think he's going to do it in my living room.
[00:02:00.000 --> 00:02:02.000]   >> That's something Bono never did for me.
[00:02:02.000 --> 00:02:05.000]   I told him many times how much I liked his work, but nothing.
[00:02:05.000 --> 00:02:06.000]   >> Nothing at all.
[00:02:06.000 --> 00:02:08.000]   >> Yeah, so I think we're going to be streaming live from my living room
[00:02:08.000 --> 00:02:09.000]   later this evening.
[00:02:09.000 --> 00:02:10.000]   >> Awesome.
[00:02:10.000 --> 00:02:11.000]   >> So it should be fun.
[00:02:11.000 --> 00:02:13.000]   >> Also with us from channeldevorec.com.
[00:02:13.000 --> 00:02:18.000]   It's John C. Devorec, the world's most prolific computer columnist.
[00:02:18.000 --> 00:02:19.000]   Hey, John.
[00:02:19.000 --> 00:02:20.000]   >> Hey, there I am.
[00:02:20.000 --> 00:02:22.000]   >> I'm going to be streaming live from the world.
[00:02:22.000 --> 00:02:24.000]   >> I'm going to be streaming live from the world.
[00:02:24.000 --> 00:02:26.000]   >> I'm going to be streaming live from the world.
[00:02:26.000 --> 00:02:28.000]   >> I'm going to be streaming live from the world.
[00:02:28.000 --> 00:02:30.000]   >> I'm going to be streaming live from the world.
[00:02:30.000 --> 00:02:32.000]   >> I'm going to be streaming live from the world.
[00:02:32.000 --> 00:02:33.000]   >> I'm going to be streaming live from the world.
[00:02:33.000 --> 00:02:34.000]   >> I'm going to be streaming live from the world.
[00:02:34.000 --> 00:02:35.000]   >> I'm going to be streaming live from the world.
[00:02:35.000 --> 00:02:36.000]   >> I'm going to be streaming live from the world.
[00:02:36.000 --> 00:02:37.000]   >> I'm going to be streaming live from the world.
[00:02:37.000 --> 00:02:38.000]   >> I'm going to be streaming live from the world.
[00:02:38.000 --> 00:02:39.000]   >> I'm going to be streaming live from the world.
[00:02:39.000 --> 00:02:40.000]   >> I'm going to be streaming live from the world.
[00:02:40.000 --> 00:02:41.000]   >> I'm going to be streaming live from the world.
[00:02:41.000 --> 00:02:48.000]   >> I'm going to be streaming live from the world.
[00:02:48.000 --> 00:02:51.000]   >> I'm going to be streaming live from the world.
[00:02:51.000 --> 00:02:52.000]   >> I'm going to be streaming live from the world.
[00:02:52.000 --> 00:02:53.000]   >> I'm going to be streaming live from the world.
[00:02:53.000 --> 00:02:54.000]   >> I'm going to be streaming live from the world.
[00:02:54.000 --> 00:02:55.000]   >> I'm going to be streaming live from the world.
[00:02:55.000 --> 00:02:56.000]   >> I'm going to be streaming live from the world.
[00:02:56.000 --> 00:02:57.000]   >> I'm going to be streaming live from the world.
[00:02:57.000 --> 00:02:58.000]   >> I'm going to be streaming live from the world.
[00:02:58.000 --> 00:02:59.000]   >> I'm going to be streaming live from the world.
[00:02:59.000 --> 00:03:00.000]   >> I'm going to be streaming live from the world.
[00:03:00.000 --> 00:03:01.000]   >> I'm going to be streaming live from the world.
[00:03:01.000 --> 00:03:02.000]   >> I'm going to be streaming live from the world.
[00:03:02.000 --> 00:03:03.000]   >> I'm going to be streaming live from the world.
[00:03:03.000 --> 00:03:04.000]   >> I'm going to be streaming live from the world.
[00:03:04.000 --> 00:03:11.000]   >> I'm going to be streaming live from the world.
[00:03:11.000 --> 00:03:14.000]   >> I'm going to be streaming live from the world.
[00:03:14.000 --> 00:03:15.000]   >> I'm going to be streaming live from the world.
[00:03:15.000 --> 00:03:16.000]   >> I'm going to be streaming live from the world.
[00:03:16.000 --> 00:03:17.000]   >> I'm going to be streaming live from the world.
[00:03:17.000 --> 00:03:18.000]   >> I'm going to be streaming live from the world.
[00:03:18.000 --> 00:03:19.000]   >> I'm going to be streaming live from the world.
[00:03:19.000 --> 00:03:20.000]   >> I'm going to be streaming live from the world.
[00:03:20.000 --> 00:03:21.000]   >> I'm going to be streaming live from the world.
[00:03:21.000 --> 00:03:22.000]   >> I'm going to be streaming live from the world.
[00:03:22.000 --> 00:03:23.000]   >> I'm going to be streaming live from the world.
[00:03:23.000 --> 00:03:24.000]   >> I'm going to be streaming live from the world.
[00:03:24.000 --> 00:03:25.000]   >> I'm going to be streaming live from the world.
[00:03:25.000 --> 00:03:26.000]   >> I'm going to be streaming live from the world.
[00:03:26.000 --> 00:03:27.000]   >> I'm going to be streaming live from the world.
[00:03:27.000 --> 00:03:34.000]   >> I'm going to be streaming live from the world.
[00:03:34.000 --> 00:03:41.000]   >> I'm going to be streaming live from the world.
[00:03:41.000 --> 00:03:48.000]   >> I'm going to be streaming live from the world.
[00:03:48.000 --> 00:03:49.000]   >> I'm going to be streaming live from the world.
[00:03:49.000 --> 00:03:50.000]   >> I'm going to be streaming live from the world.
[00:03:50.000 --> 00:03:51.000]   >> I'm going to be streaming live from the world.
[00:03:51.000 --> 00:03:52.000]   >> I'm going to be streaming live from the world.
[00:03:52.000 --> 00:03:53.000]   >> I'm going to be streaming live from the world.
[00:03:53.000 --> 00:03:54.000]   >> I'm going to be streaming live from the world.
[00:03:54.000 --> 00:03:55.000]   >> I'm going to be streaming live from the world.
[00:03:55.000 --> 00:03:56.000]   >> I'm going to be streaming live from the world.
[00:03:56.000 --> 00:03:57.000]   >> I'm going to be streaming live from the world.
[00:03:57.000 --> 00:03:58.000]   >> I'm going to be streaming live from the world.
[00:03:58.000 --> 00:03:59.000]   >> I'm going to be streaming live from the world.
[00:03:59.000 --> 00:04:00.000]   >> I'm going to be streaming live from the world.
[00:04:00.000 --> 00:04:01.000]   >> I'm going to be streaming live from the world.
[00:04:01.000 --> 00:04:02.000]   >> I'm going to be streaming live from the world.
[00:04:02.000 --> 00:04:03.000]   >> I'm going to be streaming live from the world.
[00:04:03.000 --> 00:04:04.000]   >> I'm going to be streaming live from the world.
[00:04:04.000 --> 00:04:05.000]   >> I'm going to be streaming live from the world.
[00:04:05.000 --> 00:04:06.000]   >> I'm going to be streaming live from the world.
[00:04:06.000 --> 00:04:07.000]   >> I'm going to be streaming live from the world.
[00:04:07.000 --> 00:04:08.000]   >> I'm going to be streaming live from the world.
[00:04:08.000 --> 00:04:09.000]   >> I'm going to be streaming live from the world.
[00:04:09.000 --> 00:04:10.000]   >> I'm going to be streaming live from the world.
[00:04:10.000 --> 00:04:29.000]   >> I'm going to be streaming live from the world.
[00:04:29.000 --> 00:04:36.000]   >> I'm going to be streaming live from the world.
[00:04:36.000 --> 00:04:43.000]   >> I'm going to be streaming live from the world.
[00:04:43.000 --> 00:04:50.000]   >> I'm going to be streaming live from the world.
[00:04:50.000 --> 00:04:57.000]   >> I'm going to be streaming live from the world.
[00:04:57.000 --> 00:05:04.000]   >> I'm going to be streaming live from the world.
[00:05:04.000 --> 00:05:09.000]   >> We already had some at the end of last year.
[00:05:09.000 --> 00:05:16.000]   Newspapers are trying to get their staffs and their operations down to meet their revenues,
[00:05:16.000 --> 00:05:19.000]   which are declining.
[00:05:19.000 --> 00:05:23.000]   The print revenues are dropping because of the economy and other factors.
[00:05:23.000 --> 00:05:26.000]   The web revenues aren't going fast enough to meet them.
[00:05:26.000 --> 00:05:28.000]   Although growth is pretty good on the web.
[00:05:28.000 --> 00:05:33.000]   It's a real sticky situation and a tough time to be in the business.
[00:05:33.000 --> 00:05:36.000]   >> What's killing the newspapers?
[00:05:36.000 --> 00:05:39.000]   >> I think it's a variety of things.
[00:05:39.000 --> 00:05:53.000]   I think kind of the economic seesaw that I've been doing with the cost of the web versus print ads that just doesn't make up for it.
[00:05:53.000 --> 00:05:56.000]   Print ads are a rarity.
[00:05:56.000 --> 00:05:59.000]   They're few and far between because of space.
[00:05:59.000 --> 00:06:02.000]   But on the web they're a commodity.
[00:06:02.000 --> 00:06:05.000]   You just can't charge as much for them.
[00:06:05.000 --> 00:06:11.000]   So far what we've been trying to do is generate as many page views as you can to put ads on them.
[00:06:11.000 --> 00:06:15.000]   But the value that causes the value of the ads to go further down.
[00:06:15.000 --> 00:06:22.000]   Of course, in an intense economic recession, I like to call it an economic test or act.
[00:06:22.000 --> 00:06:26.000]   >> By the way, for those of you who don't know, a fourth dimensional cube.
[00:06:26.000 --> 00:06:31.000]   >> That's right. And the reference actually that I like is from Madeline Lingals.
[00:06:31.000 --> 00:06:32.000]   >> Yeah.
[00:06:32.000 --> 00:06:33.000]   >> A real time.
[00:06:33.000 --> 00:06:34.000]   >> A real time.
[00:06:34.000 --> 00:06:39.000]   Because it kind of feels like we're going back in time through this fourth dimensional cube.
[00:06:39.000 --> 00:06:41.000]   >> So I think it's economically speaking.
[00:06:41.000 --> 00:06:46.000]   >> Is it no coincidence or is it a coincidence that the Kindle 2 came out this week?
[00:06:46.000 --> 00:06:48.000]   John, do you think that that's part of what's going on?
[00:06:48.000 --> 00:06:49.000]   >> Nah.
[00:06:49.000 --> 00:06:50.000]   >> Nah.
[00:06:50.000 --> 00:06:55.000]   >> The fact of the matter is the newspapers have been in a slide since the advent of TV news.
[00:06:55.000 --> 00:06:59.000]   It's been a slow decline and it was accelerated only recently.
[00:06:59.000 --> 00:07:02.000]   But they were sliding years ago before the web.
[00:07:02.000 --> 00:07:08.000]   And then now what the web has done is it pointed out a couple of things in my opinion that are a problem.
[00:07:08.000 --> 00:07:12.000]   One, I think the newspapers aren't providing a quality product to their readers.
[00:07:12.000 --> 00:07:18.000]   And in fact, if I was looking at the Rocky Mountain News site right now, and they have their covers all online.
[00:07:18.000 --> 00:07:20.000]   And I'm looking at these covers and they suck.
[00:07:20.000 --> 00:07:22.000]   I don't see any reason I'd buy this newspaper.
[00:07:22.000 --> 00:07:25.000]   It was on a new stand.
[00:07:25.000 --> 00:07:30.000]   Only one of these covers are interesting.
[00:07:30.000 --> 00:07:32.000]   But the rest of them are just like boring.
[00:07:32.000 --> 00:07:33.000]   >> It was a tabloid paper, right?
[00:07:33.000 --> 00:07:34.000]   It was the- >> Yeah.
[00:07:34.000 --> 00:07:36.000]   >> There were two papers in Denver.
[00:07:36.000 --> 00:07:43.000]   So, I mean, I don't think there's any markets except New York City where you could support more than one newspaper, can you?
