
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:13.000]   This is Twit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for this weekend tech is provided by
[00:00:17.000 --> 00:00:22.000]   AOL Radio at AOL.com/podcasting.
[00:00:22.000 --> 00:00:27.000]   [ Music ]
[00:00:27.000 --> 00:00:30.000]   This is Twit, this weekend tech.
[00:00:30.000 --> 00:00:34.000]   Episode 163 for October 6th, 2008.
[00:00:34.000 --> 00:00:35.000]   Mid-Net.
[00:00:35.000 --> 00:00:37.000]   [ Music ]
[00:00:37.000 --> 00:00:41.000]   This weekend tech is brought to you by Audible.com.
[00:00:41.000 --> 00:00:44.000]   Sign up for the Platinum Plan and get two free books.
[00:00:44.000 --> 00:00:47.000]   Go to Audible.com/Twit2.
[00:00:47.000 --> 00:00:49.000]   [ Music ]
[00:00:49.000 --> 00:00:53.000]   And by Gobi, the global mobile internet from Qualcomm.
[00:00:53.000 --> 00:00:57.000]   Gobi powered notebooks are now available from leading notebook manufacturers.
[00:00:57.000 --> 00:01:02.000]   Go to gobianywhere.com/devices for the Gobi notebook for you.
[00:01:02.000 --> 00:01:04.000]   [ Music ]
[00:01:04.000 --> 00:01:06.000]   And by Gobi Meeting.
[00:01:06.000 --> 00:01:12.000]   For your free 30-day trial visit gotomeeting.com/Twit.
[00:01:12.000 --> 00:01:17.000]   [ Music ]
[00:01:17.000 --> 00:01:19.000]   It's time for Twits.
[00:01:19.000 --> 00:01:24.000]   This weekend tech episode 163 and a great panel assembled for Twit.
[00:01:24.000 --> 00:01:28.000]   Of course, John C. Dvorak, star of the show at Dvorak.org/blog.
[00:01:28.000 --> 00:01:29.000]   Splash blog.
[00:01:29.000 --> 00:01:30.000]   Hi John.
[00:01:30.000 --> 00:01:32.000]   I like it.
[00:01:32.000 --> 00:01:33.000]   Splash blog.
[00:01:33.000 --> 00:01:34.000]   I use that from now on.
[00:01:34.000 --> 00:01:36.000]   Who needs a splash when you got a splash?
[00:01:36.000 --> 00:01:40.000]   Speaking of splashes, the wonderful Veronica Belmont is also here, the host of
[00:01:40.000 --> 00:01:44.000]   Tekzilla and Core Q-O-R-E on the PlayStation 3 network.
[00:01:44.000 --> 00:01:45.000]   Hello.
[00:01:45.000 --> 00:01:46.000]   For the awhile.
[00:01:46.000 --> 00:01:47.000]   Yeah, it's been a long time.
[00:01:47.000 --> 00:01:48.000]   We're glad we can get you back on.
[00:01:48.000 --> 00:01:49.000]   Happy to be here.
[00:01:49.000 --> 00:01:53.000]   Also here, you're -- unless you're sick of them, in which case I can dump them,
[00:01:53.000 --> 00:01:57.000]   Patrick Norton, your co-host on Tekzilla.
[00:01:57.000 --> 00:01:59.000]   Patrick's treating you good, right?
[00:01:59.000 --> 00:02:00.000]   Oh, of course.
[00:02:00.000 --> 00:02:01.000]   Yes.
[00:02:01.000 --> 00:02:02.000]   It's good to have you both on.
[00:02:02.000 --> 00:02:03.000]   It's a little mini Tekzilla.
[00:02:03.000 --> 00:02:07.000]   And also a special guest on the show today via phone from his home in some
[00:02:07.000 --> 00:02:09.000]   undisclosed location.
[00:02:09.000 --> 00:02:10.000]   It's Kevin Mitnick.
[00:02:10.000 --> 00:02:13.000]   Of course, we gave out his phone number earlier and I apologize for that.
[00:02:13.000 --> 00:02:14.000]   Hey Kevin.
[00:02:14.000 --> 00:02:15.000]   Hey Leo, how are you?
[00:02:15.000 --> 00:02:17.000]   It's really good to talk to you.
[00:02:17.000 --> 00:02:20.000]   Kevin Mitnick is a good friend of the show.
[00:02:20.000 --> 00:02:25.000]   In fact, it was after your jail time that you did for hacking some years ago.
[00:02:25.000 --> 00:02:27.000]   We got you on the screen savers.
[00:02:27.000 --> 00:02:31.000]   Your first appearance -- well, first of all, your first appearance had a jail.
[00:02:31.000 --> 00:02:34.000]   But then after that, your first time on the Internet when you're probationed.
[00:02:34.000 --> 00:02:35.000]   And that was cool.
[00:02:35.000 --> 00:02:36.000]   Yeah, I remember that.
[00:02:36.000 --> 00:02:38.000]   I remember that like it was yesterday.
[00:02:38.000 --> 00:02:40.000]   And Waz gave you a notebook computer.
[00:02:40.000 --> 00:02:41.000]   You still have that MacBook?
[00:02:41.000 --> 00:02:42.000]   Yeah, of course.
[00:02:42.000 --> 00:02:43.000]   I don't use it.
[00:02:43.000 --> 00:02:48.000]   The new MacBook Pro, and I understand this month they're going to announce even a
[00:02:48.000 --> 00:02:49.000]   newer MacBook.
[00:02:49.000 --> 00:02:52.000]   I don't think it's been announced yet, but I'm excited.
[00:02:52.000 --> 00:02:54.000]   We'd like to keep up to date with the newest technology.
[00:02:54.000 --> 00:03:00.000]   And your security firm, you can go to Kevin Mitnick.com or Mitnick -- what is the --
[00:03:00.000 --> 00:03:01.000]   Mitnick security.
[00:03:01.000 --> 00:03:02.000]   Mitnick security.
[00:03:02.000 --> 00:03:08.000]   And that's what you're doing these days is consulting on security.
[00:03:08.000 --> 00:03:12.000]   Yeah, pretty much traveling the world, speaking at, you know, still doing the same old,
[00:03:12.000 --> 00:03:17.000]   same old speaking, doing a lot of pen testing, security assessments.
[00:03:17.000 --> 00:03:22.000]   But a cool thing you might not know of is I just was commissioned in July by Little Brown
[00:03:22.000 --> 00:03:23.000]   to do my life story.
[00:03:23.000 --> 00:03:27.000]   So I'm working on the new book and, you know, the true story of Kevin Mitnick.
[00:03:27.000 --> 00:03:29.000]   I'm really looking forward to that.
[00:03:29.000 --> 00:03:30.000]   Very cool.
[00:03:30.000 --> 00:03:34.000]   Two books written already about your exploits, but to hear it from you will be very interesting.
[00:03:34.000 --> 00:03:37.000]   Yeah, I think I'll have a different viewpoint.
[00:03:37.000 --> 00:03:41.000]   Well, I know you -- we talked the other day about -- I know there's one you don't like,
[00:03:41.000 --> 00:03:46.000]   one it's okay with you, but this one will be your official biography.
[00:03:46.000 --> 00:03:47.000]   Yeah, I'm excited.
[00:03:47.000 --> 00:03:49.000]   It won't be ready for like a year.
[00:03:49.000 --> 00:03:53.000]   And then of course the editors will probably take another few months, but I'm excited to
[00:03:53.000 --> 00:03:56.000]   finally be able to pen my own story because I have that government restriction for so long.
[00:03:56.000 --> 00:03:58.000]   Well, I was going to say you're allowed now to do that.
[00:03:58.000 --> 00:04:00.000]   Yeah, yeah, I have no restrictions whatsoever.
[00:04:00.000 --> 00:04:03.000]   Except maybe when I fly into the United States from Bogota.
[00:04:03.000 --> 00:04:05.000]   Well, that's what we were going to talk about.
[00:04:05.000 --> 00:04:06.000]   What an interesting story.
[00:04:06.000 --> 00:04:09.000]   And you may be in the market, I think, for a new MacBook.
[00:04:09.000 --> 00:04:13.000]   Two weeks ago you were in Colombia, you were giving a speech?
[00:04:13.000 --> 00:04:17.000]   Yeah, I was in Bogota, Colombia for about ten days.
[00:04:17.000 --> 00:04:22.000]   I was there giving a speech for LPMBO and visiting a girlfriend.
[00:04:22.000 --> 00:04:27.000]   And then I flew out around September 16th.
[00:04:27.000 --> 00:04:29.000]   And that's when the whole thing happened.
[00:04:29.000 --> 00:04:30.000]   Yeah.
[00:04:30.000 --> 00:04:36.000]   So you had with you -- you were coming from Colombia into the U.S. into Atlanta?
[00:04:36.000 --> 00:04:37.000]   Yeah, and I do it all the time.
[00:04:37.000 --> 00:04:40.000]   I go to Colombia every two months, every month and a half.
[00:04:40.000 --> 00:04:41.000]   Okay.
[00:04:41.000 --> 00:04:43.000]   It's like I'm constantly going back and forth.
[00:04:43.000 --> 00:04:46.000]   I've been traveling internationally since 2003.
[00:04:46.000 --> 00:04:48.000]   So what are those five years I've never had an incident.
[00:04:48.000 --> 00:04:50.000]   Are you on watch lists?
[00:04:50.000 --> 00:04:51.000]   I don't think so.
[00:04:51.000 --> 00:04:52.000]   Well, maybe now.
[00:04:52.000 --> 00:04:54.000]   Maybe now that I'm on your show.
[00:04:54.000 --> 00:05:01.000]   So no, let's get down to the details of what happened exactly because I've been claiming for the last
[00:05:01.000 --> 00:05:06.000]   couple of weeks that nobody ever gets stopped under this proviso that they could take your
[00:05:06.000 --> 00:05:07.000]   laptop so I'm looking at.
[00:05:07.000 --> 00:05:08.000]   We're still here.
[00:05:08.000 --> 00:05:09.000]   I'm going to turn them up for you.
[00:05:09.000 --> 00:05:10.000]   Okay.
[00:05:10.000 --> 00:05:13.000]   Yeah, actually John, that's the people are getting stopped.
[00:05:13.000 --> 00:05:15.000]   Some people are getting stopped a while.
[00:05:15.000 --> 00:05:17.000]   Well, that's what we say.
[00:05:17.000 --> 00:05:21.000]   I'd like to hear the actual details of this stoppage or the stoppage.
[00:05:21.000 --> 00:05:26.000]   Yeah, it all started when we talked about ACTA, the law that they're trying to enforce,
[00:05:26.000 --> 00:05:30.800]   that gives customs officials the right to take anything if they think there's something stolen
[00:05:30.800 --> 00:05:31.800]   on it.
[00:05:31.800 --> 00:05:32.800]   What happened to you, Kevin?
[00:05:32.800 --> 00:05:36.800]   Okay, so I landed it from Bogota into Atlanta.
[00:05:36.800 --> 00:05:38.200]   I go through passport control.
[00:05:38.200 --> 00:05:39.400]   I do this all the time.
[00:05:39.400 --> 00:05:40.400]   It's what?
[00:05:40.400 --> 00:05:41.400]   Second nature.
[00:05:41.400 --> 00:05:45.280]   The guy scans my passport and all of a sudden he's reading something on the computer.
[00:05:45.280 --> 00:05:46.520]   His eyes are moving.
[00:05:46.520 --> 00:05:49.760]   And right then I knew that was a bad sign.
[00:05:49.760 --> 00:05:56.640]   And then not only did his eyes start reading some text, but he started typing on the computer.
[00:05:56.640 --> 00:05:59.600]   And that of course gave me a very uneasy feeling.
[00:05:59.600 --> 00:06:01.600]   And then he started to smile.
[00:06:01.600 --> 00:06:03.200]   This guy had a big smile in his face.
[00:06:03.200 --> 00:06:04.600]   He goes, "Hey, Kev."
[00:06:04.600 --> 00:06:05.600]   I go, "Yeah."
[00:06:05.600 --> 00:06:07.600]   Oh, that's a bad sign right there.
[00:06:07.600 --> 00:06:08.600]   Hey, Kev.
[00:06:08.600 --> 00:06:10.600]   Hey, huh, yeah.
[00:06:10.600 --> 00:06:14.200]   He goes, "There's some people downstairs that want to have a word with you, but don't worry.
[00:06:14.200 --> 00:06:15.200]   Everything will be okay."
[00:06:15.200 --> 00:06:21.300]   He goes, "Go ahead and get your bags and just follow the way out and they'll be there
[00:06:21.300 --> 00:06:22.300]   for you."
[00:06:22.300 --> 00:06:24.000]   And I'm just going, "Oh my God."
[00:06:24.000 --> 00:06:26.400]   So I go over to the baggage claim.
[00:06:26.400 --> 00:06:28.800]   I'm waiting for my bags.
[00:06:28.800 --> 00:06:33.880]   And all of a sudden I get a call from my girlfriend from Bogota.
[00:06:33.880 --> 00:06:35.400]   And she goes, "Honey, honey."
[00:06:35.400 --> 00:06:36.400]   "Yeah."
[00:06:36.400 --> 00:06:38.400]   She goes, "The police here just called me.
[00:06:38.400 --> 00:06:39.400]   There's a problem."
[00:06:39.400 --> 00:06:41.480]   And I go, "What?"
[00:06:41.480 --> 00:06:45.400]   She goes, "You know that package you sent to the United States a couple of days ago?
[00:06:45.400 --> 00:06:46.800]   Well, they found cocaine.
[00:06:46.800 --> 00:06:47.800]   They need to open the package.
[00:06:47.800 --> 00:06:48.800]   They found cocaine."
[00:06:48.800 --> 00:06:51.400]   Now Columbia is a big cocaine country.
[00:06:51.400 --> 00:06:52.400]   So...
[00:06:52.400 --> 00:06:53.400]   Yeah, yeah, yeah.
[00:06:53.400 --> 00:06:54.400]   I don't do drugs, right?
[00:06:54.400 --> 00:06:55.400]   I don't even smoke pot.
[00:06:55.400 --> 00:06:56.400]   You do tuna fish.
[00:06:56.400 --> 00:06:59.000]   Yeah, tuna fish.
[00:06:59.000 --> 00:07:00.000]   Yeah, that's it.
[00:07:00.000 --> 00:07:01.000]   That's a silly drug.
[00:07:01.000 --> 00:07:05.040]   So I'm going, "Uh-oh, this is what this all is all about."
[00:07:05.040 --> 00:07:09.920]   Somebody put some contraband in some of my equipment at one of these mailbox sending
[00:07:09.920 --> 00:07:15.120]   places and now I'm getting jerked around and I'm going, "Oh my God, how do I prove my
[00:07:15.120 --> 00:07:16.120]   innocence?
[00:07:16.120 --> 00:07:17.120]   I had nothing to do with this."
[00:07:17.120 --> 00:07:18.120]   Wait, wait, wait, wait.
[00:07:18.120 --> 00:07:19.120]   I have a question.
[00:07:19.120 --> 00:07:22.800]   They accused you of sending cocaine to Columbia?
[00:07:22.800 --> 00:07:24.600]   No, from Columbia to the state.
[00:07:24.600 --> 00:07:25.600]   The aesthetic.
[00:07:25.600 --> 00:07:29.040]   Sorry, that was a little unclear to me and I thought that would be kind of original.
[00:07:29.040 --> 00:07:30.760]   And next, I can't hold the package.
[00:07:30.760 --> 00:07:34.560]   I got a package and the police called there from FedEx going, "We detected cocaine and
