
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:13.000]   This is Twit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for this weekend tech is provided by
[00:00:17.000 --> 00:00:22.000]   AOL Radio at AOL.com/podcasting.
[00:00:22.000 --> 00:00:28.000]   [ Music ]
[00:00:28.000 --> 00:00:32.000]   This is Twit. This weekend tech, episode 76 for
[00:00:32.000 --> 00:00:34.000]   November 12th, 2006.
[00:00:34.000 --> 00:00:36.000]   Too soon.
[00:00:36.000 --> 00:00:40.000]   This weekend tech is brought to you by Dell.
[00:00:40.000 --> 00:00:43.000]   Visit Leo's Fix for some great deals and Dell desktops
[00:00:43.000 --> 00:00:46.000]   and laptops at twit.tv/dell.
[00:00:46.000 --> 00:00:53.000]   [ Music ]
[00:00:53.000 --> 00:00:57.000]   Time to Twit and a great panel joining us back from
[00:00:57.000 --> 00:01:02.000]   the dark side John C. Devorak.org/blog.
[00:01:02.000 --> 00:01:05.000]   Oh John, I haven't seen you in three weeks.
[00:01:05.000 --> 00:01:07.000]   You've been on a boat.
[00:01:07.000 --> 00:01:09.000]   I was on a boat. We did a twit on a boat.
[00:01:09.000 --> 00:01:12.000]   And right in the middle of the twit, the captain gets on
[00:01:12.000 --> 00:01:16.000]   for six minutes to give us a scenery brief.
[00:01:16.000 --> 00:01:18.000]   Man, I had to edit that part out.
[00:01:18.000 --> 00:01:20.000]   Molly Wood is here from CNET's Buzz Out Loud.
[00:01:20.000 --> 00:01:23.000]   She is the queen of buzz at CNET Buzz. CNET.com.
[00:01:23.000 --> 00:01:24.000]   Hey Molly.
[00:01:24.000 --> 00:01:25.000]   Hello.
[00:01:25.000 --> 00:01:26.000]   Welcome back.
[00:01:26.000 --> 00:01:27.000]   Thank you.
[00:01:27.000 --> 00:01:29.000]   I'm in love in Buzz Out Loud by the way.
[00:01:29.000 --> 00:01:31.000]   Listen to you on top of Nodoka.
[00:01:31.000 --> 00:01:32.000]   It's such a fun show.
[00:01:32.000 --> 00:01:33.000]   Oh thank you.
[00:01:33.000 --> 00:01:36.000]   You do every day what we try to do once a week.
[00:01:36.000 --> 00:01:39.000]   We do it a little shorter than you.
[00:01:39.000 --> 00:01:40.000]   That's why.
[00:01:40.000 --> 00:01:41.000]   You have a studio too which helps.
[00:01:41.000 --> 00:01:42.000]   That does help.
[00:01:42.000 --> 00:01:44.000]   And it's right down the hall.
[00:01:44.000 --> 00:01:45.000]   Like that.
[00:01:45.000 --> 00:01:46.000]   Will Harris is here.
[00:01:46.000 --> 00:01:47.000]   He's not right down the hall.
[00:01:47.000 --> 00:01:50.000]   He's across the pond in Oxford, England where it is
[00:01:50.000 --> 00:01:51.000]   midnight right now.
[00:01:51.000 --> 00:01:52.000]   Hello Will.
[00:01:52.000 --> 00:01:54.000]   Good morning.
[00:01:54.000 --> 00:01:58.000]   Hello Will is from BitTech, Bit-Tech.net.
[00:01:58.000 --> 00:02:01.000]   Great enthusiast site which I really enjoy reading.
[00:02:01.000 --> 00:02:04.000]   In fact we're going to talk a little later about a great column
[00:02:04.000 --> 00:02:08.000]   you just wrote this week on why Dual-Core is a good thing for gamers.
[00:02:08.000 --> 00:02:10.000]   Oh there's a fantastic column so I'm glad.
[00:02:10.000 --> 00:02:12.000]   Yeah I'm really excited by that.
[00:02:12.000 --> 00:02:15.000]   But first of all I'm leaving out our newest panel member.
[00:02:15.000 --> 00:02:19.000]   Guy who's never tweeted before but we had on screen savers many times.
[00:02:19.000 --> 00:02:22.000]   From windowssecret.com.
[00:02:22.000 --> 00:02:24.000]   The King of the Secrets.
[00:02:24.000 --> 00:02:26.000]   Brian Livingston it's great to have you on Twitch.
[00:02:26.000 --> 00:02:27.000]   Welcome.
[00:02:27.000 --> 00:02:29.000]   Yes nice to be here Leo.
[00:02:29.000 --> 00:02:35.000]   Brian's actually co-author of the new Vista Secrets with my buddy Paul
[00:02:35.000 --> 00:02:38.000]   Therat who does our Windows weekly podcast.
[00:02:38.000 --> 00:02:41.000]   And that'll be out just before Vista comes out.
[00:02:41.000 --> 00:02:43.000]   And also you've got some news.
[00:02:43.000 --> 00:02:47.000]   You've got your Windows Secrets newsletter which has a quarter of a million
[00:02:47.000 --> 00:02:50.000]   listeners now, readers now has merged with the Langer list.
[00:02:50.000 --> 00:02:52.000]   So that's a lot of readers.
[00:02:52.000 --> 00:02:53.000]   Congratulations.
[00:02:53.000 --> 00:02:55.000]   That's right starting on November 16th.
[00:02:55.000 --> 00:02:58.000]   Congratulations that's one of our first merge newsletter.
[00:02:58.000 --> 00:03:01.000]   And you're on for one million subscribers.
[00:03:01.000 --> 00:03:02.000]   That's it.
[00:03:02.000 --> 00:03:06.000]   You're on for that reason but also because this was the week that Microsoft
[00:03:06.000 --> 00:03:12.000]   after five years of struggle finally went gold with Windows Vista.
[00:03:12.000 --> 00:03:14.000]   Is it a big ceremony when they do that?
[00:03:14.000 --> 00:03:18.000]   Do they have a guy with a briefcase and handcuffs, a golden ticket, anything
[00:03:18.000 --> 00:03:22.000]   or is it just kind of quietly slip cert to seriously slip to FedEx?
[00:03:22.000 --> 00:03:26.000]   They actually had a power outage in the building that they were making
[00:03:26.000 --> 00:03:29.000]   the final gold CD and they couldn't do it one day.
[00:03:29.000 --> 00:03:32.000]   So that was one of the day of the delay right there.
[00:03:32.000 --> 00:03:35.000]   They would think they'd have a generator or something.
[00:03:35.000 --> 00:03:37.000]   Well it's not Florida.
[00:03:37.000 --> 00:03:41.000]   So they don't expect those things up in Washington state.
[00:03:41.000 --> 00:03:46.000]   But I don't know about the men with the briefcase and the handcuffs but
[00:03:46.000 --> 00:03:51.000]   they presumably have some way of getting it to the manufacturing and
[00:03:51.000 --> 00:03:55.000]   I am told that it takes about three or four weeks to make all of the CDs
[00:03:55.000 --> 00:03:57.000]   and then they have to truck them to stores.
[00:03:57.000 --> 00:04:01.000]   Meanwhile corporations are going to be starting to get their own master
[00:04:01.000 --> 00:04:05.000]   copies of Windows Vista and will be installing it at November.
[00:04:05.000 --> 00:04:09.000]   But the consumers supposedly will have to wait until January 30th to
[00:04:09.000 --> 00:04:13.000]   stand in line in the freezing cold to be the first to buy their copy of
[00:04:13.000 --> 00:04:14.000]   this to end a store.
[00:04:14.000 --> 00:04:17.000]   It's been five years since we had a Windows launch.
[00:04:17.000 --> 00:04:20.000]   Will there be a big launch event as there was with XP and 95?
[00:04:20.000 --> 00:04:22.000]   I remember 95s.
[00:04:22.000 --> 00:04:27.000]   Microsoft has an event in New York City on November 30th that is for the press
[00:04:27.000 --> 00:04:30.000]   and I don't know what they're doing in January.
[00:04:30.000 --> 00:04:34.000]   You would think that they would have had a big event if they were in time
[00:04:34.000 --> 00:04:36.000]   for the Christmas season.
[00:04:36.000 --> 00:04:40.000]   And I think a lot of people are crying that they didn't have it out
[00:04:40.000 --> 00:04:45.000]   before Christmas because buying a computer in December with XP on it
[00:04:45.000 --> 00:04:50.000]   and getting a coupon to get Vista installed later is really not as much
[00:04:50.000 --> 00:04:53.000]   fun as seeing a computer with Vista on it under your Christmas tree.
[00:04:53.000 --> 00:04:54.000]   You agree John?
[00:04:54.000 --> 00:04:58.000]   You think it's fun getting a computer with Vista on it under your Christmas tree?
[00:04:58.000 --> 00:04:59.000]   God no.
[00:04:59.000 --> 00:05:03.000]   When are you running out to buy your copy of Vista?
[00:05:03.000 --> 00:05:04.000]   Why?
[00:05:04.000 --> 00:05:05.000]   I'm sorry.
[00:05:05.000 --> 00:05:07.000]   When will they send it to you?
[00:05:07.000 --> 00:05:10.000]   Let me put it this way.
[00:05:10.000 --> 00:05:13.000]   When will you install a machine or get a machine with it?
[00:05:13.000 --> 00:05:17.000]   I probably wait until the machine comes pre-installed with it
[00:05:17.000 --> 00:05:19.000]   when the next couple of rounds.
[00:05:19.000 --> 00:05:21.000]   There's some new machines coming out.
[00:05:21.000 --> 00:05:24.000]   There are some new chips coming out at the end of the year from both AMD
[00:05:24.000 --> 00:05:27.000]   and Intel that might be good for Vista.
[00:05:27.000 --> 00:05:30.000]   And there's also the issue of the hybrid hard disk.
[00:05:30.000 --> 00:05:32.000]   Those haven't really gone into full production yet.
[00:05:32.000 --> 00:05:34.000]   I want to wait for those.
[00:05:34.000 --> 00:05:38.000]   Will you'll probably have one as soon as they're available for review?
[00:05:38.000 --> 00:05:39.000]   Yeah, I think so.
[00:05:39.000 --> 00:05:45.000]   It'd be good to finally get hands on with the final code and really see how it all panned out.
[00:05:45.000 --> 00:05:50.000]   I'm more anxious about installing it seeing how it works on my MacBook.
[00:05:50.000 --> 00:05:51.000]   Right.
[00:05:51.000 --> 00:05:54.000]   Because from my point of view, the problem with Vista,
[00:05:54.000 --> 00:05:58.000]   well not the problem with Vista, but Vista comes with DirectX 10 and of course,
[00:05:58.000 --> 00:06:01.000]   there's no DirectX 10 games yet for quite a while,
[00:06:01.000 --> 00:06:06.000]   so for gamers and enthusiasts, there isn't really much reason to upgrade to Vista.
[00:06:06.000 --> 00:06:07.000]   I don't know.
[00:06:07.000 --> 00:06:13.000]   I'm thinking I'm going to build a quad core 64-bit machine,
[00:06:13.000 --> 00:06:18.000]   get a GeForce 8800 and Vista,
[00:06:18.000 --> 00:06:21.000]   and then just wait until something I can actually run on.
[00:06:21.000 --> 00:06:23.000]   I don't think I can actually work on that platform.
[00:06:23.000 --> 00:06:24.000]   But boy, it'll be a nice platform.
[00:06:24.000 --> 00:06:25.000]   Look at it.
[00:06:25.000 --> 00:06:27.000]   Yeah, that's all I'll be able to do actually.
[00:06:27.000 --> 00:06:30.000]   I agree with the hardware, but I'm not sure you'd eat Vista for it right now.
[00:06:30.000 --> 00:06:32.000]   I've got one of those up and running in the office,
[00:06:32.000 --> 00:06:35.000]   and it's very nice indeed, but not with Vista.
[00:06:35.000 --> 00:06:40.000]   Actually, Steve Gibson on Thursday will do a Vista security summary,
[00:06:40.000 --> 00:06:43.000]   and not to steal his thunder too much, but the main point he makes,
[00:06:43.000 --> 00:06:45.000]   and I think Brian, you'd probably agree with this,
[00:06:45.000 --> 00:06:50.000]   is that if you want a secure Vista, 64-bit Vista is the way to go,
[00:06:50.000 --> 00:06:53.000]   even though it doesn't run stuff as well,
[00:06:53.000 --> 00:06:56.000]   hardware won't work as well, there may not be drivers yet.
[00:06:56.000 --> 00:06:59.000]   Security software doesn't work, but that's the way to go secure.
[00:06:59.000 --> 00:07:03.000]   64-bit Vista requires special 64-bit hardware,
[00:07:03.000 --> 00:07:05.000]   which many people don't have in their PCs,
[00:07:05.000 --> 00:07:08.000]   but it will be much more secure than the 32-bit version.
[00:07:08.000 --> 00:07:12.000]   That's because Microsoft has been able to take advantage of the hardware
[00:07:12.000 --> 00:07:16.000]   and keep applications that are not part of the operating system
[00:07:16.000 --> 00:07:19.000]   from making changes to the operating system kernel.
[00:07:19.000 --> 00:07:22.000]   I think Internet Explorer 7 will benefit from that too,
[00:07:22.000 --> 00:07:27.000]   with its patch guard technology that prevents a website
[00:07:27.000 --> 00:07:31.000]   from changing virtually any of your system settings or your registry,
[00:07:31.000 --> 00:07:33.000]   and of course a lot of websites out there
[00:07:33.000 --> 00:07:35.000]   would very much like to change your registry
[00:07:35.000 --> 00:07:37.000]   and make their own code run every time,
[00:07:37.000 --> 00:07:39.000]   so they can be monitoring your keystrokes
[00:07:39.000 --> 00:07:41.000]   and stealing your passwords and things like that.
[00:07:41.000 --> 00:07:44.000]   If you have IE7 now on XP, it does not do that.
[00:07:44.000 --> 00:07:46.000]   It will do that on Vista.
[00:07:46.000 --> 00:07:49.000]   It will do it on 32 as well as 64-bit Vista, is it?
[00:07:49.000 --> 00:07:50.000]   Only 64-bit Vista.
[00:07:50.000 --> 00:07:53.000]   Well, Internet Explorer has some security features that require Vista
[00:07:53.000 --> 00:07:55.000]   and don't work on Windows XP,
[00:07:55.000 --> 00:07:59.000]   but Internet Explorer 7 will benefit from Windows Vista's security features
[00:07:59.000 --> 00:08:01.000]   that only work on 64-bit hardware.
[00:08:01.000 --> 00:08:02.000]   I see.
[00:08:02.000 --> 00:08:05.000]   So, you know, we can go into that and draw a chart
[00:08:05.000 --> 00:08:06.000]   of what Willon will not work.
[00:08:06.000 --> 00:08:07.000]   No, please.
[00:08:07.000 --> 00:08:09.000]   You're better off with IE7 than with IE6,
[00:08:09.000 --> 00:08:13.000]   and you're better off with 64-bit hardware and 64-bit Vista
[00:08:13.000 --> 00:08:14.000]   than without.
[00:08:14.000 --> 00:08:17.000]   I would caution consumers not to just go out
[00:08:17.000 --> 00:08:20.000]   and buy 64-bit hardware and 64-bit Vista and install it
[00:08:20.000 --> 00:08:23.000]   and expect everything they're using today to run.
[00:08:23.000 --> 00:08:25.000]   I don't even know everything that won't run.
[00:08:25.000 --> 00:08:26.000]   Yeah.
