
[00:00:00.000 --> 00:00:03.760]   [ Sound Effects ]
[00:00:03.760 --> 00:00:05.440]   Netcast you love.
[00:00:05.440 --> 00:00:07.440]   From people you trust.
[00:00:07.440 --> 00:00:11.040]   [ Music ]
[00:00:11.040 --> 00:00:12.840]   This is Twitt.
[00:00:12.840 --> 00:00:18.880]   Bandwidth for this weekend tech is provided by AOLMusic and Spinner.com,
[00:00:18.880 --> 00:00:22.480]   where you can get free MP3s, exclusive interviews, and more.
[00:00:22.480 --> 00:00:28.000]   [ Music ]
[00:00:28.000 --> 00:00:34.960]   This is Twitt. This weekend tech, Episode 226 for December 21, 2009.
[00:00:34.960 --> 00:00:36.760]   The Sacred Strong Man.
[00:00:36.760 --> 00:00:38.760]   [ Music ]
[00:00:38.760 --> 00:00:42.440]   This weekend tech is brought to you by Audible.com.
[00:00:42.440 --> 00:00:47.920]   Sign up for the Platinum Plan and get two free books, go to Audible.com/Twitt2
[00:00:47.920 --> 00:00:54.360]   and follow Audible on Twitter, user ID Audible_Comm.
[00:00:54.360 --> 00:00:57.200]   And by Squarespace.com.
[00:00:57.200 --> 00:01:01.200]   The fast and easy way to publish a high quality website or blog.
[00:01:01.200 --> 00:01:08.800]   For a free trial and 10% off your new account, go to squarespace.com/Twitt.
[00:01:08.800 --> 00:01:14.080]   And by the new voice-activated sync, featuring hands-free calling, music search,
[00:01:14.080 --> 00:01:18.440]   and turn-by-turn navigation, available exclusively on Ford, Lincoln,
[00:01:18.440 --> 00:01:20.200]   and Mercury vehicles.
[00:01:20.200 --> 00:01:25.200]   For more details, visit SyncMyRidepodcast.com.
[00:01:25.200 --> 00:01:30.200]   [ Music ]
[00:01:30.200 --> 00:01:34.200]   This is Twitt. This weekend tech, to show the covers all of the technology stories of the week
[00:01:34.200 --> 00:01:36.200]   in a kind of desultory half-assed way.
[00:01:36.200 --> 00:01:42.200]   And then we analyze in an equally desultory fashion, joining us as always.
[00:01:42.200 --> 00:01:47.200]   He's the tech guru with his Great Wall of China hat on.
[00:01:47.200 --> 00:01:49.200]   Ladies and gentlemen, John C. Devorah.
[00:01:49.200 --> 00:01:50.200]   Hi, John.
[00:01:50.200 --> 00:01:52.200]   Hey, I just got in from China.
[00:01:52.200 --> 00:01:54.200]   Yeah, did you get that in China?
[00:01:54.200 --> 00:01:56.200]   Yeah, I got it at the Great Wall.
[00:01:56.200 --> 00:01:57.200]   That's me.
[00:01:57.200 --> 00:02:00.200]   What do you think I paid for this hat?
[00:02:00.200 --> 00:02:02.200]   43 yuan.
[00:02:02.200 --> 00:02:03.200]   Two bucks.
[00:02:03.200 --> 00:02:04.200]   Two bucks.
[00:02:04.200 --> 00:02:05.200]   I know.
[00:02:05.200 --> 00:02:06.200]   It's stuff's cheap and short.
[00:02:06.200 --> 00:02:07.200]   They have a long bill.
[00:02:07.200 --> 00:02:11.200]   I used to hat for it, keys to the wire from the mic.
[00:02:11.200 --> 00:02:15.200]   For those who are not watching the video, he's now bonking the mic with the bill of his cap.
[00:02:15.200 --> 00:02:16.200]   That's kind of sad.
[00:02:16.200 --> 00:02:17.200]   That way I can't get too close.
[00:02:17.200 --> 00:02:18.200]   I can't over-magerely.
[00:02:18.200 --> 00:02:19.200]   That's a good idea.
[00:02:19.200 --> 00:02:20.200]   I need that.
[00:02:20.200 --> 00:02:21.200]   Yeah, you do.
[00:02:21.200 --> 00:02:24.200]   Yeah, it's a mic away.
[00:02:24.200 --> 00:02:27.200]   Also, here Lisa Bettany from the beautiful Vancouver, Washington.
[00:02:27.200 --> 00:02:28.200]   Hi, Lisa.
[00:02:28.200 --> 00:02:29.200]   It's great to see you.
[00:02:29.200 --> 00:02:30.200]   Vancouver, Washington?
[00:02:30.200 --> 00:02:32.200]   I mean, Vancouver, Canada.
[00:02:32.200 --> 00:02:34.200]   Vancouver, Washington.
[00:02:34.200 --> 00:02:37.200]   Well, isn't that like just over the border?
[00:02:37.200 --> 00:02:38.200]   No, no, that's the joke of it.
[00:02:38.200 --> 00:02:40.200]   It's across from Portland.
[00:02:40.200 --> 00:02:41.200]   Oh, that's very confusing.
[00:02:41.200 --> 00:02:43.200]   It's actually quite a drive.
[00:02:43.200 --> 00:02:46.200]   So did they steal your name or did you steal their name?
[00:02:46.200 --> 00:02:49.200]   I'd like to think that we were the first Vancouver.
[00:02:49.200 --> 00:02:50.200]   You were.
[00:02:50.200 --> 00:02:55.200]   I'm sorry, because Gassie Jack blew up the gas works there in 1802.
[00:02:55.200 --> 00:02:56.200]   And that was the founding.
[00:02:56.200 --> 00:02:57.200]   No, I know.
[00:02:57.200 --> 00:02:58.200]   I know.
[00:02:58.200 --> 00:02:59.200]   I know my Vancouver history.
[00:02:59.200 --> 00:03:00.200]   You're pretty amazed, aren't you?
[00:03:00.200 --> 00:03:05.200]   I thought that Vancouver's name came from the island.
[00:03:05.200 --> 00:03:07.200]   Wasn't Vancouver Island named before the city?
[00:03:07.200 --> 00:03:08.200]   I'm just going to hold the camera.
[00:03:08.200 --> 00:03:10.200]   Lisa, till she says something.
[00:03:10.200 --> 00:03:11.200]   What?
[00:03:11.200 --> 00:03:12.200]   That's Hugo.
[00:03:12.200 --> 00:03:15.200]   She's Wikipediaing.
[00:03:15.200 --> 00:03:16.200]   Oh, there you have it.
[00:03:16.200 --> 00:03:17.200]   Are you a bit?
[00:03:17.200 --> 00:03:22.200]   Lisa, you're not.
[00:03:22.200 --> 00:03:24.200]   Saskatoon is the Paris of Canada.
[00:03:24.200 --> 00:03:25.200]   It's the Paris of Saskatchewan.
[00:03:25.200 --> 00:03:26.200]   I'll give you that.
[00:03:26.200 --> 00:03:27.200]   That's what somebody told me once.
[00:03:27.200 --> 00:03:28.200]   I've never been there.
[00:03:28.200 --> 00:03:30.200]   I've always wanted to visit Saskatoon.
[00:03:30.200 --> 00:03:31.200]   What is Saskatoon?
[00:03:31.200 --> 00:03:35.200]   All I know from Saskatoon is the show Corner Gas.
[00:03:35.200 --> 00:03:37.200]   It's a college town.
[00:03:37.200 --> 00:03:38.200]   Is it?
[00:03:38.200 --> 00:03:40.200]   Saskatoon itself is a really pretty city.
[00:03:40.200 --> 00:03:44.200]   There's lots of rivers and bridges and that kind of thing.
[00:03:44.200 --> 00:03:46.200]   But you got out of there as soon as you could.
[00:03:46.200 --> 00:03:48.200]   I don't like the cold.
[00:03:48.200 --> 00:03:51.200]   She doesn't have the Saskatoon accent.
[00:03:51.200 --> 00:03:52.200]   She doesn't.
[00:03:52.200 --> 00:03:54.200]   I can put it on though, eh?
[00:03:54.200 --> 00:03:55.200]   Oh, yeah.
[00:03:55.200 --> 00:03:56.200]   There you go.
[00:03:56.200 --> 00:03:57.200]   Now you're talking.
[00:03:57.200 --> 00:03:58.200]   Is that how they talk in Saskatoon?
[00:03:58.200 --> 00:03:59.200]   Of course.
[00:03:59.200 --> 00:04:00.200]   I don't think so.
