
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   >> Netcast you love.
[00:00:06.000 --> 00:00:08.000]   >> From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   >> This is Twit.
[00:00:14.000 --> 00:00:17.000]   >> Bandwidth for this weekend tech is provided by
[00:00:17.000 --> 00:00:22.000]   AOL Radio at AOL.com/podcasting.
[00:00:22.000 --> 00:00:28.000]   [ Music ]
[00:00:28.000 --> 00:00:32.000]   >> This is Twit. This weekend tech, episode 194 for
[00:00:32.000 --> 00:00:36.000]   May 11, 2009. Redshirt Guy gets it.
[00:00:36.000 --> 00:00:38.000]   [ Music ]
[00:00:38.000 --> 00:00:42.000]   >> This weekend tech is brought to you by Audible.com.
[00:00:42.000 --> 00:00:45.000]   Sign up for the Platinum Plan to get two free books, go to
[00:00:45.000 --> 00:00:51.000]   Audible.com/Twit2 and follow Audible on Twitter, user id,
[00:00:51.000 --> 00:00:54.000]   Audible_com.
[00:00:54.000 --> 00:00:58.000]   And by GoToMyPC, Remote Access Software that's built for
[00:00:58.000 --> 00:01:01.000]   folks who aren't technical. And it comes with free customer
[00:01:01.000 --> 00:01:04.000]   service 24/7 for your free 30-day trial.
[00:01:04.000 --> 00:01:09.000]   Visit GoToMyPC.com/Twit.
[00:01:09.000 --> 00:01:14.000]   And by Squarespace.com, the fast and easy way to publish a
[00:01:14.000 --> 00:01:18.000]   high-quality website or blog. For a free trial and 10% off your
[00:01:18.000 --> 00:01:23.000]   new account, go to squarespace.com/Twit.
[00:01:23.000 --> 00:01:29.000]   [ Music ]
[00:01:29.000 --> 00:01:32.000]   >> Welcome everybody to Twit. I just want to kind of explain what
[00:01:32.000 --> 00:01:35.000]   we're doing, which is a little bit out of the ordinary.
[00:01:35.000 --> 00:01:38.000]   It turns out that the Twits have an unusual reverence for
[00:01:38.000 --> 00:01:43.000]   Mother's Day. And I extended invitations to fully a dozen
[00:01:43.000 --> 00:01:47.000]   people to be on this show. And some I haven't heard from, Kevin
[00:01:47.000 --> 00:01:50.000]   Rose is still having heard from, Debbie Jones I haven't heard
[00:01:50.000 --> 00:01:55.000]   from, Will Harris I haven't heard from, but those I heard
[00:01:55.000 --> 00:01:58.000]   from are with their mommies. And I think that's a wonderful
[00:01:58.000 --> 00:02:02.000]   thing. But here's a bunch of guys who don't like their mothers.
[00:02:02.000 --> 00:02:06.000]   [ Laughter ]
[00:02:06.000 --> 00:02:12.000]   >> And we're also going to use talk shoot today to open it up to
[00:02:12.000 --> 00:02:15.000]   our audience. So I'm calling this the volunteer to it.
[00:02:15.000 --> 00:02:19.000]   Let's start by saying hello to Alex Lindsey, who is always
[00:02:19.000 --> 00:02:22.000]   welcome on the show. Alex is one of the hosts of Mac Break
[00:02:22.000 --> 00:02:25.000]   Weekly. And he's of course the head of the Pixel Corps and
[00:02:25.000 --> 00:02:28.000]   lives down the street. So we pretty much get him in here.
[00:02:28.000 --> 00:02:30.000]   >> Yeah, I just wondered. >> He's a freebie.
[00:02:30.000 --> 00:02:33.000]   >> Yeah, exactly. >> A freebie. Somebody else we just
[00:02:33.000 --> 00:02:37.000]   wandered in. Brian Daniel Eisenberg, he's at
[00:02:37.000 --> 00:02:41.000]   InfinitelyMeda.com. He was just in town from Seattle. You were
[00:02:41.000 --> 00:02:43.000]   visiting a lot of different things, yeah?
[00:02:43.000 --> 00:02:47.000]   >> I started out at the Star Trek viewing that Ehrrington put
[00:02:47.000 --> 00:02:52.000]   it on and then met with Scoble and then crashed Tech Crunch
[00:02:52.000 --> 00:02:56.000]   headquarters, crashed Friend Feed headquarters, then had lunch
[00:02:56.000 --> 00:02:59.000]   with Lewis. Well, Lewis is the one that took me down to both
[00:02:59.000 --> 00:03:02.000]   Tech Crunch and Friend Feed. And then gosh, then it was at
[00:03:02.000 --> 00:03:05.000]   Scott Beals event last night. >> Oh, you're doing the whole
[00:03:05.000 --> 00:03:07.000]   scene. >> A very important product to try.
[00:03:07.000 --> 00:03:09.000]   >> I didn't realize it was so happening.
[00:03:09.000 --> 00:03:11.000]   >> I don't even know that most of this stuff exists.
[00:03:11.000 --> 00:03:16.000]   >> We live within inches of the San Francisco epicenter of all
[00:03:16.000 --> 00:03:20.000]   things, Web 2.0. And yet, because we're about an hour north
[00:03:20.000 --> 00:03:24.000]   by car, we get this great kind of removal too. And I don't mind
[00:03:24.000 --> 00:03:26.000]   that so much. >> I love it.
[00:03:26.000 --> 00:03:29.000]   >> Yeah, you live in Seattle, so you're also in an epicenter.
[00:03:29.000 --> 00:03:31.000]   >> Yeah. >> But there is a little--
[00:03:31.000 --> 00:03:33.000]   >> You were saying it's a little more relaxed.
[00:03:33.000 --> 00:03:37.000]   >> It's a little more relaxed and it's not the investment
[00:03:37.000 --> 00:03:41.000]   community, I think, is not quite as evolved as it's done.
[00:03:41.000 --> 00:03:43.000]   >> Well, that's why it's not relaxed. There's money and, you
[00:03:43.000 --> 00:03:47.000]   know, there's everybody's hoping to make everybody's hoping to score.
[00:03:47.000 --> 00:03:51.000]   You know, this is where people are, you know, gunning to make money.
[00:03:51.000 --> 00:03:53.000]   >> Yeah. >> Also here, Louis Gray.
[00:03:53.000 --> 00:03:55.000]   I don't know what Louis is doing here on Mother's Day.
[00:03:55.000 --> 00:03:58.000]   He's a proud Papa, brand new Papa.
[00:03:58.000 --> 00:04:00.000]   >> Well, the good news is the twins are asleep right now, so that
[00:04:00.000 --> 00:04:01.000]   won't last forever. >> Yeah.
[00:04:01.000 --> 00:04:04.000]   >> I was told the audio is coming into you guys, but not over
[00:04:04.000 --> 00:04:07.000]   the stream, so there might be some work to do there.
[00:04:07.000 --> 00:04:10.000]   My mother's doing great. My wife is also taking a nap.
[00:04:10.000 --> 00:04:12.000]   One of the advantages is you try and sleep when the kids sleep,
[00:04:12.000 --> 00:04:14.000]   and that's how we got time for you guys.
[00:04:14.000 --> 00:04:15.000]   >> I'm so glad you could be here.
[00:04:15.000 --> 00:04:19.000]   Louis is a regular on Friend Feed as well as at
[00:04:19.000 --> 00:04:22.000]   luisgray.com, a great blog site.
[00:04:22.000 --> 00:04:25.000]   In fact, you've become kind of almost an instant Friend Feed
[00:04:25.000 --> 00:04:28.000]   and Twitter celebrity because of your great blog posts, and--
[00:04:28.000 --> 00:04:31.000]   Twitter's been very, very good for it to you, hasn't it?
[00:04:31.000 --> 00:04:34.000]   >> I appreciate that. It's an interesting thing.
[00:04:34.000 --> 00:04:36.000]   I'm one of the few people who was on Friend Feed well before
[00:04:36.000 --> 00:04:39.000]   Twitter. I was really kind of a lager on Twitter, because I
[00:04:39.000 --> 00:04:41.000]   didn't want to get into that. But I recognize that you kind of
[00:04:41.000 --> 00:04:44.000]   have to go where the people are. You can't be a holdout and say
[00:04:44.000 --> 00:04:47.000]   one way is the right way. I got onto Friend Feed very early
[00:04:47.000 --> 00:04:50.000]   on and saw the benefits that were there and continued to champion
[00:04:50.000 --> 00:04:53.000]   the service. I don't think it's a situation of either or you
[00:04:53.000 --> 00:04:56.000]   really can do both in tandem and they're a good compliment.
[00:04:56.000 --> 00:04:58.000]   >> Yeah, I would agree with you 100%.
[00:04:58.000 --> 00:05:02.000]   I mean, I think that, you know, Friend Feed gets a lot of its
[00:05:02.000 --> 00:05:06.000]   content, frankly, from Twitter.
[00:05:06.000 --> 00:05:09.000]   So, Friend Feed, I don't know what Friend Feed without Twitter is.
[00:05:09.000 --> 00:05:12.000]   >> And now, Friend Feed is also a Twitter client.
[00:05:12.000 --> 00:05:15.000]   >> Yeah, that's how I use it. >> I don't post natively to Twitter
[00:05:15.000 --> 00:05:17.000]   anymore. >> No, I post to Friend Feed and then it gets
[00:05:17.000 --> 00:05:20.000]   blasted out to their end Facebook. >> Well, I try to reduce the
[00:05:20.000 --> 00:05:22.000]   echo. >> I already broke the promise, because I said
[00:05:22.000 --> 00:05:25.000]   this isn't, we're going to do any social media today.
[00:05:25.000 --> 00:05:28.000]   >> And we jump right into it. >> And then we jump right into it.
[00:05:28.000 --> 00:05:30.000]   >> It's all loose as well. >> Let's introduce one more person.
[00:05:30.000 --> 00:05:33.000]   One of the things I try to do with this week in tech is get an
[00:05:33.000 --> 00:05:37.000]   international perspective. 30% of our audience is outside the US.
[00:05:37.000 --> 00:05:40.000]   US tech companies in particular, I think, while the companies
[00:05:40.000 --> 00:05:43.000]   themselves understand that it's an international business, the
[00:05:43.000 --> 00:05:47.000]   people in San Francisco, I bet it's true in San Francisco and
[00:05:47.000 --> 00:05:49.000]   Seattle too, are very provincial.
[00:05:49.000 --> 00:05:51.000]   You know, in San Francisco are nothing.
[00:05:51.000 --> 00:05:54.000]   But really, there's a vibrant, exciting internet community.
[00:05:54.000 --> 00:06:00.000]   And joining us right now from San Paulo, Brazil, we have a web
[00:06:00.000 --> 00:06:04.000]   designer who volunteered. This is the volunteer edition of
[00:06:04.000 --> 00:06:07.000]   Twit to be here. Carlos Gustavo Javiar.
[00:06:07.000 --> 00:06:10.000]   Am I saying that right, Carlos? >> Javiar.
[00:06:10.000 --> 00:06:13.000]   >> Javiar. >> Javiar. >> From the land of Kinsasha.
[00:06:13.000 --> 00:06:16.000]   >> Kinsasha. >> Kinsasha. >> Kinsasha.
[00:06:16.000 --> 00:06:19.000]   >> Kinsasha. >> Hello there. >> Good to have you on
[00:06:19.000 --> 00:06:21.000]   Carlos. You know, one of the things that Brazil has become very
[00:06:21.000 --> 00:06:26.000]   famous for is its embrace of open source software.
[00:06:26.000 --> 00:06:30.000]   >> Yes, of course. >> Well, so we have a drive in a
[00:06:30.000 --> 00:06:33.000]   community here. >> Why do you think that is?
[00:06:33.000 --> 00:06:37.000]   Is that an economic? >> Well, I believe it's got a
[00:06:37.000 --> 00:06:40.000]   little bit to do with economics.
[00:06:40.000 --> 00:06:44.000]   Of course Brazil started as a third world country.
[00:06:44.000 --> 00:06:48.000]   We are now in the status of developing country.
[00:06:48.000 --> 00:06:53.000]   So we're off that. But like our government here, they use a
[00:06:53.000 --> 00:06:58.000]   lot of Linux for computer programs for the community.
[00:06:58.000 --> 00:07:03.000]   So I believe it's got a lot to do with economics.
[00:07:03.000 --> 00:07:08.000]   But people are also more open to new experiences.
[00:07:08.000 --> 00:07:12.000]   >> Speaking of new experiences, this is going to be the first
[00:07:12.000 --> 00:07:16.000]   Twit that we've also opened up to the general Twit community.
[00:07:16.000 --> 00:07:19.000]   I said it was a volunteer edition. We're using talk
[00:07:19.000 --> 00:07:22.000]   shoot today. I think it's something we're going to probably keep
[00:07:22.000 --> 00:07:24.000]   doing. So I'm going to open up real quickly.
[00:07:24.000 --> 00:07:27.000]   I'm going to unmute all of you in talk shoot.
[00:07:27.000 --> 00:07:29.000]   We are in a room at talk shoot.com.
[00:07:29.000 --> 00:07:34.000]   This is room 499966. That's the room we'll always be in.
[00:07:34.000 --> 00:07:37.000]   If you search for Twit on talk shoot, you'll find us.
[00:07:37.000 --> 00:07:39.000]   And you can go in there. You can be in the room and you can be on
[00:07:39.000 --> 00:07:41.000]   the show. But let me just open it up.
[00:07:41.000 --> 00:07:43.000]   Unmute and say hello to everybody who's listening on talk
[00:07:43.000 --> 00:07:46.000]   shoot. Hello.
[00:07:46.000 --> 00:07:50.000]   Who's playing music? Hello, everybody.
[00:07:50.000 --> 00:07:53.000]   And somebody's at the piano. Whoever's on the piano,
[00:07:53.000 --> 00:07:55.000]   will you stop playing for a moment?
[00:07:55.000 --> 00:07:57.000]   >> Hello, Billy Joel.
[00:07:57.000 --> 00:08:00.000]   >> Billy Joel was here. Hello, everybody.
[00:08:00.000 --> 00:08:02.000]   Adam, where are you from?
[00:08:02.000 --> 00:08:04.000]   >> Hello. I'm from Chicago, Illinois.
[00:08:04.000 --> 00:08:06.000]   >> Charbacks. Where are you calling from?
[00:08:06.000 --> 00:08:08.000]   >> Denmark.
[00:08:08.000 --> 00:08:10.000]   >> Denmark. Good to have you, Charbacks.
[00:08:10.000 --> 00:08:13.000]   It's a little, audio's not great, but we at least good to have
[00:08:13.000 --> 00:08:15.000]   you online. Chunky, where are you from?
[00:08:15.000 --> 00:08:17.000]   >> That's on wheels and you tell you.
[00:08:17.000 --> 00:08:20.000]   >> Element one, where are you calling from?
[00:08:20.000 --> 00:08:23.000]   >> San Antonio Texas, there's like a hundred and seven degrees
[00:08:23.000 --> 00:08:24.000]   of heat in deck.
[00:08:24.000 --> 00:08:26.000]   >> He's burning up in San Antonio.
[00:08:26.000 --> 00:08:28.000]   Jeff Carter, where are you from?
[00:08:28.000 --> 00:08:29.000]   >> Where are you from?
[00:08:29.000 --> 00:08:31.000]   >> From the state, from the state, from the mental and mental
[00:08:31.000 --> 00:08:32.000]   and mental and what teleports.
[00:08:32.000 --> 00:08:35.000]   >> From California. If somebody's got the audio piping back in,
[00:08:35.000 --> 00:08:38.000]   so if you could turn that off, I'd sure appreciate that.
[00:08:38.000 --> 00:08:39.000]   >> Sure appreciate that.
