
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   >> Netcast you love.
[00:00:06.000 --> 00:00:08.000]   >> From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   >> This is Twit.
[00:00:14.000 --> 00:00:17.000]   >> Bandwidth for this weekend tech is provided by
[00:00:17.000 --> 00:00:22.000]   AOL Radio at AOL.com/podcasting.
[00:00:22.000 --> 00:00:27.000]   [ Music ]
[00:00:27.000 --> 00:00:34.000]   >> This is Twit, this weekend tech, episode 177 for January 12, 2009.
[00:00:34.000 --> 00:00:38.000]   There's a little chatener in all of us.
[00:00:38.000 --> 00:00:42.000]   This weekend tech is brought to you by Audible.com.
[00:00:42.000 --> 00:00:45.000]   Sign up for the Platinum Plan and get two free books.
[00:00:45.000 --> 00:00:50.000]   Go to Audible.com/Twit2.
[00:00:50.000 --> 00:00:52.000]   >> And by listeners like you.
[00:00:52.000 --> 00:00:54.000]   Thanks so much for your contribution.
[00:00:54.000 --> 00:01:00.000]   >> Couldn't do Twit without it.
[00:01:00.000 --> 00:01:03.000]   >> This is Twit, this week at Tech, episode 177.
[00:01:03.000 --> 00:01:05.000]   And what a great panel we've got today.
[00:01:05.000 --> 00:01:08.000]   Ladies first, I'm going to introduce Lisa Bettany.
[00:01:08.000 --> 00:01:10.000]   Lisa is at mostlyleesa.com.
[00:01:10.000 --> 00:01:15.000]   She's a blogger, a videographer, a podcaster, and a great photographer.
[00:01:15.000 --> 00:01:17.000]   And I'm so glad to have you on the show.
[00:01:17.000 --> 00:01:19.000]   Lisa, it's nice to have you in the studio too.
[00:01:19.000 --> 00:01:22.000]   >> It's a lot bigger than I thought it would be.
[00:01:22.000 --> 00:01:24.000]   >> A little bigger.
[00:01:24.000 --> 00:01:27.000]   Also here, ladies and gentlemen, I'm so sorry.
[00:01:27.000 --> 00:01:28.000]   >> Aww.
[00:01:28.000 --> 00:01:30.000]   >> Okay, that's it, we're done.
[00:01:30.000 --> 00:01:31.000]   Okay, we're through.
[00:01:31.000 --> 00:01:32.000]   >> No more burgers.
[00:01:32.000 --> 00:01:33.000]   >> No more burgers.
[00:01:33.000 --> 00:01:36.000]   She had her very first in and out burger right before the show today.
[00:01:36.000 --> 00:01:37.000]   How was it?
[00:01:37.000 --> 00:01:38.000]   >> It was tasty.
[00:01:38.000 --> 00:01:39.000]   >> They don't have them, Canada?
[00:01:39.000 --> 00:01:40.000]   >> No, they don't.
[00:01:40.000 --> 00:01:41.000]   >> No, they don't.
[00:01:41.000 --> 00:01:43.000]   >> Is there a good reason for that, you think?
[00:01:43.000 --> 00:01:45.000]   >> It's a little bit culty for Canada.
[00:01:45.000 --> 00:01:46.000]   >> Yeah.
[00:01:46.000 --> 00:01:47.000]   >> Oh, no, we're not having the impact.
[00:01:47.000 --> 00:01:48.000]   >> You have Tim Hortons, eh?
[00:01:48.000 --> 00:01:49.000]   >> We do have Tim Hortons.
[00:01:49.000 --> 00:01:50.000]   >> That's all you really need in life.
[00:01:50.000 --> 00:01:51.000]   >> It's all you really need.
[00:01:51.000 --> 00:01:54.000]   >> Also here, Mr. John C. Devorek.
[00:01:54.000 --> 00:01:57.000]   You didn't go to Vegas, did you, John?
[00:01:57.000 --> 00:01:59.000]   >> God, no.
[00:01:59.000 --> 00:02:02.000]   >> That's his new stock answer.
[00:02:02.000 --> 00:02:03.000]   God, no.
[00:02:03.000 --> 00:02:08.000]   Devorek.org/blog are better yet the new site.
[00:02:08.000 --> 00:02:09.000]   >> Channeldevorek.com.
[00:02:09.000 --> 00:02:15.000]   >> I'm gonna have to change your lower third graphic on Twit Live to channeldevorek.com.
[00:02:15.000 --> 00:02:20.000]   Also here from GDGT, Mr. Ryan Block, who did go to Vegas.
[00:02:20.000 --> 00:02:22.000]   >> Oh, I was there.
[00:02:22.000 --> 00:02:26.000]   Although, I actually, I kind of wish I was able to say what John said.
[00:02:26.000 --> 00:02:28.000]   God, no, I wasn't there.
[00:02:28.000 --> 00:02:34.000]   >> You know, is it a question of seniority that, you know, if you're somebody as old as John,
[00:02:34.000 --> 00:02:35.000]   you don't have to go anymore?
[00:02:35.000 --> 00:02:37.000]   >> I can't walk that far.
[00:02:37.000 --> 00:02:42.000]   >> Yeah, you know, I love the game.
[00:02:42.000 --> 00:02:43.000]   I miss it.
[00:02:43.000 --> 00:02:49.000]   You know, I missed not being with my old crew at Engaget and trying to, you know, just cover every square inch
[00:02:49.000 --> 00:02:53.000]   of the show, but it was still fun.
[00:02:53.000 --> 00:02:54.000]   >> They do.
[00:02:54.000 --> 00:02:55.000]   They really do.
[00:02:55.000 --> 00:02:56.000]   It is their show.
[00:02:56.000 --> 00:02:58.000]   They own that show.
[00:02:58.000 --> 00:03:00.000]   >> Well, I thank you for that.
[00:03:00.000 --> 00:03:01.000]   >> Well, yeah.
[00:03:01.000 --> 00:03:02.000]   >> On their behalf, I suppose.
[00:03:02.000 --> 00:03:03.000]   >> No, but you started it.
[00:03:03.000 --> 00:03:07.000]   I mean, you deserve a lot of credit for building it up to what it is.
[00:03:07.000 --> 00:03:12.000]   Also here, I'm really pleased, a first-timer, a newbie, and we'll try to be gentle.
[00:03:12.000 --> 00:03:18.000]   Mr. Lavar Burton, you probably know his name from, he's Jordy Leford from Star Trek.
[00:03:18.000 --> 00:03:21.000]   You said 25 years of reading "Rainmower" LaVar?
[00:03:21.000 --> 00:03:22.000]   >> 25.
[00:03:22.000 --> 00:03:23.000]   >> Wow.
[00:03:23.000 --> 00:03:24.000]   Wow.
[00:03:24.000 --> 00:03:26.000]   And I was thrilled to be at CES.
[00:03:26.000 --> 00:03:29.000]   >> You were, was this your first or had you been there before?
[00:03:29.000 --> 00:03:34.000]   >> I was there once many, many years ago, and it's obviously blown up a whole lot more since then.
[00:03:34.000 --> 00:03:36.000]   It was overwhelming.
[00:03:36.000 --> 00:03:39.000]   It was almost mind-numbing, but I had such a blast.
[00:03:39.000 --> 00:03:40.000]   It was a really good time.
[00:03:40.000 --> 00:03:41.000]   >> Yeah.
[00:03:41.000 --> 00:03:43.000]   Well, so there's the panel.
[00:03:43.000 --> 00:03:44.000]   We're going to have a lot of fun.
[00:03:44.000 --> 00:03:46.000]   We're going to talk about Macworld and CES.
[00:03:46.000 --> 00:03:50.000]   There are a few other stories too, but we might as well start with CES.
[00:03:50.000 --> 00:03:54.000]   Lavar, do you have one thing that really knocked your socks off?
[00:03:54.000 --> 00:03:55.000]   Or was it a lot of things?
[00:03:55.000 --> 00:03:56.000]   Were you looking at TVs?
[00:03:56.000 --> 00:03:57.000]   What were you looking at?
[00:03:57.000 --> 00:03:59.000]   >> I was looking at TVs.
[00:03:59.000 --> 00:04:02.000]   I was looking at software.
[00:04:02.000 --> 00:04:14.000]   I was looking at, well, one of the things that really blew me away was the advances in broadcasting technology.
[00:04:14.000 --> 00:04:16.000]   Delivering the signal.
[00:04:16.000 --> 00:04:23.000]   As a filmmaker, I'm really interested in the end user and how the vision is consumed by the audience.
[00:04:23.000 --> 00:04:25.000]   Pioneer was really impressive.
[00:04:25.000 --> 00:04:27.000]   They're new plasma, Kuro.
[00:04:27.000 --> 00:04:28.000]   Fantastic.
[00:04:28.000 --> 00:04:29.000]   >> They're beautiful.
[00:04:29.000 --> 00:04:30.000]   >> They're beautiful.
[00:04:30.000 --> 00:04:40.000]   As a man who's really, really concerned with picture composition, the ability for them to crush the blacks in that screen is just phenomenal.
[00:04:40.000 --> 00:04:43.000]   The blacks are pure, pure black.
[00:04:43.000 --> 00:04:45.000]   For obvious reasons, I'm a big fan of the color.
[00:04:45.000 --> 00:04:47.000]   >> Lavar, what TV do you use?
[00:04:47.000 --> 00:04:48.000]   >> I've got to.
[00:04:48.000 --> 00:04:50.000]   I have to know what gadget everybody uses.
[00:04:50.000 --> 00:04:51.000]   That's kind of my shtick.
[00:04:51.000 --> 00:04:55.000]   >> You've got mostly Sony monitors in my house.
[00:04:55.000 --> 00:04:57.000]   >> Sony, really?
[00:04:57.000 --> 00:04:58.000]   >> Can I say that?
[00:04:58.000 --> 00:04:59.000]   >> Yeah, you can say that.
[00:04:59.000 --> 00:05:00.000]   >> No, of course.
[00:05:00.000 --> 00:05:01.000]   And LCDs then, probably.
[00:05:01.000 --> 00:05:02.000]   >> Yes.
[00:05:02.000 --> 00:05:03.000]   Not all.
[00:05:03.000 --> 00:05:06.000]   We haven't made the complete and full conversion yet.
[00:05:06.000 --> 00:05:10.000]   It's an evolving process here at Casa Corazon.
[00:05:10.000 --> 00:05:14.000]   >> There's a couple of things here.
[00:05:14.000 --> 00:05:18.000]   Robert Herren, who is a pretty good -- in fact, he looks at those pioneers.
[00:05:18.000 --> 00:05:27.000]   He's very concerned about the fact that Panasonic is going to now be the manufacturer of those things and he doubts or has doubts that they're going to maintain that quality.
[00:05:27.000 --> 00:05:29.000]   And the other thing is it's kind of interesting.
[00:05:29.000 --> 00:05:31.000]   >> Actually, John, I'm an inner up to you already.
[00:05:31.000 --> 00:05:32.000]   That's not true.
[00:05:32.000 --> 00:05:34.000]   They're working with Sharp on the Sharp's doing the panels.
[00:05:34.000 --> 00:05:35.000]   >> Oh, no, it's you there.
[00:05:35.000 --> 00:05:36.000]   >> I know.
[00:05:36.000 --> 00:05:41.000]   I thought with John because I thought that was a big announcement that they said, "Oh, no, we're going to let Panasonic make them."
[00:05:41.000 --> 00:05:42.000]   So is that a change, right?
[00:05:42.000 --> 00:05:43.000]   >> You mean moving forward?
[00:05:43.000 --> 00:05:44.000]   >> Yeah.
[00:05:44.000 --> 00:05:46.000]   >> It's possible I might have missed that.
[00:05:46.000 --> 00:05:49.000]   But, I mean, as of right now, when they make it, it's a plasma.
[00:05:49.000 --> 00:05:54.000]   >> Sharp makes the panels because pioneers, as far as I know, doesn't actually make panels anymore.
[00:05:54.000 --> 00:05:57.000]   But I'm talking about manufacturing the entire unit as an owner.
[00:05:57.000 --> 00:05:58.000]   >> So you're saying -- wait a minute.
[00:05:58.000 --> 00:06:04.000]   You're saying Pioneer is going to buy the plasmas from Sharp and have Panasonic make them and then slap their name on it?
[00:06:04.000 --> 00:06:07.000]   >> No, I think Panasonic will take care of all of it.
[00:06:07.000 --> 00:06:13.000]   When you go where you am, you just hand over the paperwork to these other guys and they just do it.
[00:06:13.000 --> 00:06:15.000]   I'm sure Sharp makes a lot of panels.
[00:06:15.000 --> 00:06:17.000]   I don't think that's what the issue is.
[00:06:17.000 --> 00:06:23.000]   There's just some question as to whether or not they can -- those pioneers you're talking about are unbelievable.
[00:06:23.000 --> 00:06:24.000]   >> Right.
[00:06:24.000 --> 00:06:27.000]   So is the issue the issue with quality control going forward?
[00:06:27.000 --> 00:06:33.000]   >> Well, I mean, I don't have any doubts about the Panasonic quality control, but there's always, you know, you tweak things, you change things.
[00:06:33.000 --> 00:06:36.000]   You take this circuit board out and put a cheaper one in.
[00:06:36.000 --> 00:06:38.000]   Who knows? I mean, because you have to make money doing this.
[00:06:38.000 --> 00:06:45.000]   But that was -- anyway, the point I was really going to move toward was the fact that in England, as of the next few weeks --
[00:06:45.000 --> 00:06:59.000]   and there's a story in the independent I just blogged, as a matter of fact -- it's possible that the Great Britain is going to actually ban the sale of plasma TVs throughout the country as part of their green initiative.
[00:06:59.000 --> 00:07:01.000]   >> They're that much more energy?
[00:07:01.000 --> 00:07:09.000]   >> Well, I looked at all the calculations that were on the web, and apparently they're not in terms of square -- the amount of energy it takes on per square inch basis.
[00:07:09.000 --> 00:07:20.000]   But it just got into somebody's, you know, craw, and the next thing, you know, the crazy British who are going off the deep end on a lot of these things seem to be wanting to ban them.
[00:07:20.000 --> 00:07:25.000]   >> But, you know, John, we might actually have to deal with that in California.
[00:07:25.000 --> 00:07:27.000]   You and I both. And I guess Leo too.
[00:07:27.000 --> 00:07:29.000]   And I -- well, LaVar, you're in what? LA?
[00:07:29.000 --> 00:07:30.000]   >> Yeah, I am.
[00:07:30.000 --> 00:07:32.000]   >> The only person who doesn't is the Canadian.
[00:07:32.000 --> 00:07:46.000]   >> We all might have to deal with this because that's also been proposed for California law as well within the next couple of years, is barring the sale of any HD TVs that don't meet extremely strict power requirements, which would be most panels.
[00:07:46.000 --> 00:07:49.000]   >> And is it your opinion that you -- that Plasmas couldn't do that?
[00:07:49.000 --> 00:07:52.000]   >> Well, Plasmas are on the way out. I mean, almost nobody's --
[00:07:52.000 --> 00:07:53.000]   >> What?
[00:07:53.000 --> 00:07:54.000]   >> -- Plasmas at this point.
[00:07:54.000 --> 00:07:55.000]   >> What?
[00:07:55.000 --> 00:07:57.000]   >> We're not talking about flat screen TVs. We're talking about a space.
[00:07:57.000 --> 00:08:00.000]   >> And you're saying LCD is beating Plasma and Plasma is going to go away?
[00:08:00.000 --> 00:08:03.000]   >> I don't -- I don't know that anybody's making Plasmas anymore.
[00:08:03.000 --> 00:08:06.000]   I mean, it's the best looking home theater TV is a Plasma.
