
[00:00:00.000 --> 00:00:03.800]   [ Sound Effects ]
[00:00:03.800 --> 00:00:05.400]   Netcast you love.
[00:00:05.400 --> 00:00:07.400]   From people you trust.
[00:00:07.400 --> 00:00:10.900]   [ Music ]
[00:00:10.900 --> 00:00:12.900]   This is Twit.
[00:00:12.900 --> 00:00:21.300]   Bandwidth for this weekend tech is provided by AOL Radio at AOL.com/podcasting.
[00:00:21.300 --> 00:00:27.600]   [ Music ]
[00:00:27.600 --> 00:00:30.000]   This is Twit, this weekend tech.
[00:00:30.000 --> 00:00:34.400]   Episode 73 for October 15th, 2006.
[00:00:34.400 --> 00:00:36.400]   Hello Armenia.
[00:00:36.400 --> 00:00:38.500]   [ Music ]
[00:00:38.500 --> 00:00:41.600]   This weekend tech is brought to you by Dell.
[00:00:41.600 --> 00:00:48.600]   Visit Leo's Fix for some great deals and Dell desktops and laptops at twit.tv/dell.
[00:00:48.600 --> 00:00:55.100]   [ Music ]
[00:00:55.100 --> 00:00:56.600]   It's time to begin.
[00:00:56.600 --> 00:01:03.000]   Another Twit, a Sunday afternoon and gathered around to talk about the latest tech news are
[00:01:03.000 --> 00:01:06.200]   some of my favorite Twits starting off, of course, with the star of the show.
[00:01:06.200 --> 00:01:10.400]   Ladies and gentlemen, John C. Devorak at devorak.org/blog.
[00:01:10.400 --> 00:01:12.400]   Yes, visit often.
[00:01:12.400 --> 00:01:13.400]   [ Laughs ]
[00:01:13.400 --> 00:01:14.600]   You know, visit twice.
[00:01:14.600 --> 00:01:15.600]   Why not?
[00:01:15.600 --> 00:01:16.600]   Hello Leo.
[00:01:16.600 --> 00:01:17.600]   Hello John.
[00:01:17.600 --> 00:01:19.600]   Alex Lindsey from the Pixel Core is here.
[00:01:19.600 --> 00:01:21.600]   Of course, our cohort and many other projects.
[00:01:21.600 --> 00:01:25.600]   And Alex has been working hard on something we'll talk about a little later on that might
[00:01:25.600 --> 00:01:26.600]   excite some people.
[00:01:26.600 --> 00:01:31.600]   Will Harris from England and bit-tech.net?
[00:01:31.600 --> 00:01:34.000]   And also from Engadget as of this week.
[00:01:34.000 --> 00:01:35.900]   Well, congratulations.
[00:01:35.900 --> 00:01:40.900]   I'm doing a legal column for Engadget so you can catch that every couple of weeks I think.
[00:01:40.900 --> 00:01:44.600]   Many don't know that you actually studied law at university.
[00:01:44.600 --> 00:01:47.600]   Absolutely for my sins.
[00:01:47.600 --> 00:01:50.800]   And the elder statesman of the group and I'm really glad to get him back.
[00:01:50.800 --> 00:01:55.560]   Jerry Pournell, Dr. Pournell, of course, very well known science fiction author but from
[00:01:55.560 --> 00:01:57.920]   the tech community best known for his columns.
[00:01:57.920 --> 00:02:07.720]   I didn't realize this since 1979 in Bite Magazine Chaos Manor and now at chaosmannerreviews.com.
[00:02:07.720 --> 00:02:08.720]   Is that right?
[00:02:08.720 --> 00:02:09.720]   That's it.
[00:02:09.720 --> 00:02:10.720]   Chaosmannerreviews.com.
[00:02:10.720 --> 00:02:11.720]   Yes.
[00:02:11.720 --> 00:02:12.720]   He's learning from Devorak.
[00:02:12.720 --> 00:02:14.920]   You say it a couple of times it's people remember.
[00:02:14.920 --> 00:02:16.880]   Jerry, it's great to have you.
[00:02:16.880 --> 00:02:19.680]   Go early and often.
[00:02:19.680 --> 00:02:20.680]   John's learned.
[00:02:20.680 --> 00:02:22.960]   He knows how to plug it.
[00:02:22.960 --> 00:02:27.960]   I'm also still the lead columnist for Nikkei Business Publications.
[00:02:27.960 --> 00:02:34.640]   Oh, I'm still well known in Japan and oddly enough, Bite Istonboule still exists.
[00:02:34.640 --> 00:02:37.840]   So I am over there in Bite in Turkey.
[00:02:37.840 --> 00:02:39.520]   Is that the last print edition of Bite Iston?
[00:02:39.520 --> 00:02:41.760]   No, there are three others and I'm in them all.
