
[00:00:00.000 --> 00:00:03.760]   [ Sound Effects ]
[00:00:03.760 --> 00:00:05.440]   Netcast you love.
[00:00:05.440 --> 00:00:07.440]   From people you trust.
[00:00:07.440 --> 00:00:11.040]   [ Music ]
[00:00:11.040 --> 00:00:12.840]   This is Twigt.
[00:00:12.840 --> 00:00:18.880]   Bandwidth for this weekend tech is provided by AOL Music and Spinner.com,
[00:00:18.880 --> 00:00:22.480]   where you can get free MP3s, exclusive interviews, and more.
[00:00:22.480 --> 00:00:28.120]   [ Music ]
[00:00:28.120 --> 00:00:35.240]   This is Twigt, this weekend tech, Episode 214 for September 28, 2009.
[00:00:35.240 --> 00:00:38.800]   Live from Caracas.
[00:00:38.800 --> 00:00:42.480]   This weekend tech is brought to you by Audible.com.
[00:00:42.480 --> 00:00:47.960]   Sign up for the Platinum Plan to get two free books, go to Audible.com/Twig2
[00:00:47.960 --> 00:00:54.440]   and follow Audible on Twitter, user ID Audible_Comm.
[00:00:54.440 --> 00:00:57.240]   And by Squarespace.com.
[00:00:57.240 --> 00:01:01.240]   The fast and easy way to publish a high quality website or blog.
[00:01:01.240 --> 00:01:08.840]   For a free trial and 10% off your new account, go to squarespace.com/twig.
[00:01:08.840 --> 00:01:12.360]   And by Carbonite, the leader in online backup.
[00:01:12.360 --> 00:01:16.880]   Backup your PC or Mac offsite securely and automatically.
[00:01:16.880 --> 00:01:23.080]   For a free trial offer plus two free months with purchase, go to carbonite.com, offer code TWIT.
[00:01:23.080 --> 00:01:27.800]   [ Music ]
[00:01:27.800 --> 00:01:29.280]   This is Twigt, this weekend tech.
[00:01:29.280 --> 00:01:35.080]   The show that covers all of the hot tech news and much of it that really isn't that interesting.
[00:01:35.080 --> 00:01:39.800]   Every single week, starting with today, my good buddy.
[00:01:39.800 --> 00:01:43.120]   My old friend, Mr. Patrick Norton, from Tekzilla.
[00:01:43.120 --> 00:01:48.080]   He's on from his, it looks like it's one of those big snap-on toolboxes behind you.
[00:01:48.080 --> 00:01:49.640]   Is this your garage?
[00:01:49.640 --> 00:01:53.080]   No, it's actually an Ikea cabinet, a corner of dining room.
[00:01:53.080 --> 00:01:55.240]   But nice red metal enamel steel.
[00:01:55.240 --> 00:01:56.240]   It looks smart.
[00:01:56.240 --> 00:01:58.000]   It's very attractive.
[00:01:58.000 --> 00:01:59.000]   Thank you.
[00:01:59.000 --> 00:02:00.040]   Yes, thank you for joining us today.
[00:02:00.040 --> 00:02:03.320]   Also here, very glad to have Mr. Kevin Rose.
[00:02:03.320 --> 00:02:04.320]   Hey Rose.
[00:02:04.320 --> 00:02:05.320]   Thanks for having me.
[00:02:05.320 --> 00:02:06.320]   Hey Rose.
[00:02:06.320 --> 00:02:08.880]   I just want to say big congrats to Brett Farb for his win today.
[00:02:08.880 --> 00:02:09.880]   Thank you.
[00:02:09.880 --> 00:02:12.120]   Who do you play for?
[00:02:12.120 --> 00:02:13.120]   Minnesota.
[00:02:13.120 --> 00:02:14.600]   Remember, they picked him up.
[00:02:14.600 --> 00:02:15.600]   They beat the 49ers.
[00:02:15.600 --> 00:02:16.600]   They beat the Niners.
[00:02:16.600 --> 00:02:17.600]   The undefeated 49ers.
[00:02:17.600 --> 00:02:18.600]   Right.
[00:02:18.600 --> 00:02:20.960]   At the last second touchdown.
[00:02:20.960 --> 00:02:23.560]   So why would you congratulate the miserable team?
[00:02:23.560 --> 00:02:27.760]   And that guy, by the way, Farb will be probably not even playing by the end of the season.
[00:02:27.760 --> 00:02:30.440]   Oh, because he's a game against the past.
[00:02:30.440 --> 00:02:31.960]   Because he's a game from the past.
[00:02:31.960 --> 00:02:33.400]   So I can see why you'd say that.
[00:02:33.400 --> 00:02:40.360]   That third voice, the disembodied voice of John C. Devorek.
[00:02:40.360 --> 00:02:42.960]   From channeldevorek.com.
[00:02:42.960 --> 00:02:43.960]   Channeldevorek.com.
[00:02:43.960 --> 00:02:44.960]   Yes.
[00:02:44.960 --> 00:02:45.960]   Did I say that?
[00:02:45.960 --> 00:02:46.960]   Channeldevorek.com.
[00:02:46.960 --> 00:02:50.960]   Yes, I missed out camera.
[00:02:50.960 --> 00:02:52.960]   I screwed up and I forgot my camera.
[00:02:52.960 --> 00:02:53.960]   I don't care.
[00:02:53.960 --> 00:02:54.960]   That's right.
[00:02:54.960 --> 00:02:55.960]   So can nobody cares.
[00:02:55.960 --> 00:02:56.960]   We don't come be cares.
[00:02:56.960 --> 00:03:02.000]   You know, if I were like a real television station, I put a big ugly picture of you up
[00:03:02.000 --> 00:03:03.000]   on this.
[00:03:03.000 --> 00:03:04.440]   So that would just be my picture.
[00:03:04.440 --> 00:03:07.720]   The best thing would be if I could get a picture of you, yeah, the still store.
[00:03:07.720 --> 00:03:11.920]   If I get a picture of you, John, holding a phone and I could say, you know, on location
[00:03:11.920 --> 00:03:12.920]   in Caracas.
[00:03:12.920 --> 00:03:13.920]   Exactly.
[00:03:13.920 --> 00:03:16.640]   With a map superimposed behind me.
[00:03:16.640 --> 00:03:19.520]   Yeah, a little dot, a little pin in the map.
[00:03:19.520 --> 00:03:21.640]   I think it would be kind of fun to do this stuff.
[00:03:21.640 --> 00:03:24.440]   Very retro, like just old school TV.
[00:03:24.440 --> 00:03:25.920]   Just kind of fun.
[00:03:25.920 --> 00:03:27.680]   I can't make it black and white.
[00:03:27.680 --> 00:03:32.320]   I don't know if that's good or not, but I could do that much.
[00:03:32.320 --> 00:03:34.120]   Certainly retro.
[00:03:34.120 --> 00:03:35.120]   Yeah.
[00:03:35.120 --> 00:03:38.040]   I just feel like Edward R. Murrow.
[00:03:38.040 --> 00:03:39.040]   Good night and good luck.
[00:03:39.040 --> 00:03:43.280]   Did you see Google misspelled its name on the website today?
[00:03:43.280 --> 00:03:44.280]   Really?
[00:03:44.280 --> 00:03:45.280]   Two L's.
[00:03:45.280 --> 00:03:46.280]   Google.
[00:03:46.280 --> 00:03:47.920]   But there's a reason.
[00:03:47.920 --> 00:03:53.160]   That's really, it was really funny when it first happened to see all the people on Facebook
[00:03:53.160 --> 00:03:55.360]   and Twitter going, Google, what's going on?
[00:03:55.360 --> 00:03:56.800]   What is happening?
[00:03:56.800 --> 00:04:00.280]   And then everybody goes, Oh, it's Google's 11th birthday.
[00:04:00.280 --> 00:04:03.560]   Oh, see, L L is like 11.
[00:04:03.560 --> 00:04:04.560]   Get it?
[00:04:04.560 --> 00:04:05.560]   Wow.
[00:04:05.560 --> 00:04:06.720]   Now, I wonder, and I should try this.
[00:04:06.720 --> 00:04:10.520]   If you went to G O G L L E, would you?
[00:04:10.520 --> 00:04:11.520]   Would they smart enough to reserve?
[00:04:11.520 --> 00:04:13.240]   No, they didn't reserve that.
[00:04:13.240 --> 00:04:16.240]   That would have been cool.
[00:04:16.240 --> 00:04:17.240]   But they didn't do that.
[00:04:17.240 --> 00:04:18.240]   So happy 11th birthday.
[00:04:18.240 --> 00:04:19.240]   They have the extra.
