
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:13.000]   This is Twit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for this weekend tech is provided by
[00:00:17.000 --> 00:00:22.000]   AOL Radio at AOL.com/podcasting.
[00:00:22.000 --> 00:00:27.000]   [ Music ]
[00:00:27.000 --> 00:00:30.000]   This is Twit.
[00:00:30.000 --> 00:00:33.000]   Episode 160 for September 15, 2008,
[00:00:33.000 --> 00:00:37.000]   the Large Devor at Collion.
[00:00:37.000 --> 00:00:40.000]   This weekend tech is brought to you by Audible.com.
[00:00:40.000 --> 00:00:43.000]   Sign up for the Platinum Plan and get two free books.
[00:00:43.000 --> 00:00:48.000]   Go to Audible.com/Twit2.
[00:00:48.000 --> 00:00:52.000]   And by Gobi, the global mobile internet from Qualcomm.
[00:00:52.000 --> 00:00:54.000]   Gobi-powered notebooks are now available
[00:00:54.000 --> 00:00:57.000]   from leading notebook manufacturers.
[00:00:57.000 --> 00:00:59.000]   Go to gobianywhere.com/products
[00:00:59.000 --> 00:01:02.000]   to find the Gobi notebook that's right for you.
[00:01:02.000 --> 00:01:06.000]   And by Visa.
[00:01:06.000 --> 00:01:09.000]   With every purchase, Visa prevents, detects, and resolves
[00:01:09.000 --> 00:01:11.000]   online fraud.
[00:01:11.000 --> 00:01:14.000]   Safe, secure, Visa.
[00:01:14.000 --> 00:01:17.000]   [ Music ]
[00:01:17.000 --> 00:01:19.000]   It's time for Twit, Episode 160,
[00:01:19.000 --> 00:01:23.000]   joining us around the table, Mr. Kevin Rose of Dig.coms.
[00:01:23.000 --> 00:01:26.000]   And many other great enterprises.
[00:01:26.000 --> 00:01:28.000]   Kevin is good to join you.
[00:01:28.000 --> 00:01:30.000]   66,000 followers on Twitter.
[00:01:30.000 --> 00:01:31.000]   Did I get that right?
[00:01:31.000 --> 00:01:32.000]   I have no idea.
[00:01:32.000 --> 00:01:34.000]   Some huge number.
[00:01:34.000 --> 00:01:36.000]   Obama is now just 78,000.
[00:01:36.000 --> 00:01:38.000]   Hey, Kevin, you mentioned me again.
[00:01:38.000 --> 00:01:40.000]   I need a few more people.
[00:01:40.000 --> 00:01:42.000]   Flash the Reel Devor Act.
[00:01:42.000 --> 00:01:44.000]   Unlike the way he says, I need a few more.
[00:01:44.000 --> 00:01:45.000]   You mean Mitch on here?
[00:01:45.000 --> 00:01:46.000]   Or Mitch on Twitter?
[00:01:46.000 --> 00:01:47.000]   Mitch on Twitter.
[00:01:47.000 --> 00:01:48.000]   I don't care about here.
[00:01:48.000 --> 00:01:50.000]   If you haven't even friended me up on Twitter, John, I'm hurt.
[00:01:50.000 --> 00:01:52.000]   That's not true.
[00:01:52.000 --> 00:01:53.000]   Are you sure?
[00:01:53.000 --> 00:01:56.000]   I don't think we're friends.
[00:01:56.000 --> 00:01:57.000]   Uh-oh.
[00:01:57.000 --> 00:01:58.000]   That's true.
[00:01:58.000 --> 00:02:01.000]   I think John might not follow me on Twitter too, and he follows
[00:02:01.000 --> 00:02:02.000]   Tom, which hurts me.
[00:02:02.000 --> 00:02:03.000]   Wow.
[00:02:03.000 --> 00:02:04.000]   That hurts.
[00:02:04.000 --> 00:02:05.000]   I'll be right back.
[00:02:05.000 --> 00:02:06.000]   You're leaving already?
[00:02:06.000 --> 00:02:07.000]   You're leaving already?
[00:02:07.000 --> 00:02:08.000]   She's hurt.
[00:02:08.000 --> 00:02:09.000]   You heard her.
[00:02:09.000 --> 00:02:11.000]   John, I blame you for this.
[00:02:11.000 --> 00:02:13.000]   I follow Molliwood.
[00:02:13.000 --> 00:02:14.000]   M-O-L-L-Y.
[00:02:14.000 --> 00:02:16.000]   W-O-O-D.
[00:02:16.000 --> 00:02:20.000]   She is, of course, the most abuzz out loud.
[00:02:20.000 --> 00:02:23.000]   I follow Kevin Rose, and I follow the real Devorak.
[00:02:23.000 --> 00:02:26.000]   But Molli, you're only following 51 people.
[00:02:26.000 --> 00:02:27.000]   You're very, uh...
[00:02:27.000 --> 00:02:29.000]   Yeah, you're the one that's bad.
[00:02:29.000 --> 00:02:30.000]   You're a bad person.
[00:02:30.000 --> 00:02:31.000]   No, she's discriminating.
[00:02:31.000 --> 00:02:32.000]   I know I...
[00:02:32.000 --> 00:02:35.000]   I recently learned that that was not cool at all.
[00:02:35.000 --> 00:02:36.000]   Oh, no.
[00:02:36.000 --> 00:02:37.000]   According to the rules, the rules of the Internet.
[00:02:37.000 --> 00:02:38.000]   The rules of Twitter.
[00:02:38.000 --> 00:02:39.000]   Who knows the rules are?
[00:02:39.000 --> 00:02:41.000]   But if you follow so many people, then you can't...
[00:02:41.000 --> 00:02:42.000]   I don't know.
[00:02:42.000 --> 00:02:44.000]   I like to be able to actually keep track of what's happening.
[00:02:44.000 --> 00:02:45.000]   I'm happy to.
[00:02:45.000 --> 00:02:46.000]   It breaks it as a utility.
[00:02:46.000 --> 00:02:47.000]   It makes sense.
[00:02:47.000 --> 00:02:48.000]   I think it does.
[00:02:48.000 --> 00:02:49.000]   Yeah.
[00:02:49.000 --> 00:02:50.000]   It's just chaos.
[00:02:50.000 --> 00:02:51.000]   Oh, bull.
[00:02:51.000 --> 00:02:52.000]   Kevin, I was sorry we didn't get...
[00:02:52.000 --> 00:02:53.000]   Kevin follows 102 people.
[00:02:53.000 --> 00:02:54.000]   How was that bull?
[00:02:54.000 --> 00:03:00.000]   How could you keep track of how do you actually get a cohesive thread out of like 13,000 people?
[00:03:00.000 --> 00:03:01.000]   You don't.
[00:03:01.000 --> 00:03:02.000]   And even...
[00:03:02.000 --> 00:03:03.000]   It's like we got an awful party.
[00:03:03.000 --> 00:03:06.000]   For a long time, Scoble said, "Oh, you have to follow everybody who follows you."
[00:03:06.000 --> 00:03:08.000]   And then even he admitted, "No, it's broken."
[00:03:08.000 --> 00:03:09.000]   And left.
[00:03:09.000 --> 00:03:10.000]   So then I broke it.
[00:03:10.000 --> 00:03:11.000]   Yeah, but it's not broken.
[00:03:11.000 --> 00:03:12.000]   It's just...
[00:03:12.000 --> 00:03:13.000]   It's basically...
[00:03:13.000 --> 00:03:14.000]   It's basically...
[00:03:14.000 --> 00:03:16.000]   It's Leo, because Leo's bailed out.
[00:03:16.000 --> 00:03:18.000]   He hates Twitter because that's the name "Twit."
[00:03:18.000 --> 00:03:22.000]   Well, I'm not fond of that, but you can't blame me for that.
[00:03:22.000 --> 00:03:23.000]   The only thing is...
[00:03:23.000 --> 00:03:25.000]   I was Twitter before they were Twitter.
[00:03:25.000 --> 00:03:27.000]   Let's put it that way.
[00:03:27.000 --> 00:03:31.000]   It's basically people that are using the system the way it wasn't designed and it falls over
[00:03:31.000 --> 00:03:32.000]   when you use it that way.
[00:03:32.000 --> 00:03:36.000]   And it's a violation of their terms of use and they put a cap now.
[00:03:36.000 --> 00:03:38.000]   You can only follow 2,000 people.
[00:03:38.000 --> 00:03:39.000]   Oh, yeah, that's right.
[00:03:39.000 --> 00:03:40.000]   They changed that.
[00:03:40.000 --> 00:03:41.000]   Yeah.
[00:03:41.000 --> 00:03:43.000]   Kevin, I'll tell you the deal.
[00:03:43.000 --> 00:03:44.000]   I dropped you.
[00:03:44.000 --> 00:03:45.000]   I'm going to put you on.
[00:03:45.000 --> 00:03:46.000]   I'm going to follow you.
[00:03:46.000 --> 00:03:52.000]   But I did it because during that era when you and Leo were fighting it out, I felt obliged
[00:03:52.000 --> 00:03:58.000]   to Leo to take one number away from you and to give Leo one more.
[00:03:58.000 --> 00:03:59.000]   It didn't do any good.
[00:03:59.000 --> 00:04:00.000]   I'm going to cry.
[00:04:00.000 --> 00:04:01.000]   I'm very touched.
[00:04:01.000 --> 00:04:03.000]   It didn't do any good, but that's what I did.
[00:04:03.000 --> 00:04:04.000]   It's kind of...
[00:04:04.000 --> 00:04:05.000]   That's man-love.
[00:04:05.000 --> 00:04:06.000]   That's man-love.
[00:04:06.000 --> 00:04:08.000]   Now that we're back together, I will play the game.
[00:04:08.000 --> 00:04:09.000]   You guys are having a life.
[00:04:09.000 --> 00:04:15.000]   You know, actually, we had a meeting on Friday called Bearhug Camp.
[00:04:15.000 --> 00:04:19.000]   The point of which was, it was kind of started by Dave Weiner and Steve Gilmore.
[00:04:19.000 --> 00:04:21.000]   The point of it was to bring all the players together.
[00:04:21.000 --> 00:04:24.000]   I actually wish we'd had you or Leo or somebody from my past.
[00:04:24.000 --> 00:04:25.000]   Two bears.
[00:04:25.000 --> 00:04:26.000]   You're Leo, by the way.
[00:04:26.000 --> 00:04:30.000]   Leo, who is the creator of Pounce, which Kevin is...
[00:04:30.000 --> 00:04:32.000]   What is your title at Pounce?
[00:04:32.000 --> 00:04:33.000]   You CEO, president.
[00:04:33.000 --> 00:04:34.000]   What are you?
[00:04:34.000 --> 00:04:37.000]   Well, we all kind of share the responsibilities.
[00:04:37.000 --> 00:04:39.000]   It was just a little project that the three of us got together.
[00:04:39.000 --> 00:04:42.000]   Daniel Burke, Leo Culver, myself, and decided to create.
[00:04:42.000 --> 00:04:44.000]   Yeah, it's very cool.
[00:04:44.000 --> 00:04:45.000]   Love Pounce.
[00:04:45.000 --> 00:04:46.000]   Love Jai-ku.
[00:04:46.000 --> 00:04:47.000]   Love Twitter.
[00:04:47.000 --> 00:04:48.000]   Love all of these things.
[00:04:48.000 --> 00:04:53.000]   But one of the problems is there are all these individual silos of information.
[00:04:53.000 --> 00:04:56.000]   Just like in the early days of email, when you had a copy survey account, you couldn't
[00:04:56.000 --> 00:04:57.000]   email somebody on MCI email.
[00:04:57.000 --> 00:05:02.000]   We want to make it so that everybody is federated and the data is kind of transferred from one
[00:05:02.000 --> 00:05:03.000]   to the other.
[00:05:03.000 --> 00:05:04.000]   So we had a lot of the players came.
[00:05:04.000 --> 00:05:10.000]   It was really good because I'm running this Laconica instance at Twitter Army.
[00:05:10.000 --> 00:05:16.000]   But actually it was interesting because Alex Payne, Jack Dorsey, and Biz Stone came.
[00:05:16.000 --> 00:05:17.000]   Awesome.
[00:05:17.000 --> 00:05:18.000]   From Twitter.
[00:05:18.000 --> 00:05:19.000]   They didn't stay.
[00:05:19.000 --> 00:05:21.000]   They came because I think because they felt like...
[00:05:21.000 --> 00:05:22.000]   And this is the point of Bear Hug.
[00:05:22.000 --> 00:05:26.000]   They kind of felt like if we don't show up, then we're showing disdain for the community.
[00:05:26.000 --> 00:05:28.000]   So they felt like they had to come.
[00:05:28.000 --> 00:05:32.500]   And the question that was asked of them several times in many different ways was when you're
[00:05:32.500 --> 00:05:36.000]   going to restore track, when you're going to restore IAM, when you're going to make the
[00:05:36.000 --> 00:05:41.000]   data stream of Twitter available to others.
[00:05:41.000 --> 00:05:45.000]   Twitter has fallen on this excuse that there's a technical reason they can't do it.
[00:05:45.000 --> 00:05:47.000]   It's bringing the CIR system down.
[00:05:47.000 --> 00:05:50.000]   But I think that that's kind of no longer credible.
[00:05:50.000 --> 00:05:53.000]   And I think they even are saying, "Well, we're trying to figure out a way to do it."
[00:05:53.000 --> 00:05:54.000]   I think what's happening is they want to...
[00:05:54.000 --> 00:05:58.000]   That's the real value of Twitter is this data stream created by all its users.
[00:05:58.000 --> 00:06:01.000]   You kind of have the same issue, Kevin, with Dig.
[00:06:01.000 --> 00:06:06.000]   And even...I think there's been some push and pull between Dig and its consumers, some
[00:06:06.000 --> 00:06:10.000]   of whom feel like, "Well, we created the content on Dig.
[00:06:10.000 --> 00:06:13.000]   We feel like we should have some say in how it's used."
[00:06:13.000 --> 00:06:14.000]   Well, they have absolute say.
[00:06:14.000 --> 00:06:18.000]   Everything that is created on Dig falls under public domain creative comments.
[00:06:18.000 --> 00:06:23.000]   They can take...they can use our API, take all the data, and read a split in any way
[00:06:23.000 --> 00:06:24.000]   they feel fit.
[00:06:24.000 --> 00:06:25.000]   So, yeah.
[00:06:25.000 --> 00:06:26.000]   I'm stealing it tomorrow.
[00:06:26.000 --> 00:06:27.000]   Hey, can we get to the news?
[00:06:27.000 --> 00:06:28.000]   This is news.
[00:06:28.000 --> 00:06:29.000]   Okay.
[00:06:29.000 --> 00:06:30.000]   This is a big story.
[00:06:30.000 --> 00:06:33.000]   There's something...is there something I should be doing in the video world, by the way, just
[00:06:33.000 --> 00:06:34.000]   as an aside?
[00:06:34.000 --> 00:06:37.000]   No, because I can't do video on the threesome.
[00:06:37.000 --> 00:06:38.000]   Excellent.
[00:06:38.000 --> 00:06:40.000]   You just have to stare at me, unfortunately.
[00:06:40.000 --> 00:06:41.000]   Just check it.
[00:06:41.000 --> 00:06:44.000]   But I have to say, I saw you on Friday when we were at CNET.
[00:06:44.000 --> 00:06:46.000]   Bear Hugcamp was a CNET very kindly.
[00:06:46.000 --> 00:06:48.000]   Let us use a conference room.
[00:06:48.000 --> 00:06:50.000]   And you look fantastic, Molly.
