;FFMETADATA1
title=Mama Needs a Drink
artist=TWiT
album_artist=TWiT
album=This Week in Google
track=397
genre=Podcast
comment=http://twit.tv/twig
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2017
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:03.880]   It's time for twig this week in Google Jeff Jarvis is here Stacy Higginbotham
[00:00:03.880 --> 00:00:06.200]   We'll talk about Senate
[00:00:06.200 --> 00:00:11.000]   overturning that FCC will protecting your privacy online. It's about to happen
[00:00:11.000 --> 00:00:18.100]   We'll tell you what you can do to fight it new rules in the EU about privacy. Maybe they've gone too far and
[00:00:18.100 --> 00:00:26.320]   How they caught Kurt eichenwalde's Twitter harasser. It's all coming up next on twig
[00:00:26.320 --> 00:00:33.320]   Netcast you love from people you trust
[00:00:33.320 --> 00:00:45.900]   This is twig bandwidth for this week in Google is provided by cash fly C A C H E F L Y
[00:00:45.900 --> 00:00:47.900]   .com
[00:00:50.720 --> 00:00:58.100]   This is twig this week in Google episode 397 recorded Wednesday March 22nd 2017
[00:00:58.100 --> 00:01:00.400]   Mama needs a drink
[00:01:00.400 --> 00:01:06.140]   This week in Google is brought to you by segment the leading unified customer data platform
[00:01:06.140 --> 00:01:11.820]   Segment collects data across your websites mobile apps at cloud platforms and delivers it to over
[00:01:11.820 --> 00:01:18.760]   170 third-party tools and apps get three months free on the segment team plan when you sign up at segment
[00:01:18.960 --> 00:01:20.960]   dot com slash twit and
[00:01:20.960 --> 00:01:27.140]   By Casper an online retailer of premium mattresses for a fraction of the price because
[00:01:27.140 --> 00:01:34.240]   Everyone deserves a great night's sleep get $50 off any mattress purchase by visiting Casper dot com slash twig and
[00:01:34.240 --> 00:01:36.560]   entering the promo code twig
[00:01:36.560 --> 00:01:38.040]   and by
[00:01:38.040 --> 00:01:44.520]   Rocket mortgage from quick and loans when it comes to the big decision of choosing a mortgage lender work with one that has your best
[00:01:44.520 --> 00:01:49.280]   interest in mind use rocket mortgage for a transparent trustworthy home loan process
[00:01:49.280 --> 00:01:53.600]   That's completely online at quick and loans dot com slash twig
[00:01:53.600 --> 00:01:56.840]   It's time for twig this weekend Google
[00:01:56.840 --> 00:02:01.440]   Or what did somebody say it's time to branch out with twig
[00:02:01.440 --> 00:02:07.200]   That's Jeff Jarvis. He's back from his travels. Hi Jeff Jarvis
[00:02:07.200 --> 00:02:13.160]   Good to see you because ever professor of journalism at the City University of New York author many a great book
[00:02:13.360 --> 00:02:15.360]   blogger at buzz machine calm
[00:02:15.360 --> 00:02:19.840]   Always a welcome presence here. We missed you last week, but thanks to Danny Sullivan for
[00:02:19.840 --> 00:02:22.440]   filling in any
[00:02:22.440 --> 00:02:27.000]   Stacey's a fan Stacy Higginbotham's also here Stacy on IOT IOT podcast calm
[00:02:27.000 --> 00:02:31.120]   Because apparently she's to your right or left
[00:02:31.120 --> 00:02:35.400]   Depending our left she's on the left of the screen to my right
[00:02:35.400 --> 00:02:38.680]   Yeah, it's confusing
[00:02:39.160 --> 00:02:44.760]   She was saying how much you like Danny because he too had left right issues confusion. That's true. So am I looking at me?
[00:02:44.760 --> 00:02:52.080]   I'm just you were perfect. Well done. It's good. It's easier for me. Yeah, I'm the shit
[00:02:52.080 --> 00:02:55.880]   Think of me as the shelf put a dot on the shelf and then you can address me
[00:02:55.880 --> 00:02:59.560]   That's when I would when I was a virtual reality character
[00:02:59.560 --> 00:03:07.120]   That's how solid at O'Brien would seem I would just be a piece of tape on the wall and she would have a conversation with a piece of tape
[00:03:07.120 --> 00:03:11.200]   On the wall and then they would superimpose me later on MSNBC's the site
[00:03:11.200 --> 00:03:18.840]   Yeah, your time at the hologram might my days as a dot on the wall a piece of painter's tape that was me
[00:03:18.840 --> 00:03:23.880]   Remember that piece of painter's tape. So I got a
[00:03:23.880 --> 00:03:30.840]   Oddly in a Facebook message from Kevin Marks looking for a good large
[00:03:30.840 --> 00:03:36.960]   Android phone and I've I gave him the same recommendation on giving everybody really if who's looking for Android these days is
[00:03:37.120 --> 00:03:44.680]   Stick with pixel Google's pixel is a really yeah good Android phone. It's not it's uninspiring at first not colorful
[00:03:44.680 --> 00:03:49.540]   Oh, no, but it's it's it's elegant and I busted mine in London
[00:03:49.540 --> 00:03:55.000]   But how did you get an influence? I got the experience on I don't know what it's fixed
[00:03:55.000 --> 00:03:59.520]   So so I was I there's a support button on the about the phone. I went there
[00:03:59.520 --> 00:04:06.280]   Opened up the chat, but what do I do? They have a deal across the country with you break
[00:04:06.280 --> 00:04:08.280]   I fix
[00:04:08.280 --> 00:04:13.520]   Isn't that the great name you break so within
[00:04:13.520 --> 00:04:16.040]   within
[00:04:16.040 --> 00:04:18.640]   Ten miles of my house. There were two or three of them. I
[00:04:18.640 --> 00:04:21.680]   Made an appointment. I was still in London. I made an appointment
[00:04:21.680 --> 00:04:25.720]   They call me in London just to make sure all my house if I want to know that I will be honest talk
[00:04:25.720 --> 00:04:31.880]   Yes, come on in I land I go immediately there because after all this is more important than my family or anything
[00:04:34.680 --> 00:04:41.480]   And so I drop it off two hours later picked up new screen do LCD beautiful beautiful
[00:04:41.480 --> 00:04:43.480]   It's great and you have the XL
[00:04:43.480 --> 00:04:49.320]   I have the XL. I love the phone. So the one thing I want to I want the one minor little rant
[00:04:49.320 --> 00:04:55.400]   I want to go on it does amaze me that this this product category remains a product carry where you have to buy a case
[00:04:55.400 --> 00:05:01.120]   When do you buy a car condom? Yeah, you buy my back my house
[00:05:01.120 --> 00:05:03.120]   Yeah
[00:05:03.120 --> 00:05:09.240]   Right and I just hate I don't like cases you buy the phone. It feels nice. You want to buy the phone, but
[00:05:09.240 --> 00:05:12.340]   I don't use a case my phones
[00:05:12.340 --> 00:05:19.520]   Well, so so so Craig Newmark Craig Newmark saw me have the phone without a case of the and he scolded me
[00:05:19.520 --> 00:05:25.160]   So I I got this they also sold me he should be great for forty nine dollars
[00:05:25.160 --> 00:05:31.000]   But I knew I knew you know just to cover but it's a special cover and if I ever break the screen again
[00:05:31.000 --> 00:05:34.680]   It only cost me nine dollars to get a repel. Oh, well, I don't see it. What is this?
[00:05:34.680 --> 00:05:40.200]   It's just a just a you know, whatever whatever. It's a shield. It's a good one screen. It's a thick one
[00:05:40.200 --> 00:05:45.680]   It's glass no fingerprints. Yeah, so there's glass. They have now glass screen
[00:05:45.680 --> 00:05:51.480]   Covered that it yeah, and they they had theory being the glad they'll break before the phone breaks
[00:05:51.480 --> 00:05:56.800]   So if you drop it because I always drop mine on the edge, right? I get the design. Oh, I'm pretending
[00:05:57.800 --> 00:06:01.840]   Does it protect it if you drop it on the edge? Can you drop your phone and see for me Jeff, please?
[00:06:01.840 --> 00:06:14.440]   The reason I'm the audience missed that they miss what Stacy used to do they miss this moment
[00:06:14.440 --> 00:06:18.540]   They did because we that was before the show began we learned the audience day
[00:06:18.540 --> 00:06:20.640]   We learned Tuesday's previous life
[00:06:20.640 --> 00:06:26.520]   We learned that Stacy at the end when at the end of her wedding the recessional as she and her new husband walked out the door
[00:06:26.520 --> 00:06:29.520]   They played I've been working on the railroad and then
[00:06:29.520 --> 00:06:41.160]   Texas the University of Texas theme song the eyes of Texas are upon you which
[00:06:41.160 --> 00:06:47.760]   Exactly the same exactly like and if you're not singing lyrics in this thing which it is the same song
[00:06:47.760 --> 00:06:52.480]   It is the same song and we learned that Stacy in college for beer money
[00:06:52.480 --> 00:06:55.600]   taught kickboxing
[00:06:55.960 --> 00:06:58.400]   At 545 a.m. Most importantly
[00:06:58.400 --> 00:07:03.800]   Yes, so early you see oh it takes us a facey you've been with us for what about a year?
[00:07:03.800 --> 00:07:09.080]   It takes about a year so before we really get to all the corners filled in is you know to the who you are
[00:07:09.080 --> 00:07:14.520]   But we're getting there now. I'm like wow if this defines me. I'm a trouble
[00:07:14.520 --> 00:07:17.640]   You know at all
[00:07:17.640 --> 00:07:24.820]   So the reason I brought this up is that as the rumors are flying about new pixel X pixel phones from Google
[00:07:24.820 --> 00:07:27.420]   We don't know when we know the code names
[00:07:27.420 --> 00:07:34.320]   They last year was Marlin and sailfish this year more fish musky and walleye
[00:07:34.320 --> 00:07:44.640]   Walleye was mentioned in the Android open source project so that sounds like there's heart their hardware is coming along
[00:07:44.640 --> 00:07:47.040]   according to Android
[00:07:47.040 --> 00:07:49.200]   I'm sorry droid life
[00:07:49.200 --> 00:07:52.600]   Musky is a five and a half inch walleye is the smaller five inch
[00:07:53.280 --> 00:07:57.020]   Then we're now we're now seeing a rumor
[00:07:57.020 --> 00:08:02.740]   That there is even a third full phone called time in
[00:08:02.740 --> 00:08:05.980]   In fish must be I
[00:08:05.980 --> 00:08:09.380]   Don't know chatroom is time and aficion
[00:08:09.380 --> 00:08:15.260]   Siberian time and Siberian salmon is this piece of fish in the salmon?
[00:08:15.260 --> 00:08:20.900]   Also, maybe this is that you know what I would that would lend me to think this might be the Chinese version of the pixel phone
[00:08:21.180 --> 00:08:25.500]   That's the new thing right you mix Microsoft has made a Chinese version of Windows 10
[00:08:25.500 --> 00:08:31.820]   To appease regulators there. I wouldn't be surprised to see a Chinese version of that phone. Oh wait now
[00:08:31.820 --> 00:08:34.060]   It's also the Eurasian giant trout
[00:08:34.060 --> 00:08:40.080]   Russia Mongolia and China could be the Russian version the Russian and Chinese version
[00:08:40.080 --> 00:08:45.560]   So I'm not sure what would be is a time in a big fish
[00:08:46.060 --> 00:08:53.460]   It is it's a large view. It's good for dry fly fishing apparently. So remember the Nexus 6 was codename Shamu the killer whale
[00:08:53.460 --> 00:08:59.520]   So that was a big one and I guess if time man is a big fish. Maybe this is an even bigger six inch
[00:08:59.520 --> 00:09:07.100]   Would you get a I'm starting to think that the perfect size for a laptop is 13 inches and the perfect size for a phone is 5.7 inches
[00:09:07.100 --> 00:09:13.440]   Smaller so I didn't phone laptop 13 inch. Okay, so you agree with me on the laptop
[00:09:13.860 --> 00:09:17.620]   But you want to smaller your woman. Maybe you have a little bit smaller here
[00:09:17.620 --> 00:09:20.820]   I don't have huge hands Jeff. You like a big phone you said
[00:09:20.820 --> 00:09:24.820]   Because I'm a manly man, but nobody wants a trump
[00:09:24.820 --> 00:09:29.100]   But did you but you had the Nexus 6 wasn't that too a little just a little too big was too big
[00:09:29.100 --> 00:09:32.460]   It was a little bit too in fact. It's my it's my five phone. It's my international phone
[00:09:32.460 --> 00:09:38.380]   So I still use it not only that a little bit too big and also because the back is is is curved curved like this
[00:09:38.380 --> 00:09:41.940]   Yeah, you can't use it on a dinner tables. It's rocky
[00:09:42.900 --> 00:09:46.620]   Yeah, when I'm when I'm eating alone in the restaurant I use it like a tablet now
[00:09:46.620 --> 00:09:53.540]   I have it is kind of a tablet phone that use for timers and stuff like that like I will argue argue that the perfect tablet size
[00:09:53.540 --> 00:09:57.580]   Is seven inches. Yeah, I would agree with you. I agree. Yeah
[00:09:57.580 --> 00:10:01.540]   Are there cases that you can stick on your phones coming back to the phone case
[00:10:01.540 --> 00:10:07.300]   But also the dinner table thing that have like a little picture stand that you can pop out. Yes. Yes, okay
[00:10:07.300 --> 00:10:11.780]   Craig Newmark's case is just that I'll ask him right. I like I suddenly was like oh my god
[00:10:11.780 --> 00:10:15.180]   That's the thing I need that I didn't know I needed until right this moment. Yeah, they have stands
[00:10:15.180 --> 00:10:17.980]   and some have stands only in
[00:10:17.980 --> 00:10:20.700]   Landscape mode some have stands landscape or portrait
[00:10:20.700 --> 00:10:25.500]   But I think landscapes normally what you want because you're looking at a movie or TV show on on a tray table
[00:10:25.500 --> 00:10:27.500]   That's kind of the point, right? Oh
[00:10:27.500 --> 00:10:32.700]   You're spooning up your Cheerios and at the dinner table at the dinner table
[00:10:32.700 --> 00:10:36.100]   Not the dinner table. Sorry. It's where yes
[00:10:37.060 --> 00:10:41.820]   It's the same thing. Well, I say dinner people. I mean I'm out alone. I'm sad in a restaurant
[00:10:41.820 --> 00:10:47.580]   There's nothing worse. I have to keep company table for one mr. Jarvis again
[00:10:47.580 --> 00:10:54.380]   No, I just ate lunch today by myself and I love I love sitting at my little that's because they have a little one and
[00:10:54.380 --> 00:10:58.300]   Any moments to yourself from precious when your kids are
[00:10:58.300 --> 00:11:04.740]   Just I like people watching it's fun and eating so you have your phone. Okay. I'm just getting again
[00:11:04.740 --> 00:11:09.820]   We're filling in the picture of who Stacy Igamutham is I seeing you at his a motor that they kept
[00:11:09.820 --> 00:11:15.660]   She's dangerous. She's a registered weapon. Yeah, she's a loner. You don't mess with Stacy
[00:11:15.660 --> 00:11:21.940]   She's munching on a bear ball. I was a riser the restaurant with her phone on a stick kickstand looking at people
[00:11:21.940 --> 00:11:30.260]   But it's in portrait. It's not in landscape mode in portrait. Well because I'm usually reading or reading articles. Yeah, yeah
[00:11:30.260 --> 00:11:36.940]   I'm I'm not watching things. Yeah me. So so the thing is now I know I'm gonna have to get a larger phone for one reason
[00:11:36.940 --> 00:11:42.120]   This is all I'll be able to carry on a plane with me. This is shock. This has to be
[00:11:42.120 --> 00:11:48.640]   Oh, so there's two theories as to this
[00:11:48.640 --> 00:11:54.580]   New rule the rule is that certain Middle Eastern Airlines in certain cities
[00:11:54.580 --> 00:11:58.960]   Will be forbidden passengers will be forbidden from carrying
[00:11:59.960 --> 00:12:05.520]   Larger electronics the phone will be the biggest electronic the only electronic you can carry on board the rest will have to be in check
[00:12:05.520 --> 00:12:07.520]   You can't you can't take even camera
[00:12:07.520 --> 00:12:12.560]   It it says they said ostensibly for security reasons
[00:12:12.560 --> 00:12:16.840]   So, you know, I think they're trying to make you think
[00:12:16.840 --> 00:12:21.880]   That there's new information and by the way, there's some there was a rumor that the
[00:12:21.880 --> 00:12:28.880]   That some that Virgin Atlantic was gonna consider doing this. Have they announced? No, the British Authority the British Authority
[00:12:28.880 --> 00:12:33.600]   For think of doing it. Okay, but they that's more there's kind of three theories aren't there
[00:12:33.600 --> 00:12:41.320]   Well, I know too. So you so the one is the one that's on the space of it, which is oh there must be some discovery about how people can make bombs
[00:12:41.320 --> 00:12:43.640]   There's a guy apparently teaching
[00:12:43.640 --> 00:12:51.240]   Terrorists how to make plastic bombs that are undetectable. They're afraid those could be posing as a tablet a Kindle or a laptop
[00:12:51.240 --> 00:12:55.000]   That's the obvious theory. What's started theories two and three?
[00:12:56.520 --> 00:13:00.440]   That it's a Muslim ban a Harris but ban on Muslims or that it's anti
[00:13:00.440 --> 00:13:06.680]   Government subsidized national carriers. That's what I believe is them. So
[00:13:06.680 --> 00:13:10.160]   It affects primarily Emirates
[00:13:10.160 --> 00:13:12.960]   Etihad
[00:13:12.960 --> 00:13:16.160]   through the three big Middle Eastern carriers and
[00:13:16.160 --> 00:13:25.000]   The theory that I read which I thought was very interesting is that this is a protectionist move by the US government
[00:13:25.720 --> 00:13:33.320]   Because the most lucrative passengers the business and first-class passengers on those airlines will switch to American carriers
[00:13:33.320 --> 00:13:35.320]   Which for which there is no such ban?
[00:13:35.320 --> 00:13:44.040]   So they can use their laptops and that this will hit economically hit hard these Middle Eastern carriers to the benefit of United American
[00:13:44.040 --> 00:13:48.840]   And mind you you're gonna come with the same airport security. That's just that's my point is
[00:13:48.840 --> 00:13:54.600]   Okay, you could ban it, you know universally if that's a problem you have to ban it everywhere. They're saying well
[00:13:54.600 --> 00:13:56.600]   we don't there are other cities
[00:13:56.600 --> 00:13:59.800]   There are other cities that are far were it could crack us
[00:13:59.800 --> 00:14:07.200]   Airport by all accounts has no security at all. So why can you re-enlaptop on there and not not in Doha?
[00:14:07.200 --> 00:14:12.480]   The rules take effect on Tuesday the UK has said it will follow
[00:14:12.480 --> 00:14:18.400]   Yesterday Tuesday the UK said it would follow suit with his but I don't haven't heard yet that they've done that
[00:14:18.400 --> 00:14:22.600]   Apparently from the DHS guidance that had
[00:14:24.080 --> 00:14:26.080]   2016 airline
[00:14:26.080 --> 00:14:33.280]   Airliner was attacked perhaps by a laptop bomb somebody pointed out well the laptops of my carry-on
[00:14:33.280 --> 00:14:39.080]   There's nothing to prevent me from detonating it remotely via my cell phone a
