
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:13.000]   This is Detroit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for MacBreak Weekly is provided by
[00:00:17.000 --> 00:00:22.000]   cashfly at CACHEFLY.com.
[00:00:22.000 --> 00:00:28.000]   [ Music ]
[00:00:28.000 --> 00:00:33.000]   This is MacBreak Weekly, Episode 185, from March 16, 2010.
[00:00:33.000 --> 00:00:36.000]   The Day the Clown Cry.
[00:00:36.000 --> 00:00:41.000]   MacBreak Weekly is brought to you by Gazelle, the easy way to sell a recycled
[00:00:41.000 --> 00:00:43.000]   or used gadget lying around your home or office.
[00:00:43.000 --> 00:00:48.000]   Don't just sell it, Gazelle, for a 10% bonus payment for your used gadgets.
[00:00:48.000 --> 00:00:53.000]   Go to Gazelle.com/MacBreak, Bonus Code, MacBreak.
[00:00:53.000 --> 00:00:56.000]   And buy, Audible.com.
[00:00:56.000 --> 00:01:02.000]   To download a free audiobook of your choice, go to Audible.com/MacBreak.
[00:01:02.000 --> 00:01:05.000]   [ Music ]
[00:01:05.000 --> 00:01:09.000]   It's time for MacBreak Weekly, the show that covers all the Apple news of the week
[00:01:09.000 --> 00:01:14.000]   with our Apple experts starting from my left, Mr. Alex Lindsey of the Pixel Core.
[00:01:14.000 --> 00:01:15.000]   Hello.
[00:01:15.000 --> 00:01:18.000]   PixelCore.com for that multimedia guild of artists who are training, learning,
[00:01:18.000 --> 00:01:23.000]   and working together PixelCore.tv for the wonderful podcasts you do.
[00:01:23.000 --> 00:01:25.000]   And there are a ton of them.
[00:01:25.000 --> 00:01:28.000]   And we're already gearing up for our next big show.
[00:01:28.000 --> 00:01:30.000]   We're getting ready for NAB.
[00:01:30.000 --> 00:01:33.000]   So that's in middle of April.
[00:01:33.000 --> 00:01:37.000]   I'm going to send -- I'm sure going to send Colleen down to that.
[00:01:37.000 --> 00:01:39.000]   We should do some wild stuff from there.
[00:01:39.000 --> 00:01:41.000]   Yeah, I won't be going, but many of our staff will.
[00:01:41.000 --> 00:01:43.000]   That's a big event for us.
[00:01:43.000 --> 00:01:44.000]   Absolutely.
[00:01:44.000 --> 00:01:45.000]   Yeah.
[00:01:45.000 --> 00:01:46.000]   Well, we'll talk about that in a second.
[00:01:46.000 --> 00:01:49.000]   Also here, Mr. Merlin Mann of 43folders.com.
[00:01:49.000 --> 00:01:50.000]   Hello, boys.
[00:01:50.000 --> 00:01:51.000]   Great to see you, my friend.
[00:01:51.000 --> 00:01:52.000]   Thanks.
[00:01:52.000 --> 00:01:53.000]   Nice to be here.
[00:01:53.000 --> 00:01:56.000]   And he did not go to South by Southwest this week.
[00:01:56.000 --> 00:01:57.000]   No, I didn't.
[00:01:57.000 --> 00:01:58.000]   I didn't.
[00:01:58.000 --> 00:02:00.000]   This is the artist at work.
[00:02:00.000 --> 00:02:01.000]   Yeah, that's all right.
[00:02:01.000 --> 00:02:02.000]   We'll talk about South by in a second.
[00:02:02.000 --> 00:02:11.000]   Andy Inaco is also here from the Chicago Sun Times and his website, the Celestial Waste of Bandwidth at www.cwob.com.
[00:02:11.000 --> 00:02:12.000]   Hi, Andy.
[00:02:12.000 --> 00:02:13.000]   Hello.
[00:02:13.000 --> 00:02:14.000]   Great to have you here.
[00:02:14.000 --> 00:02:21.000]   We are all today celebrating in one way or another, the birth of Jerry Lewis 84 years ago.
[00:02:21.000 --> 00:02:24.000]   1926, Mr. Lewis was born.
[00:02:24.000 --> 00:02:29.000]   I'll have you know that here in this studio, all the camera operators, the sound guys, the
[00:02:29.000 --> 00:02:32.000]   floor chiefs and the directors, they're all in tuxedos.
[00:02:32.000 --> 00:02:36.000]   And people are going to ask me, why are they in tuxedos if they're not on camera?
[00:02:36.000 --> 00:02:39.000]   Because there's something about a man in a tuxedo.
[00:02:39.000 --> 00:02:42.000]   The tuxedo elevates his game.
[00:02:42.000 --> 00:02:45.000]   He takes his work more seriously.
[00:02:45.000 --> 00:02:47.000]   And that will come through in the final broadcast.
[00:02:47.000 --> 00:02:50.000]   So you are 1980s, Jerry.
[00:02:50.000 --> 00:02:55.000]   I am early late post-percusset.
[00:02:55.000 --> 00:03:00.000]   We had to actually have draw lots to see which Jerry we could be.
[00:03:00.000 --> 00:03:04.000]   And I'd like to be the kid if you don't mind.
[00:03:04.000 --> 00:03:07.000]   He was kind of a wild.
[00:03:07.000 --> 00:03:12.000]   Well, we'll talk about Jerry in our audible ad because he was quite the character.
[00:03:12.000 --> 00:03:13.000]   Quite the character.
[00:03:13.000 --> 00:03:15.000]   Some great stories about Jerry and us.
[00:03:15.000 --> 00:03:18.000]   Let us get to the first story of the Mac world today.
[00:03:18.000 --> 00:03:23.000]   It would be Friday's opening day for iPad orders.
[00:03:23.000 --> 00:03:28.000]   And while we don't know exactly how many iPads were sold because Apple isn't saying there are
[00:03:28.000 --> 00:03:33.000]   a couple of bloggers, one blogger who counted serial numbers and said 152,000 in the first
[00:03:33.000 --> 00:03:34.000]   weekend.
[00:03:34.000 --> 00:03:35.000]   It's not bad.
[00:03:35.000 --> 00:03:39.000]   There's an analyst who said it's much higher than that.
[00:03:39.000 --> 00:03:44.000]   And Apple is reportedly producing or claimed their claims that they're producing like five
[00:03:44.000 --> 00:03:45.000]   or six million in the first year.
[00:03:45.000 --> 00:03:47.000]   They're expecting very high sales.
[00:03:47.000 --> 00:03:51.000]   I think the rumor right now is that it's about 30,000 a day that are getting pre-ordered.
[00:03:51.000 --> 00:03:55.000]   Let's make sure we accurately convey how this is being reported.
[00:03:55.000 --> 00:04:01.000]   Sales have now declined to 30,000 a day of a device that no one has seen.
[00:04:01.000 --> 00:04:03.000]   It's amazing.
[00:04:03.000 --> 00:04:04.000]   Our cheese fravel.
[00:04:04.000 --> 00:04:07.000]   It's pretty amazing how to have a business where you generate $70 million without shipping
[00:04:07.000 --> 00:04:08.000]   anything.
[00:04:08.000 --> 00:04:09.000]   Yeah.
[00:04:09.000 --> 00:04:10.000]   There's so many levels to this that are fine.
[00:04:10.000 --> 00:04:11.000]   I agree with you, Andy.
[00:04:11.000 --> 00:04:14.000]   I saw that I guess was grew with it, the link to that.
[00:04:14.000 --> 00:04:19.000]   Yeah.
[00:04:19.000 --> 00:04:24.000]   Something that's not available yet, that another version of is going to be available in a few
[00:04:24.000 --> 00:04:29.000]   weeks that you don't really have to pre-order in order to buy one of the hundreds of thousands.
[00:04:29.000 --> 00:04:31.000]   I mean, I, you know, I, you know, I, who ordered one?
[00:04:31.000 --> 00:04:32.000]   Who ordered it?
[00:04:32.000 --> 00:04:33.000]   Yeah.
[00:04:33.000 --> 00:04:34.000]   Yeah.
[00:04:34.000 --> 00:04:35.000]   Yeah.
[00:04:35.000 --> 00:04:36.000]   My wife doesn't listen to this.
[00:04:36.000 --> 00:04:37.000]   I pre-ordered.
[00:04:37.000 --> 00:04:38.000]   Yeah.
[00:04:38.000 --> 00:04:41.000]   But, um, but it is funny to me because it's, you know, if you read the macalope or you follow any of this stuff, people are just looking for any upper and let me just stipulate.
[00:04:41.000 --> 00:04:46.000]   I'm always the guy who doesn't want to like over, I don't want to oversell this thing until I've seen it.
[00:04:46.000 --> 00:04:55.000]   But on the other hand, the reporting is very funny, especially in the context of looking at any other computer companies, there are any other electronic company that has this kind of response to something ahead of time.
[00:04:55.000 --> 00:04:59.000]   And they're just looking for all these kind of make believe reasons to think that it's not going to be a success and it's ludicrous.
[00:04:59.000 --> 00:05:02.000]   Did you see the market cap of Apple is now number three?
[00:05:02.000 --> 00:05:06.000]   They're closing in on what they're, well, they're, they're, they're, they're, they're beat Google.
[00:05:06.000 --> 00:05:08.000]   They're going back and forth, but no, I think they're past Google.
[00:05:08.000 --> 00:05:20.000]   They're, they're going back and forth between Walmart, Jim and they, they, they've just Walmart for a couple minutes today and they, um, the only, they would be third behind Microsoft and Exxon, who are about another.
[00:05:20.000 --> 00:05:22.000]   I mean, but that's just stock price.
[00:05:22.000 --> 00:05:23.000]   It's market cap.
[00:05:23.000 --> 00:05:24.000]   It's just market cap.
[00:05:24.000 --> 00:05:33.000]   And the stock price has been, it went down like 1% on Monday because what, because the sales, because the sales had had stock markets, they weren't buying a hundred thousand a day.
[00:05:33.000 --> 00:05:40.000]   And that's why I don't listen to the stock market. It's just not there. It's not why I don't invest in the stock. Yeah, it's not a credible source of information.
[00:05:40.000 --> 00:05:41.000]   Yeah.
[00:05:41.000 --> 00:05:50.000]   Andy, you did an article in the Chicago Sun Times, a good article about seven things we now know about the Apple iPad that we weren't sure about before you want to run through those.
[00:05:50.000 --> 00:05:59.000]   Uh, yeah, there was, it was, it was a big day on Friday, chiefly because I was going through so, I was going through so many, so many emails from so many people.
[00:05:59.000 --> 00:06:10.000]   But quickly realize that Apple had not just opened up the store for the iPad, but they also went ahead and greatly updated all of the pages describing the product.
[00:06:10.000 --> 00:06:17.000]   So there are a lot of things that are now in the, in the product specs that weren't there before among them.
[00:06:17.000 --> 00:06:28.000]   The idea of support of Bluetooth, because Apple sort of very pointedly pointed out that, and because this is works with Bluetooth, this will work with Apple's wireless keyboard.
[00:06:28.000 --> 00:06:36.000]   Which seemed like funny that they weren't saying it will work with any Bluetooth keyboard, but now the text is updated to say, the iPad will work with any Bluetooth keyboard.
[00:06:36.000 --> 00:06:41.000]   So theoretically any keyboard you're out of, you have in your closet right now will work just fine.
[00:06:41.000 --> 00:06:51.000]   The biggest one of them all for me personally was the little line that says that iBooks will run, well, the, the iBook application will work with any ePub formatted book.
[00:06:51.000 --> 00:06:57.000]   So I presume if it's not, none, a DRM content, but that should mean that if you download something.
[00:06:57.000 --> 00:06:58.000]   Exactly.
[00:06:58.000 --> 00:07:03.000]   The line, the exact line is the books app uses the ePub format.
[00:07:03.000 --> 00:07:09.000]   As the most popular open book format in the world, that makes it easier for publishers to create iBooks versions of their favorite reads.
[00:07:09.000 --> 00:07:14.000]   And you can add free ePub titles to iTunes and sync them to the iBooks app on your iPad.
[00:07:14.000 --> 00:07:21.000]   So that's what everybody's been asking me is if I get an iBook, you know, if I can I download arbitrary books and put them on my iPad.
[00:07:21.000 --> 00:07:22.000]   So the answer is yes.
[00:07:22.000 --> 00:07:26.000]   Right. It looks like you'll be responsible for downloading them yourself.
[00:07:26.000 --> 00:07:36.000]   It looked from the, there's still a lot of blanks left to be filled in here, but the, but the wordage makes me think that it'd be more like an iTunes syncing sort of thing where you can sort of introduce it into iTunes.
[00:07:36.000 --> 00:07:38.000]   Then tell iTunes, please sync these books.
[00:07:38.000 --> 00:07:48.000]   It would be great if there was a file association with the ePub format so that if I tap on I'll download link in Project Gutenberg and Safari, it automatically hands off that dot extension.
[00:07:48.000 --> 00:07:50.000]   It makes it available in iBooks.
[00:07:50.000 --> 00:07:52.000]   But don't make that yourself. Can't you mean you just do that yourself?
[00:07:52.000 --> 00:07:57.000]   Change that in the, with that default, default app application.
[00:07:57.000 --> 00:08:09.000]   But it's, but what's really invigorating about that is I think all of us have been wondering all along whether this will have some kind of parody with what's made the iTunes store successful, which even before the, you know, Alex and I talk about this every week, but before the apps even came along.
[00:08:09.000 --> 00:08:15.000]   I think one thing, if the iTunes store went out of the box saying all you could have is DRM, you know, AACs.
[00:08:15.000 --> 00:08:16.000]   It would have been horrible.
[00:08:16.000 --> 00:08:21.000]   It would have been horrible. Much slower adoption. But now I mean, I need iCalibre to have my book sync up.
[00:08:21.000 --> 00:08:25.000]   I like iCalibre OK for what it is, but I really would much rather have something.
[00:08:25.000 --> 00:08:31.000]   And if they can pull that off with the companies they're negotiating with, think about what that does for Apple in the long run.
[00:08:31.000 --> 00:08:32.000]   Again, they become the hub.
[00:08:32.000 --> 00:08:39.000]   You're not relying on some kind of cobbled little, with all respect, some cobbled together Python app to do your syncing.
[00:08:39.000 --> 00:08:44.000]   What do you guys use to convert things to ePub? Because I'm going to have PDFs and I have other things that aren't in PDA.
[00:08:44.000 --> 00:08:46.000]   Maybe PDFs will sync probably.
[00:08:46.000 --> 00:08:48.000]   I just use stanza.
[00:08:48.000 --> 00:08:52.000]   Stanza will convert from any format to any format.
[00:08:52.000 --> 00:09:00.000]   A couple of features that people don't really use that they should is the ability to convert even desktop Word documents, an office documents to ePub formats.
[00:09:00.000 --> 00:09:05.000]   Also, you can just simply give it a URL to any webpage and it'll turn that webpage into an e-book.
[00:09:05.000 --> 00:09:14.000]   That was another thing we learned, which is that the $10 version of pages that will be on the iPad will not only read, but also write Word files.
[00:09:14.000 --> 00:09:16.000]   Which the current one does.
[00:09:16.000 --> 00:09:18.000]   For business that thing I was making.
[00:09:18.000 --> 00:09:19.000]   That was a new thing.
[00:09:19.000 --> 00:09:25.000]   See, the other cool thing is that's another piece of boilerplate that was appearing in just about every single iWork app.
[00:09:25.000 --> 00:09:28.000]   You can easily share the documents you create in pages in a few ways.
