
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   This is Detroit.
[00:00:14.000 --> 00:00:17.000]   Bandwidth for MacBreak Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly@cacfly.com.
[00:00:21.000 --> 00:00:28.000]   [ Music ]
[00:00:28.000 --> 00:00:30.000]   This is MacBreak Weekly.
[00:00:30.000 --> 00:00:33.000]   Episode 197, recorded June 1, 2010.
[00:00:33.000 --> 00:00:34.000]   I-Prom.
[00:00:34.000 --> 00:00:38.000]   [ Music ]
[00:00:38.000 --> 00:00:41.000]   MacBreak Weekly is brought to you by
[00:00:41.000 --> 00:00:44.000]   Carbonite, the leader in online backup.
[00:00:44.000 --> 00:00:48.000]   Backup your PC or Mac offsite securely and automatically.
[00:00:48.000 --> 00:00:51.000]   For a free trial offer, plus two free months with purchase,
[00:00:51.000 --> 00:00:54.000]   go to carbonite.com, offer code, MacBreak.
[00:00:54.000 --> 00:00:58.000]   And buy Squarespace.com, the fast and easy way to publish a
[00:00:58.000 --> 00:01:00.000]   high quality website or blog.
[00:01:00.000 --> 00:01:03.000]   For a free trial and 10% off your new account,
[00:01:03.000 --> 00:01:07.000]   go to squarespace.com/macbreak.
[00:01:07.000 --> 00:01:10.000]   And buy Audible.com.
[00:01:10.000 --> 00:01:16.000]   To download a free audiobook of your choice, go to audible.com/macbreak.
[00:01:16.000 --> 00:01:19.000]   [ Music ]
[00:01:19.000 --> 00:01:22.000]   It's time for MacBreak Weekly, the show that covers everything
[00:01:22.000 --> 00:01:25.000]   coming from Cupertino, including of course all the Mac and
[00:01:25.000 --> 00:01:28.000]   Toshes and iPods and iPhones and iPads.
[00:01:28.000 --> 00:01:29.000]   I got one here.
[00:01:29.000 --> 00:01:30.000]   And guess who else I got here?
[00:01:30.000 --> 00:01:32.000]   He's back from Africa, ladies and gentlemen.
[00:01:32.000 --> 00:01:35.000]   Mr. Alex Lindsey.
[00:01:35.000 --> 00:01:36.000]   Wait a minute, I don't have to say it.
[00:01:36.000 --> 00:01:37.000]   I can sing it.
[00:01:37.000 --> 00:01:39.000]   Alex Lindsey.
[00:01:39.000 --> 00:01:40.000]   Hey.
[00:01:40.000 --> 00:01:41.000]   Hey, Alex Lindsey, good to have you back.
[00:01:41.000 --> 00:01:42.000]   Welcome.
[00:01:42.000 --> 00:01:43.000]   It's great to breathe.
[00:01:43.000 --> 00:01:45.000]   - Oh, you're in Africa. - Yeah, yeah.
[00:01:45.000 --> 00:01:46.000]   I'm sorry.
[00:01:46.000 --> 00:01:48.000]   We won't do that the whole show.
[00:01:48.000 --> 00:01:49.000]   Yeah, no, no.
[00:01:49.000 --> 00:01:50.000]   It's great to be back.
[00:01:50.000 --> 00:01:51.000]   It's good to be back.
[00:01:51.000 --> 00:01:52.000]   Look, right?
[00:01:52.000 --> 00:01:53.000]   I can't believe you flew in last night.
[00:01:53.000 --> 00:01:54.000]   I flew wide, drove in last night.
[00:01:54.000 --> 00:01:56.000]   I flew to LA and then drove up with my wife.
[00:01:56.000 --> 00:01:57.000]   She was with her family.
[00:01:57.000 --> 00:01:59.000]   What are you nuts?
[00:01:59.000 --> 00:02:00.000]   She requested it.
[00:02:00.000 --> 00:02:01.000]   Well, whatever.
[00:02:01.000 --> 00:02:03.000]   It's needed to have Carly the once because she's the boss.
[00:02:03.000 --> 00:02:07.000]   So, but, um, had a great time and saw a lot of technology in Africa.
[00:02:07.000 --> 00:02:08.000]   I can't wait.
[00:02:08.000 --> 00:02:09.000]   We'll hear all about it in a second.
[00:02:09.000 --> 00:02:12.000]   I also want to welcome Mr. Andy Anotko.
[00:02:12.000 --> 00:02:13.000]   You have a--
[00:02:13.000 --> 00:02:14.000]   Hey, Leo.
[00:02:14.000 --> 00:02:16.000]   We're right here at Ernie Bach for Lincoln, Mercury, and boy,
[00:02:16.000 --> 00:02:19.000]   this, if you haven't come down here yet today for your Memorial Day,
[00:02:19.000 --> 00:02:22.000]   you're really sure we're going to be broadcasting all day long with free
[00:02:22.000 --> 00:02:23.000]   blues and hot dogs, kids.
[00:02:23.000 --> 00:02:24.000]   I've done that.
[00:02:24.000 --> 00:02:25.000]   Bring the--
[00:02:25.000 --> 00:02:27.000]   Bring the all lady in the pit slip.
[00:02:27.000 --> 00:02:28.000]   Bring you checkbook.
[00:02:28.000 --> 00:02:29.000]   Andy Anotko.
[00:02:29.000 --> 00:02:31.000]   Come on down.
[00:02:31.000 --> 00:02:33.000]   The hot dogs are hot and the deals are hotter.
[00:02:33.000 --> 00:02:35.000]   I swear to God, I've done that.
[00:02:35.000 --> 00:02:36.000]   I've done it.
[00:02:36.000 --> 00:02:37.000]   Yeah.
[00:02:37.000 --> 00:02:38.000]   I did it at a carpet store.
[00:02:38.000 --> 00:02:41.000]   That was the most depressing point of my DJ career.
[00:02:41.000 --> 00:02:42.000]   I did it at a mall.
[00:02:42.000 --> 00:02:43.000]   A carpeteer.
[00:02:43.000 --> 00:02:45.000]   Give a lot of the carpeteer.
[00:02:45.000 --> 00:02:46.000]   And, uh--
[00:02:46.000 --> 00:02:48.800]   We're only here for another 45 minutes, but you're going to get your
[00:02:48.800 --> 00:02:52.800]   shows up because who wants to see a DJ on a telephone?
[00:02:52.800 --> 00:02:53.800]   No one.
[00:02:53.800 --> 00:02:57.800]   And if you're not buying carpet, and, of course, the owner is standing
[00:02:57.800 --> 00:02:58.800]   there breathing down your next thing.
[00:02:58.800 --> 00:02:59.800]   Where is everybody?
[00:02:59.800 --> 00:03:00.800]   Right.
[00:03:00.800 --> 00:03:02.800]   The salesman said that thousands would show up.
[00:03:02.800 --> 00:03:04.800]   Well, and it depends on the market.
[00:03:04.800 --> 00:03:07.800]   I mean, you know, there are-- any given market I know in Pittsburgh,
[00:03:07.800 --> 00:03:10.800]   there was, like, one radio station that if they showed up,
[00:03:10.800 --> 00:03:11.800]   it would-- half of Pittsburgh would show up.
[00:03:11.800 --> 00:03:12.800]   Right.
[00:03:12.800 --> 00:03:13.800]   But that was--
[00:03:13.800 --> 00:03:14.800]   If Howard Stern goes somewhere, people show.
[00:03:14.800 --> 00:03:15.800]   Exactly.
[00:03:15.800 --> 00:03:16.800]   Not Leo Laport.
[00:03:16.800 --> 00:03:17.800]   Yeah.
[00:03:17.800 --> 00:03:19.800]   I think he's going to get a lot of attention either.
[00:03:19.800 --> 00:03:21.800]   Well, give it to Carve Terek.
[00:03:21.800 --> 00:03:22.800]   May I help you?
[00:03:22.800 --> 00:03:23.800]   Yeah.
[00:03:23.800 --> 00:03:27.800]   So, uh, golly, it's one of those times when you wish you didn't have
[00:03:27.800 --> 00:03:31.800]   to do a show because, really, we're in the lull before the storm.
[00:03:31.800 --> 00:03:35.800]   All the news is about Google and, uh, and, um, a little bit about
[00:03:35.800 --> 00:03:36.800]   Microsoft.
[00:03:36.800 --> 00:03:37.800]   And everyone's just complaining.
[00:03:37.800 --> 00:03:41.800]   And everybody's waiting because the big, big story for us is next
[00:03:41.800 --> 00:03:42.800]   Monday, this Monday.
[00:03:42.800 --> 00:03:43.800]   That's correct.
[00:03:43.800 --> 00:03:48.800]   W.W.D.C. Steve Jobs says you won't be disappointed.
[00:03:48.800 --> 00:03:51.800]   I'm not-- I'm not-- I-- I-- I realize I was thinking about it.
[00:03:51.800 --> 00:03:54.800]   I didn't feel like I-- there's not that much I needed new for my iPhone.
[00:03:54.800 --> 00:03:56.800]   So I don't think I will be disappointed.
[00:03:56.800 --> 00:03:57.800]   Well, good.
[00:03:57.800 --> 00:03:58.800]   You're right.
[00:03:58.800 --> 00:04:00.800]   We already know it ain't going to be much new in there.
[00:04:00.800 --> 00:04:03.800]   Unless-- Andy, you have something you'd like to add.
[00:04:03.800 --> 00:04:05.800]   I have nothing I'd like to add.
[00:04:05.800 --> 00:04:06.800]   [LAUGHTER]
[00:04:06.800 --> 00:04:07.800]   Love it.
[00:04:07.800 --> 00:04:09.800]   Love Andy and not go.
[00:04:09.800 --> 00:04:10.800]   All right.
[00:04:10.800 --> 00:04:12.800]   I said I loved you, Lately.
[00:04:12.800 --> 00:04:14.800]   Yeah, but you know what?
[00:04:14.800 --> 00:04:16.800]   I can never hear it enough, Leo.
[00:04:16.800 --> 00:04:18.800]   My mother, by the way, is in studio today.
[00:04:18.800 --> 00:04:21.800]   She's the silent fourth in this show.
[00:04:21.800 --> 00:04:25.800]   You can't see her because no camera is pointed at her, but, uh, she
[00:04:25.800 --> 00:04:27.800]   loves you, Andy and I go.
[00:04:27.800 --> 00:04:30.800]   And she says, "Come on over for a home-cooked meal any time."
[00:04:30.800 --> 00:04:35.800]   Your mom is about nine pounds of adorable and a six pound sack.
[00:04:35.800 --> 00:04:37.800]   She's quite wonderful.
[00:04:37.800 --> 00:04:38.800]   You got her.
[00:04:38.800 --> 00:04:40.800]   You know it because you met her on a cruise.
[00:04:40.800 --> 00:04:41.800]   I forgot.
[00:04:41.800 --> 00:04:44.800]   Yeah, no, it was the most-- it was like really one of the most
[00:04:44.800 --> 00:04:47.800]   adorable things I'd ever seen because she was making you a sweater.
[00:04:47.800 --> 00:04:49.800]   But she didn't want you to-- she wanted you to be surprised.
[00:04:49.800 --> 00:04:52.800]   So you had to close your eyes while she was like holding it up
[00:04:52.800 --> 00:04:54.800]   against you and like sort of measuring it.
[00:04:54.800 --> 00:04:55.800]   Crisis.
[00:04:55.800 --> 00:04:56.800]   You guys have a good memory.
[00:04:56.800 --> 00:04:58.800]   Dang.
[00:04:58.800 --> 00:05:02.800]   So Steve Jobs is going to be on stage at D8 today, the D Conference,
[00:05:02.800 --> 00:05:05.800]   Cara Swisher and Walt Mossberg's conference.
[00:05:05.800 --> 00:05:07.800]   So he might say something not.
[00:05:07.800 --> 00:05:08.800]   Yeah.
[00:05:08.800 --> 00:05:13.800]   Only an email.
[00:05:14.800 --> 00:05:16.800]   I think it's pretty savvy actually.
[00:05:16.800 --> 00:05:17.800]   It's a good way to kind of--
[00:05:17.800 --> 00:05:19.800]   I think it's very savagely--
[00:05:19.800 --> 00:05:21.800]   At least he's taking control of the message.
[00:05:21.800 --> 00:05:22.800]   Right.
[00:05:22.800 --> 00:05:25.800]   And knowing Steve, it's got to be him, right?
[00:05:25.800 --> 00:05:30.800]   Katie Cotton, Apple's PR person is a messenger, but she's
[00:05:30.800 --> 00:05:34.800]   messaging only his input, right?
[00:05:34.800 --> 00:05:36.800]   Yeah, I mean it seems like it.
[00:05:36.800 --> 00:05:39.800]   I mean, when you look at the-- you can almost hear him say it
[00:05:39.800 --> 00:05:41.800]   when you see the stuff going through there soon.
[00:05:41.800 --> 00:05:43.800]   So I guess--
[00:05:43.800 --> 00:05:47.800]   We could just wrap the show up right now.
[00:05:47.800 --> 00:05:50.800]   I don't know what to say.
[00:05:50.800 --> 00:05:52.800]   We could talk, we could speculate.
[00:05:52.800 --> 00:05:54.800]   There have been rumors.
[00:05:54.800 --> 00:05:57.800]   Well, it's more like trying to figure out why would he schedule
[00:05:57.800 --> 00:06:01.800]   such a high-profile talk just one week before he's going to have
[00:06:01.800 --> 00:06:03.800]   an entire stage to himself?
[00:06:03.800 --> 00:06:07.800]   And I think it will be interesting to see where he puts that
[00:06:07.800 --> 00:06:10.800]   sort of dividing line between these are things that I can talk
[00:06:10.800 --> 00:06:16.800]   about with my good personal friend, Walt Mossberg,
[00:06:16.800 --> 00:06:20.800]   whom I'm quite the buddy with because I'm just one of those
[00:06:20.800 --> 00:06:24.800]   regular guys who likes to pail around with journalists all
[00:06:24.800 --> 00:06:26.800]   time to--
[00:06:26.800 --> 00:06:29.800]   And what stuff will he keep close to the vests for next
[00:06:29.800 --> 00:06:30.800]   Monday?
[00:06:30.800 --> 00:06:32.800]   I hope they ask him about La La.
[00:06:32.800 --> 00:06:34.800]   The other shoe dropped on La La yesterday.
[00:06:34.800 --> 00:06:36.800]   We knew they were going to shut it down.
[00:06:36.800 --> 00:06:39.800]   But the question is, why do they acquire it and what are they
[00:06:39.800 --> 00:06:40.800]   going to do with it?
[00:06:40.800 --> 00:06:42.800]   This was a streaming music service.
[00:06:42.800 --> 00:06:44.800]   I think that there's also an opportunity for him to continue
[00:06:44.800 --> 00:06:48.800]   his campaign related to-- he can talk more about the I-Ads.
[00:06:48.800 --> 00:06:51.800]   He can also continue his campaign about why Apple's not
[00:06:51.800 --> 00:06:53.800]   supporting Flash and unified--
[00:06:53.800 --> 00:06:54.800]   That's what it's going to be.
[00:06:54.800 --> 00:06:56.800]   I think that's him who stay on message.
[00:06:56.800 --> 00:07:00.800]   Because that's a great platform for him to continue making his
[00:07:00.800 --> 00:07:03.800]   argument, whether people buy it or not.
[00:07:03.800 --> 00:07:06.800]   Because it's a place where he needs to be getting that stuff out
[00:07:06.800 --> 00:07:09.800]   in the form of a conversation with another person as a human
