
[00:00:00.000 --> 00:00:04.000]   [music]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:13.000]   This is Detroit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly@cachiefly.com.
[00:00:29.000 --> 00:00:34.000]   This is Mac Break Weekly, Episode 51, for August 1st, 2007.
[00:00:34.000 --> 00:00:36.000]   Chocolate Rain.
[00:00:36.000 --> 00:00:43.000]   Mac Break Weekly is brought to you by Audible.com.
[00:00:43.000 --> 00:00:49.000]   For your free audiobook, visit audible.com/macbreak.
[00:00:49.000 --> 00:00:54.000]   It's time for Mac Break Weekly.
[00:00:54.000 --> 00:00:56.000]   We got a bunch of rich people who own Apple stock on the show this week,
[00:00:56.000 --> 00:00:59.000]   so I just want you to know that if you're taking any stock advice,
[00:00:59.000 --> 00:01:01.000]   we're the wrong people to listen to.
[00:01:01.000 --> 00:01:03.000]   There you go, Scott Born.
[00:01:03.000 --> 00:01:05.000]   That's for Scott Born's attorney.
[00:01:05.000 --> 00:01:09.000]   Scott Born is an Apple shareholder.
[00:01:09.000 --> 00:01:12.000]   All of us may or may not own some tech stock.
[00:01:12.000 --> 00:01:14.000]   I've told people I've owned 10 shares of Google.
[00:01:14.000 --> 00:01:17.000]   I don't own an Apple stock, but we probably should say up front,
[00:01:17.000 --> 00:01:19.000]   and we have never said this explicitly.
[00:01:19.000 --> 00:01:23.000]   Yeah, and by the way, those 10 shares of Google,
[00:01:23.000 --> 00:01:26.000]   that's why those people are camped down in front of your house.
[00:01:26.000 --> 00:01:27.000]   (laughter)
[00:01:27.000 --> 00:01:29.000]   You know, I've always wondered about this.
[00:01:29.000 --> 00:01:31.000]   There have been some journalists who've gotten in a lot of trouble,
[00:01:31.000 --> 00:01:33.000]   but we're not exact.
[00:01:33.000 --> 00:01:34.000]   Well, maybe we are.
[00:01:34.000 --> 00:01:38.000]   I'm thinking of one guy in particular who had a column.
[00:01:38.000 --> 00:01:40.000]   I think it was in the Wall Street Journal,
[00:01:40.000 --> 00:01:44.000]   but in some important financial journal where he was talking about stocks all the time
[00:01:44.000 --> 00:01:47.000]   and never disclosed that he actually had ownership in some of those stocks.
[00:01:47.000 --> 00:01:49.000]   In that case, I think he was giving stock advice,
[00:01:49.000 --> 00:01:51.000]   and I'm not giving anybody stock advice.
[00:01:51.000 --> 00:01:52.000]   Exactly.
[00:01:52.000 --> 00:01:56.000]   I will tell you where to get a really good cut of roast beef in San Francisco.
[00:01:56.000 --> 00:01:57.000]   Oh, where's that?
[00:01:57.000 --> 00:02:00.000]   Oh, that would be the house of prime rib,
[00:02:00.000 --> 00:02:02.000]   because technically prime rib is roast beef.
[00:02:02.000 --> 00:02:03.000]   It is.
[00:02:03.000 --> 00:02:04.000]   It is.
[00:02:04.000 --> 00:02:07.000]   Of course, Merlin Mann was the guy who turned us on to the house of prime rib.
[00:02:07.000 --> 00:02:10.000]   Beef eater Merlin Mann, do you have anything to disclose?
[00:02:10.000 --> 00:02:14.000]   I'm still holding some, I've got some pets.com,
[00:02:14.000 --> 00:02:16.000]   and a little bit of home grocer.
[00:02:16.000 --> 00:02:17.000]   (laughter)
[00:02:17.000 --> 00:02:20.000]   And I'm pretty, I'm pretty, I'm a little bit exposed in peepod right now.
[00:02:20.000 --> 00:02:21.000]   I'm bullish on peepod, yep.
[00:02:21.000 --> 00:02:23.000]   I think peepod is going to go places now.
[00:02:23.000 --> 00:02:27.000]   I don't, basically, this microphone and a computer.
[00:02:27.000 --> 00:02:28.000]   That's bad.
[00:02:28.000 --> 00:02:29.000]   I don't even on the microphone.
[00:02:29.000 --> 00:02:30.000]   It's in Hawk.
[00:02:30.000 --> 00:02:31.000]   It's leased.
[00:02:31.000 --> 00:02:32.000]   It's leased.
[00:02:32.000 --> 00:02:33.000]   Remember Cosmo?
[00:02:33.000 --> 00:02:34.000]   Was it Cosmo?
[00:02:34.000 --> 00:02:35.000]   Oh, yeah.
[00:02:35.000 --> 00:02:37.000]   I think my Christmas shopping was Cosmo.
[00:02:37.000 --> 00:02:38.000]   I loved Cosmo.
[00:02:38.000 --> 00:02:40.000]   Everybody, everybody was a customer of Cosmo, loved it,
[00:02:40.000 --> 00:02:44.000]   but if you really thought about it, there couldn't possibly have been any money
[00:02:44.000 --> 00:02:48.000]   in the business of delivering a pack of cigarettes to a guy in the mission district
[00:02:48.000 --> 00:02:49.000]   at two in the morning.
[00:02:49.000 --> 00:02:54.000]   Having a business in San Francisco where some guy could call you at 11 o'clock
[00:02:54.000 --> 00:02:59.000]   and order just a quart of Hagen-Das, I'm just saying San Francisco is not the place
[00:02:59.000 --> 00:03:00.000]   to go with that business.
[00:03:00.000 --> 00:03:03.000]   So it was San Francisco New York, it was guys and bikes.
[00:03:03.000 --> 00:03:04.000]   Yeah.
[00:03:04.000 --> 00:03:05.000]   And you could buy what?
[00:03:05.000 --> 00:03:08.000]   Ice cream, cigarettes, and oh, they'd bring you videos, right?
[00:03:08.000 --> 00:03:15.000]   One day I ordered all CDs for all my family members and a case for my palm five.
[00:03:15.000 --> 00:03:16.000]   (laughter)
[00:03:16.000 --> 00:03:17.000]   It was there in an hour.
[00:03:17.000 --> 00:03:18.000]   (laughter)
[00:03:18.000 --> 00:03:20.000]   They lost so much money.
[00:03:20.000 --> 00:03:21.000]   Anyway, we do not own that stuff.
[00:03:21.000 --> 00:03:22.000]   They're on the snickers.
[00:03:22.000 --> 00:03:25.000]   And one of the analysts was always saying, you know, I know these guys
[00:03:25.000 --> 00:03:28.000]   don't even go out of business any minute, but I wish they wouldn't because my wife loves them.
[00:03:28.000 --> 00:03:29.000]   Well, that's exactly it.
[00:03:29.000 --> 00:03:31.000]   This was a company that made its customers very happy.
[00:03:31.000 --> 00:03:32.000]   It's stockholders.
[00:03:32.000 --> 00:03:33.000]   That's so happy.
[00:03:33.000 --> 00:03:37.000]   Alex Lindsey is also here from the Pixel Core, Pixel Core.com.
[00:03:37.000 --> 00:03:41.000]   For those who are interested, Alex, do you have anything to this claim?
[00:03:41.000 --> 00:03:44.000]   I wish I had stock.
[00:03:44.000 --> 00:03:45.000]   I think that would be it.
[00:03:45.000 --> 00:03:49.000]   I have a virtual stock, which I've done very well on my smartphone.
[00:03:49.000 --> 00:03:50.000]   That's right.
[00:03:50.000 --> 00:03:55.400]   I put about 400,000 into a handful of companies, and that 400,000 in three years has grown
[00:03:55.400 --> 00:03:58.000]   to about 3 million, and I really wish it was real.
[00:03:58.000 --> 00:03:59.000]   Oh, my God.
[00:03:59.000 --> 00:04:00.000]   So what site is that?
[00:04:00.000 --> 00:04:02.000]   It's called Mocatocracy.com.
[00:04:02.000 --> 00:04:03.000]   Mocatocracy.
[00:04:03.000 --> 00:04:05.000]   And what they do is that it manages your...
[00:04:05.000 --> 00:04:07.000]   Basically, it gives you a million dollars to work with.
[00:04:07.000 --> 00:04:10.000]   And then you can just say, you can build your own little fund, and you build...
[00:04:10.000 --> 00:04:13.000]   And mine's like the Alex Media fund or something like that.
[00:04:13.000 --> 00:04:18.000]   And I put money in Apple, and Pixar, and Nvidia, and ATI, and Adobe, and a couple of other ones.
[00:04:18.000 --> 00:04:19.000]   Just stuff you love.
[00:04:19.000 --> 00:04:23.720]   Yeah, and that's their whole argument, is that people invest in areas that they know a lot
[00:04:23.720 --> 00:04:27.520]   about their own industries could do very well.
[00:04:27.520 --> 00:04:33.280]   And so anyway, I did it, and every time I get a weekly report on how well I'm doing,
[00:04:33.280 --> 00:04:35.000]   and it's really hard.
[00:04:35.000 --> 00:04:36.840]   I really wish it was real money.
[00:04:36.840 --> 00:04:37.840]   That's all I could say.
[00:04:37.840 --> 00:04:38.840]   So that's my only disclaimer.
[00:04:38.840 --> 00:04:41.240]   Otherwise, I don't own any publicly traded stock.
[00:04:41.240 --> 00:04:43.240]   I have stock in my own companies.
[00:04:43.240 --> 00:04:47.600]   I guess to do this, and we'll probably have to do this from now on, to do a serious disclaimer.
[00:04:47.600 --> 00:04:51.680]   People who are on the podcast on the Twitter network may or may not own stocks in the companies
[00:04:51.680 --> 00:04:53.120]   we're talking about.
[00:04:53.120 --> 00:04:57.000]   If you are investing, you should see serious advice from people who know what they're talking
[00:04:57.000 --> 00:04:58.480]   about, and not us.
[00:04:58.480 --> 00:05:01.440]   That seems like that would cover everything there.
[00:05:01.440 --> 00:05:05.320]   And I will say that if it comes to a discussion of Kentucky Fried Chicken, I'd be seriously
[00:05:05.320 --> 00:05:06.320]   biased.
[00:05:06.320 --> 00:05:07.320]   Against it.
[00:05:07.320 --> 00:05:08.840]   For or again it.
[00:05:08.840 --> 00:05:13.280]   It used to be for, but now it's against because it really sucks to use your iPhone after going
[00:05:13.280 --> 00:05:15.080]   to Kentucky Fried Chicken.
[00:05:15.080 --> 00:05:16.080]   Yes.
[00:05:16.080 --> 00:05:19.960]   And I have to say, do not wear face powder if you use an iPhone either.
[00:05:19.960 --> 00:05:22.640]   I don't want to crud.
[00:05:22.640 --> 00:05:25.640]   That's it for Merlin.
[00:05:25.640 --> 00:05:26.640]   He knows he doesn't want one.
[00:05:26.640 --> 00:05:29.880]   If I have to choose between iPhone and drag, don't do that to me.
[00:05:29.880 --> 00:05:30.880]   Oh, you look at this.
[00:05:30.880 --> 00:05:34.600]   I have to admit, I noticed when I leave the lab, you know, in Vancouver I get a lot more
[00:05:34.600 --> 00:05:37.360]   strange looks if I forget to take my makeup off.
[00:05:37.360 --> 00:05:40.400]   When I was in San Francisco, I'd leave, you know, call for help or screensavers and I'd
[00:05:40.400 --> 00:05:43.360]   forget to take my makeup off and people would look at you and you'd get like the second
[00:05:43.360 --> 00:05:46.400]   look and then I'd be like, oh, yeah, I can just go do it.
[00:05:46.400 --> 00:05:47.400]   It fits right in.
[00:05:47.400 --> 00:05:50.000]   You can walk around naked in San Francisco.
[00:05:50.000 --> 00:05:51.600]   Is it Pride Week again?
[00:05:51.600 --> 00:05:53.240]   Didn't we just have Pride Week?
[00:05:53.240 --> 00:05:54.880]   We just had it.
[00:05:54.880 --> 00:05:59.120]   So I have, is there any Mac news at all or should we just continue to talk about disclaimers
[00:05:59.120 --> 00:06:00.120]   for the rest of the show?
[00:06:00.120 --> 00:06:02.960]   No, we got to talk about three billion songs.
[00:06:02.960 --> 00:06:05.040]   Three billion songs.
[00:06:05.040 --> 00:06:06.040]   Wow.
[00:06:06.040 --> 00:06:08.120]   That's got to be news if nothing else is.
[00:06:08.120 --> 00:06:11.560]   And that's it went from two billion to three billion in two hundred and three days.
[00:06:11.560 --> 00:06:15.200]   I was going to say it seems our little boys growing up so fast.
[00:06:15.200 --> 00:06:18.080]   It seems like just the other day, their first million songs.
[00:06:18.080 --> 00:06:19.520]   Wow.
[00:06:19.520 --> 00:06:24.160]   And and by the way, one billion iPod sales in six months.
[00:06:24.160 --> 00:06:26.040]   That's going to be a big record.
[00:06:26.040 --> 00:06:27.200]   One billion in iPod sales?
[00:06:27.200 --> 00:06:28.200]   Yes.
[00:06:28.200 --> 00:06:31.960]   Sometime in the next six months, they, is that what they said?
[00:06:31.960 --> 00:06:32.960]   Well, that can't be right.
[00:06:32.960 --> 00:06:34.400]   That's kind of a viewer.
[00:06:34.400 --> 00:06:37.440]   This is where the playlist mag was a bad headline.
[00:06:37.440 --> 00:06:40.240]   Six months to one billion, six months to one billion.
[00:06:40.240 --> 00:06:42.960]   It means everybody in America owns four.
[00:06:42.960 --> 00:06:45.040]   No, no, it's it's one billion.
[00:06:45.040 --> 00:06:46.560]   And I and this is my fault.
[00:06:46.560 --> 00:06:50.240]   I I I just read that that I was typing quickly.
[00:06:50.240 --> 00:06:52.720]   So it's one it's one billion six months to one billion.
[00:06:52.720 --> 00:06:53.720]   It took I get it.
[00:06:53.720 --> 00:06:57.720]   It took a little less than three years to sell the first billion, a little less than a year
[00:06:57.720 --> 00:06:59.040]   to tell the second billion.
[00:06:59.040 --> 00:07:04.000]   And now in six months, they just passed the three billion mark.
[00:07:04.000 --> 00:07:08.000]   So this at this trajectory by the end of the year, we hit four billion or actually even
[00:07:08.000 --> 00:07:09.000]   by November.
[00:07:09.000 --> 00:07:13.280]   That's 57 songs a second.
[00:07:13.280 --> 00:07:19.520]   720 carabytes per month and three billion dollars.
[00:07:19.520 --> 00:07:24.480]   That that the not for Apple that the nobody grossing gross money moving through the bank
[00:07:24.480 --> 00:07:25.480]   account.
[00:07:25.480 --> 00:07:28.560]   Let me tell you hold on to that for 18 hours and that makes you a couple hundred million.
[00:07:28.560 --> 00:07:29.560]   The float alone exactly.
[00:07:29.560 --> 00:07:34.920]   It's going to be interesting to watch those two trend lines cross as as more of these,
[00:07:34.920 --> 00:07:38.560]   you know, I had this sounds unkind, but to watch the bricks and mortar kind of fall
[00:07:38.560 --> 00:07:42.040]   away and to see, I mean, gosh, I mean, how many?
