
[00:00:00.000 --> 00:00:04.000]   [music]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:13.000]   This is Detroit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for MacBreak Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly@cachiefly.com.
[00:00:29.000 --> 00:00:34.000]   This is MacBreak Weekly, episode 50, for July 25, 2007,
[00:00:34.000 --> 00:00:37.000]   Pennsylvania 6-5,000.
[00:00:37.000 --> 00:00:43.000]   MacBreak Weekly is brought to you by audible.com.
[00:00:43.000 --> 00:00:49.000]   For your free audio book, visit audible.com/macbreak.
[00:00:49.000 --> 00:00:54.000]   MacBreak Weekly, episode 50, halfway through our
[00:00:54.000 --> 00:00:59.000]   Century Mark, and joining us 50 panelists, one for each
[00:00:59.000 --> 00:01:00.000]   episode.
[00:01:00.000 --> 00:01:01.000]   It's going to be a big show.
[00:01:01.000 --> 00:01:02.000]   Feels like it.
[00:01:02.000 --> 00:01:05.000]   We got a big panel starting with from applephoneshow.com,
[00:01:05.000 --> 00:01:06.000]   the lovely Scott Bourne.
[00:01:06.000 --> 00:01:07.000]   Hello, Scott.
[00:01:07.000 --> 00:01:09.000]   The lovely Scott Bourne.
[00:01:09.000 --> 00:01:11.000]   That's about the first time in 40 years somebody's
[00:01:11.000 --> 00:01:12.000]   referred to me as lovely.
[00:01:12.000 --> 00:01:14.000]   It's all that time you're spending on your new bike.
[00:01:14.000 --> 00:01:16.000]   That's it.
[00:01:16.000 --> 00:01:18.000]   It's got a new motorcycle on the way.
[00:01:18.000 --> 00:01:20.000]   Actually, it hasn't been delivered yet.
[00:01:20.000 --> 00:01:21.000]   It's being built.
[00:01:21.000 --> 00:01:23.000]   I had to pay for it in advance, but yes, it's very nice.
[00:01:23.000 --> 00:01:25.000]   Once you give us the money, we'll buy the parts and assemble it.
[00:01:25.000 --> 00:01:26.000]   Yeah, that seems fair.
[00:01:26.000 --> 00:01:27.000]   It's a victory vision.
[00:01:27.000 --> 00:01:29.000]   VictoryVision.com.
[00:01:29.000 --> 00:01:31.000]   You look like a good bike.
[00:01:31.000 --> 00:01:32.000]   No, no, no.
[00:01:32.000 --> 00:01:33.000]   The big cruiser.
[00:01:33.000 --> 00:01:35.000]   And that voice is Alex Lindsay.
[00:01:35.000 --> 00:01:36.000]   Hello, Alex Lindsay.
[00:01:36.000 --> 00:01:37.000]   Hello.
[00:01:37.000 --> 00:01:38.000]   Hello.
[00:01:38.000 --> 00:01:39.000]   You have your muff on?
[00:01:39.000 --> 00:01:40.000]   No, I don't have a muff on.
[00:01:40.000 --> 00:01:41.000]   Doesn't he sound muffled?
[00:01:41.000 --> 00:01:42.000]   Yeah.
[00:01:42.000 --> 00:01:44.000]   Do you have any compression on?
[00:01:44.000 --> 00:01:46.000]   No, I don't have any compression on.
[00:01:46.000 --> 00:01:47.000]   Hold on.
[00:01:47.000 --> 00:01:48.000]   How's that?
[00:01:48.000 --> 00:01:49.000]   Is that better?
[00:01:49.000 --> 00:01:50.000]   No, but that's okay.
[00:01:50.000 --> 00:01:57.000]   Alex is, of course, from pixelcore.tv and pixelcore, which is the home of many fine video podcasts,
[00:01:57.000 --> 00:01:59.000]   including the lovely Mac Break.
[00:01:59.000 --> 00:02:03.000]   Parent podcast to this tiny little audio thing.
[00:02:03.000 --> 00:02:04.000]   Flying.
[00:02:04.000 --> 00:02:07.000]   Also here from New York City, Mr. Brett Larson.
[00:02:07.000 --> 00:02:08.000]   Hello, Brett.
[00:02:08.000 --> 00:02:09.000]   Hey, hey.
[00:02:09.000 --> 00:02:11.000]   Tech reporter for Fox 5.
[00:02:11.000 --> 00:02:12.000]   Mm-hmm.
[00:02:12.000 --> 00:02:13.000]   And environmental reporter.
[00:02:13.000 --> 00:02:14.000]   Very exciting.
[00:02:14.000 --> 00:02:15.000]   If you have any questions about garbage.
[00:02:15.000 --> 00:02:21.000]   Yes, recycle.
[00:02:21.000 --> 00:02:22.000]   Remember kids, recycle.
[00:02:22.000 --> 00:02:23.000]   Reuse, recycle.
[00:02:23.000 --> 00:02:24.000]   Free purpose.
[00:02:24.000 --> 00:02:28.000]   And it's all about compact fluorescent lighting.
[00:02:28.000 --> 00:02:32.000]   Finally, if you like hot dogs, you're going to love Merlin Man.
[00:02:32.000 --> 00:02:33.000]   Hello, Leo.
[00:02:33.000 --> 00:02:34.000]   How are you?
[00:02:34.000 --> 00:02:35.000]   Oh, mylin, oh, I, I.
[00:02:35.000 --> 00:02:37.000]   Listen, Brett, what should I do?
[00:02:37.000 --> 00:02:39.000]   Should I be repurposing or reusing?
[00:02:39.000 --> 00:02:41.000]   Is there one better than the other?
[00:02:41.000 --> 00:02:47.000]   Well, you should always reuse when possible, but you should always recycle.
[00:02:47.000 --> 00:02:49.000]   And here in the city of New York, it's the law.
[00:02:49.000 --> 00:02:50.000]   You have to recycle.
[00:02:50.000 --> 00:02:51.000]   Buildings get fined if they throw out recyclable.
[00:02:51.000 --> 00:02:54.000]   I have to find a way to repurpose our podcasts.
[00:02:54.000 --> 00:02:58.000]   I've repurposed my career for five years ago.
[00:02:58.000 --> 00:03:00.000]   Yeah, that's worked for me as well.
[00:03:00.000 --> 00:03:03.000]   I'm basically saying the same things over and over again.
[00:03:03.000 --> 00:03:04.000]   Mm-hmm.
[00:03:04.000 --> 00:03:05.000]   Nothing new.
[00:03:05.000 --> 00:03:07.000]   Well, Apple released its quarterly results.
[00:03:07.000 --> 00:03:15.280]   Actually, it's an interesting story because the day before AT&T announced that, well, we
[00:03:15.280 --> 00:03:22.400]   only sold 146-- I'm sorry, we only activated-- and this is important distinction.
[00:03:22.400 --> 00:03:29.080]   We only activated 146,000 iPhones in the first weekend.
[00:03:29.080 --> 00:03:34.440]   And that caused a sudden precipitous drop in the stock price, costing Scott Born several
[00:03:34.440 --> 00:03:36.000]   million dollars.
[00:03:36.000 --> 00:03:37.000]   [LAUGHTER]
[00:03:37.000 --> 00:03:40.000]   No, it was only-- it was only-- what it was-- it wasn't--
[00:03:40.000 --> 00:03:41.000]   6.1%.
[00:03:41.000 --> 00:03:42.000]   Well, that's--
[00:03:42.000 --> 00:03:44.000]   He drops that much on the pack man each week.
[00:03:44.000 --> 00:03:46.000]   6.1% is a lot.
[00:03:46.000 --> 00:03:47.000]   It was.
[00:03:47.000 --> 00:03:50.000]   It precipitated my immediate buy order for more stock.
[00:03:50.000 --> 00:03:52.000]   Yeah, he just took that as an opportunity.
[00:03:52.000 --> 00:03:56.760]   And, you know, it's really interesting because it's interesting how much the stock market is
[00:03:56.760 --> 00:03:59.000]   influenced by expectations.
[00:03:59.000 --> 00:04:01.000]   That's crazy, isn't it?
[00:04:01.000 --> 00:04:07.600]   So 146,000 in one weekend, a lot of phones by any reckoning.
[00:04:07.600 --> 00:04:10.840]   5,000 activations per hour.
[00:04:10.840 --> 00:04:13.640]   I mean, that's more than AT&T's ever had before.
[00:04:13.640 --> 00:04:15.560]   Well, and obviously they couldn't handle it.
[00:04:15.560 --> 00:04:16.560]   It was so many.
[00:04:16.560 --> 00:04:21.280]   And the analysts before the sale had predicted 100,000 would be a success.
[00:04:21.280 --> 00:04:23.040]   So the analysts themselves said 100,000.
[00:04:23.040 --> 00:04:26.360]   It was just after the superheated lines and everything people thought that would be a
[00:04:26.360 --> 00:04:27.360]   quarter of a million.
[00:04:27.360 --> 00:04:30.360]   It turned out that it was.
[00:04:30.360 --> 00:04:31.360]   It was 270,000.
[00:04:31.360 --> 00:04:32.360]   Okay, okay, yeah.
[00:04:32.360 --> 00:04:33.840]   Well, that's part two.
[00:04:33.840 --> 00:04:37.440]   So anyway, so AT&T kind of threw cold water on it.
[00:04:37.440 --> 00:04:40.280]   So we only activate 146,000.
[00:04:40.280 --> 00:04:45.000]   And by the way, front page on the Chronicle, iPhone sales disappoint.
[00:04:45.000 --> 00:04:46.000]   And then you're right.
[00:04:46.000 --> 00:04:48.360]   I mean, unbelievable how the press dealt with this.
[00:04:48.360 --> 00:04:51.240]   I mean, they really-- it's clear.
[00:04:51.240 --> 00:04:55.240]   And this always happens, whether it's Paris Hilton or the iPhone.
[00:04:55.240 --> 00:04:56.240]   The press--
[00:04:56.240 --> 00:04:57.240]   They chop and they chop you down.
[00:04:57.240 --> 00:04:58.600]   They love building them up.
[00:04:58.600 --> 00:05:00.000]   They love overhyping it.
[00:05:00.000 --> 00:05:01.760]   And we're not innocent of that.
[00:05:01.760 --> 00:05:07.280]   And then, boom, cut the legs out right out from under them as soon as they get too uppity.
[00:05:07.280 --> 00:05:13.160]   So it turns out that-- and even in the Chronicle's own reporting, once you finally got to the
[00:05:13.160 --> 00:05:16.840]   business section, said, well, remember that there were activation issues.
[00:05:16.840 --> 00:05:23.280]   Many phones were purchased for gifts or for later use and may not have been activated that
[00:05:23.280 --> 00:05:24.280]   first week.
[00:05:24.280 --> 00:05:26.520]   And that was the sales that was just activations.
[00:05:26.520 --> 00:05:30.920]   And then today, Apple on its conference call for its quarterly earnings.
[00:05:30.920 --> 00:05:35.320]   And we've scheduled-- we've cleverly scheduled our podcast for one hour after that conference
[00:05:35.320 --> 00:05:40.040]   call, said, well, we sold $20,000 in the first 30 hours.
[00:05:40.040 --> 00:05:41.880]   That's pretty good.
[00:05:41.880 --> 00:05:43.240]   That is really good for us.
[00:05:43.240 --> 00:05:44.880]   I mean, for a cell phone?
[00:05:44.880 --> 00:05:45.880]   Because that's what it is.
[00:05:45.880 --> 00:05:47.400]   An expensive cell phone.
[00:05:47.400 --> 00:05:48.400]   Very expensive, yes.
[00:05:48.400 --> 00:05:52.920]   So I'm just wondering how many months it took Microsoft to sell 230,000 zoons.
[00:05:52.920 --> 00:05:53.920]   Yeah.
[00:05:53.920 --> 00:05:56.880]   I guess my real question-- and really--
[00:05:56.880 --> 00:05:57.880]   Have they yet?
[00:05:57.880 --> 00:06:03.160]   They claim that at the end of this month or end of June, they had sold a million, they
[00:06:03.160 --> 00:06:04.160]   claim.
[00:06:04.160 --> 00:06:08.040]   And I should qualify how many zoons they've sold to non-Microsoft employees.
[00:06:08.040 --> 00:06:09.040]   Yeah, really.
[00:06:09.040 --> 00:06:10.640]   With a gun held to their head.
[00:06:10.640 --> 00:06:17.600]   The truth is I think the real test of the iPhone is not the first weekend, but subsequent
[00:06:17.600 --> 00:06:19.120]   weeks and months.
[00:06:19.120 --> 00:06:23.440]   And I wonder what we don't know is how they-- are you probably on the call?
[00:06:23.440 --> 00:06:24.440]   Were you?
[00:06:24.440 --> 00:06:25.440]   Scott, I imagine you were sitting--
[00:06:25.440 --> 00:06:29.960]   You know, I was just tearing my hair out because I couldn't get in.
[00:06:29.960 --> 00:06:33.280]   It was no doubt a very interesting call to a lot of people because normally I have no
[00:06:33.280 --> 00:06:34.520]   problem getting in.
[00:06:34.520 --> 00:06:35.640]   I could not get in.
[00:06:35.640 --> 00:06:36.840]   I tried getting in online.
[00:06:36.840 --> 00:06:40.640]   I tried getting in on the actual phone call, tried getting in through my broker.
[00:06:40.640 --> 00:06:41.640]   Shut down.
[00:06:41.640 --> 00:06:42.640]   Wow.
[00:06:42.640 --> 00:06:44.280]   Well, that must have frustrated you.
[00:06:44.280 --> 00:06:45.380]   I was going nuts.
[00:06:45.380 --> 00:06:48.920]   What they didn't say, they said-- and this may be-- I don't know if you want to read tea
[00:06:48.920 --> 00:06:51.760]   leaves-- it may be an indication of softness and subsequent sales.
[00:06:51.760 --> 00:06:56.160]   They did talk about 270,000 phones in the first 30 hours, but they didn't give any other--
[00:06:56.160 --> 00:06:57.440]   as far as I could tell-- sales numbers.
[00:06:57.440 --> 00:07:03.920]   They merely said we're still on track for a goal of 10 million phones in calendar 2008.
[00:07:03.920 --> 00:07:06.920]   You won't hear any more numbers out of them at all until next quarter.
[00:07:06.920 --> 00:07:08.560]   I'm surprised they said numbers at all.
[00:07:08.560 --> 00:07:11.800]   I guess they wanted to respond to that AT&T figure.
[00:07:11.800 --> 00:07:13.840]   Yeah, they had to quote dollars.
[00:07:13.840 --> 00:07:15.680]   They didn't have to quote units.
[00:07:15.680 --> 00:07:16.960]   Oh, interesting.
[00:07:16.960 --> 00:07:19.160]   So that's the part that's interesting to me.
[00:07:19.160 --> 00:07:23.720]   But if you look at the-- I mean, obviously, the iPhone's getting all the attention, but
[00:07:23.720 --> 00:07:24.720]   hello.
[00:07:24.720 --> 00:07:25.720]   Big, big.
[00:07:25.720 --> 00:07:33.440]   This is the biggest June in Apple's history, 5.41 billion in net quarterly profit, 92 cents
[00:07:33.440 --> 00:07:38.120]   per diluted share is way over the 75 cent mark that people were looking for.
[00:07:38.120 --> 00:07:39.120]   Oh, wow.
[00:07:39.120 --> 00:07:40.120]   I mean, this is--
[00:07:40.120 --> 00:07:41.120]   This is--
[00:07:41.120 --> 00:07:43.240]   Sure, the stock price tomorrow will go right back to where it was and then some.
[00:07:43.240 --> 00:07:44.240]   Yeah.
