
[00:00:00.000 --> 00:00:04.000]   [music]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:13.000]   This is Detroit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for MacBreak Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly@cachafly.com.
[00:00:29.000 --> 00:00:35.000]   This is MacBreak Weekly, Episode 54 for August 22nd, 2007.
[00:00:35.000 --> 00:00:37.000]   High-def low-tech.
[00:00:37.000 --> 00:00:43.000]   MacBreak Weekly is brought to you by audible.com.
[00:00:43.000 --> 00:00:49.000]   For your free audio book, visit audible.com/macbreak.
[00:00:49.000 --> 00:00:56.000]   It's time for MacBreak Weekly, the moment you've all been waiting for
[00:00:56.000 --> 00:00:59.000]   where we get together and try to remember what happened in the past week
[00:00:59.000 --> 00:01:03.000]   that had to do with Macitoshes and then quickly do some research on the air on the fly.
[00:01:03.000 --> 00:01:08.000]   And there's nobody better at it than frankly, Merlin Mann from 43folders.com
[00:01:08.000 --> 00:01:09.000]   in the Merlin Mann show.
[00:01:09.000 --> 00:01:11.000]   That's truly how I have the worst memory in the business.
[00:01:11.000 --> 00:01:17.000]   I'm happy to sit with you, other aging Mac fans, and try to remember what happened.
[00:01:17.000 --> 00:01:19.000]   I know something happened this week.
[00:01:19.000 --> 00:01:23.000]   Andy and I come from the Chicago Sun Times and the colossal waste of bandwidth.
[00:01:23.000 --> 00:01:26.000]   Hello, good evening and welcome.
[00:01:26.000 --> 00:01:31.000]   I'm sorry, you're the host, you're supposed to be welcoming people.
[00:01:31.000 --> 00:01:33.000]   I totally overstepped my amount.
[00:01:33.000 --> 00:01:34.000]   I'm giving you what it means.
[00:01:34.000 --> 00:01:36.000]   That's okay, you can welcome people too.
[00:01:36.000 --> 00:01:39.000]   If you get to an off-x take, I'll be in the mail electronically.
[00:01:39.000 --> 00:01:40.000]   Thank you.
[00:01:40.000 --> 00:01:41.000]   I just remember to show it.
[00:01:41.000 --> 00:01:42.000]   I have a ham radio.
[00:01:42.000 --> 00:01:47.000]   Alex Lindsay, ladies and gentlemen, from thepicksofcore.com.
[00:01:47.000 --> 00:01:48.000]   Hey, Alex.
[00:01:48.000 --> 00:01:49.000]   Hello.
[00:01:49.000 --> 00:01:52.000]   Alex will be in charge of news today because he clearly is the most
[00:01:52.000 --> 00:01:54.000]   drunk of all of us.
[00:01:54.000 --> 00:01:59.000]   You know, we started drinking on some of our shows and we found that we were actually better.
[00:01:59.000 --> 00:02:00.000]   You do.
[00:02:00.000 --> 00:02:02.000]   You have a show about buzzing it up.
[00:02:02.000 --> 00:02:03.000]   We do.
[00:02:03.000 --> 00:02:04.000]   We do have a show about buzzing it up.
[00:02:04.000 --> 00:02:08.000]   But we found that there's really a certain pacing to it because we shoot the show all day.
[00:02:08.000 --> 00:02:11.000]   We shoot 12 episodes of cocktails on the fly.
[00:02:11.000 --> 00:02:17.000]   The problem is that the best cocktails you've ever seen in your entire life.
[00:02:17.000 --> 00:02:20.000]   We tried to get Alberta to...
[00:02:20.000 --> 00:02:24.000]   We could mix these with water because no one's going to know.
[00:02:24.000 --> 00:02:25.000]   She wouldn't do that.
[00:02:25.000 --> 00:02:26.000]   She wouldn't do that.
[00:02:26.000 --> 00:02:28.000]   There's no way she would allow that.
[00:02:28.000 --> 00:02:33.000]   Then we said, when we finished them, we said we just pour them down the sink because we can't drink them.
[00:02:33.000 --> 00:02:35.000]   She almost quit too.
[00:02:35.000 --> 00:02:37.000]   Then we kind of had to drink them.
[00:02:37.000 --> 00:02:38.000]   What?
[00:02:38.000 --> 00:02:40.000]   You have to drink them is what you're saying.
[00:02:40.000 --> 00:02:44.000]   We actually have now come to bring stunt drinkers to the set.
[00:02:44.000 --> 00:02:46.000]   You have to.
[00:02:46.000 --> 00:02:53.000]   You have to sign a waiver as a stunt person because you may fall down and hurt yourself as much as a stunt person would.
[00:02:53.000 --> 00:02:56.000]   They get paid stale but they don't care.
[00:02:56.000 --> 00:02:57.000]   Exactly.
[00:02:57.000 --> 00:03:03.000]   Because we had the mistake the first couple of times of allowing the cameraman to drink.
[00:03:03.000 --> 00:03:06.000]   That's a very rocky, rocky kind of thing.
[00:03:06.000 --> 00:03:10.000]   When I first started in radio, I used to occasionally perform high and hallucinogens.
[00:03:10.000 --> 00:03:14.000]   But I have to say that was many, many years ago.
[00:03:14.000 --> 00:03:18.000]   I have learned since then it's not a good idea.
[00:03:18.000 --> 00:03:23.000]   I spent my afternoon reading "I'm a Lebowski, you're a Lebowski," the new Big Lebowski book.
[00:03:23.000 --> 00:03:24.000]   Wait a minute.
[00:03:24.000 --> 00:03:27.000]   Are you saying there's a book about the Big Lebowski now?
[00:03:27.000 --> 00:03:28.000]   You know it.
[00:03:28.000 --> 00:03:29.000]   It's really fun.
[00:03:29.000 --> 00:03:30.000]   It's anxious.
[00:03:30.000 --> 00:03:33.000]   Well, let's not get started.
[00:03:33.000 --> 00:03:36.000]   We can't get started on quotes because it's a family show.
[00:03:36.000 --> 00:03:37.000]   I love Lebowski.
[00:03:37.000 --> 00:03:38.000]   I can get you a toe.
[00:03:38.000 --> 00:03:41.000]   But no, there's an interview with.
[00:03:41.000 --> 00:03:45.000]   It's an interview with almost all of the main cast and one of them is with Jeff Bridges.
[00:03:45.000 --> 00:03:49.000]   Probably the best, certainly the most beautiful bowling movie ever made.
[00:03:49.000 --> 00:03:50.000]   Absolutely.
[00:03:50.000 --> 00:03:54.000]   In the bowling genre, this really stands out for the quality.
[00:03:54.000 --> 00:03:58.000]   And although you never actually see Jeff Lebowski, the dude, bowl through the entire movie.
[00:03:58.000 --> 00:04:00.000]   A little bit of trivia there.
[00:04:00.000 --> 00:04:01.000]   A little bit.
[00:04:01.000 --> 00:04:02.000]   I've learned a lot today.
[00:04:02.000 --> 00:04:05.500]   But I also learned he said that he was actually not high in the movie and he said exactly the
[00:04:05.500 --> 00:04:09.000]   same thing you did, which is that if you're a pro or what Alex said, if you're a pro, you
[00:04:09.000 --> 00:04:10.000]   got to fake it.
[00:04:10.000 --> 00:04:11.000]   You can't do it.
[00:04:11.000 --> 00:04:12.000]   You can't do it.
[00:04:12.000 --> 00:04:13.000]   Yeah.
[00:04:13.000 --> 00:04:16.000]   But I'm actually curious because he sure seemed high throughout the movie.
[00:04:16.000 --> 00:04:20.000]   He said he used sense memory and he was easy for a couple.
[00:04:20.000 --> 00:04:21.000]   All the clothes.
[00:04:21.000 --> 00:04:22.000]   All the clothes were his.
[00:04:22.000 --> 00:04:24.000]   Those were his clothes.
[00:04:24.000 --> 00:04:26.000]   It's a guy movie.
[00:04:26.000 --> 00:04:27.000]   I tried to show it to my wife.
[00:04:27.000 --> 00:04:28.000]   She didn't get it.
[00:04:28.000 --> 00:04:29.000]   I watch it monthly.
[00:04:29.000 --> 00:04:31.000]   Does Madeline get it?
[00:04:31.000 --> 00:04:37.000]   You know, it's like so many things like watching YouTube and like, you know, she suffers it.
[00:04:37.000 --> 00:04:38.000]   Yeah, she suffers it exactly.
[00:04:38.000 --> 00:04:40.000]   Dick in the box.
[00:04:40.000 --> 00:04:43.000]   She liked it.
[00:04:43.000 --> 00:04:45.000]   It's hard.
[00:04:45.000 --> 00:04:46.000]   My wife, not yours.
[00:04:46.000 --> 00:04:48.000]   I can't speak for your wife.
[00:04:48.000 --> 00:04:49.000]   Go ahead, Andy.
[00:04:49.000 --> 00:04:51.000]   You want to speak on this?
[00:04:51.000 --> 00:04:52.000]   Oh, no.
[00:04:52.000 --> 00:04:56.640]   I was just going to say there are times when you just have to meet, match your arrogance
[00:04:56.640 --> 00:05:01.240]   to somebody's ignorance and just insist that they like this movie.
[00:05:01.240 --> 00:05:02.240]   I was.
[00:05:02.240 --> 00:05:05.000]   Andy, by the way, I might point out, is single.
[00:05:05.000 --> 00:05:06.000]   I don't know.
[00:05:06.000 --> 00:05:09.000]   It's more like I'm married to the entire world.
[00:05:09.000 --> 00:05:12.000]   It would be a damn shame to deny this.
[00:05:12.000 --> 00:05:14.000]   Here I'm gesturing here.
[00:05:14.000 --> 00:05:17.000]   You make people watch it?
[00:05:17.000 --> 00:05:22.500]   No, it says that when you find out that someone's not digging apocalypse now, it's like you don't
[00:05:22.500 --> 00:05:25.000]   let me know that because look, okay.
[00:05:25.000 --> 00:05:26.000]   I know.
[00:05:26.000 --> 00:05:27.000]   I know.
[00:05:27.000 --> 00:05:28.000]   If you've never seen heart of darkness, okay?
[00:05:28.000 --> 00:05:29.000]   I know.
[00:05:29.000 --> 00:05:30.000]   Just the fact that you don't do the Mise-onsie.
[00:05:30.000 --> 00:05:31.000]   You don't do the Mise-onsie.
[00:05:31.000 --> 00:05:32.000]   They are totally.
[00:05:32.000 --> 00:05:33.000]   Heart of darkness is amazing.
[00:05:33.000 --> 00:05:38.000]   Don't you realize for 300 attacks, they won't have trouble for two years to make this movie.
[00:05:38.000 --> 00:05:39.360]   You can't do it, though, Andy.
[00:05:39.360 --> 00:05:40.360]   I don't know about you, but I found-
[00:05:40.360 --> 00:05:44.320]   Up with the big Lebowski is you got to make somebody watch it six times.
[00:05:44.320 --> 00:05:46.760]   You watch it once, you're like, whatever.
[00:05:46.760 --> 00:05:49.120]   Well, I loved it the first time, but you're right.
[00:05:49.120 --> 00:05:50.120]   It grows on you.
[00:05:50.120 --> 00:05:55.120]   You get the same theater seating as clobbercar and just get the eyedrops handy.
[00:05:55.120 --> 00:05:56.120]   That's right.
[00:05:56.120 --> 00:05:57.120]   Is that what you do?
[00:05:57.120 --> 00:05:58.120]   You use the eye clamps?
[00:05:58.120 --> 00:05:59.120]   Nope.
[00:05:59.120 --> 00:06:00.120]   I found my wife's not fond of that.
[00:06:00.120 --> 00:06:02.120]   But she loves Beethoven.
[00:06:02.120 --> 00:06:05.440]   All right, let's talk about Max.
[00:06:05.440 --> 00:06:07.720]   We can't actually do an entire show of rattles.
[00:06:07.720 --> 00:06:10.720]   We need to talk about the Max.
[00:06:10.720 --> 00:06:12.080]   Anything happen in the Mac world?
[00:06:12.080 --> 00:06:14.040]   I actually have a question for Andy.
[00:06:14.040 --> 00:06:15.560]   Just driving me crazy.
[00:06:15.560 --> 00:06:17.800]   Andy, can I ask you a question?
[00:06:17.800 --> 00:06:23.680]   How did you get- How did you get MISTIC SD-1 to work with your with iMovie?
[00:06:23.680 --> 00:06:25.840]   Do you have to do anything special?
[00:06:25.840 --> 00:06:26.840]   Yes.
[00:06:26.840 --> 00:06:31.960]   It involves taking the card out of the camera, putting it into a card reader, and then
[00:06:31.960 --> 00:06:32.960]   watching IMO.
[00:06:32.960 --> 00:06:33.960]   See, I did that.
[00:06:33.960 --> 00:06:34.960]   I got no one.
[00:06:34.960 --> 00:06:39.240]   Yeah, see, that's a scary sort of question because sometimes you get asked questions
[00:06:39.240 --> 00:06:41.200]   like that and you realize, "Well, it just worked for me.
[00:06:41.200 --> 00:06:42.840]   I don't know what to tell you to do."
[00:06:42.840 --> 00:06:43.840]   That's what I expected.
[00:06:43.840 --> 00:06:49.360]   I thought that maybe I was being this crazy Mac user who- Okay, so to back up, I finally
[00:06:49.360 --> 00:06:50.360]   got my Panasonic.
[00:06:50.360 --> 00:06:52.560]   You know, when not finally I bought it over the weekend.
[00:06:52.560 --> 00:06:54.400]   But even by the five, you bought the one.
[00:06:54.400 --> 00:06:55.400]   How about the one?
[00:06:55.400 --> 00:06:56.400]   How come?
[00:06:56.400 --> 00:06:57.400]   Because I ordered the five.
[00:06:57.400 --> 00:06:58.400]   I'm holding off, though.
[00:06:58.400 --> 00:07:01.600]   You know, the five has- It's not available in September.
[00:07:01.600 --> 00:07:03.320]   It's a minor thing.
[00:07:03.320 --> 00:07:10.720]   The five has one sixth inch- Three one sixth inch chips, and the one has three one quarter
[00:07:10.720 --> 00:07:12.040]   inch chips.
[00:07:12.040 --> 00:07:16.520]   And I believe that I'll end up with better low light performance on- Why is the five
[00:07:16.520 --> 00:07:20.320]   better than the one- Why do they say act like the five's better than the one?
[00:07:20.320 --> 00:07:21.320]   Well, it does.
[00:07:21.320 --> 00:07:29.200]   The five does have a native 1920 by 1080 sensor where the one has a 1440 by 1080 sensor.
[00:07:29.200 --> 00:07:36.000]   We're talking about these new Panasonic cameras that record in this new AVCHD format.
[00:07:36.000 --> 00:07:39.200]   Apple was all cuckoo about them at the announcement.
[00:07:39.200 --> 00:07:40.200]   They're cool.
[00:07:40.200 --> 00:07:41.200]   They record on SD cards.
[00:07:41.200 --> 00:07:43.960]   They're recording H.264.
[00:07:43.960 --> 00:07:48.920]   Andy Sinis, all are still from his camera.
[00:07:48.920 --> 00:07:50.960]   You got the SD-1, right, Andy?
[00:07:50.960 --> 00:07:56.560]   I got the SD-1, even so that frame was down sampled to something like 980 by four something.
[00:07:56.560 --> 00:07:57.560]   Spectacular.
[00:07:57.560 --> 00:07:58.560]   Chris.
