
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:13.000]   This is Detroit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for MacBreak Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly@cacafly.com.
[00:00:21.000 --> 00:00:28.000]   [ Music ]
[00:00:28.000 --> 00:00:33.000]   This is MacBreak Weekly, Episode 181, for February 16, 2010.
[00:00:33.000 --> 00:00:37.000]   Dread Pirate Roberts.
[00:00:37.000 --> 00:00:42.000]   MacBreak Weekly is brought to you by GoToMeeting, the affordable way to meet with
[00:00:42.000 --> 00:00:44.000]   clients and colleagues for your free 30-day trial.
[00:00:44.000 --> 00:00:48.000]   Visit GoToMeeting.com/MacBreak.
[00:00:48.000 --> 00:00:51.000]   And by Audible.com.
[00:00:51.000 --> 00:00:57.000]   To download a free audiobook of your choice, go to Audible.com/MacBreak.
[00:00:57.000 --> 00:01:01.000]   [ Music ]
[00:01:01.000 --> 00:01:04.000]   It's time for MacBreak Weekly to show the covers all things,
[00:01:04.000 --> 00:01:08.000]   all things, all the things, including the Macintosh and the iPod and the iPhone
[00:01:08.000 --> 00:01:10.000]   and the PadEye and all that stuff.
[00:01:10.000 --> 00:01:12.000]   So many options now, ladies and gentlemen.
[00:01:12.000 --> 00:01:14.000]   Mr. Alex Lindsey from the Pixel Core in Stu.
[00:01:14.000 --> 00:01:15.000]   Hello to you today.
[00:01:15.000 --> 00:01:16.000]   Nice to have you here, Alex.
[00:01:16.000 --> 00:01:17.000]   So good to be here.
[00:01:17.000 --> 00:01:18.000]   Yes.
[00:01:18.000 --> 00:01:19.000]   So good to have you here.
[00:01:19.000 --> 00:01:22.000]   Also, also in the Bay Area, but not in studio.
[00:01:22.000 --> 00:01:25.000]   Yes, just out of spite.
[00:01:25.000 --> 00:01:30.000]   I decided to come within about 50 miles of your studio, but stop right about here.
[00:01:30.000 --> 00:01:33.000]   And I could have gone all the way, but in studio, but I thought that it'd make
[00:01:33.000 --> 00:01:38.000]   more of a statement to simply say, "I'm willing to move 20, 2,941 miles,
[00:01:38.000 --> 00:01:39.000]   but not the Rek'Sut 60."
[00:01:39.000 --> 00:01:41.000]   It's just the kind of guy.
[00:01:41.000 --> 00:01:46.000]   Andy, and I go from the Chicago Sun Times in the celestial waste of bandwidth.
[00:01:46.000 --> 00:01:50.000]   And on her President's Day, his mutton chops are trimmed to be an exact duplicate
[00:01:50.000 --> 00:01:52.000]   of Martin Van Buren's.
[00:01:52.000 --> 00:01:53.000]   Very nicely done.
[00:01:53.000 --> 00:01:54.000]   Very nicely done.
[00:01:54.000 --> 00:01:55.000]   The great emancipator.
[00:01:55.000 --> 00:01:57.000]   Got us out of World War III.
[00:01:57.000 --> 00:01:58.000]   He did.
[00:01:58.000 --> 00:02:04.000]   And now that laughter could be none other than the great Merlin Man of 43Folders.com.
[00:02:04.000 --> 00:02:07.000]   Back with us once again, Merlin, you're making it a street here.
[00:02:07.000 --> 00:02:08.000]   I got nowhere to be, Leo.
[00:02:08.000 --> 00:02:10.000]   I discovered I actually don't have anywhere to be.
[00:02:10.000 --> 00:02:11.000]   I'm going to be here anyway.
[00:02:11.000 --> 00:02:13.000]   I'm going to be just be typing on the internet, so I might as well have a camera on.
[00:02:13.000 --> 00:02:14.000]   Might as well.
[00:02:14.000 --> 00:02:15.000]   Why not?
[00:02:15.000 --> 00:02:17.000]   I just discovered also I can do these dramatic zooms.
[00:02:17.000 --> 00:02:19.000]   So I may be doing this sometimes when I want to be.
[00:02:19.000 --> 00:02:20.000]   Oh, geez.
[00:02:20.000 --> 00:02:21.000]   It's nose.
[00:02:21.000 --> 00:02:22.000]   The nose.
[00:02:22.000 --> 00:02:23.000]   Is that that program that you were doing?
[00:02:23.000 --> 00:02:24.000]   Hang on.
[00:02:24.000 --> 00:02:25.000]   Let me just do this.
[00:02:25.000 --> 00:02:26.000]   Let's see.
[00:02:26.000 --> 00:02:27.000]   Dramatic zooms.
[00:02:27.000 --> 00:02:28.000]   Don't, don't.
[00:02:28.000 --> 00:02:29.000]   Don't, don't.
[00:02:29.000 --> 00:02:30.000]   Don't, don't.
[00:02:30.000 --> 00:02:31.000]   What are you trying to do?
[00:02:31.000 --> 00:02:32.000]   Dramatic?
[00:02:32.000 --> 00:02:33.000]   Yeah, it's trying to work.
[00:02:33.000 --> 00:02:34.000]   Really good.
[00:02:34.000 --> 00:02:36.000]   Get back and we can do a zoom in dolly out move.
[00:02:36.000 --> 00:02:37.000]   That'll be impressive.
[00:02:37.000 --> 00:02:38.000]   Yeah.
[00:02:38.000 --> 00:02:40.000]   Make every conference, like I've been doing a good fellowship.
[00:02:40.000 --> 00:02:41.000]   Okay.
[00:02:41.000 --> 00:02:43.000]   If I could have 10 minutes, I'm going to do the beginning of-- do that scene in Goodfellas,
[00:02:43.000 --> 00:02:44.000]   where they go through the restaurant.
[00:02:44.000 --> 00:02:45.000]   Oh, yeah.
[00:02:45.000 --> 00:02:46.000]   That's good.
[00:02:46.000 --> 00:02:47.000]   Yeah.
[00:02:47.000 --> 00:02:48.000]   And you need the steady--
[00:02:48.000 --> 00:02:49.000]   Oh, yeah.
[00:02:49.000 --> 00:02:50.000]   It's nice to be back.
[00:02:50.000 --> 00:02:51.000]   It's starting to get to hang out with you at the Mac world.
[00:02:51.000 --> 00:02:52.760]   I grew up most of the time, yes?
[00:02:52.760 --> 00:02:54.040]   Yeah, and I did some Mac break stuff.
[00:02:54.040 --> 00:02:55.040]   I did like-- how many did I do?
[00:02:55.040 --> 00:02:57.240]   I was like 60 Mac break segments.
[00:02:57.240 --> 00:02:59.000]   You were prolific.
[00:02:59.000 --> 00:03:01.560]   We did a total of 38 from the floor.
[00:03:01.560 --> 00:03:03.840]   I'm surprised you found that many to do, because I have to say, I have to admit, I
[00:03:03.840 --> 00:03:04.840]   went to the show.
[00:03:04.840 --> 00:03:05.840]   I went to the floor.
[00:03:05.840 --> 00:03:06.840]   I walked around the floor.
[00:03:06.840 --> 00:03:08.720]   I looked at everything and I was out in 30 minutes.
[00:03:08.720 --> 00:03:15.360]   What really turned out well was that we had so many different people between Merlin and
[00:03:15.360 --> 00:03:21.240]   Justine and Andy and Kenji and Kiki and myself.
[00:03:21.240 --> 00:03:23.400]   Everybody had their own interests.
[00:03:23.400 --> 00:03:26.560]   I think it's much better than just having a handful of people.
[00:03:26.560 --> 00:03:31.160]   We had a whole bunch of people finding the things that they were specifically interested
[00:03:31.160 --> 00:03:32.160]   in.
[00:03:32.160 --> 00:03:37.440]   I think that it turned out well we shot 38 episodes from the floor a little coming out
[00:03:37.440 --> 00:03:38.920]   over the next week or two.
[00:03:38.920 --> 00:03:40.480]   So you go to pixacord.tv to see those?
[00:03:40.480 --> 00:03:52.640]   Go to pixacord.tv to find Mac break video in iTunes.
[00:03:52.640 --> 00:03:53.640]   That's probably the best way to do it.
[00:03:53.640 --> 00:03:55.360]   Because you'll find us Mac break.
[00:03:55.360 --> 00:03:56.880]   We're the audio--
[00:03:56.880 --> 00:03:57.880]   Right.
[00:03:57.880 --> 00:03:58.880]   --affiliate of it.
[00:03:58.880 --> 00:03:59.880]   Exactly.
[00:03:59.880 --> 00:04:03.480]   Can I pay you a sort of view by extension?
[00:04:03.480 --> 00:04:06.480]   But your folks, they were fantastic.
[00:04:06.480 --> 00:04:07.480]   Great team.
[00:04:07.480 --> 00:04:08.480]   Doesn't he have great people working for him?
[00:04:08.480 --> 00:04:09.480]   I don't know.
[00:04:09.480 --> 00:04:11.520]   Every time they do anything with them, I don't know why they treat me like this.
[00:04:11.520 --> 00:04:12.680]   Maybe you demand that they do.
[00:04:12.680 --> 00:04:13.840]   But they're always really nice to me.
[00:04:13.840 --> 00:04:15.080]   They're super professional.
[00:04:15.080 --> 00:04:16.760]   And they just swarm in like these five people.
[00:04:16.760 --> 00:04:19.120]   John and his guys were just fantastic.
[00:04:19.120 --> 00:04:22.240]   And I just want to say that in front of everybody.
[00:04:22.240 --> 00:04:25.680]   If I, hopefully I suck less at this every year, hopefully.
[00:04:25.680 --> 00:04:27.840]   But if it's good at all, it's just because those guys were amazing.
[00:04:27.840 --> 00:04:28.840]   I am so--
[00:04:28.840 --> 00:04:30.000]   You should be really proud of them, Alex.
[00:04:30.000 --> 00:04:32.400]   I am so proud of my crew.
[00:04:32.400 --> 00:04:34.400]   So that we-- it gets better every year.
[00:04:34.400 --> 00:04:41.040]   And John Riley, who is managing the crew now, is just-- man, he's a task master.
[00:04:41.040 --> 00:04:42.880]   He keeps everybody on target.
[00:04:42.880 --> 00:04:47.040]   And we just have-- as said, it's been getting better every year.
[00:04:47.040 --> 00:04:48.040]   And yeah.
[00:04:48.040 --> 00:04:49.880]   You tell us a bouncer, too, because he'll just walk up to somebody.
[00:04:49.880 --> 00:04:50.880]   I want to talk to it at Booth.
[00:04:50.880 --> 00:04:54.040]   And he's like, you know, if you got a really pretty daughter, it'll be shameless.
[00:04:54.040 --> 00:04:55.840]   You didn't want to talk to the chipper.
[00:04:55.840 --> 00:04:56.840]   [LAUGHTER]
[00:04:56.840 --> 00:05:00.880]   So what was your favorite product, Merlin, that you saw at Mac World Expo?
[00:05:00.880 --> 00:05:03.040]   I almost called it Mac Break Expo.
[00:05:03.040 --> 00:05:04.040]   That's next year.
[00:05:04.040 --> 00:05:05.040]   That's next year.
[00:05:05.040 --> 00:05:06.040]   That's next year.
[00:05:06.040 --> 00:05:07.040]   Yeah.
[00:05:07.040 --> 00:05:08.840]   I got to disagree, Leo.
[00:05:08.840 --> 00:05:15.760]   Tiny Town was tinier than ever and in the most awesome way.
[00:05:15.760 --> 00:05:16.760]   Two of the--
[00:05:16.760 --> 00:05:19.920]   Tiny Town, I should explain for those who haven't listened to this show every-- religiously,
[00:05:19.920 --> 00:05:22.240]   every week is the little booths, the tiny booths.
[00:05:22.240 --> 00:05:24.240]   Well, there was-- and this year there was Tiny Town.
[00:05:24.240 --> 00:05:25.240]   There were tiny, tiny booths.
[00:05:25.240 --> 00:05:26.240]   There were micro-town.
[00:05:26.240 --> 00:05:27.760]   Because they had iPhone apps, right?
[00:05:27.760 --> 00:05:28.280]   No, wait.
[00:05:28.280 --> 00:05:29.280]   Do you hear?
[00:05:29.280 --> 00:05:30.280]   There's two kinds of tiny.
[00:05:30.280 --> 00:05:33.000]   So when we say Tiny Town usually, just on-- what do you mean when we say that?
[00:05:33.000 --> 00:05:36.680]   We're talking about these areas that are not like the freaking FileMaker Pro booth, which
[00:05:36.680 --> 00:05:37.840]   I don't understand at all.
[00:05:37.840 --> 00:05:39.800]   That's just my deal.
[00:05:39.800 --> 00:05:43.360]   It's usually a booth that's like if you've won a design award or if you've won any kind
[00:05:43.360 --> 00:05:45.080]   of an Apple award, I think it's how it works.
[00:05:45.080 --> 00:05:46.400]   You get this little booth.
[00:05:46.400 --> 00:05:49.280]   It's like you kind of share it with other people.
[00:05:49.280 --> 00:05:53.240]   Then this year, they had these ones in this little-- I think it's mostly iPhone developers,
[00:05:53.240 --> 00:05:57.520]   this little pavilion of four people per tiny little table.
[00:05:57.520 --> 00:05:59.280]   And I did interviews with people there.
[00:05:59.280 --> 00:06:06.320]   And then I guess literally the day before Macworld, they offered people-- can I say how
[00:06:06.320 --> 00:06:07.320]   much this was?
[00:06:07.320 --> 00:06:08.320]   Because I know how much it is.
[00:06:08.320 --> 00:06:09.320]   And it's unbelievable.
[00:06:09.320 --> 00:06:12.320]   You get a booth at Macworld for $1,200.
[00:06:12.320 --> 00:06:13.320]   Really?
[00:06:13.320 --> 00:06:14.320]   Like how big a booth?
[00:06:14.320 --> 00:06:15.320]   A tiny--
[00:06:15.320 --> 00:06:17.320]   It's in the very far corner by where the pipe and drape starts.
[00:06:17.320 --> 00:06:18.560]   You're by the bathroom.
[00:06:18.560 --> 00:06:21.880]   And if you watch the Macbook, you'll see you are in the absolute corner of where Macworld
[00:06:21.880 --> 00:06:22.880]   was.
[00:06:22.880 --> 00:06:25.240]   And two of my favorite things I saw were at the very end.
[00:06:25.240 --> 00:06:26.240]   Well, you're favorite things.
[00:06:26.240 --> 00:06:30.440]   So it wasn't something to put your iPod in to smell like strawberries or something.
[00:06:30.440 --> 00:06:36.520]   It was genuinely cool, independent applications that do a single thing extremely well.
[00:06:36.520 --> 00:06:39.680]   Those are the ones that I-- in the interview that's up right now, the one with the Apisara
[00:06:39.680 --> 00:06:45.680]   Sky, I was like, if they filled this entire conference area with apps this size, I would
[00:06:45.680 --> 00:06:47.400]   be the happiest guy in the world.
[00:06:47.400 --> 00:06:48.400]   You know?
[00:06:48.400 --> 00:06:50.720]   Well, there's no money in being-- well, I guess there's some money.
[00:06:50.720 --> 00:06:57.200]   But it must be tough for an app's publisher to pay for a booth.
