
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   This is Detroit.
[00:00:14.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:22.000]   cashfly@cachefly.com.
[00:00:22.000 --> 00:00:29.000]   [ Music ]
[00:00:29.000 --> 00:00:35.000]   This is Mac Break Weekly, Episode 46 for June 29th, 2007.
[00:00:35.000 --> 00:00:37.000]   I Day.
[00:00:37.000 --> 00:00:43.000]   [ Music ]
[00:00:43.000 --> 00:00:47.000]   It's time for Mac Break Weekly, Episode 46, the moment that
[00:00:47.000 --> 00:00:53.000]   Scott Born has been waiting for his entire adult life, and I think even some of his childhood has finally arrived.
[00:00:53.000 --> 00:00:55.000]   Scott, are you all?
[00:00:55.000 --> 00:00:56.000]   [ Laughter ]
[00:00:56.000 --> 00:01:00.000]   He's no longer an iPhone virgin, ladies and gentlemen.
[00:01:00.000 --> 00:01:02.000]   He's holding it in his hands.
[00:01:02.000 --> 00:01:03.000]   Oh!
[00:01:03.000 --> 00:01:05.000]   Put it down and take up the iPhone now.
[00:01:05.000 --> 00:01:07.000]   And let's -- what do you think?
[00:01:07.000 --> 00:01:08.000]   [ Laughter ]
[00:01:08.000 --> 00:01:09.000]   Oh, geez.
[00:01:09.000 --> 00:01:10.000]   Sorry.
[00:01:10.000 --> 00:01:11.000]   Sorry.
[00:01:11.000 --> 00:01:14.000]   Okay. So Alex, I just want to say, I have an iPhone.
[00:01:14.000 --> 00:01:16.000]   Alex Lindsey is here from Pixel Born.
[00:01:16.000 --> 00:01:17.000]   I have an iPhone.
[00:01:17.000 --> 00:01:18.000]   He has an iPhone.
[00:01:18.000 --> 00:01:20.000]   Scott Born is here from applephoneshow.com.
[00:01:20.000 --> 00:01:22.000]   He has an iPhone.
[00:01:22.000 --> 00:01:25.000]   Merlin Man is here from 43folders.com in the Merlin Man show.
[00:01:25.000 --> 00:01:27.000]   He does not have a phone.
[00:01:27.000 --> 00:01:30.000]   But he did a great segment on that by mouth the iPhone.
[00:01:30.000 --> 00:01:33.000]   He will now reppry representing the holdout.
[00:01:33.000 --> 00:01:34.000]   For a margin.
[00:01:34.000 --> 00:01:35.000]   Yeah, not necessarily a margin.
[00:01:35.000 --> 00:01:36.000]   Just holdout.
[00:01:36.000 --> 00:01:38.000]   And I think there are quite a few holdouts.
[00:01:38.000 --> 00:01:43.000]   I think a lot of people -- in fact, it was my advice to anybody who isn't a fanatic.
[00:01:43.000 --> 00:01:45.000]   A lot of people did holdout.
[00:01:45.000 --> 00:01:47.000]   Wait for generation two.
[00:01:47.000 --> 00:01:49.000]   Is that what you're waiting for?
[00:01:49.000 --> 00:01:51.000]   Well, I think, yeah, exactly.
[00:01:51.000 --> 00:01:54.000]   The apples -- I don't know if this is the real story tonight,
[00:01:54.000 --> 00:02:00.000]   but my experience with apple stuff, I think if you can wait for a two or a one point one,
[00:02:00.000 --> 00:02:02.000]   it's a good idea to hold out.
[00:02:02.000 --> 00:02:03.000]   See, I'm going to wait a little bit.
[00:02:03.000 --> 00:02:04.000]   It looks fantastic.
[00:02:04.000 --> 00:02:07.000]   I saw one on Muni coming home tonight.
[00:02:07.000 --> 00:02:08.000]   And it looked terrific.
[00:02:08.000 --> 00:02:10.000]   A guy was showing it off.
[00:02:10.000 --> 00:02:11.000]   It looks fantastic.
[00:02:11.000 --> 00:02:13.000]   But yeah, I'm going to wait.
[00:02:13.000 --> 00:02:15.000]   But I want to hear what you guys say.
[00:02:15.000 --> 00:02:16.000]   You guys, you're the ones with the phones in your hand.
[00:02:16.000 --> 00:02:17.000]   What do you guys think?
[00:02:17.000 --> 00:02:20.000]   If Scott has stopped giggling, maybe we can ask him.
[00:02:20.000 --> 00:02:25.000]   Well, actually, I haven't been able -- I just got home a few minutes before we did the show,
[00:02:25.000 --> 00:02:27.000]   and I didn't want to start the activation.
[00:02:27.000 --> 00:02:33.000]   We should say -- yeah, we're taping this at 8 p.m. Pacific time, two hours after the store's opened.
[00:02:33.000 --> 00:02:35.000]   Yeah, but I do have it in my hand.
[00:02:35.000 --> 00:02:37.000]   I've read through the manual.
[00:02:37.000 --> 00:02:39.000]   I've played with all the accoutrements.
[00:02:39.000 --> 00:02:41.000]   I got my jawbone ready to go.
[00:02:41.000 --> 00:02:45.000]   You know, I just -- after we're done, I'm going to actually fire the puppy up.
[00:02:45.000 --> 00:02:49.000]   But I did get to see, you know, several people play with their stay.
[00:02:49.000 --> 00:02:51.000]   I got to handle them.
[00:02:51.000 --> 00:02:56.000]   And I have to say that my initial impressions are that the things I was concerned about,
[00:02:56.000 --> 00:03:01.000]   i.e. a cell phone that worked and the ability to sync have been dealt with.
[00:03:01.000 --> 00:03:03.000]   It syncs beautifully.
[00:03:03.000 --> 00:03:04.000]   Yes.
[00:03:04.000 --> 00:03:10.000]   And the phone works because I can vouch for that because I've actually received a call now from Alex of all people.
[00:03:10.000 --> 00:03:11.000]   I wanted to be the first call.
[00:03:11.000 --> 00:03:12.000]   You were.
[00:03:12.000 --> 00:03:13.000]   I wanted to be the first.
[00:03:13.000 --> 00:03:15.000]   I think I'm the only one with a working one.
[00:03:15.000 --> 00:03:16.000]   I think you are.
[00:03:16.000 --> 00:03:18.000]   You're still setting yours up, Alex?
[00:03:18.000 --> 00:03:25.000]   Evidently, you know, I had -- every time I buy a new cell phone, my tradition has always been that I just get a new number.
[00:03:25.000 --> 00:03:28.000]   A new cell phone means a new number means I get rid of all the old people who know what my number is that I don't want to --
[00:03:28.000 --> 00:03:29.000]   I love that.
[00:03:29.000 --> 00:03:30.000]   I love that about a new cell phone.
[00:03:30.000 --> 00:03:33.000]   And, you know, and it was just -- I have a good number.
[00:03:33.000 --> 00:03:36.000]   I'm not going to say it on the air, but I have a good number right now.
[00:03:36.000 --> 00:03:38.000]   And I was reticent to give it up.
[00:03:38.000 --> 00:03:39.000]   It's hot, right.
[00:03:39.000 --> 00:03:40.000]   It's an 4.1.5 hot butt.
[00:03:40.000 --> 00:03:41.000]   Hot butt.
[00:03:41.000 --> 00:03:43.000]   Well, there was that.
[00:03:43.000 --> 00:03:44.000]   You know, that's what it was.
[00:03:44.000 --> 00:03:46.000]   And so now you know what it is.
[00:03:46.000 --> 00:03:47.000]   And it was a good number.
[00:03:47.000 --> 00:03:49.000]   So now all these people are going to call 4.5 hot butt.
[00:03:49.000 --> 00:03:50.000]   Yeah, whoever that is.
[00:03:50.000 --> 00:03:51.000]   I'm going to try to --
[00:03:51.000 --> 00:03:53.000]   I'll be waiting on the other end.
[00:03:53.000 --> 00:03:54.000]   Let me try that.
[00:03:54.000 --> 00:03:55.000]   You're going on --
[00:03:55.000 --> 00:03:59.000]   19.5 and all the loving you can take.
[00:03:59.000 --> 00:04:16.000]   So I think I found a bug in the process, which is the issue is that if it says that when you're registering that if you haven't been finalized, if the registration hasn't been finalized, what it says it'll do is it says you can go ahead and use all the other features of your iPhone
[00:04:16.000 --> 00:04:18.000]   while you're waiting for activation.
[00:04:18.000 --> 00:04:20.000]   But the truth of the matter is you really can't.
[00:04:20.000 --> 00:04:26.000]   You have to wait until the activation finishes, which may take hopefully sometime this weekend.
[00:04:26.000 --> 00:04:34.000]   You guys were in line at the San Francisco Apple Store, which is really kind of -- except for the one in Cupertino, really kind of is -- and maybe the one in New York City.
[00:04:34.000 --> 00:04:36.000]   It's kind of Apple Central.
[00:04:36.000 --> 00:04:37.000]   It was surreal.
[00:04:37.000 --> 00:04:38.000]   How did you go there?
[00:04:38.000 --> 00:04:40.000]   Yeah, it was close to a circus.
[00:04:40.000 --> 00:04:42.000]   It was close to, you know --
[00:04:42.000 --> 00:04:43.000]   I've never seen it like it.
[00:04:43.000 --> 00:04:46.000]   I mean, there were people watching the people.
[00:04:46.000 --> 00:04:49.000]   There was the line of people that wanted to get into the store.
[00:04:49.000 --> 00:04:53.000]   Then there was a line of people who wanted to photograph the line of people getting into the store.
[00:04:53.000 --> 00:04:55.000]   Then there was a line of people taking pictures of everybody.
[00:04:55.000 --> 00:05:02.000]   There was no -- I don't think there was any less than 1,000 people in the vicinity of what was going on.
[00:05:02.000 --> 00:05:06.000]   And the whole time, there was like 12 people in line at the AT&T store block away.
[00:05:06.000 --> 00:05:07.000]   Yeah.
[00:05:07.000 --> 00:05:09.000]   Well, I went to an AT&T store.
[00:05:09.000 --> 00:05:12.000]   There were about 60, 70 people there by the time the doors opened.
[00:05:12.000 --> 00:05:18.000]   And by the way, they didn't -- I wasn't there at the end, but I think that they were sold out, which is unlike the Apple stores.
[00:05:18.000 --> 00:05:21.000]   In fact, I'm looking at the Apple store locator right now.
[00:05:21.000 --> 00:05:27.000]   It looks like every single Apple store in the country still has iPhones to sell tomorrow morning at 9 a.m.
[00:05:27.000 --> 00:05:30.000]   It definitely seemed like there was plenty at the Apple stores.
[00:05:30.000 --> 00:05:32.000]   How did it go once they opened the doors?
[00:05:32.000 --> 00:05:34.000]   Very quickly.
[00:05:34.000 --> 00:05:35.000]   Yeah.
[00:05:35.000 --> 00:05:36.000]   It was shocking.
[00:05:36.000 --> 00:05:37.000]   It was shocking, you know.
[00:05:37.000 --> 00:05:42.000]   I mean, Leo, we were about 70 people back.
[00:05:42.000 --> 00:05:45.000]   Yeah, you were almost at O'Farrell Street.
[00:05:45.000 --> 00:05:46.000]   You were pretty far back.
[00:05:46.000 --> 00:05:47.000]   Yeah.
[00:05:47.000 --> 00:05:50.000]   Well, we had paid waiters that got there at about 6 a.m.
[00:05:50.000 --> 00:05:52.000]   and there was already 70 people ahead of it.
[00:05:52.000 --> 00:05:53.000]   Wow.
[00:05:53.000 --> 00:05:59.000]   And then -- but I swear, once the doors opened, it was like -- like a knife through butter.
[00:05:59.000 --> 00:06:01.000]   I heard there was 50 at a time.
[00:06:01.000 --> 00:06:02.000]   Is that right?
[00:06:02.000 --> 00:06:03.000]   Yeah.
[00:06:03.000 --> 00:06:06.000]   I can tell you, by 6/20, Greg and I were at the parking garage.
[00:06:06.000 --> 00:06:07.000]   Wow.
[00:06:07.000 --> 00:06:08.000]   Yeah.
[00:06:08.000 --> 00:06:10.000]   So we had the phones, we paid for them.
[00:06:10.000 --> 00:06:12.000]   Greg was giving me a ride home at 6/20.
[00:06:12.000 --> 00:06:17.000]   It was one of the most brilliantly executed things I have ever seen.
[00:06:17.000 --> 00:06:19.000]   Those guys know what they're doing.
[00:06:19.000 --> 00:06:21.000]   They just moved massive people through there.
[00:06:21.000 --> 00:06:24.000]   And my hat's off to them because they brought out water.
[00:06:24.000 --> 00:06:25.000]   They were communicative.
[00:06:25.000 --> 00:06:28.000]   They had Starbucks bring around refreshments.
[00:06:28.000 --> 00:06:31.000]   The whole thing was handled really well, in my opinion.
[00:06:31.000 --> 00:06:33.000]   I agree.
[00:06:33.000 --> 00:06:35.000]   I would say the same thing at the AT&T store.
[00:06:35.000 --> 00:06:40.000]   It was a little slower because I think AT&T was doing more validation.
[00:06:40.000 --> 00:06:43.000]   But it went fairly quickly and easily.
[00:06:43.000 --> 00:06:47.000]   And I left about -- it took about -- they were letting 10 at a time.
[00:06:47.000 --> 00:06:48.000]   And this is a small store.
[00:06:48.000 --> 00:06:50.000]   But the people were well-trained.
[00:06:50.000 --> 00:06:51.000]   They were knowledgeable.
[00:06:51.000 --> 00:06:52.000]   I'll tell you the big decision for me.
[00:06:52.000 --> 00:06:55.000]   I don't know if you guys face this, was which case to get.
[00:06:55.000 --> 00:06:56.000]   You know, I didn't get one.
[00:06:56.000 --> 00:06:57.000]   I was --
[00:06:57.000 --> 00:06:58.000]   Well, because I got three.
[00:06:58.000 --> 00:06:59.000]   I couldn't decide.
[00:06:59.000 --> 00:07:02.000]   So you can come over and look at the --
[00:07:02.000 --> 00:07:03.000]   All right, all right.
[00:07:03.000 --> 00:07:04.000]   I'm good.
[00:07:04.000 --> 00:07:09.000]   I'm good at actually using Leo's hand-me-downs, you know, because I really like the jacket
[00:07:09.000 --> 00:07:10.000]   that I got.
[00:07:10.000 --> 00:07:11.000]   Oh, you got it.
[00:07:11.000 --> 00:07:13.000]   Well, that was a Twitch jacket.
[00:07:13.000 --> 00:07:14.000]   No, yeah, yeah.
[00:07:14.000 --> 00:07:15.000]   And I used it in Africa.
[00:07:15.000 --> 00:07:16.000]   It was very --
[00:07:16.000 --> 00:07:17.000]   We have new hoodies just came in.
[00:07:17.000 --> 00:07:19.000]   You're going to love these new hoodies.
[00:07:19.000 --> 00:07:20.000]   Oh, yeah.
[00:07:20.000 --> 00:07:21.000]   But wait, let's not get into that.
[00:07:21.000 --> 00:07:22.000]   This is the iPhone show.
[00:07:22.000 --> 00:07:24.000]   Although it has a pocket for the iPhone.
[00:07:24.000 --> 00:07:26.000]   [Laughs]
