
[00:00:00.000 --> 00:00:04.000]   [music]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:13.000]   This is Detroit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly@cachafly.com.
[00:00:29.000 --> 00:00:35.000]   This is Mac Break Weekly, Episode 141, for May 19, 2009.
[00:00:35.000 --> 00:00:37.000]   Wi-Fi Bubble Boy.
[00:00:37.000 --> 00:00:41.000]   Mac Break Weekly is brought to you by Audible.com.
[00:00:41.000 --> 00:00:47.000]   For your free audio book, visit Audible.com/MacBreak.
[00:00:47.000 --> 00:00:52.000]   And by Go To Meeting, do more and travel less with Go To Meeting.
[00:00:52.000 --> 00:00:55.000]   Make your next meeting a Go To Meeting instead.
[00:00:55.000 --> 00:01:00.000]   For your free 30-day trial, visit GoToMeeting.com/MacBreak.
[00:01:00.000 --> 00:01:03.000]   And by, listeners like you.
[00:01:03.000 --> 00:01:05.000]   Thanks so much for your contribution.
[00:01:05.000 --> 00:01:07.000]   Couldn't do to it without it.
[00:01:07.000 --> 00:01:16.000]   It's time for Mac Break Weekly, the show that covers all things appful.
[00:01:16.000 --> 00:01:18.000]   And here is appful.
[00:01:18.000 --> 00:01:19.000]   Is mine fluent?
[00:01:19.000 --> 00:01:22.000]   Mr. Craig Sivasan.
[00:01:22.000 --> 00:01:23.000]   Hello Craig.
[00:01:23.000 --> 00:01:24.000]   Happy to be here.
[00:01:24.000 --> 00:01:25.000]   Where's my jingle?
[00:01:25.000 --> 00:01:26.000]   I see you.
[00:01:26.000 --> 00:01:27.000]   You don't have one.
[00:01:27.000 --> 00:01:28.000]   Don't.
[00:01:28.000 --> 00:01:29.000]   I can get you a jingle.
[00:01:29.000 --> 00:01:30.000]   Don McAllister shows up.
[00:01:30.000 --> 00:01:31.000]   He has a jingle.
[00:01:31.000 --> 00:01:32.000]   I have a jingle for you.
[00:01:32.000 --> 00:01:33.000]   I'm coming here.
[00:01:33.000 --> 00:01:34.000]   You want to hear a jingle?
[00:01:34.000 --> 00:01:35.000]   I want a jingle.
[00:01:35.000 --> 00:01:36.000]   It's special guests.
[00:01:36.000 --> 00:01:37.000]   Insert name here.
[00:01:37.000 --> 00:01:38.000]   No, wait a minute.
[00:01:38.000 --> 00:01:39.000]   That's it.
[00:01:39.000 --> 00:01:41.000]   But Don got Don McAllister.
[00:01:41.000 --> 00:01:43.000]   We don't have these ready to go.
[00:01:43.000 --> 00:01:44.000]   What, Dr. Bring My Own?
[00:01:44.000 --> 00:01:45.000]   Would you like Don's?
[00:01:45.000 --> 00:01:46.000]   I mean, I can give you Don.
[00:01:46.000 --> 00:01:47.000]   Don McAllister.
[00:01:47.000 --> 00:01:49.000]   Hello.
[00:01:49.000 --> 00:01:50.000]   Good to see you.
[00:01:50.000 --> 00:01:51.000]   Hello.
[00:01:51.000 --> 00:01:52.000]   Hello.
[00:01:52.000 --> 00:01:53.000]   Hello.
[00:01:53.000 --> 00:01:54.000]   Hey, I'm Don McAllister.
[00:01:54.000 --> 00:01:55.000]   Hey, I'm Don McAllister.
[00:01:55.000 --> 00:01:56.000]   Hey, I'm Don McAllister.
[00:01:56.000 --> 00:01:57.000]   Hey, I'm Don McAllister.
[00:01:57.000 --> 00:01:58.000]   Hey, I'm Don McAllister.
[00:01:58.000 --> 00:01:59.000]   Hey, I'm Don McAllister.
[00:01:59.000 --> 00:02:00.000]   Hey, I'm Don McAllister.
[00:02:00.000 --> 00:02:01.000]   Hey, I'm Don McAllister.
[00:02:01.000 --> 00:02:02.000]   Hey, I'm Don McAllister.
[00:02:02.000 --> 00:02:03.000]   Hey, I'm Don McAllister.
[00:02:03.000 --> 00:02:04.000]   Hey, I'm Don McAllister.
[00:02:04.000 --> 00:02:05.000]   Hey, I'm Don McAllister.
[00:02:05.000 --> 00:02:06.000]   Hey, I'm Don McAllister.
[00:02:06.000 --> 00:02:07.000]   Hey, I'm Don McAllister.
[00:02:07.000 --> 00:02:08.000]   Hey, I'm Don McAllister.
[00:02:08.000 --> 00:02:09.000]   Hey, I'm Don McAllister.
[00:02:09.000 --> 00:02:10.000]   Hey, I'm Don McAllister.
[00:02:10.000 --> 00:02:11.000]   Hey, I'm Don McAllister.
[00:02:11.000 --> 00:02:12.000]   Hey, I'm Don McAllister.
[00:02:12.000 --> 00:02:22.000]   Hey, I'm Don McAllister.
[00:02:22.000 --> 00:02:23.000]   Hey, I'm Don McAllister.
[00:02:23.000 --> 00:02:24.000]   Hey, I'm Don McAllister.
[00:02:24.000 --> 00:02:25.000]   Hey, I'm Don McAllister.
[00:02:25.000 --> 00:02:26.000]   Hey, I'm Don McAllister.
[00:02:26.000 --> 00:02:27.000]   Hey, I'm Don McAllister.
[00:02:27.000 --> 00:02:28.000]   Hey, I'm Don McAllister.
[00:02:28.000 --> 00:02:29.000]   Hey, I'm Don McAllister.
[00:02:29.000 --> 00:02:30.000]   Hey, I'm Don McAllister.
[00:02:30.000 --> 00:02:31.000]   Hey, I'm Don McAllister.
[00:02:31.000 --> 00:02:32.000]   Hey, I'm Don McAllister.
[00:02:32.000 --> 00:02:33.000]   Hey, I'm Don McAllister.
[00:02:33.000 --> 00:02:34.000]   Hey, I'm Don McAllister.
[00:02:34.000 --> 00:02:35.000]   Hey, I'm Don McAllister.
[00:02:35.000 --> 00:02:36.000]   Hey, I'm Don McAllister.
[00:02:36.000 --> 00:02:37.000]   Hey, I'm Don McAllister.
[00:02:37.000 --> 00:02:38.000]   Hey, I'm Don McAllister.
[00:02:38.000 --> 00:02:39.000]   Hey, I'm Don McAllister.
[00:02:39.000 --> 00:02:40.000]   Hey, I'm Don McAllister.
[00:02:40.000 --> 00:02:41.000]   Hey, I'm Don McAllister.
[00:02:41.000 --> 00:02:42.000]   Hey, I'm Don McAllister.
[00:02:42.000 --> 00:02:43.000]   Hey, I'm Don McAllister.
[00:02:43.000 --> 00:02:44.000]   Hey, I'm Don McAllister.
[00:02:44.000 --> 00:02:45.000]   Hey, I'm Don McAllister.
[00:02:45.000 --> 00:02:46.000]   Hey, I'm Don McAllister.
[00:02:46.000 --> 00:02:47.000]   Hey, I'm Don McAllister.
[00:02:47.000 --> 00:02:48.000]   Hey, I'm Don McAllister.
[00:02:48.000 --> 00:02:49.000]   Hey, I'm Don McAllister.
[00:02:49.000 --> 00:02:50.000]   Hey, I'm Don McAllister.
[00:02:50.000 --> 00:02:51.000]   Hey, I'm Don McAllister.
[00:02:51.000 --> 00:02:52.000]   Hey, I'm Don McAllister.
[00:02:52.000 --> 00:02:53.000]   Hey, I'm Don McAllister.
[00:02:53.000 --> 00:02:54.000]   Hey, I'm Don McAllister.
[00:02:54.000 --> 00:02:55.000]   Hey, I'm Don McAllister.
[00:02:55.000 --> 00:02:56.000]   Hey, I'm Don McAllister.
[00:02:56.000 --> 00:02:57.000]   Hey, I'm Don McAllister.
[00:02:57.000 --> 00:02:58.000]   Hey, I'm Don McAllister.
[00:02:58.000 --> 00:02:59.000]   Hey, I'm Don McAllister.
[00:02:59.000 --> 00:03:00.000]   Hey, I'm Don McAllister.
[00:03:00.000 --> 00:03:01.000]   Hey, I'm Don McAllister.
[00:03:01.000 --> 00:03:02.000]   Hey, I'm Don McAllister.
[00:03:02.000 --> 00:03:03.000]   Hey, I'm Don McAllister.
[00:03:03.000 --> 00:03:04.000]   Hey, I'm Don McAllister.
[00:03:04.000 --> 00:03:05.000]   Hey, I'm Don McAllister.
[00:03:05.000 --> 00:03:06.000]   Hey, I'm Don McAllister.
[00:03:06.000 --> 00:03:07.000]   Hey, I'm Don McAllister.
[00:03:07.000 --> 00:03:08.000]   Hey, I'm Don McAllister.
[00:03:08.000 --> 00:03:09.000]   Hey, I'm Don McAllister.
[00:03:09.000 --> 00:03:10.000]   Hey, I'm Don McAllister.
[00:03:10.000 --> 00:03:11.000]   Hey, I'm Don McAllister.
[00:03:11.000 --> 00:03:12.000]   Hey, I'm Don McAllister.
[00:03:12.000 --> 00:03:13.000]   Hey, I'm Don McAllister.
[00:03:13.000 --> 00:03:14.000]   Hey, I'm Don McAllister.
[00:03:14.000 --> 00:03:15.000]   Hey, I'm Don McAllister.
[00:03:15.000 --> 00:03:16.000]   Hey, I'm Don McAllister.
[00:03:16.000 --> 00:03:17.000]   Hey, I'm Don McAllister.
[00:03:17.000 --> 00:03:18.000]   Hey, I'm Don McAllister.
[00:03:18.000 --> 00:03:19.000]   Hey, I'm Don McAllister.
[00:03:19.000 --> 00:03:20.000]   Hey, I'm Don McAllister.
[00:03:20.000 --> 00:03:21.000]   Hey, I'm Don McAllister.
[00:03:21.000 --> 00:03:22.000]   Hey, I'm Don McAllister.
[00:03:22.000 --> 00:03:23.000]   Hey, I'm Don McAllister.
[00:03:23.000 --> 00:03:24.000]   Hey, I'm Don McAllister.
[00:03:24.000 --> 00:03:25.000]   Hey, I'm Don McAllister.
[00:03:25.000 --> 00:03:26.000]   Hey, I'm Don McAllister.
[00:03:26.000 --> 00:03:27.000]   Hey, I'm Don McAllister.
[00:03:27.000 --> 00:03:28.000]   Hey, I'm Don McAllister.
[00:03:28.000 --> 00:03:29.000]   Hey, I'm Don McAllister.
[00:03:29.000 --> 00:03:30.000]   Hey, I'm Don McAllister.
[00:03:30.000 --> 00:03:31.000]   Hey, I'm Don McAllister.
[00:03:31.000 --> 00:03:32.000]   Hey, I'm Don McAllister.
[00:03:32.000 --> 00:03:33.000]   Hey, I'm Don McAllister.
[00:03:33.000 --> 00:03:34.000]   Hey, I'm Don McAllister.
[00:03:34.000 --> 00:03:35.000]   Hey, I'm Don McAllister.
[00:03:35.000 --> 00:03:36.000]   Hey, I'm Don McAllister.
[00:03:36.000 --> 00:03:37.000]   Hey, I'm Don McAllister.
[00:03:37.000 --> 00:03:38.000]   Hey, I'm Don McAllister.
[00:03:38.000 --> 00:03:39.000]   Hey, I'm Don McAllister.
[00:03:39.000 --> 00:03:40.000]   Hey, I'm Don McAllister.
[00:03:40.000 --> 00:03:41.000]   Hey, I'm Don McAllister.
[00:03:41.000 --> 00:03:42.000]   Hey, I'm Don McAllister.
[00:03:42.000 --> 00:03:43.000]   Hey, I'm Don McAllister.
[00:03:43.000 --> 00:03:44.000]   Hey, I'm Don McAllister.
[00:03:44.000 --> 00:03:45.000]   Hey, I'm Don McAllister.
[00:03:45.000 --> 00:03:46.000]   Hey, I'm Don McAllister.
[00:03:46.000 --> 00:03:47.000]   Hey, I'm Don McAllister.
[00:03:47.000 --> 00:03:48.000]   Hey, I'm Don McAllister.
[00:03:48.000 --> 00:03:49.000]   Hey, I'm Don McAllister.
[00:03:49.000 --> 00:03:50.000]   Hey, I'm Don McAllister.
[00:03:50.000 --> 00:03:51.000]   Hey, I'm Don McAllister.
[00:03:51.000 --> 00:03:52.000]   Hey, I'm Don McAllister.
[00:03:52.000 --> 00:03:53.000]   Hey, I'm Don McAllister.
[00:03:53.000 --> 00:03:54.000]   Hey, I'm Don McAllister.
[00:03:54.000 --> 00:03:55.000]   Hey, I'm Don McAllister.
[00:03:55.000 --> 00:03:56.000]   Hey, I'm Don McAllister.
[00:03:56.000 --> 00:03:57.000]   Hey, I'm Don McAllister.
[00:03:57.000 --> 00:03:58.000]   Hey, I'm Don McAllister.
[00:03:58.000 --> 00:03:59.000]   Hey, I'm Don McAllister.
[00:03:59.000 --> 00:04:00.000]   Hey, I'm Don McAllister.
[00:04:00.000 --> 00:04:01.000]   Hey, I'm Don McAllister.
[00:04:01.000 --> 00:04:02.000]   Hey, I'm Don McAllister.
[00:04:02.000 --> 00:04:03.000]   Hey, I'm Don McAllister.
[00:04:03.000 --> 00:04:04.000]   Hey, I'm Don McAllister.
[00:04:04.000 --> 00:04:05.000]   Hey, I'm Don McAllister.
[00:04:05.000 --> 00:04:06.000]   Hey, I'm Don McAllister.
[00:04:06.000 --> 00:04:07.000]   Hey, I'm Don McAllister.
[00:04:07.000 --> 00:04:08.000]   Hey, I'm Don McAllister.
[00:04:08.000 --> 00:04:09.000]   Hey, I'm Don McAllister.
[00:04:09.000 --> 00:04:10.000]   Hey, I'm Don McAllister.
[00:04:10.000 --> 00:04:11.000]   Hey, I'm Don McAllister.
[00:04:11.000 --> 00:04:12.000]   Hey, I'm Don McAllister.
[00:04:12.000 --> 00:04:13.000]   Hey, I'm Don McAllister.
[00:04:13.000 --> 00:04:14.000]   Hey, I'm Don McAllister.
[00:04:14.000 --> 00:04:15.000]   Hey, I'm Don McAllister.
[00:04:15.000 --> 00:04:16.000]   Hey, I'm Don McAllister.
[00:04:16.000 --> 00:04:17.000]   Hey, I'm Don McAllister.
[00:04:17.000 --> 00:04:18.000]   Hey, I'm Don McAllister.
[00:04:18.000 --> 00:04:19.000]   Hey, I'm Don McAllister.
[00:04:19.000 --> 00:04:20.000]   Hey, I'm Don McAllister.
