
[00:00:00.000 --> 00:00:03.440]   [ Sound Effects ]
[00:00:03.440 --> 00:00:05.240]   >> Netcast you love.
[00:00:05.240 --> 00:00:07.240]   >> From people you trust.
[00:00:07.240 --> 00:00:11.040]   [ Music ]
[00:00:11.040 --> 00:00:14.320]   >> This is Detroit.
[00:00:14.320 --> 00:00:18.120]   >> Bandwidth for Mac Break Weekly is provided by cashfly
[00:00:18.120 --> 00:00:21.760]   at CACHEFLY.com.
[00:00:21.760 --> 00:00:29.200]   [ Music ]
[00:00:29.200 --> 00:00:33.240]   >> This is Mac Break Weekly, episode 118 for December 9th,
[00:00:33.240 --> 00:00:34.440]   2008.
[00:00:34.440 --> 00:00:38.880]   Max in the Mist.
[00:00:38.880 --> 00:00:42.160]   Mac Break Weekly is brought to you by Audible.com.
[00:00:42.160 --> 00:00:49.040]   For your free audio book, visit Audible.com/MacBreak.
[00:00:49.040 --> 00:00:53.560]   And by the award-winning Drobo, the large redundant hard drive
[00:00:53.560 --> 00:00:56.600]   that guards against data loss from a hard drive crash
[00:00:56.600 --> 00:00:59.600]   and instantly expands to 16 terabytes.
[00:00:59.600 --> 00:01:02.640]   To learn more and receive $50 off your own Drobo,
[00:01:02.640 --> 00:01:07.280]   visit Drobo.com/MacBreak.
[00:01:07.280 --> 00:01:09.280]   And by listeners like you.
[00:01:09.280 --> 00:01:11.120]   Thanks so much for your contribution.
[00:01:11.120 --> 00:01:14.760]   We couldn't do to it without it.
[00:01:14.760 --> 00:01:16.880]   This is Mac Break Weekly, the show where we talk
[00:01:16.880 --> 00:01:20.120]   about things Macintosh and Apple,
[00:01:20.120 --> 00:01:24.600]   which includes the iPod, the iPhone, the Apple TV,
[00:01:24.600 --> 00:01:26.120]   and of course the Mac.
[00:01:26.120 --> 00:01:27.840]   On the line with me right now.
[00:01:27.840 --> 00:01:30.520]   From beautiful Massachusetts, the Boston area,
[00:01:30.520 --> 00:01:32.480]   Mr. Andy Inoco of the Chicago Sun Times.
[00:01:32.480 --> 00:01:33.720]   Hi, Andy.
[00:01:33.720 --> 00:01:35.520]   >> Hello, Leo. Hello, everybody else.
[00:01:35.520 --> 00:01:37.600]   This is a great day to be freezing cold
[00:01:37.600 --> 00:01:40.360]   and looking at a fair and first noise plant.
[00:01:40.360 --> 00:01:42.080]   >> What is this, like 19 degrees, right?
[00:01:42.080 --> 00:01:43.760]   And Boston is freezing.
[00:01:43.760 --> 00:01:44.760]   >> Yeah, exactly.
[00:01:44.760 --> 00:01:48.400]   They just, the seasonably crisp cold weather
[00:01:48.400 --> 00:01:51.240]   that we usually have trucked in for the tourists in August,
[00:01:51.240 --> 00:01:53.800]   in October and September, just for the leaf peeping.
[00:01:53.800 --> 00:01:55.040]   Unfortunately, they're back-oated.
[00:01:55.040 --> 00:01:57.640]   So we got all that slightly crisp weather
[00:01:57.640 --> 00:01:58.840]   all at once in three days.
[00:01:58.840 --> 00:02:00.720]   >> I hate it when that happens.
[00:02:00.720 --> 00:02:02.840]   >> There are a lot of just like birds
[00:02:02.840 --> 00:02:05.680]   that are on the fence posts outside
[00:02:05.680 --> 00:02:09.080]   that haven't moved in a really weirdly long time.
[00:02:09.080 --> 00:02:11.520]   >> They'll move come spring.
[00:02:11.520 --> 00:02:12.520]   They'll flop over.
[00:02:12.520 --> 00:02:13.520]   >> We're hoping exactly.
[00:02:13.520 --> 00:02:15.160]   Well, I'm hoping that we'll, you know,
[00:02:15.160 --> 00:02:16.480]   I know I don't want to know.
[00:02:16.480 --> 00:02:18.520]   I've had to do the day so far.
[00:02:18.520 --> 00:02:20.040]   And I don't have that many shoe boxes
[00:02:20.040 --> 00:02:21.840]   and I won't be able to dig anything in the backyard
[00:02:21.840 --> 00:02:22.680]   until April anyway.
[00:02:22.680 --> 00:02:24.680]   >> Hundreds of little crosses in the backyard.
[00:02:24.680 --> 00:02:26.040]   >> Scott Born is here.
[00:02:26.040 --> 00:02:28.280]   He's a birder and cringing as we speak.
[00:02:28.280 --> 00:02:29.360]   Hi, Scott. >> Yeah.
[00:02:29.360 --> 00:02:30.200]   >> Hello.
[00:02:30.200 --> 00:02:32.440]   >> I just came back from photographing lots of birds.
[00:02:32.440 --> 00:02:34.360]   >> Were you, where did you go this time?
[00:02:34.360 --> 00:02:37.560]   >> Folscé de la Pache, the wildlife refuge
[00:02:37.560 --> 00:02:40.360]   I spend everything it's giving at in central New Mexico.
[00:02:40.360 --> 00:02:41.480]   >> Wow.
[00:02:41.480 --> 00:02:43.640]   >> You do that, that's your Thanksgiving ritual?
[00:02:43.640 --> 00:02:47.880]   >> I've done it 16 of the last 17 years.
[00:02:47.880 --> 00:02:49.320]   >> Wow.
[00:02:49.320 --> 00:02:50.920]   >> That is so cool.
[00:02:50.920 --> 00:02:51.760]   >> That is so cool.
[00:02:51.760 --> 00:02:53.240]   >> And we had a nice thanks to a bunch
[00:02:53.240 --> 00:02:54.760]   of the world's top bird photographers.
[00:02:54.760 --> 00:02:57.640]   Had a nice Thanksgiving dinner and then went down.
[00:02:57.640 --> 00:02:58.720]   >> Wait a minute.
[00:02:58.720 --> 00:03:00.160]   Did you eat a turkey?
[00:03:00.160 --> 00:03:01.000]   >> We did.
[00:03:01.000 --> 00:03:02.840]   >> He shoots birds and he eats birds.
[00:03:02.840 --> 00:03:05.120]   We shoot birds with guns and not.
[00:03:05.120 --> 00:03:05.960]   >> No.
[00:03:05.960 --> 00:03:07.720]   >> The nice people at the Luna Mansion
[00:03:07.720 --> 00:03:08.720]   killed the bird for us.
[00:03:08.720 --> 00:03:09.560]   We just ate it.
[00:03:09.560 --> 00:03:11.920]   >> You don't see any irony in there yet?
[00:03:11.920 --> 00:03:12.760]   >> I do not.
[00:03:12.760 --> 00:03:13.600]   >> I do not.
[00:03:13.600 --> 00:03:14.440]   >> I do not.
[00:03:14.440 --> 00:03:16.480]   >> As a carnivore.
[00:03:16.480 --> 00:03:18.520]   You don't mind being the type of the Folscé.
[00:03:18.520 --> 00:03:21.320]   >> No, I passed a cattle truck on the way to McDonald's
[00:03:21.320 --> 00:03:22.320]   when I was driving home.
[00:03:22.320 --> 00:03:23.800]   [LAUGHTER]
[00:03:23.800 --> 00:03:27.000]   I don't know if there was any relation, actually, in that case.
[00:03:27.000 --> 00:03:31.160]   Also, Scott, by the way, the host of Twip Photo at TwipPhoto.com
[00:03:31.160 --> 00:03:34.120]   and does a lot of great photography seminars
[00:03:34.120 --> 00:03:35.240]   and workshops and so forth.
[00:03:35.240 --> 00:03:37.680]   What's the best place to find out about those, Scott?
[00:03:37.680 --> 00:03:39.360]   >> Well, I talk about them on the Twitter.
[00:03:39.360 --> 00:03:40.880]   It's got born and also a Twip Photo.
[00:03:40.880 --> 00:03:42.960]   And by the way, I'm just the co-host
[00:03:42.960 --> 00:03:47.680]   because Alex is the other very integral part of that show.
[00:03:47.680 --> 00:03:49.040]   >> You know, it's funny, irony.
[00:03:49.040 --> 00:03:50.600]   And Alex is here, by the way, from Tokyo,
[00:03:50.600 --> 00:03:51.640]   where it's 4 in the morning.
[00:03:51.640 --> 00:03:52.160]   Hi, Alex.
[00:03:52.160 --> 00:03:53.280]   Thank you for doing that.
[00:03:53.280 --> 00:03:54.040]   Wow.
[00:03:54.040 --> 00:03:57.440]   Boy, that's generous of you.
[00:03:57.440 --> 00:03:58.680]   It's ironic.
[00:03:58.680 --> 00:04:00.680]   And I don't know if that has something to do with the Macintosh
[00:04:00.680 --> 00:04:04.800]   that all four of us are camera bugs, some better than others.
[00:04:04.800 --> 00:04:07.280]   >> Well, you know, we did a survey about that, Leo.
[00:04:07.280 --> 00:04:11.640]   And it's absolutely, positively true
[00:04:11.640 --> 00:04:14.600]   that Macintosh users are far more inclined
[00:04:14.600 --> 00:04:18.520]   to be into digital photography than Windows users.
[00:04:18.520 --> 00:04:21.760]   >> They're into everything content creation-wise, I would say.
[00:04:21.760 --> 00:04:24.000]   Mac users listen to more podcasts.
[00:04:24.000 --> 00:04:25.840]   They create more podcasts.
[00:04:25.840 --> 00:04:27.640]   They create more video.
[00:04:27.640 --> 00:04:29.440]   >> And of course, some of this has to do with the fact
[00:04:29.440 --> 00:04:31.960]   that when you buy a Mac and you press the on button,
[00:04:31.960 --> 00:04:35.520]   all the tools necessary to do that stuff are included.
[00:04:35.520 --> 00:04:37.720]   >> You know, it also could be that
[00:04:37.720 --> 00:04:40.560]   creative types are attracted to the Mac.
[00:04:40.560 --> 00:04:43.600]   It's so tense, you know, it could go the other direction as well.
[00:04:43.600 --> 00:04:45.120]   Certainly, that's the recommendation.
[00:04:45.120 --> 00:04:47.280]   Anybody calls me and says, you know, what should I get?
[00:04:47.280 --> 00:04:49.960]   And they say, I want to do video editing or photography
[00:04:49.960 --> 00:04:52.080]   or graphics or web design.
[00:04:52.080 --> 00:04:53.600]   I say Mac.
[00:04:53.600 --> 00:04:56.800]   >> But Alex, you've probably used a lot of Windows stuff too, right?
[00:04:56.800 --> 00:04:59.080]   >> The only Windows that we use is really some,
[00:04:59.080 --> 00:05:02.120]   a handful of 3D products, you know,
[00:05:02.120 --> 00:05:04.520]   for, you know, and then some really obscure
[00:05:04.520 --> 00:05:08.440]   molecular modeling programs for some of the science
[00:05:08.440 --> 00:05:10.800]   visualizations. >> Stuff you just can't get on the Mac.
[00:05:10.800 --> 00:05:13.640]   >> Yeah, yeah, but outside of that, I mean, that's why we have the,
[00:05:13.640 --> 00:05:18.760]   you know, we do install fusion on all the machines of the office.
[00:05:18.760 --> 00:05:22.680]   And that's really the only reason that we do it.
[00:05:22.680 --> 00:05:25.680]   And for the most part, that we don't.
[00:05:25.680 --> 00:05:27.600]   I don't use it very often.
[00:05:27.600 --> 00:05:30.120]   I mean, I open it up every once in a while to get to something.
[00:05:30.120 --> 00:05:32.320]   But I was talking to a photographer here in Tokyo.
[00:05:32.320 --> 00:05:36.800]   And I was like, why are all these drives formatted in FAT32?
[00:05:36.800 --> 00:05:39.760]   I was, you know, because there's all kinds of transfer issues with FAT32.
[00:05:39.760 --> 00:05:41.760]   And he's like, oh, I have PC.
[00:05:41.760 --> 00:05:44.840]   And I was like, whoo, that's like, that's, to me,
[00:05:44.840 --> 00:05:48.040]   is still the single biggest problem is that Mac won't read NTFS
[00:05:48.040 --> 00:05:51.240]   with that additional software or NPCs won't read HFS
[00:05:51.240 --> 00:05:53.120]   with that additional software.
[00:05:53.120 --> 00:05:56.120]   And of course, FAT32, you can't get bigger than 2G
[00:05:56.120 --> 00:05:58.560]   but by file. So you have to choose one.
[00:05:58.560 --> 00:06:01.480]   >> Well, the other thing is that it's FAT32 is we're, I mean,
[00:06:01.480 --> 00:06:03.760]   I don't know, this is a common thing, but we're having all kinds
[00:06:03.760 --> 00:06:04.880]   of read problems with it.
[00:06:04.880 --> 00:06:08.320]   So if you have, if you, if you, it seems like if you copy too much
[00:06:08.320 --> 00:06:11.600]   at one time, it just, well, it's a pretty cool file system.
[00:06:11.600 --> 00:06:13.400]   Yeah. Yeah. So it's a mess.
[00:06:13.400 --> 00:06:14.400]   >> What do you do?
[00:06:14.400 --> 00:06:17.880]   >> It's all stems from the fact that 22 years ago when I was 32
[00:06:17.880 --> 00:06:20.600]   and they named this after me, they didn't give me my royalty.
[00:06:20.600 --> 00:06:23.440]   >> Scott file system? The FAT32?
[00:06:23.440 --> 00:06:25.120]   >> I'm sorry.
[00:06:25.120 --> 00:06:29.080]   >> I put a softball, I don't know the middle of the plate.
[00:06:29.080 --> 00:06:29.920]   >> I'm sorry.
[00:06:29.920 --> 00:06:32.520]   >> I didn't get that.
[00:06:32.520 --> 00:06:35.880]   >> So much is the respect that Leo has for you, Scott.
[00:06:35.880 --> 00:06:36.720]   >> I didn't want to.
[00:06:36.720 --> 00:06:39.480]   >> He did not even interpret that as possibly a slam against him.
[00:06:39.480 --> 00:06:40.680]   >> I didn't go there.
[00:06:40.680 --> 00:06:42.240]   >> I didn't go there.
[00:06:42.240 --> 00:06:44.880]   >> You know, I'm president of the horizontally challenged photographers
[00:06:44.880 --> 00:06:47.920]   of America, of which there are a few.
[00:06:47.920 --> 00:06:48.960]   What is the best choice?
[00:06:48.960 --> 00:06:52.680]   Is it to use Mac fuse on a Mac to allow it to read write NTFS
[00:06:52.680 --> 00:06:57.880]   or to get something like media force, what do they call it,
[00:06:57.880 --> 00:07:01.480]   Mac drive on the PC to read HFS plus?
[00:07:01.480 --> 00:07:02.560]   Which way is the best way to go?
[00:07:02.560 --> 00:07:05.400]   Andy, do you have an opinion on that?
[00:07:05.400 --> 00:07:08.720]   >> I've, I don't really use it that often.
[00:07:08.720 --> 00:07:09.400]   >> You don't need to.
[00:07:09.400 --> 00:07:10.520]   >> All right, maybe I'll ask Alex.
[00:07:10.520 --> 00:07:11.640]   Alex, do you?
[00:07:11.640 --> 00:07:13.200]   >> I prefer to do it on the Mac.
[00:07:13.200 --> 00:07:13.880]   >> Use Mac fuse.
[00:07:13.880 --> 00:07:15.280]   Mac fuse is free.
[00:07:15.280 --> 00:07:17.880]   >> Yeah, I mean, I just ask in the PC to do something more complicated.
[00:07:17.880 --> 00:07:19.040]   It's always kind of--
[00:07:19.040 --> 00:07:20.040]   >> Yeah.
[00:07:20.040 --> 00:07:22.160]   >> And I don't want to make it think that hard.
[00:07:22.160 --> 00:07:24.800]   I just do what you do and we'll fix it over here.
[00:07:24.800 --> 00:07:28.600]   That's kind of our general process with the PC.
[00:07:28.600 --> 00:07:32.720]   >> VMware comes with Mac fuse, but it's free download from--
[00:07:32.720 --> 00:07:35.360]   for I think it's a Google site.
[00:07:35.360 --> 00:07:35.840]   >> Yeah.
[00:07:35.840 --> 00:07:36.200]   >> Yeah.
[00:07:36.200 --> 00:07:37.840]   >> But it works pretty well.
[00:07:37.840 --> 00:07:39.440]   I haven't had any problems with it.
[00:07:39.440 --> 00:07:43.680]   But I don't, it just makes me nervous to have to do that.
[00:07:43.680 --> 00:07:45.280]   But I guess I'll live with it.
[00:07:45.280 --> 00:07:48.400]   >> I mean, what's nice is with something like Fusion or Parallels,
[00:07:48.400 --> 00:07:49.440]   you know, you can--
[00:07:49.440 --> 00:07:51.200]   what's nice is you can just transfer the stuff back and forth.
[00:07:51.200 --> 00:07:52.040]   >> Yeah, they don't care.
[00:07:52.040 --> 00:07:53.080]   Or network file systems.
[00:07:53.080 --> 00:07:54.120]   They don't care either.
[00:07:54.120 --> 00:07:58.720]   >> Yeah, so you can just go back and forth from your PC side.
[00:07:58.720 --> 00:07:59.720]   >> Right, and we use network.
[00:07:59.720 --> 00:08:01.600]   We use a lot of file sharing network and trash storage and stuff,
[00:08:01.600 --> 00:08:03.120]   so we don't think about it that much.
[00:08:03.120 --> 00:08:05.000]   But there-- but when I'm recording video,
[00:08:05.000 --> 00:08:06.880]   I have to do it directly to a hard drive.
[00:08:06.880 --> 00:08:08.240]   I can't do it over the network.
[00:08:08.240 --> 00:08:10.400]   And then we want to unplug that hard drive and put it on a Mac.
[00:08:10.400 --> 00:08:14.560]   And that's when we get-- that's when our troubles began.
[00:08:14.560 --> 00:08:18.440]   So I've been delaying waiting, hoping that while we've been talking,
[00:08:18.440 --> 00:08:23.000]   we record this on Tuesdays that the rumor from Apple Insider
[00:08:23.000 --> 00:08:27.800]   that the iTunes Music Store would go DRM-free.
[00:08:27.800 --> 00:08:29.960]   I was just waiting and hoping that would happen while we're talking.
[00:08:29.960 --> 00:08:32.000]   It hasn't happened yet.
[00:08:32.000 --> 00:08:33.080]   >> But you know what did happen?
[00:08:33.080 --> 00:08:33.880]   >> What?
[00:08:33.880 --> 00:08:35.400]   >> MacFuse 2.0 was released.
[00:08:35.400 --> 00:08:37.800]   >> Oh, OK.
[00:08:37.800 --> 00:08:38.200]   >> They knew.
[00:08:38.200 --> 00:08:39.840]   They knew they saw us coming.
[00:08:39.840 --> 00:08:40.800]   So I don't know.
[00:08:40.800 --> 00:08:42.320]   Do you think this is bogus or whatever?
[00:08:42.320 --> 00:08:44.440]   It's a French technology site was the first to say.
[00:08:44.440 --> 00:08:46.280]   The Lech-Pong Le-Bois.
[00:08:46.280 --> 00:08:49.520]   >> bogus because the record companies aren't going to let it happen.
[00:08:49.520 --> 00:08:52.200]   >> They have Sony Universal and Warner,
[00:08:52.200 --> 00:08:58.400]   which currently offer unprotected music through Amazon and other sites.
[00:08:58.400 --> 00:08:59.680]   I've never let Apple do it.
[00:08:59.680 --> 00:09:02.680]   But the rumor was that it would-- for the holidays,
[00:09:02.680 --> 00:09:08.400]   Apple would remove DRM from those company's music today.
[00:09:08.400 --> 00:09:12.600]   >> Yeah, I mean, it's the sentence that Apple's going to remove the DRM,
[00:09:12.600 --> 00:09:16.800]   as opposed to that's going to be something that's negotiated with Mexican wrestlers
[00:09:16.800 --> 00:09:21.040]   in a no-holds bar competition before they'll get that sort of concession.
[00:09:21.040 --> 00:09:25.600]   The whole reason why the Amazon MP3 store exists is because the record company wants
[00:09:25.600 --> 00:09:28.840]   a competition-- wants to be-- wants to be competition to Apple.
[00:09:28.840 --> 00:09:32.160]   And DRM-free music is the biggest leverage that the Amazon store has.
[00:09:32.160 --> 00:09:33.800]   >> Well, I'm reading on.
[00:09:33.800 --> 00:09:38.160]   And the same site says that Apple will follow up the move with a promo campaign
[00:09:38.160 --> 00:09:41.200]   called The 12 Days of iTunes that will let shoppers in France, Germany,
[00:09:41.200 --> 00:09:43.920]   and the UK download an unlimited amount of content.
[00:09:43.920 --> 00:09:45.280]   Yeah, right.
[00:09:45.280 --> 00:09:46.160]   >> Yeah.
[00:09:46.160 --> 00:09:48.800]   >> Those will play really great on the $49 iPhone.
[00:09:48.800 --> 00:09:51.160]   That's only going to be sold at $7.11 starting tomorrow.
[00:09:51.160 --> 00:09:51.880]   >> Yeah, right.
[00:09:51.880 --> 00:09:52.840]   >> I'm looking forward to that.
[00:09:52.840 --> 00:09:54.560]   >> I thought that was at Walmart.
[00:09:54.560 --> 00:09:56.360]   >> [LAUGH]
[00:09:56.360 --> 00:10:01.600]   >> No, no, that's the rumor because $99 is way too much to spend on an iPhone.
[00:10:01.600 --> 00:10:05.040]   And why would Apple just partner with one store like that?
[00:10:05.040 --> 00:10:08.040]   If they're going to do one store, they're going to go to Methodics or
[00:10:08.040 --> 00:10:10.360]   looking to buy a phone at 2 AM at 4 o'clock.
[00:10:10.360 --> 00:10:11.040]   >> There you go.
[00:10:11.040 --> 00:10:13.320]   They're going to start making burners.
[00:10:13.320 --> 00:10:15.600]   iPhones you throw away when you've used up the minutes.
[00:10:15.600 --> 00:10:17.120]   That's what they're going to do.
[00:10:17.120 --> 00:10:18.680]   Now, we'll get to that story in a second.
[00:10:18.680 --> 00:10:20.960]   I've seen that news says that the story's untrue.
[00:10:20.960 --> 00:10:25.000]   You agree that it's unlikely that DRM-free will ever come to the iTunes store.
[00:10:25.000 --> 00:10:26.960]   It sounds like you don't believe in the sky.
[00:10:26.960 --> 00:10:29.640]   And you know more probably than any of us since you've had to deal with the record
[00:10:29.640 --> 00:10:31.440]   companies in your lifetime.
[00:10:31.440 --> 00:10:35.560]   >> Listen, there are three entities you should fear in life.
[00:10:35.560 --> 00:10:37.400]   One is the IRS.
[00:10:37.400 --> 00:10:37.840]   >> Yeah.
[00:10:37.840 --> 00:10:41.080]   >> The other is the Securities and Exchange Commission.
[00:10:41.080 --> 00:10:41.880]   >> Yeah.
[00:10:41.880 --> 00:10:44.440]   >> And the third is the Recording Industry of America.
[00:10:44.440 --> 00:10:45.440]   >> Yeah, I agree.
[00:10:45.440 --> 00:10:48.360]   >> They all three should be looked at as the same.
[00:10:48.360 --> 00:10:53.080]   The first two can take all of your stuff without due process.
[00:10:53.080 --> 00:10:56.880]   So only way you can lose possessions in the United States without due process
[00:10:56.880 --> 00:10:59.400]   is if the SEC or the IRS come for them.
[00:10:59.400 --> 00:11:02.880]   And the RIA is trying to get that power.
[00:11:02.880 --> 00:11:04.360]   >> Yeah, they're getting close.
[00:11:04.360 --> 00:11:05.080]   >> Yeah.
[00:11:05.080 --> 00:11:10.400]   No, I don't see it because they don't understand the benefits.
[00:11:10.400 --> 00:11:11.840]   They don't trust their customers.
[00:11:11.840 --> 00:11:13.240]   That's their first problem.
[00:11:13.240 --> 00:11:18.040]   They don't understand the benefits that digital music provide.
[00:11:18.040 --> 00:11:22.520]   They don't understand that making this stuff easy to afford and
[00:11:22.520 --> 00:11:26.680]   obtain would actually stop the piracy.
[00:11:26.680 --> 00:11:32.440]   But I do certainly understand the need to support and protect
[00:11:32.440 --> 00:11:34.280]   copyrighted material.
[00:11:34.280 --> 00:11:35.960]   There's a balance in how to do that.
[00:11:35.960 --> 00:11:38.400]   I think they've never ever come close to finding it.
[00:11:38.400 --> 00:11:41.280]   >> Yeah, well, DRM, we all know it doesn't work.
[00:11:41.280 --> 00:11:42.680]   It only stops honest users.
[00:11:42.680 --> 00:11:46.640]   It doesn't stop thieves because it's a simple thing, trivial thing to remove it.
[00:11:46.640 --> 00:11:47.160]   Or--
[00:11:47.160 --> 00:11:53.160]   >> I think the media industries are reeling across the board from not
[00:11:53.160 --> 00:11:57.160]   embracing the digital opportunities that they have.
[00:11:57.160 --> 00:11:58.600]   Whether it's--
[00:11:58.600 --> 00:12:00.200]   >> Well, I'll give you a side story.
[00:12:00.200 --> 00:12:02.080]   >> Or so on and so forth.
