
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:13.000]   This is Detroit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for Macbreak Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly@cacafly.com.
[00:00:21.000 --> 00:00:28.000]   [ Music ]
[00:00:28.000 --> 00:00:34.000]   This is Macbreak Weekly, Episode 166 for November 10, 2009.
[00:00:34.000 --> 00:00:37.000]   Ground Control to Major Don.
[00:00:37.000 --> 00:00:38.000]   [ Music ]
[00:00:38.000 --> 00:00:42.000]   Macbreak Weekly is brought to you by Carbonite, the leader in
[00:00:42.000 --> 00:00:43.000]   online backup.
[00:00:43.000 --> 00:00:47.000]   Backup your PC or Mac off-site securely and automatically.
[00:00:47.000 --> 00:00:51.000]   For a free trial offer plus two free months with purchase, go
[00:00:51.000 --> 00:00:57.000]   to Carbonite.com, offer code TWIT, C-A-R-V-O-N-I-T-E.com.
[00:00:57.000 --> 00:01:02.000]   And by Audible.com, a leading provider of audio books with
[00:01:02.000 --> 00:01:06.000]   more than 60,000 downloadable titles across all types of
[00:01:06.000 --> 00:01:09.000]   literature, including fiction, nonfiction, and periodicals.
[00:01:09.000 --> 00:01:14.000]   For your free book, visit Audible.com/Macbreak.
[00:01:14.000 --> 00:01:16.000]   And by Go to Meeting.
[00:01:16.000 --> 00:01:19.000]   Picture yourself on a phone call sharing and explaining
[00:01:19.000 --> 00:01:21.000]   something visual with Go to Meeting.
[00:01:21.000 --> 00:01:26.000]   For your free 30-day trial, visit GoToMeeting.com/Macbreak.
[00:01:26.000 --> 00:01:37.000]   It's time for Macbreak Weekly to show the covers all things
[00:01:37.000 --> 00:01:42.000]   Apple, including the Macintosh, the iPod, the iPhone, Apple TV,
[00:01:42.000 --> 00:01:47.000]   the fabulous servers, anything that has an Apple logo on it with
[00:01:47.000 --> 00:01:49.000]   us right now.
[00:01:49.000 --> 00:01:52.000]   Mr. Andy Inotko.
[00:01:52.000 --> 00:01:53.000]   Wait a minute, let me push that.
[00:01:53.000 --> 00:01:55.000]   There we go, that's the button for Andy.
[00:01:55.000 --> 00:01:57.000]   Hello, Andy Inotko from the Chicago Sun-Times.
[00:01:57.000 --> 00:02:00.000]   Oh, don't you remember those great do-op groups of the 60s?
[00:02:00.000 --> 00:02:04.000]   The fabulous servers with four unbroken top ten hits.
[00:02:04.000 --> 00:02:05.000]   Where'd they go?
[00:02:05.000 --> 00:02:06.000]   Where are they now?
[00:02:06.000 --> 00:02:07.000]   I can't remember.
[00:02:07.000 --> 00:02:08.000]   What do they call those things?
[00:02:08.000 --> 00:02:10.000]   They call them the...
[00:02:10.000 --> 00:02:13.000]   Well, I saw them at the Mahagan Sun Casino, but you could tell
[00:02:13.000 --> 00:02:16.000]   there was only one of the original fabulous servers in the
[00:02:16.000 --> 00:02:17.000]   group.
[00:02:17.000 --> 00:02:18.000]   The rest three were like people they hired on later.
[00:02:18.000 --> 00:02:19.000]   Right.
[00:02:19.000 --> 00:02:20.000]   I hate when they do that.
[00:02:20.000 --> 00:02:24.000]   I almost like got my money back for the two drinks I had to
[00:02:24.000 --> 00:02:26.000]   buy to go in and see them.
[00:02:26.000 --> 00:02:32.000]   Also here with us from Oxford, Hertford, I don't know, from
[00:02:32.000 --> 00:02:37.000]   Great Britain, we got two, not one but two Brits, starting on my
[00:02:37.000 --> 00:02:40.000]   left with Mr. Will Harris from Channel Flip.
[00:02:40.000 --> 00:02:41.000]   Hello, Will.
[00:02:41.000 --> 00:02:43.000]   Hello, lovely to be here.
[00:02:43.000 --> 00:02:44.000]   Welcome back, could have you.
[00:02:44.000 --> 00:02:45.000]   You were just on Twitch.
[00:02:45.000 --> 00:02:46.000]   And now...
[00:02:46.000 --> 00:02:48.000]   I know, it's all well all the time.
[00:02:48.000 --> 00:02:53.000]   Did you just stay in the studio and wait for Mac break with you?
[00:02:53.000 --> 00:02:58.000]   The study in the Harris residence.
[00:02:58.000 --> 00:03:00.000]   Also, Don McAllister from Screencast Online.
[00:03:00.000 --> 00:03:01.000]   Hi, Don.
[00:03:01.000 --> 00:03:02.000]   Hello, Leo.
[00:03:02.000 --> 00:03:03.000]   Hi.
[00:03:03.000 --> 00:03:04.000]   Great to be back.
[00:03:04.000 --> 00:03:05.000]   Great to have you.
[00:03:05.000 --> 00:03:06.000]   Thank you.
[00:03:06.000 --> 00:03:08.000]   Don and I have a little experience with the old...
[00:03:08.000 --> 00:03:10.000]   I was going to say the oldie in the house.
[00:03:10.000 --> 00:03:11.000]   No, the oldie.
[00:03:11.000 --> 00:03:13.000]   What am I thinking?
[00:03:13.000 --> 00:03:16.000]   I've just watched my turn and thought, no, the cruise, the
[00:03:16.000 --> 00:03:17.000]   cruise thing.
[00:03:17.000 --> 00:03:18.000]   The cruise thing.
[00:03:18.000 --> 00:03:21.000]   Don and Don and Danny and I were on Mac, Mania 10.
[00:03:21.000 --> 00:03:22.000]   Nine.
[00:03:22.000 --> 00:03:24.000]   And then 10 is next year.
[00:03:24.000 --> 00:03:25.000]   Mm-hmm.
[00:03:25.000 --> 00:03:26.000]   Yeah.
[00:03:26.000 --> 00:03:27.000]   And today...
[00:03:27.000 --> 00:03:28.000]   The clock is three.
[00:03:28.000 --> 00:03:29.000]   These are going to be a very weird show.
[00:03:29.000 --> 00:03:30.000]   It is.
[00:03:30.000 --> 00:03:31.000]   No, I'm not going there anymore.
[00:03:31.000 --> 00:03:32.000]   That was it.
[00:03:32.000 --> 00:03:33.000]   That was the one time me, Drew Bies.
[00:03:33.000 --> 00:03:34.000]   All the access to throwing you off.
[00:03:34.000 --> 00:03:35.000]   Me, Drew Bies.
[00:03:35.000 --> 00:03:37.000]   So, uh...
[00:03:37.000 --> 00:03:39.000]   Item one on the agenda.
[00:03:39.000 --> 00:03:42.000]   If you're using a Hackintosh,
[00:03:42.000 --> 00:03:44.000]   Apple's got some bad news for you.
[00:03:44.000 --> 00:03:46.000]   We heard this rumor last week, and apparently it's true with
[00:03:46.000 --> 00:03:50.000]   10.62, the security update that came out a couple of days ago.
[00:03:50.000 --> 00:03:55.000]   In fact, remove support for the Atom,
[00:03:55.000 --> 00:03:58.000]   the Intel processors that's in a lot of, uh,
[00:03:58.000 --> 00:03:59.000]   netbooks.
[00:03:59.000 --> 00:04:03.000]   Yeah, we just tant them out to saying that we're saying no to
[00:04:03.000 --> 00:04:07.000]   Hackintoshing forever, because that's one of the reasons why
[00:04:07.000 --> 00:04:10.000]   it's so effective is that it's every single netbook, the cost
[00:04:10.000 --> 00:04:12.000]   400 bucks out there and runs Windows XP runs the same.
[00:04:12.000 --> 00:04:13.000]   Oh, yeah.
[00:04:13.000 --> 00:04:15.000]   Item N270 or N280 processor.
[00:04:15.000 --> 00:04:19.000]   But, I don't know, there's room on the horizon because I'm
[00:04:19.000 --> 00:04:24.000]   just testing out a $600, $599, Acer, not a netbook,
[00:04:24.000 --> 00:04:28.000]   but like a mini miniature PC that runs a Intel Core Duo.
[00:04:28.000 --> 00:04:32.000]   So, maybe you need to still room for improvement here.
[00:04:32.000 --> 00:04:36.000]   So, yeah, because, I mean, Hackintosh doesn't necessarily require
[00:04:36.000 --> 00:04:37.000]   a netbook.
[00:04:37.000 --> 00:04:39.000]   I mean, SciStar does it on desktops.
[00:04:39.000 --> 00:04:42.000]   Yeah, all you need is a bootloader that's designed to work
[00:04:42.000 --> 00:04:44.000]   with whatever hardware is built.
[00:04:44.000 --> 00:04:47.000]   There is a bootloader that works great with the N270.
[00:04:47.000 --> 00:04:50.000]   That's why it's been so easy to port to so many different
[00:04:50.000 --> 00:04:51.000]   netbooks out there.
[00:04:51.000 --> 00:04:53.000]   So, back to square one.
[00:04:53.000 --> 00:04:56.000]   But remember that the world Hackintosh community was a
[00:04:56.000 --> 00:04:59.000]   square one before and they managed to make pretty much
[00:04:59.000 --> 00:05:04.000]   almost a consumer level installation for Dell and other
[00:05:04.000 --> 00:05:05.000]   models on that book.
[00:05:05.000 --> 00:05:08.000]   So, I'm sure they'll bounce back after too long.
[00:05:08.000 --> 00:05:11.000]   Yeah, you have to wonder why they actually stopped it now,
[00:05:11.000 --> 00:05:13.000]   though, because it must have been hurting them at some point,
[00:05:13.000 --> 00:05:14.000]   wasn't it?
[00:05:14.000 --> 00:05:17.000]   It must have been, you know, initially it was just really the
[00:05:17.000 --> 00:05:20.000]   die-hard geeks who were making the Hackintosh's.
[00:05:20.000 --> 00:05:24.000]   But it must really have started to impact them for them to actually
[00:05:24.000 --> 00:05:26.000]   bring in this fix to stop it.
[00:05:26.000 --> 00:05:28.000]   Or maybe it's just...
[00:05:28.000 --> 00:05:30.000]   Go ahead, Will.
[00:05:30.000 --> 00:05:34.000]   I'm not sure it's hurting them so much as about making a
[00:05:34.000 --> 00:05:35.000]   statement.
[00:05:35.000 --> 00:05:37.000]   Yes, that's kind of the feeling I get.
[00:05:37.000 --> 00:05:38.000]   It's an easy thing to do.
[00:05:38.000 --> 00:05:39.000]   That's what I was going to say.
[00:05:39.000 --> 00:05:41.000]   Screw you, Hackintosh!
[00:05:41.000 --> 00:05:42.000]   Right.
[00:05:42.000 --> 00:05:45.000]   It's a processor that they don't put into any product and
[00:05:45.000 --> 00:05:48.000]   probably have no intention of ever putting it into any product.
[00:05:48.000 --> 00:05:51.000]   All that to do is add just two lines of code maybe to the boot
[00:05:51.000 --> 00:05:53.000]   process and that's it.
[00:05:53.000 --> 00:05:55.000]   Someone probably did it on his lunch hour.
[00:05:55.000 --> 00:05:57.000]   It was a college intern sort of thing.
[00:05:57.000 --> 00:06:01.000]   So, if you have a Hackintosh and you update to 10.62,
[00:06:01.000 --> 00:06:03.000]   I always thought, kind of, if you had a Hackintosh, you shouldn't
[00:06:03.000 --> 00:06:04.000]   be running updates anyway.
[00:06:04.000 --> 00:06:07.000]   But if you do run 10.62, your machine will stop working.
[00:06:07.000 --> 00:06:08.000]   Is that right?
[00:06:08.000 --> 00:06:10.000]   Yeah, that's likely.
[00:06:10.000 --> 00:06:14.000]   I have a Hackintosh Dell Mini 9, but I have not upgraded it past
[00:06:14.000 --> 00:06:16.000]   10.5.6 yet.
[00:06:16.000 --> 00:06:18.000]   I haven't even put it on Snow Leopard yet.
[00:06:18.000 --> 00:06:21.000]   Waiting to hear from reports from Otterline districts.
[00:06:21.000 --> 00:06:25.000]   Plus, once you have it running on a Hackintosh, you're not really
[00:06:25.000 --> 00:06:29.000]   in that business for the cutting edge, latest edition of every
[00:06:29.000 --> 00:06:30.000]   operating system.
[00:06:30.000 --> 00:06:32.000]   So, it's okay to be four or five months behind.
[00:06:32.000 --> 00:06:35.000]   So long as people can still get the regular Leopard DVD out there
[00:06:35.000 --> 00:06:39.000]   and so long as the 10.6.2 is not what you would get on a standard
[00:06:39.000 --> 00:06:40.000]   upgrade disk.
[00:06:40.000 --> 00:06:41.000]   Negligible impact.
[00:06:41.000 --> 00:06:43.000]   How about the security impact?
[00:06:43.000 --> 00:06:46.000]   Do you need to upgrade to 10.62 for security?
[00:06:46.000 --> 00:06:48.000]   I don't know about that.
[00:06:48.000 --> 00:06:50.000]   I haven't, I haven't, haven't installed it yet.
[00:06:50.000 --> 00:06:54.000]   Obviously, it's going to have the same incremental little O we heard
[00:06:54.000 --> 00:06:56.000]   from here and everywhere that there's a buffer underflow problem
[00:06:56.000 --> 00:06:57.000]   that we could seal up.
[00:06:57.000 --> 00:06:58.000]   Right.
[00:06:58.000 --> 00:07:01.000]   But Stu Helm saying in the chat room that the Dell Mini 9 has
[00:07:01.000 --> 00:07:03.000]   Snow Leopard problems anyway.
[00:07:03.000 --> 00:07:05.000]   So, you're not going to go to Snow Leopard anyway on the Dell
[00:07:05.000 --> 00:07:06.000]   Mini 9.
[00:07:06.000 --> 00:07:07.000]   Yeah.
[00:07:07.000 --> 00:07:10.000]   I think people are so community focused with these Hackintosh
[00:07:10.000 --> 00:07:13.000]   projects that we have our own Genius Bar in the form of the
[00:07:13.000 --> 00:07:18.000]   my Dell Mini, my Dell Mini forums where you can, there are always
[00:07:18.000 --> 00:07:20.000]   the people who have, yeah, the people who are excited about
[00:07:20.000 --> 00:07:23.000]   being the first person to buy the update and the first person
[00:07:23.000 --> 00:07:25.000]   to release a patch that makes it work.
[00:07:25.000 --> 00:07:29.000]   So, it's not quite a consumer product, but it's close.
[00:07:29.000 --> 00:07:33.000]   It's as good as any installation of any Linux you will find out
[00:07:33.000 --> 00:07:36.000]   there where it's easy enough to put in, if there's enough
[00:07:36.000 --> 00:07:39.000]   support out there that it's stone go.
[00:07:39.000 --> 00:07:44.000]   I have a question actually for you because you're a Boston person.
[00:07:44.000 --> 00:07:47.000]   The giant iPod touch billboard.
[00:07:47.000 --> 00:07:50.000]   Has that been a subject of a lot of controversy in Boston?
