
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   This is Detroit.
[00:00:14.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:22.000]   cashfly@cachiefly.com.
[00:00:22.000 --> 00:00:29.000]   [ Music ]
[00:00:29.000 --> 00:00:33.000]   This is Mac Break Weekly, Episode 40, from May 8, 2007,
[00:00:33.000 --> 00:00:35.000]   on the precipice of potential.
[00:00:35.000 --> 00:00:41.000]   [ Music ]
[00:00:41.000 --> 00:00:45.000]   Mac Break Weekly enters middle age with our 40th episode.
[00:00:45.000 --> 00:00:47.000]   It's all downhill from here.
[00:00:47.000 --> 00:00:49.000]   Ladies and gentlemen, a very good day to you.
[00:00:49.000 --> 00:00:51.000]   Welcome back to the show that really doesn't talk about
[00:00:51.000 --> 00:00:53.000]   Mac's all that much, mostly.
[00:00:53.000 --> 00:00:54.000]   [ Music ]
[00:00:54.000 --> 00:00:57.000]   We just wander off in our own little world.
[00:00:57.000 --> 00:00:59.000]   Scott Born's a giggling over there.
[00:00:59.000 --> 00:01:00.000]   Hey, Scott.
[00:01:00.000 --> 00:01:01.000]   Howdy.
[00:01:01.000 --> 00:01:09.000]   From Apple Phone Show.com.
[00:01:09.000 --> 00:01:10.000]   Thank you, sir.
[00:01:10.000 --> 00:01:13.000]   And podcastingtricks.com and iLifeZone.com.
[00:01:13.000 --> 00:01:15.000]   And, of course, the famous Padango.
[00:01:15.000 --> 00:01:17.000]   Not to be confused with Padango.
[00:01:17.000 --> 00:01:18.000]   You're so kind.
[00:01:18.000 --> 00:01:19.000]   Padango.
[00:01:19.000 --> 00:01:22.000]   Well, we say Padango so we don't get sued by Apple's lawyers
[00:01:22.000 --> 00:01:23.000]   for saying Padango.
[00:01:23.000 --> 00:01:24.000]   Oh, yeah, really.
[00:01:24.000 --> 00:01:25.000]   That's a good reason.
[00:01:25.000 --> 00:01:27.000]   I told him it's Padango.
[00:01:27.000 --> 00:01:29.000]   I think it's actually a Paudang show.
[00:01:29.000 --> 00:01:30.000]   Paudang show.
[00:01:30.000 --> 00:01:31.000]   Yeah, yeah.
[00:01:31.000 --> 00:01:33.000]   That's Muylin Man.
[00:01:33.000 --> 00:01:34.000]   Oh, I'm Mr. Leo.
[00:01:34.000 --> 00:01:35.000]   How's Muylin Man?
[00:01:35.000 --> 00:01:39.000]   Nice 40th episode with the making of the Mac doll.
[00:01:39.000 --> 00:01:45.000]   From 43folders.com and, of course, the MerlinShow.com.
[00:01:45.000 --> 00:01:48.000]   And his tumble log, we're talking about you with David Karp on
[00:01:48.000 --> 00:01:50.000]   that at night on Sunday.
[00:01:50.000 --> 00:01:53.000]   Kung Fu Grip with B-I-P-G-R-I-P-P-E.com.
[00:01:53.000 --> 00:01:56.000]   I'm going to have to add that my own site to my host file.
[00:01:56.000 --> 00:01:58.000]   It has become like my slash dot.
[00:01:58.000 --> 00:01:59.000]   It's so great.
[00:01:59.000 --> 00:02:00.000]   I can't smell.
[00:02:00.000 --> 00:02:01.000]   I don't know about that, but it's very fun.
[00:02:01.000 --> 00:02:03.000]   Everything you care about is on there.
[00:02:03.000 --> 00:02:04.000]   Yes, yes.
[00:02:04.000 --> 00:02:08.000]   If you're very interested in the extreme minority of really
[00:02:08.000 --> 00:02:11.000]   bizarre things that appeal just to me, it's definitely a
[00:02:11.000 --> 00:02:12.000]   destination site.
[00:02:12.000 --> 00:02:13.000]   It is.
[00:02:13.000 --> 00:02:17.000]   Speaking of destination sites, the colossal with the band
[00:02:17.000 --> 00:02:19.000]   with colossal waste of band.
[00:02:19.000 --> 00:02:20.000]   Colossal?
[00:02:20.000 --> 00:02:23.000]   Colossal waste?
[00:02:23.000 --> 00:02:29.000]   Thank you with the musical band with the clicking and the
[00:02:29.000 --> 00:02:31.000]   dragging and the body.
[00:02:31.000 --> 00:02:33.000]   It's already time to play this.
[00:02:33.000 --> 00:02:37.000]   I can't believe we're 30 seconds into the show and already.
[00:02:37.000 --> 00:02:40.000]   If you can see daylight from inside the rat hole, you're not
[00:02:40.000 --> 00:02:42.000]   really inside the rat hole.
[00:02:42.000 --> 00:02:44.000]   We're digging deep into the rat hole.
[00:02:44.000 --> 00:02:47.000]   Yeah, baby.
[00:02:47.000 --> 00:02:52.000]   That's of course Andy Ennaco, the Chicago Sun-Times.
[00:02:52.000 --> 00:02:54.000]   Yeah.
[00:02:54.000 --> 00:02:57.000]   And we are here to talk once again about the latest in the
[00:02:57.000 --> 00:02:58.000]   Mac world.
[00:02:58.000 --> 00:02:59.000]   First Leo, I'm sorry.
[00:02:59.000 --> 00:03:00.000]   I need to apologize.
[00:03:00.000 --> 00:03:03.000]   I thought we were meant to start to be going downhill eight
[00:03:03.000 --> 00:03:04.000]   episodes ago.
[00:03:04.000 --> 00:03:05.000]   I started way too soon.
[00:03:05.000 --> 00:03:06.000]   I'm so sorry.
[00:03:06.000 --> 00:03:07.000]   I missed a memo.
[00:03:07.000 --> 00:03:10.000]   You peaked early and you're collapsing already.
[00:03:10.000 --> 00:03:12.000]   No, that's okay.
[00:03:12.000 --> 00:03:16.000]   I've got the PSP here, so I'm sure I can distract myself and
[00:03:16.000 --> 00:03:19.000]   cross enough random neuromiss firings to keep completely off
[00:03:19.000 --> 00:03:21.000]   topic and be saying things that no one will find interesting
[00:03:21.000 --> 00:03:23.000]   or illuminating in any fashion.
[00:03:23.000 --> 00:03:24.000]   I think I can do that.
[00:03:24.000 --> 00:03:26.000]   You guys can't actually hear this.
[00:03:26.000 --> 00:03:27.000]   Can you?
[00:03:27.000 --> 00:03:28.000]   If I just...
[00:03:28.000 --> 00:03:29.000]   Merlin's a little hungry.
[00:03:29.000 --> 00:03:30.000]   I think we're doing your cat.
[00:03:30.000 --> 00:03:32.000]   I'm just a bonger.
[00:03:32.000 --> 00:03:33.000]   I'm just a bonger.
[00:03:33.000 --> 00:03:35.000]   Mine are so deliciously crunchy, don't you find?
[00:03:35.000 --> 00:03:37.000]   That's a ways classic.
[00:03:37.000 --> 00:03:38.000]   It's a what?
[00:03:38.000 --> 00:03:39.000]   I'm sorry.
[00:03:39.000 --> 00:03:41.000]   Let me interpret for you.
[00:03:41.000 --> 00:03:42.000]   Lays classic.
[00:03:42.000 --> 00:03:44.000]   Classic what?
[00:03:44.000 --> 00:03:48.000]   What would it cost for us to actually get Jerry Lewis on the
[00:03:48.000 --> 00:03:49.000]   show?
[00:03:49.000 --> 00:03:50.000]   What kind of money do you think we're talking about?
[00:03:50.000 --> 00:03:51.000]   I don't know.
[00:03:51.000 --> 00:03:53.000]   I think a small donation to Jerry's kids.
[00:03:53.000 --> 00:03:55.000]   It'd probably be sufficient to do it, don't you?
[00:03:55.000 --> 00:03:57.000]   If we let him talk about himself, he'll fly himself over.
[00:03:57.000 --> 00:04:00.000]   He'll probably bring to Canada as well.
[00:04:00.000 --> 00:04:02.000]   It'd be so great to have Jerry Lewis.
[00:04:02.000 --> 00:04:04.000]   The problem is they fear a genius in this industry.
[00:04:04.000 --> 00:04:07.000]   What people don't understand about me and Dean was the law.
[00:04:07.000 --> 00:04:11.000]   There was a law between us, deeper than brothers.
[00:04:11.000 --> 00:04:16.000]   That only people who had fought is an artist and a creator.
[00:04:16.000 --> 00:04:20.000]   You're going to be attacked from all angles by people who do not,
[00:04:20.000 --> 00:04:22.000]   I think we're totally not going to get him on the show now.
[00:04:22.000 --> 00:04:23.000]   No, we will.
[00:04:23.000 --> 00:04:24.000]   We will.
[00:04:24.000 --> 00:04:26.000]   I think it'd be so great if just to have him on, just to say, you know,
[00:04:26.000 --> 00:04:27.000]   he's so into that.
[00:04:27.000 --> 00:04:29.000]   Why would I say it?
[00:04:29.000 --> 00:04:30.000]   He could phone it in.
[00:04:30.000 --> 00:04:31.000]   He could Skype it in.
[00:04:31.000 --> 00:04:32.000]   He could Skype it in.
[00:04:32.000 --> 00:04:33.000]   Jerry, he's a gatchet.
[00:04:33.000 --> 00:04:34.000]   He's the classic gatchet guy.
[00:04:34.000 --> 00:04:36.000]   He was like gatchet guy number one.
[00:04:36.000 --> 00:04:37.000]   No, he invented.
[00:04:37.000 --> 00:04:39.000]   Oh my God, he invented the video.
[00:04:39.000 --> 00:04:40.000]   He invented the video tap.
[00:04:40.000 --> 00:04:43.000]   He invented the idea of having like a video feed of what you're filming
[00:04:43.000 --> 00:04:44.000]   so that you can show you.
[00:04:44.000 --> 00:04:45.000]   Jerry is a little bit.
[00:04:45.000 --> 00:04:47.000]   He has the patent on that.
[00:04:47.000 --> 00:04:50.000]   He has the first person who was shooting video on the same, like,
[00:04:50.000 --> 00:04:53.000]   right alongside films that he could watch Russians every day.
[00:04:53.000 --> 00:04:56.000]   And he's about a huge photography and recording nerd.
[00:04:56.000 --> 00:04:58.000]   You ever heard his crank calls?
[00:04:58.000 --> 00:04:59.000]   No.
[00:04:59.000 --> 00:05:01.000]   Oh, he's got some really good crank calls.
[00:05:01.000 --> 00:05:02.000]   Really?
[00:05:02.000 --> 00:05:06.000]   He also mic'd up his kids' room with my hidden microphones.
[00:05:06.000 --> 00:05:07.000]   Oh.
[00:05:07.000 --> 00:05:09.000]   And he had a secret room in his office.
[00:05:09.000 --> 00:05:14.000]   There was an interview with him that I once read that I had a double read just to make sure it wasn't parody.
[00:05:14.000 --> 00:05:18.000]   Because as a way of basically illustrating his geekness, his nerdiness,
[00:05:18.000 --> 00:05:24.000]   and his power and strength and wonderfulness as a father, he talked about spanking his 16-year-old son
[00:05:24.000 --> 00:05:27.000]   and then rushing back to his secret office that only he had the keys to,
[00:05:27.000 --> 00:05:32.000]   to listen, to hear what his son said to his other son about being spanked.
[00:05:32.000 --> 00:05:34.000]   Dad is such a man.
[00:05:34.000 --> 00:05:38.000]   And saying to the interviewer, and what Gary told his little brother,
[00:05:38.000 --> 00:05:43.000]   was that he deserved it and he was thankful that I loved him so much
[00:05:43.000 --> 00:05:47.000]   that I was willing to undergo that sort of pain with him.
[00:05:47.000 --> 00:05:48.000]   And just--
[00:05:48.000 --> 00:05:50.000]   That is so creepy on so many levels.
[00:05:50.000 --> 00:05:52.000]   It's so Rupert Pupkin, I tell you.
[00:05:52.000 --> 00:05:53.000]   It's so crusty the clown.
[00:05:53.000 --> 00:05:55.000]   It's impossibly delicious.
[00:05:55.000 --> 00:05:56.000]   Wow.
[00:05:56.000 --> 00:05:59.000]   Did you read the Sean Levy King of Comedy?
[00:05:59.000 --> 00:06:02.000]   Comedy, one of my favorite, but one of my all-time favorite books.
[00:06:02.000 --> 00:06:05.000]   If you only read one book this decade, read the--
[00:06:05.000 --> 00:06:09.000]   It began as an authorized biography and very quickly became authorized.
[00:06:09.000 --> 00:06:14.000]   And it's like the all-time great page-turning biography.
[00:06:14.000 --> 00:06:15.000]   It shows him--
[00:06:15.000 --> 00:06:16.000]   It's good side.
[00:06:16.000 --> 00:06:17.000]   It shows him as a bad side.
[00:06:17.000 --> 00:06:20.000]   You feel as though they've created this brand-new character called Jerry Lewis,
[00:06:20.000 --> 00:06:23.000]   and you've just seen a double trilogy about him.
[00:06:23.000 --> 00:06:26.000]   Only it's not like Star Wars that actually is good in the fact.
[00:06:26.000 --> 00:06:28.000]   Scott, do you feel like somehow we just--
[00:06:28.000 --> 00:06:30.000]   This all went wrong somewhere?
[00:06:30.000 --> 00:06:31.000]   I was wondering if this--
[00:06:31.000 --> 00:06:34.000]   I thought what was happening next was those guys who were going to try to sell us
[00:06:34.000 --> 00:06:36.000]   the old albums from Dean Martin.
[00:06:36.000 --> 00:06:40.000]   The King of Comedy by Jackie Chan, no.
[00:06:40.000 --> 00:06:42.000]   The King was probably a commoner of success.
[00:06:42.000 --> 00:06:43.000]   Sean Levy.
[00:06:43.000 --> 00:06:44.000]   Sean Levy.
[00:06:44.000 --> 00:06:49.000]   We do usually wait till at least 10, 15 minutes into the show to go into a lap.
[00:06:49.000 --> 00:06:53.000]   We're usually trying to get at least one Mac item in before we complete it.
[00:06:53.000 --> 00:06:55.000]   He's going to fix all of this in post.
[00:06:55.000 --> 00:06:57.000]   I'll edit it at the end of the show.
[00:06:57.000 --> 00:07:02.000]   That's where everybody will wonder, wow, they've been talking for an hour and a half about the Mac.
[00:07:02.000 --> 00:07:04.000]   Now they get around to Jerry Lewis.
[00:07:04.000 --> 00:07:09.000]   I can see somebody sitting there in iTunes and like an 80 that thing where you click
[00:07:09.000 --> 00:07:12.000]   and you go like a 16th of an inch and you click again.
[00:07:12.000 --> 00:07:15.000]   I'll do an old talking about Jerry Lewis.
[00:07:15.000 --> 00:07:16.000]   Hi.
[00:07:16.000 --> 00:07:18.000]   This is the old talking about Jerry.
[00:07:18.000 --> 00:07:19.000]   How about these?
[00:07:19.000 --> 00:07:20.000]   How about this?
