
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   This is Detroit.
[00:00:14.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:22.000]   cashfly@cachiefly.com.
[00:00:22.000 --> 00:00:29.000]   [ Music ]
[00:00:29.000 --> 00:00:34.000]   This is Mac Break Weekly Episode 41 from May 23, 2007.
[00:00:34.000 --> 00:00:36.000]   Ray Danger.
[00:00:36.000 --> 00:00:41.000]   [ Music ]
[00:00:41.000 --> 00:00:46.000]   Hi, this is Leo Laporte and welcome to Mac Break Weekly Number 41.
[00:00:46.000 --> 00:00:52.000]   Our thanks to our great host, Scott Born, at the Padango for allowing us to do this show in the Padango Studios.
[00:00:52.000 --> 00:00:56.000]   That's why it sounds so darn good. In front of a live audience of one, my son, Henry.
[00:00:56.000 --> 00:00:58.000]   It was Take Your Son to Work Day.
[00:00:58.000 --> 00:01:02.000]   On the panel, Scott Born, of course, of his brand new show, by the way.
[00:01:02.000 --> 00:01:06.000]   He's got so many, but the new one is Apple Phone Show at applephoneshow.com.
[00:01:06.000 --> 00:01:08.000]   Already, top 10.
[00:01:08.000 --> 00:01:15.000]   Top 10, when my saying top five on iTunes technology podcast, applephoneshow.com.
[00:01:15.000 --> 00:01:20.000]   Also, Merlin Mann is here from 43folders.com.
[00:01:20.000 --> 00:01:22.000]   And Craig Severson.
[00:01:22.000 --> 00:01:23.000]   Craig is the media grunt.
[00:01:23.000 --> 00:01:25.000]   You can find out more about him at mediagrunt.com.
[00:01:25.000 --> 00:01:30.000]   He's got at least two great podcasts, pod grunt and video grunt.
[00:01:30.000 --> 00:01:33.000]   And now venture cast to, and you hear him regularly on this week in media.
[00:01:33.000 --> 00:01:39.000]   We began with the biggest story of the week, of course, the Apple Engadget iPhone rumor.
[00:01:39.000 --> 00:01:45.000]   Big story, I guess the big story, if you're an Apple shareholder, and we should get Ryan Block on.
[00:01:45.000 --> 00:01:48.000]   We can't reach him right now because we haven't made Skype credits.
[00:01:48.000 --> 00:01:49.000]   [ Laughter ]
[00:01:49.000 --> 00:01:51.000]   Because Scott Born as soon as the price tanked, he sold.
[00:01:51.000 --> 00:01:52.000]   [ Laughter ]
[00:01:52.000 --> 00:01:53.000]   I did not sell.
[00:01:53.000 --> 00:01:59.000]   Ryan is offered to talk about this, but he is the Engadget Editor who got an email.
[00:01:59.000 --> 00:02:01.000]   It was actually from Apple.
[00:02:01.000 --> 00:02:02.000]   It was an internal Apple email.
[00:02:02.000 --> 00:02:03.000]   They call it a news.
[00:02:03.000 --> 00:02:04.000]   So he claims.
[00:02:04.000 --> 00:02:08.000]   So he claims, and I believe him, that, and nobody's denied this.
[00:02:08.000 --> 00:02:14.000]   Apparently, somebody hacked an Apple's email system, but they have a news bulletin service on Apple.
[00:02:14.000 --> 00:02:18.000]   When all Apple employees, and of course, some Apple employee immediately sent it to Ryan, who published the story,
[00:02:18.000 --> 00:02:21.000]   that the iPhone was going to be delayed till October.
[00:02:21.000 --> 00:02:22.000]   It was a hoax.
[00:02:22.000 --> 00:02:26.000]   And Apple within an hour retracts it, but it's already up on Engadget.
[00:02:26.000 --> 00:02:28.000]   The timeline is actually great.
[00:02:28.000 --> 00:02:33.000]   We did this on a twit, but the memo goes out around 9 in the morning.
[00:02:33.000 --> 00:02:36.000]   The phony news bulletin goes out around 9 in the morning.
[00:02:36.000 --> 00:02:38.000]   Ryan's got it up within 45 minutes on Engadget's site.
[00:02:38.000 --> 00:02:42.000]   With another hour, Apple has lost $4 billion in market value.
[00:02:42.000 --> 00:02:45.000]   And Scott Born several million of those billion.
[00:02:45.000 --> 00:02:47.000]   Did you freak out?
[00:02:47.000 --> 00:02:49.000]   Did you wear what you're watching this?
[00:02:49.000 --> 00:02:54.000]   Listen, there's an entire computer in my office that does nothing but watch stops.
[00:02:54.000 --> 00:02:55.000]   So the alarms go off?
[00:02:55.000 --> 00:03:00.000]   Yes, little red lights and bells went off, and I went to a 10-400.
[00:03:00.000 --> 00:03:03.000]   But which is worse?
[00:03:03.000 --> 00:03:05.000]   Which is worse from your point of view?
[00:03:05.000 --> 00:03:08.000]   Losing all that money or the iPhone being delayed till October.
[00:03:08.000 --> 00:03:09.000]   Actually, it was the iPhone being delayed.
[00:03:09.000 --> 00:03:11.000]   That was the thing that really bothered me the most.
[00:03:11.000 --> 00:03:16.000]   I didn't actually lose any money because I didn't sell, and of course, it rebounded.
[00:03:16.000 --> 00:03:21.000]   That was the time to buy because if you bought then, not only did the stock rebound once Engadget
[00:03:21.000 --> 00:03:24.000]   shortly after that, another hour or so went by Engadget said, "Whoops, wrong."
[00:03:24.000 --> 00:03:25.000]   I did.
[00:03:25.000 --> 00:03:26.000]   I did.
[00:03:26.000 --> 00:03:27.000]   I did.
[00:03:27.000 --> 00:03:29.000]   I came back almost all the way that same day.
[00:03:29.000 --> 00:03:32.000]   And then the next day, Apple announces FCC approval.
[00:03:32.000 --> 00:03:33.000]   Right.
[00:03:33.000 --> 00:03:34.000]   And it's up six bucks.
[00:03:34.000 --> 00:03:35.000]   So you bought.
[00:03:35.000 --> 00:03:40.000]   I didn't buy because I was afraid of all the things that were happening around that,
[00:03:40.000 --> 00:03:44.000]   attracting some SEC attention to anybody that did a big play either way.
[00:03:44.000 --> 00:03:47.000]   So I just sat tight in my position and I'm glad I did.
[00:03:47.000 --> 00:03:48.000]   Overall, it's okay.
[00:03:48.000 --> 00:03:53.000]   But those of us who had Apple stock probably want to have a conversation with Ryan about
[00:03:53.000 --> 00:03:55.000]   how to do this next time.
[00:03:55.000 --> 00:04:00.000]   Which is absolutely positively wait until you hear from somebody at Apple because realize
[00:04:00.000 --> 00:04:05.000]   that your decision could impact millions of people in a way that's very financially important to them.
[00:04:05.000 --> 00:04:07.000]   We talked about this on Twitter.
[00:04:07.000 --> 00:04:10.000]   I think we agreed that it could have been handled better.
[00:04:10.000 --> 00:04:14.000]   The way Ryan did it, he said, "We have it on authoritative source."
[00:04:14.000 --> 00:04:16.000]   Didn't even say it was from an Apple that this is the case.
[00:04:16.000 --> 00:04:18.000]   He did retract it immediately.
[00:04:18.000 --> 00:04:20.000]   Probably what he should have.
[00:04:20.000 --> 00:04:22.000]   But you understand, there's a lot of pressure to get this stuff out.
[00:04:22.000 --> 00:04:23.000]   In the blog world, yeah.
[00:04:23.000 --> 00:04:24.000]   It's on the brave new world.
[00:04:24.000 --> 00:04:31.000]   But it's my constitutionally protected opinion that Ryan was anxious A to bash Apple because
[00:04:31.000 --> 00:04:32.000]   he has a history of that.
[00:04:32.000 --> 00:04:37.000]   B, anxious to bash the iPhone because everyone knows it's easier to burn a barn down than
[00:04:37.000 --> 00:04:38.000]   to build one.
[00:04:38.000 --> 00:04:41.000]   And C, anxious to scoop his buddies at Gizmodo.
[00:04:41.000 --> 00:04:46.000]   Those three priorities overrode any of his journalistic integrity there that might be there.
[00:04:46.000 --> 00:04:48.000]   So he can say what he wants.
[00:04:48.000 --> 00:04:49.000]   Maybe he's a great guy.
[00:04:49.000 --> 00:04:50.000]   I don't know him.
[00:04:50.000 --> 00:04:52.000]   But I'm not happy with the decision making.
[00:04:52.000 --> 00:04:53.000]   Tell you what.
[00:04:53.000 --> 00:04:54.000]   We'll get him on next week.
[00:04:54.000 --> 00:04:55.000]   Give him a chance to read about this.
[00:04:55.000 --> 00:05:00.000]   And of course, there is going to be more than likely a Securities and Exchange Commission
[00:05:00.000 --> 00:05:03.000]   investigation where Ryan will face some unfriendly men in suits.
[00:05:03.000 --> 00:05:05.000]   I don't think Ryan has a problem at all.
[00:05:05.000 --> 00:05:08.000]   I think Ryan is acting as a journalist.
[00:05:08.000 --> 00:05:09.000]   Does that --
[00:05:09.000 --> 00:05:10.000]   SCC care about the problem?
[00:05:10.000 --> 00:05:11.000]   But who they're going to investigate is whoever it was.
[00:05:11.000 --> 00:05:12.000]   Well, that's what I'm saying.
[00:05:12.000 --> 00:05:17.000]   They're going to talk to him to verify that timeline and to verify those facts.
[00:05:17.000 --> 00:05:19.000]   And then, yeah, they're going to try to get to whoever it was.
[00:05:19.000 --> 00:05:23.000]   If it was an Apple employee that was disgruntled or a hoaxster.
[00:05:23.000 --> 00:05:27.000]   I mean, but they got to start with Ryan because he was the guy that let it out.
[00:05:27.000 --> 00:05:28.000]   But they're not going after him.
[00:05:28.000 --> 00:05:29.000]   No, I'm not saying they're going after him.
[00:05:29.000 --> 00:05:30.000]   But --
[00:05:30.000 --> 00:05:31.000]   Right.
[00:05:31.000 --> 00:05:32.000]   But --
[00:05:32.000 --> 00:05:33.000]   And really, the real culprit isn't even the person who forwarded it to Ryan.
[00:05:33.000 --> 00:05:36.000]   It's the person who put that email bulletin on the apples.
[00:05:36.000 --> 00:05:40.000]   Actually, to tell you the truth, my lawyer would probably tell you they all have potential liability.
[00:05:40.000 --> 00:05:41.000]   Really?
[00:05:41.000 --> 00:05:43.000]   And I'm not a lawyer, so I don't know.
[00:05:43.000 --> 00:05:45.000]   All I know is that you can bet he's going to get a phone call.
[00:05:45.000 --> 00:05:46.000]   Oh, yeah.
[00:05:46.000 --> 00:05:47.000]   Who probably already has?
[00:05:47.000 --> 00:05:49.000]   And, you know, there are a lot of Apple shareholders.
[00:05:49.000 --> 00:05:51.000]   I'm one of them that demanded an SCC investigation.
[00:05:51.000 --> 00:05:53.000]   I want to know exactly what happened.
[00:05:53.000 --> 00:05:57.000]   I want to know the timeline, the old fashioned, what did you know and when did you know it?
[00:05:57.000 --> 00:05:58.000]   Questions?
[00:05:58.000 --> 00:05:59.000]   I want those answered under oath.
[00:05:59.000 --> 00:06:02.000]   I want people to be held accountable because there are people that lost real money here.
[00:06:02.000 --> 00:06:04.000]   I mean, we fool around a lot of them.
[00:06:04.000 --> 00:06:05.000]   You lost money if you panicked.
[00:06:05.000 --> 00:06:06.000]   That's right.
[00:06:06.000 --> 00:06:07.000]   And I didn't.
[00:06:07.000 --> 00:06:09.000]   But there are people who panicked and they lost money.
[00:06:09.000 --> 00:06:12.000]   So, I mean, that's -- if you're one of those people, trust me.
[00:06:12.000 --> 00:06:13.000]   You are P.O.D. right now.
[00:06:13.000 --> 00:06:16.000]   Aren't you supposed to buy on the rumor and sell on the news?
[00:06:16.000 --> 00:06:19.000]   Just because your things are supposed to do is, I mean, that's what you're going to do, Leo.
[00:06:19.000 --> 00:06:21.000]   I mean, people made mistakes.
[00:06:21.000 --> 00:06:24.000]   There's no doubt that they should have been smart enough to look at this rumor and say to themselves,
[00:06:24.000 --> 00:06:26.000]   "You know, this sounds pretty fishy.
[00:06:26.000 --> 00:06:27.000]   Wait a minute.
[00:06:27.000 --> 00:06:29.000]   There's no way Apple could afford this kind of delay.
[00:06:29.000 --> 00:06:31.000]   This is going to bring the company down.
[00:06:31.000 --> 00:06:32.000]   They can't have this."
[00:06:32.000 --> 00:06:36.000]   I mean, I said those things to myself and just, you know, I figured it -- I treated it like
[00:06:36.000 --> 00:06:38.000]   any of the rumors I see on the rumor sites.
[00:06:38.000 --> 00:06:40.000]   I didn't treat it as news.
[00:06:40.000 --> 00:06:44.000]   But I'll tell you what, you know, I know some very angry people over this.
[00:06:44.000 --> 00:06:49.000]   Did you just say the rumors that the stuff you read on rumor sites, you don't read it as news?
[00:06:49.000 --> 00:06:53.000]   I just want to make sure these -- I'm not sure these are done breaking in.
[00:06:53.000 --> 00:06:55.000]   I'm sorry I didn't vet my words more.
[00:06:55.000 --> 00:06:56.000]   That makes sense.
[00:06:56.000 --> 00:06:57.000]   What is wrong with that?
[00:06:57.000 --> 00:07:04.000]   Just historically, it seems like you very heavily enjoy sides like this when they talk about
[00:07:04.000 --> 00:07:06.000]   iPhone stuff that you find favorable.
[00:07:06.000 --> 00:07:11.000]   You seem to be all -- I simply use them as corroborative evidence on the side.
[00:07:11.000 --> 00:07:14.000]   That your fantasy is actually moving in the trajectory that you're --
[00:07:14.000 --> 00:07:16.000]   It would appear that my fantasy has moved in that direction.
[00:07:16.000 --> 00:07:17.000]   Okay.
[00:07:17.000 --> 00:07:21.000]   Well, you'll be happy to know that even though the iPhone is not available yet, it's already
[00:07:21.000 --> 00:07:23.000]   one of design award.
[00:07:23.000 --> 00:07:24.000]   Yeah!
[00:07:24.000 --> 00:07:25.000]   Which one?
[00:07:25.000 --> 00:07:28.000]   They're giving out like vaporware design awards now.
[00:07:28.000 --> 00:07:31.000]   It's kind of hard to believe, but the Cooper Heward has a given --
[00:07:31.000 --> 00:07:32.000]   Okay.
[00:07:32.000 --> 00:07:33.000]   It's a National Design Award.
[00:07:33.000 --> 00:07:35.000]   And Craig Sieberson would know because he's worked for a design award.
[00:07:35.000 --> 00:07:38.000]   Yeah, it's the 8th Annual National Design Award.
