
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   This is Twigt.
[00:00:14.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly at CACHEFLY.com.
[00:00:21.000 --> 00:00:36.000]   [ Music ]
[00:00:36.000 --> 00:00:41.000]   This is Mac Break Weekly, Episode 33 for March 13, 2007.
[00:00:41.000 --> 00:00:43.000]   But stay at homeers.
[00:00:43.000 --> 00:00:56.000]   [ Music ]
[00:00:56.000 --> 00:01:00.000]   It's time for Mac Break Weekly, the show that breaks all the rules
[00:01:00.000 --> 00:01:03.000]   and brings you rat holes and spades.
[00:01:03.000 --> 00:01:07.000]   Ladies and gentlemen, a great, great cast.
[00:01:07.000 --> 00:01:09.000]   I'm very, very excited.
[00:01:09.000 --> 00:01:11.000]   Alex Lindsey is not with us.
[00:01:11.000 --> 00:01:16.000]   He's down in Austin and we'll have a report from South by Southwest next week.
[00:01:16.000 --> 00:01:18.000]   But Merlin Mann of course is here.
[00:01:18.000 --> 00:01:20.000]   Couldn't do the show without Mr. Hot Dog's ladies.
[00:01:20.000 --> 00:01:22.000]   Hello, Marlene.
[00:01:22.000 --> 00:01:25.000]   He's very quiet for a man who likes hot dogs.
[00:01:25.000 --> 00:01:28.000]   Andy Naco is, I don't know if something's gone wrong with Merlin.
[00:01:28.000 --> 00:01:30.000]   Hello, Madan.
[00:01:30.000 --> 00:01:31.000]   Andy Naco is also here.
[00:01:31.000 --> 00:01:33.000]   Hello, Andy.
[00:01:33.000 --> 00:01:34.000]   Hello, Leo.
[00:01:34.000 --> 00:01:35.000]   I are here.
[00:01:35.000 --> 00:01:36.000]   I are here.
[00:01:36.000 --> 00:01:38.000]   And I is happy to be here.
[00:01:38.000 --> 00:01:42.000]   And his grandma is perfect as befits a man who writes for the Chicago Sun Times.
[00:01:42.000 --> 00:01:43.000]   Is that--
[00:01:43.000 --> 00:01:44.000]   I don't know what it is needed to tape.
[00:01:44.000 --> 00:01:47.000]   Is that Ebert or Siskol's paper?
[00:01:47.000 --> 00:01:50.000]   Well, Siskol's no longer with us, but it is Ebert's paper.
[00:01:50.000 --> 00:01:51.000]   It's Ebert's paper.
[00:01:51.000 --> 00:01:52.000]   All right.
[00:01:52.000 --> 00:01:53.000]   Yes.
[00:01:53.000 --> 00:01:54.000]   Siskol wrote for the other one.
[00:01:54.000 --> 00:01:55.000]   Yes, the Chicago Tribune.
[00:01:55.000 --> 00:01:56.000]   Tribune, that's right.
[00:01:56.000 --> 00:01:57.000]   Okay.
[00:01:57.000 --> 00:01:58.000]   Yeah.
[00:01:58.000 --> 00:02:01.000]   Scott Born is also here of the iPod of I Life.
[00:02:01.000 --> 00:02:04.000]   Don't help me.
[00:02:04.000 --> 00:02:07.000]   I Life Zone on Podango.
[00:02:07.000 --> 00:02:12.000]   And podcastingtricks.com and aperturetricks.com.
[00:02:12.000 --> 00:02:14.000]   Listen, don't-- we don't even worry.
[00:02:14.000 --> 00:02:15.000]   There's too many to list.
[00:02:15.000 --> 00:02:17.000]   And many other sites because--
[00:02:17.000 --> 00:02:18.000]   Because he can.
[00:02:18.000 --> 00:02:19.000]   And--
[00:02:19.000 --> 00:02:22.000]   I'm so thrilled that Justine is back.
[00:02:22.000 --> 00:02:24.000]   Oh, I should have gotten-- wait a minute.
[00:02:24.000 --> 00:02:28.000]   I'm going to really try and get it right this time.
[00:02:28.000 --> 00:02:29.000]   Azeric.
[00:02:29.000 --> 00:02:30.000]   Azeric?
[00:02:30.000 --> 00:02:31.000]   Yeah, that was right.
[00:02:31.000 --> 00:02:32.000]   Azeric, really?
[00:02:32.000 --> 00:02:33.000]   Yes.
[00:02:33.000 --> 00:02:35.000]   Finally, it sunk in a little bit only up at 20 times.
[00:02:35.000 --> 00:02:39.000]   Justine, of course, was with us at our Mac Break Weekly Live
[00:02:39.000 --> 00:02:42.000]   from Mac World Expo and has appeared on Mac Break.
[00:02:42.000 --> 00:02:47.000]   But she's also a video blogger par excellence.
[00:02:47.000 --> 00:02:51.000]   I mean, her stuff is so good at a variety of different sites,
[00:02:51.000 --> 00:02:55.000]   including Mommy-- is it Mommy Pack My Lunch?
[00:02:55.000 --> 00:02:56.000]   Yes.
[00:02:56.000 --> 00:02:58.000]   I love Mommy Pack My Lunch.
[00:02:58.000 --> 00:03:01.000]   And what's the other site where we can see your stuff?
[00:03:01.000 --> 00:03:02.000]   I can't.
[00:03:02.000 --> 00:03:03.000]   TastyBlogSnack.com.
[00:03:03.000 --> 00:03:04.000]   That's your blog, TastyBlogSnack.
[00:03:04.000 --> 00:03:05.000]   That is.
[00:03:05.000 --> 00:03:06.000]   I love that one.
[00:03:06.000 --> 00:03:08.000]   Which recently went from blogger to WordPress.
[00:03:08.000 --> 00:03:09.000]   It did.
[00:03:09.000 --> 00:03:10.000]   It was an exciting transition.
[00:03:10.000 --> 00:03:14.000]   And Ev-- Ev didn't care when you-- when I told him.
[00:03:14.000 --> 00:03:15.000]   That's good.
[00:03:15.000 --> 00:03:16.000]   He was just tapping your own Twitter.
[00:03:16.000 --> 00:03:17.000]   No, he doesn't care anymore.
[00:03:17.000 --> 00:03:18.000]   He doesn't care anymore.
[00:03:18.000 --> 00:03:19.000]   Yeah, I don't care.
[00:03:19.000 --> 00:03:21.000]   So, let me figure out what's wrong with Merlin.
[00:03:21.000 --> 00:03:22.000]   Oh, I'm here.
[00:03:22.000 --> 00:03:24.000]   Now, you were coming out all crazy.
[00:03:24.000 --> 00:03:25.000]   Did you say hi to me already, Leo?
[00:03:25.000 --> 00:03:26.000]   Yeah, you missed that part?
[00:03:26.000 --> 00:03:27.000]   Yeah.
[00:03:27.000 --> 00:03:29.000]   You sounded like you were in some kind of a tunnel.
[00:03:29.000 --> 00:03:31.000]   Maybe it was like cold medicine, uh, sinking in.
[00:03:31.000 --> 00:03:32.000]   But I'm here.
[00:03:32.000 --> 00:03:33.000]   Hi.
[00:03:33.000 --> 00:03:34.000]   Heck.
[00:03:34.000 --> 00:03:36.000]   So none of us are at South by Southwest.
[00:03:36.000 --> 00:03:37.000]   What happened?
[00:03:37.000 --> 00:03:41.000]   Merlin, you had a funny post on Twitter about South by Southwest.
[00:03:41.000 --> 00:03:43.000]   You know the thing about-- it's really hard to keep track of people there.
[00:03:43.000 --> 00:03:45.000]   I hope they brought a camera.
[00:03:45.000 --> 00:03:46.000]   Oh, man.
[00:03:46.000 --> 00:03:47.000]   Geez, Louise.
[00:03:47.000 --> 00:03:52.000]   Twitter should be, like, temporarily renamed, like, where people are seated in Texas this
[00:03:52.000 --> 00:03:53.000]   week.
[00:03:53.000 --> 00:03:54.000]   That is so true.
[00:03:54.000 --> 00:03:59.000]   I am now at the keynote on the left-hand side in row four.
[00:03:59.000 --> 00:04:02.000]   I'm totally eating barbecue while I watch Dan Rather.
[00:04:02.000 --> 00:04:03.000]   Well, thanks.
[00:04:03.000 --> 00:04:04.000]   [LAUGHTER]
[00:04:04.000 --> 00:04:07.000]   No, but it's-- I really want to go.
[00:04:07.000 --> 00:04:09.000]   It sounds like a lot of fun.
[00:04:09.000 --> 00:04:11.000]   It sounds like some of the talks this year have been fantastic.
[00:04:11.000 --> 00:04:12.000]   You've never been?
[00:04:12.000 --> 00:04:13.000]   I've never been.
[00:04:13.000 --> 00:04:16.000]   But Jay Allen has gotten great reviews for his and actually--
[00:04:16.000 --> 00:04:18.000]   Actually, he's not the Dan Rather.
[00:04:18.000 --> 00:04:19.000]   Um, kind of gosh, Jay Allen.
[00:04:19.000 --> 00:04:25.000]   Probably best known for having done Yeoman's work on spam reduction in moveable type.
[00:04:25.000 --> 00:04:26.000]   He's a--
[00:04:26.000 --> 00:04:27.000]   I was a little tired.
[00:04:27.000 --> 00:04:28.000]   Until recently, he was working for Six Apart.
[00:04:28.000 --> 00:04:31.000]   He's a total blog ninja who everybody should hire.
[00:04:31.000 --> 00:04:34.000]   What is-- I can't find it now.
[00:04:34.000 --> 00:04:37.000]   Maybe it's gone off Twitter, but you said something very funny.
[00:04:37.000 --> 00:04:40.000]   Something like, not going to-- how did you put it?
[00:04:40.000 --> 00:04:46.000]   Not going to South by Southwest again this year as I didn't go again.
[00:04:46.000 --> 00:04:48.000]   Preparing not to go again.
[00:04:48.000 --> 00:04:52.000]   It's become a hobby amongst my friends to rag me for not going to South by Southwest.
[00:04:52.000 --> 00:04:55.000]   Down to the point where they take photos holding up signs that say "Hi, Merlin" to mock me.
[00:04:55.000 --> 00:04:57.000]   Now, Justine, I would have thought would have gone.
[00:04:57.000 --> 00:05:00.000]   Because Justine, like you, Merlin, is really Web 2.0.
[00:05:00.000 --> 00:05:01.000]   She's really connected.
[00:05:01.000 --> 00:05:03.000]   I'm not actually that connected.
[00:05:03.000 --> 00:05:04.000]   She knows everybody.
[00:05:04.000 --> 00:05:05.000]   She does.
[00:05:05.000 --> 00:05:06.000]   It was funny.
[00:05:06.000 --> 00:05:12.000]   I had some people call in to like random podcasts just to tell me what they were doing while they were there.
[00:05:12.000 --> 00:05:14.000]   How about you, Andy?
[00:05:14.000 --> 00:05:17.000]   Have you ever been to South by Southwest?
[00:05:17.000 --> 00:05:19.000]   I have never been to Southwest.
[00:05:19.000 --> 00:05:23.000]   I first knew it as a place where Robert Rodriguez keeps bragging about how little he spends on his movies.
[00:05:23.000 --> 00:05:24.000]   And so I wasn't interested.
[00:05:24.000 --> 00:05:27.000]   But now I'm really, really, really hyped up to go someday.
[00:05:27.000 --> 00:05:29.000]   It started as an independent music festival.
[00:05:29.000 --> 00:05:32.000]   Then it became kind of an independent media festival.
[00:05:32.000 --> 00:05:35.000]   That's when Rodriguez, I guess, started showing up.
[00:05:35.000 --> 00:05:39.000]   But now, one week is devoted to interactive Web 2.0 stuff.
[00:05:39.000 --> 00:05:42.000]   And it's the place to go for Web 2.0.
[00:05:42.000 --> 00:05:43.000]   Yes, it is.
[00:05:43.000 --> 00:05:45.000]   And I'm pretty sad that I wasn't there.
[00:05:45.000 --> 00:05:46.000]   I feel terrible.
[00:05:46.000 --> 00:05:47.000]   Now...
[00:05:47.000 --> 00:05:48.000]   It's all right.
[00:05:48.000 --> 00:05:50.000]   Did anybody go to Ted?
[00:05:50.000 --> 00:05:51.000]   Nope.
[00:05:51.000 --> 00:05:55.000]   My invitation for once again, my invitation was lost.
[00:05:55.000 --> 00:05:56.000]   This is acceptable.
[00:05:56.000 --> 00:06:01.000]   I was, you know, Kevin Rose kind of, I feel like, twisted the knife with me.
[00:06:01.000 --> 00:06:03.000]   Because he said, "So, are you going to Ted?"
[00:06:03.000 --> 00:06:04.000]   And I said, "No."
[00:06:04.000 --> 00:06:05.000]   And obviously he's going.
[00:06:05.000 --> 00:06:08.000]   And I'm sure Jadison went, "It's what? Six grand?"
[00:06:08.000 --> 00:06:13.000]   Yeah, I had the choice between going to Ted or buying five Mac books.
[00:06:13.000 --> 00:06:15.000]   And I decided to...
[00:06:15.000 --> 00:06:17.000]   What is Ted?
[00:06:17.000 --> 00:06:18.000]   Somebody explain what Ted is.
[00:06:18.000 --> 00:06:19.000]   I've never been.
[00:06:19.000 --> 00:06:23.000]   It's a place where companies show off cool new ideas and...
[00:06:23.000 --> 00:06:25.000]   Not just companies, but...
[00:06:25.000 --> 00:06:26.000]   It's a...
[00:06:26.000 --> 00:06:27.000]   It's a...
[00:06:27.000 --> 00:06:28.000]   It's a technology entertainment design.
[00:06:28.000 --> 00:06:29.000]   So it's...
[00:06:29.000 --> 00:06:30.000]   It is the idea anyway.
[00:06:30.000 --> 00:06:31.000]   And it's been...
[00:06:31.000 --> 00:06:32.000]   It's been around for some time.
[00:06:32.000 --> 00:06:37.000]   The idea was to bring together people from the technology industry, but also from the entertainment
[00:06:37.000 --> 00:06:39.000]   industry, from the design industry.
[00:06:39.000 --> 00:06:44.000]   Even politics, Al Gore gave his inconvenient truth speech there, short and version last
[00:06:44.000 --> 00:06:45.000]   year.
[00:06:45.000 --> 00:06:47.000]   Bill Clinton was there this year.
[00:06:47.000 --> 00:06:49.000]   So it's really a mix.
[00:06:49.000 --> 00:06:53.000]   Yeah, but the main reason people go is they want to find funding for their idea.
[00:06:53.000 --> 00:06:56.000]   So it's like a demo on steroids, kind of.
[00:06:56.000 --> 00:07:00.000]   Well, they don't talk that part up, but I can tell you that everybody's there looking
[00:07:00.000 --> 00:07:04.000]   in the back of the corner of their eye for the next big check writer.
[00:07:04.000 --> 00:07:07.000]   And I get people calling me with those ideas for free.
[00:07:07.000 --> 00:07:09.000]   I don't have to pay six grand to find them.
[00:07:09.000 --> 00:07:11.000]   We're a bunch of curmudges.
[00:07:11.000 --> 00:07:15.000]   And then there was the Game Designers Conference in San Jose the same week.
[00:07:15.000 --> 00:07:16.000]   That's just hard to get to everything.
