
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   >> Netcast you love.
[00:00:06.000 --> 00:00:08.000]   >> From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:14.000]   >> This is Twit.
[00:00:14.000 --> 00:00:17.000]   >> Bandwidth for MacBreak Weekly is provided by
[00:00:17.000 --> 00:00:22.000]   cashfly@cacafly.com.
[00:00:22.000 --> 00:00:28.000]   [ Music ]
[00:00:28.000 --> 00:00:34.000]   >> This is MacBreak Weekly, episode 162 for October 13, 2009.
[00:00:34.000 --> 00:00:36.000]   You've been side-kicked.
[00:00:36.000 --> 00:00:41.000]   >> MacBreak Weekly is brought to you by Audible.
[00:00:41.000 --> 00:00:44.000]   For your free audiobook and a whole lot more,
[00:00:44.000 --> 00:00:49.000]   visit AudiblePodcasts.com/MacBreak.
[00:00:49.000 --> 00:00:54.000]   And by Squarespace.com, the fast and easy way to publish a
[00:00:54.000 --> 00:01:00.000]   high-quality website or blog.
[00:01:00.000 --> 00:01:02.000]   For a free trial and 10% off your new account,
[00:01:02.000 --> 00:01:05.000]   go to squarespace.com/macbreak.
[00:01:05.000 --> 00:01:08.000]   And by Go to Meeting.
[00:01:08.000 --> 00:01:11.000]   Picture yourself on a phone call sharing and explaining
[00:01:11.000 --> 00:01:14.000]   something visual with Go to Meeting.
[00:01:14.000 --> 00:01:19.000]   For your free 30-day trial, visit GoToMeeting.com/macbreak.
[00:01:19.000 --> 00:01:21.000]   [ Music ]
[00:01:21.000 --> 00:01:23.000]   >> It's time for MacBreak Weekly, the show that covers
[00:01:23.000 --> 00:01:28.000]   the "I Am Back in Command" here at the White House.
[00:01:28.000 --> 00:01:30.000]   Leo LePord here.
[00:01:30.000 --> 00:01:32.000]   Alex Lindsey is also here.
[00:01:32.000 --> 00:01:34.000]   He was running things while I was gone.
[00:01:34.000 --> 00:01:35.000]   Hello, Mr. Lindsey.
[00:01:35.000 --> 00:01:36.000]   >> Hello.
[00:01:36.000 --> 00:01:37.000]   >> How did everything go?
[00:01:37.000 --> 00:01:38.000]   Everything stay intact?
[00:01:38.000 --> 00:01:41.000]   >> You know, I had so much fun last week.
[00:01:41.000 --> 00:01:42.000]   >> It is fun, isn't it?
[00:01:42.000 --> 00:01:44.000]   Sitting at the little board here.
[00:01:44.000 --> 00:01:45.000]   >> It's tiring.
[00:01:45.000 --> 00:01:47.000]   I get home and I don't want to think.
[00:01:47.000 --> 00:01:49.000]   >> Yeah, but did you tell my wife that?
[00:01:49.000 --> 00:01:50.000]   >> Yeah.
[00:01:50.000 --> 00:01:52.000]   My wife was asking.
[00:01:52.000 --> 00:01:54.000]   She was like, "Can we talk about this?"
[00:01:54.000 --> 00:01:55.000]   And I'm like, "I can't.
[00:01:55.000 --> 00:01:56.000]   My brain is done."
[00:01:56.000 --> 00:01:58.000]   >> My wife says, "You never want to talk.
[00:01:58.000 --> 00:02:00.000]   You never want to talk.
[00:02:00.000 --> 00:02:02.000]   It's because I'm tired.
[00:02:02.000 --> 00:02:04.000]   I've been talking all day."
[00:02:04.000 --> 00:02:05.000]   >> Well, it's not just the talking.
[00:02:05.000 --> 00:02:07.000]   It's the multitasking at a constant rate.
[00:02:07.000 --> 00:02:09.000]   So you're worried about the lower thirds and you're doing
[00:02:09.000 --> 00:02:11.000]   the mix and you're doing the pieces and you're running
[00:02:11.000 --> 00:02:12.000]   all these pieces.
[00:02:12.000 --> 00:02:14.000]   You know, all that stuff has your brain going 100%
[00:02:14.000 --> 00:02:15.000]   all the time.
[00:02:15.000 --> 00:02:18.000]   And it's totally exciting when you're doing it.
[00:02:18.000 --> 00:02:21.000]   So I found myself, like, totally into it.
[00:02:21.000 --> 00:02:22.000]   And everything else.
[00:02:22.000 --> 00:02:24.000]   And then when you finish it, you're just toast.
[00:02:24.000 --> 00:02:25.000]   >> Exhausted.
[00:02:25.000 --> 00:02:26.000]   >> Yeah.
[00:02:26.000 --> 00:02:27.000]   But I had a great time.
[00:02:27.000 --> 00:02:28.000]   >> Thank you so much for filling in.
[00:02:28.000 --> 00:02:29.000]   I really appreciate it.
[00:02:29.000 --> 00:02:30.000]   >> It was really my pleasure.
[00:02:30.000 --> 00:02:31.000]   >> Very nice to have you.
[00:02:31.000 --> 00:02:36.000]   Also here in the magic box.
[00:02:36.000 --> 00:02:38.000]   >> The lovely and talented Andy.
[00:02:38.000 --> 00:02:40.000]   >> And let's go.
[00:02:40.000 --> 00:02:41.000]   >> Hello Leo.
[00:02:41.000 --> 00:02:42.000]   >> Hello, Andy.
[00:02:42.000 --> 00:02:43.000]   >> Hello, Andy.
[00:02:43.000 --> 00:02:45.000]   >> Yeah, I was in Arabia.
[00:02:45.000 --> 00:02:47.000]   You know, I thought maybe that you don't call it Arabia.
[00:02:47.000 --> 00:02:48.000]   >> It's exactly.
[00:02:48.000 --> 00:02:49.000]   Well, no, it's --
[00:02:49.000 --> 00:02:50.000]   >> You do.
[00:02:50.000 --> 00:02:55.160]   >> It's not an all insulting to refer to various world nations by the names they had under
[00:02:55.160 --> 00:02:56.760]   British colonial rule.
[00:02:56.760 --> 00:02:57.760]   That's just respectful.
[00:02:57.760 --> 00:03:02.160]   It shows you took the time to study a little bit about the nation's history.
[00:03:02.160 --> 00:03:05.200]   I was salon.
[00:03:05.200 --> 00:03:10.000]   >> I had a lovely, lovely time in the Belgian Congo.
[00:03:10.000 --> 00:03:15.640]   No, I -- it was really -- I'll talk more about Dubai at some point, I'm sure.
[00:03:15.640 --> 00:03:17.200]   But it was just a fantastic trip.
[00:03:17.200 --> 00:03:19.200]   TEDx was incredible.
[00:03:19.200 --> 00:03:28.440]   I met so many people, very wonderful people doing amazing things from all over the region.
[00:03:28.440 --> 00:03:31.880]   They call it Arabia themselves.
[00:03:31.880 --> 00:03:35.480]   Maybe that's just because they're speaking in English.
[00:03:35.480 --> 00:03:37.600]   But it was wonderful.
[00:03:37.600 --> 00:03:38.600]   I'm a little tired.
[00:03:38.600 --> 00:03:42.560]   I'm still on Dubai time, which means it's a midnight right now.
[00:03:42.560 --> 00:03:44.720]   >> Is it still sunny in your world?
[00:03:44.720 --> 00:03:46.280]   >> Is it still sunny in my world?
[00:03:46.280 --> 00:03:47.520]   >> It isn't in Dubai time.
[00:03:47.520 --> 00:03:48.840]   In Dubai, it's sunny.
[00:03:48.840 --> 00:03:49.840]   Here it's pouring rain.
[00:03:49.840 --> 00:03:53.640]   In fact, I have to apologize for those of you who are watching the live stream.
[00:03:53.640 --> 00:03:58.440]   We had a big power outage about an hour ago and it's taken me quite a bit to get things
[00:03:58.440 --> 00:04:00.200]   working again.
[00:04:00.200 --> 00:04:02.240]   But I think we're all up and running.
[00:04:02.240 --> 00:04:05.880]   You know, every time something like that happens, it reminds me this isn't really TV
[00:04:05.880 --> 00:04:06.880]   yet.
[00:04:06.880 --> 00:04:09.360]   We're not quite there yet.
[00:04:09.360 --> 00:04:12.560]   It's still a gorilla theater that we're doing.
[00:04:12.560 --> 00:04:16.040]   Anyway, Andy and Alex, good to talk to you.
[00:04:16.040 --> 00:04:17.880]   And let's talk about the Mac.
[00:04:17.880 --> 00:04:18.880]   What do you say?
[00:04:18.880 --> 00:04:20.380]   >> Sounds like a good point.
[00:04:20.380 --> 00:04:22.320]   >> Is there anything to talk about?
[00:04:22.320 --> 00:04:26.840]   Well, I just got my iPhone 3.1.2 update.
[00:04:26.840 --> 00:04:27.840]   What is that?
[00:04:27.840 --> 00:04:31.960]   Andy, you're the author of iPod Strips Naked.
[00:04:31.960 --> 00:04:34.200]   I mean, iPhone power.
[00:04:34.200 --> 00:04:36.920]   >> That's my direct to video subscription series.
[00:04:36.920 --> 00:04:38.440]   The first volume is $9.95.
[00:04:38.440 --> 00:04:40.920]   But you are sitting up for $9.29 per month.
[00:04:40.920 --> 00:04:42.880]   >> iPhone Gone Wild.
[00:04:42.880 --> 00:04:48.080]   And if you see the iPhone Gone Wild RV at your college campus, by all means, you know,
[00:04:48.080 --> 00:04:51.720]   strip your shirt on a baguette and stop on by.
[00:04:51.720 --> 00:04:55.240]   >> So is this today or did this happen while I was in Arabia?
[00:04:55.240 --> 00:04:58.080]   >> I believe it happened while you were in Arabia.
[00:04:58.080 --> 00:05:00.880]   I think it was a bug fix release.
[00:05:00.880 --> 00:05:04.240]   Realize that I was off the map for about three days.
[00:05:04.240 --> 00:05:05.240]   >> You do.
[00:05:05.240 --> 00:05:08.720]   >> Because, well, chiefly because I was, let me put it this way.
[00:05:08.720 --> 00:05:13.960]   I did not know that the Red Sox have been knocked out of the World Series of the LPS.
[00:05:13.960 --> 00:05:16.680]   >> I haven't watched my T-vos yet.
[00:05:16.680 --> 00:05:18.720]   >> Well, they lost.
[00:05:18.720 --> 00:05:22.320]   >> Well, at least those Dodgers are going to lose.
[00:05:22.320 --> 00:05:24.000]   >> They're still definitely in the hunt.
[00:05:24.000 --> 00:05:28.040]   >> At least there's no chance that Dodgers could get on to the next.
[00:05:28.040 --> 00:05:30.960]   >> And they'll never leave Brooklyn either.
[00:05:30.960 --> 00:05:34.080]   >> Yeah, I was working so hard.
[00:05:34.080 --> 00:05:38.040]   The drop deadline for the book was this weekend, which meant that I spent every waking moment
[00:05:38.040 --> 00:05:39.400]   doing nothing but finishing the book.
[00:05:39.400 --> 00:05:47.200]   So I fell behind on at least a, if it were 3.1.5, I would have known about it.
[00:05:47.200 --> 00:05:50.080]   3.1.2, I downloaded it, I installed it.
[00:05:50.080 --> 00:05:56.680]   Everything is like, if I put up slice of bread on the toaster, I put the little lever down.
[00:05:56.680 --> 00:05:57.680]   It doesn't come up for a while.
[00:05:57.680 --> 00:06:01.720]   I think, okay, does this in any way impact any of the work that I have to do or redo
[00:06:01.720 --> 00:06:02.720]   in the book?
[00:06:02.720 --> 00:06:03.960]   No, fine, I'll just let the toast burn.
[00:06:03.960 --> 00:06:05.840]   >> Yeah, that's your question, isn't it?
[00:06:05.840 --> 00:06:08.240]   >> Not so much, what does this do, but does it change the book?
[00:06:08.240 --> 00:06:09.240]   >> Yes.
[00:06:09.240 --> 00:06:13.960]   >> I have to say that I've had all three of the main issues that it update handles.
[00:06:13.960 --> 00:06:18.360]   >> Yeah, it's like battery draining, security locking and what's the third?
[00:06:18.360 --> 00:06:21.240]   >> Well, one is where the iPhone will not wake up from sleep.
[00:06:21.240 --> 00:06:24.400]   And I, both I and my son have both had that problem where it goes to sleep.
[00:06:24.400 --> 00:06:28.280]   >> I am my son, you mean Malachi, you're three or nine?
[00:06:28.280 --> 00:06:33.240]   >> No, Malachi had his own iPhone, but then it got, it got absconded with one, another
[00:06:33.240 --> 00:06:34.240]   one got broken.
[00:06:34.240 --> 00:06:37.640]   But no, but Stephen has one, so he's-
[00:06:37.640 --> 00:06:38.640]   >> That son, okay.
[00:06:38.640 --> 00:06:39.640]   >> That's it?
[00:06:39.640 --> 00:06:41.120]   >> Doesn't every two year old have an iPhone?
[00:06:41.120 --> 00:06:43.040]   I mean, come on, it's gotten to that point.
[00:06:43.040 --> 00:06:45.720]   You've seen the penetration into the market and-
[00:06:45.720 --> 00:06:50.000]   >> While I was in the United Arab Emirates in Dubai, they announced that they were going
[00:06:50.000 --> 00:06:54.200]   to start selling the iPhone in UAE, but it's funny because everybody had one already.
[00:06:54.200 --> 00:06:57.320]   I don't know how they got one, but I think they have the money to-
[00:06:57.320 --> 00:07:02.200]   >> It's very expensive, at least a hundred bucks a month, just for the data.
[00:07:02.200 --> 00:07:03.200]   It's very expensive.
[00:07:03.200 --> 00:07:08.680]   It's funny, you'd think that a place like that would have really good internet connections.
[00:07:08.680 --> 00:07:15.120]   And I think there's one or two undersea cables that serve all of the Middle East.
[00:07:15.120 --> 00:07:17.880]   So it's a little shaky out there.
[00:07:17.880 --> 00:07:19.480]   Not the best bandwidth.
[00:07:19.480 --> 00:07:24.400]   >> But the other ones that were an issue was intermittent issues with a cellular network,
[00:07:24.400 --> 00:07:28.320]   that you'd lose a cellular network until you restarted and you couldn't get back to it.
[00:07:28.320 --> 00:07:29.880]   And I've had that traveling and then also-
[00:07:29.880 --> 00:07:31.440]   >> All that happens to me all the time.
[00:07:31.440 --> 00:07:32.440]   >> Yeah.
[00:07:32.440 --> 00:07:36.280]   >> And then finally fixes a bug that could cause an occasional crash during video streaming,
[00:07:36.280 --> 00:07:37.280]   which I've also-
[00:07:37.280 --> 00:07:41.320]   >> We had asked a few weeks ago if people were having battery problems because we hadn't
[00:07:41.320 --> 00:07:46.040]   really experienced them and boy did I get, we got over 200 calls for people saying yes.
[00:07:46.040 --> 00:07:49.040]   So this clearly was a problem, it's a good apple fix that.
[00:07:49.040 --> 00:07:50.040]   >> Yeah.
[00:07:50.040 --> 00:07:52.880]   >> So it's worth updating, definitely.
[00:07:52.880 --> 00:07:54.760]   These aren't fixes that are happening occasionally.
[00:07:54.760 --> 00:07:57.200]   I think these are fixes that are happening to a lot of people.
