
[00:00:00.000 --> 00:00:04.000]   [music]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:13.000]   This is Detroit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for MacBreak Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly@cachafly.com.
[00:00:29.000 --> 00:00:35.000]   This is MacBreak Weekly, Episode 134 for March 31, 2009.
[00:00:35.000 --> 00:00:37.000]   Leaky Bits.
[00:00:37.000 --> 00:00:41.000]   MacBreak Weekly is brought to you by Audible.com.
[00:00:41.000 --> 00:00:47.000]   For your free audio book, visit audible.com/macbreak.
[00:00:47.000 --> 00:00:50.000]   And by Go To Meeting.
[00:00:50.000 --> 00:00:56.000]   Online meetings made easy for a free 30-day trial of Go To Meeting for your PC or Mac.
[00:00:56.000 --> 00:00:59.000]   Visit GoToMeeting.com/macbreak.
[00:00:59.000 --> 00:01:03.000]   And by listeners like you.
[00:01:03.000 --> 00:01:04.000]   Thanks so much for your contribution.
[00:01:04.000 --> 00:01:06.000]   We couldn't do to it without it.
[00:01:06.000 --> 00:01:13.000]   Time for MacBreak Weekly.
[00:01:13.000 --> 00:01:17.000]   We're here to talk Apple Macintosh.
[00:01:17.000 --> 00:01:21.000]   And sitting with me in the studio, Mr. Alex Lindsay of the Pixel Core.
[00:01:21.000 --> 00:01:22.000]   Hello, Alex.
[00:01:22.000 --> 00:01:23.000]   See you once again.
[00:01:23.000 --> 00:01:24.000]   It's good to be here.
[00:01:24.000 --> 00:01:27.000]   Alex will be heading out of town next week to go to...
[00:01:27.000 --> 00:01:28.000]   London.
[00:01:28.000 --> 00:01:29.000]   London.
[00:01:29.000 --> 00:01:30.000]   For work?
[00:01:30.000 --> 00:01:31.000]   Yes.
[00:01:31.000 --> 00:01:32.000]   We're doing a shoot there.
[00:01:32.000 --> 00:01:34.000]   You will travel more than I realized.
[00:01:34.000 --> 00:01:41.000]   Now that I'm coming into the office all the time, I see how much you travel.
[00:01:41.000 --> 00:01:42.000]   I never know.
[00:01:42.000 --> 00:01:43.000]   Yeah, it's amazing.
[00:01:43.000 --> 00:01:45.000]   It's actually going to slow down because we're expecting.
[00:01:45.000 --> 00:01:47.000]   So we're slowing down in June.
[00:01:47.000 --> 00:01:48.000]   I shouldn't be traveling after that.
[00:01:48.000 --> 00:01:49.000]   Good.
[00:01:49.000 --> 00:01:52.000]   Having a baby is the only thing that ties Alex down briefly.
[00:01:52.000 --> 00:01:54.000]   I get in the summer.
[00:01:54.000 --> 00:01:57.000]   He also brought a toy, which we're going to take a look at a little later on.
[00:01:57.000 --> 00:01:58.000]   That's my pick.
[00:01:58.000 --> 00:02:02.000]   So it looks like a magnet's on a chessboard, but we'll find out.
[00:02:02.000 --> 00:02:10.000]   Also here from Baston area, Mr. Andy Inako of the Chicago Sun times and Celestial Waste of Ban with Hi Andy.
[00:02:10.000 --> 00:02:11.000]   Hello Leo.
[00:02:11.000 --> 00:02:12.000]   Hello, Alex.
[00:02:12.000 --> 00:02:13.000]   Hello.
[00:02:13.000 --> 00:02:14.000]   Welcome.
[00:02:14.000 --> 00:02:17.000]   And you are also traveling next week.
[00:02:17.000 --> 00:02:18.000]   Yes.
[00:02:18.000 --> 00:02:19.000]   Where are you going?
[00:02:19.000 --> 00:02:27.000]   I'm going to be headed to the mile plus 300 foot city of Boulder, Colorado next week for the conference on World Affairs at the University of Colorado.
[00:02:27.000 --> 00:02:31.000]   There it's like I'm doing like eight different panels that are open to the public.
[00:02:31.000 --> 00:02:37.000]   So if you want to see me pretend to know what I'm talking about about third world debt and things that action supposed to know about.
[00:02:37.000 --> 00:02:40.000]   In addition, by all means, stop on by.
[00:02:40.000 --> 00:02:41.000]   Good.
[00:02:41.000 --> 00:02:43.000]   Looks for looks like fun.
[00:02:43.000 --> 00:02:45.000]   You're going to talk about Star Trek.
[00:02:45.000 --> 00:02:58.000]   I've got I'm on like eight different panels and they are they range from stuff that is very, very interesting from, you know, how about the success of comic book movies like Watchmen and Batman.
[00:02:58.000 --> 00:03:05.000]   All the way to the future print publishing and what Twitter means and that sort of stuff.
[00:03:05.000 --> 00:03:09.000]   Every year they put me on about seven to 10 panels and they go.
[00:03:09.000 --> 00:03:11.000]   They're in three different categories for me.
[00:03:11.000 --> 00:03:22.000]   The one the topics that I always talk about and I can basically go on a pilot and talk about the ones that are within my wheelhouse and they're interesting and I really have to focus on something really interested and I'm really, really keen on it.
[00:03:22.000 --> 00:03:32.000]   And then they're the two of three where it's like, wow, okay, so I'm on a panel about sex with a former nun and the co-creator of the real world program on MTV.
[00:03:32.000 --> 00:03:33.000]   Wow.
[00:03:33.000 --> 00:03:37.000]   I think I'll let these two ladies go first and then furiously be scribbling notes for the first 20.
[00:03:37.000 --> 00:03:43.000]   See what they say anyway. Yeah. And see if there's something that I could sort of, you know, to leap off.
[00:03:43.000 --> 00:03:47.000]   That was a that was really like one of my first panels my very first year there.
[00:03:47.000 --> 00:03:48.000]   So wow.
[00:03:48.000 --> 00:03:51.000]   It's there's a it's it's eight and ten, but it's a lot of fun.
[00:03:51.000 --> 00:03:52.000]   Sounds.
[00:03:52.000 --> 00:03:54.000]   Sounds really, really cool. Yeah.
[00:03:54.000 --> 00:03:55.000]   Yeah.
[00:03:55.000 --> 00:03:57.000]   I've been going for the past 10 years.
[00:03:57.000 --> 00:03:58.000]   It really is great.
[00:03:58.000 --> 00:03:59.000]   Oh, I'd like to go to it.
[00:03:59.000 --> 00:04:00.000]   Where is it again?
[00:04:00.000 --> 00:04:01.000]   University of Colorado Boulder.
[00:04:01.000 --> 00:04:15.000]   And like I said, it's all week long next week. Every every panel is open to open to the public. Roger Eber's going to be there. You can if you ever wanted to find out like what a former member that joined Chiefs of Staff speaks like there you go. You'll have three or four opportunities.
[00:04:15.000 --> 00:04:21.000]   They get people from all different professional disciplines. I mean, I've met three different astronauts at this conference.
[00:04:21.000 --> 00:04:22.000]   Wow.
[00:04:22.000 --> 00:04:27.000]   And I'm told to please stop bothering me. I'm trying to eat dinner son. We'll tell you all about space later.
[00:04:27.000 --> 00:04:28.000]   Okay.
[00:04:28.000 --> 00:04:29.000]   I love astronauts.
[00:04:29.000 --> 00:04:34.000]   Hey, before we get into our stories of the week, I do want to mention our sponsor. Great.
[00:04:34.000 --> 00:04:41.000]   Spots are go to meeting. These are the folks at Citrix and they want every Mac user to know that go to meeting.
[00:04:41.000 --> 00:04:46.000]   Now is Mac compatible. He's always been Mac compatible for attending a meeting.
[00:04:46.000 --> 00:04:53.000]   You know, any computer can attend the meeting, but now you can host a meeting as well. And that's really cool. Go to go to meeting.com right now.
[00:04:53.000 --> 00:05:00.000]   Go to meeting.com/macbreak. You could try it free free for 30 days. Put it on your Mac. Put it on your PC.
[00:05:00.000 --> 00:05:07.000]   Once you've installed it, and by the way, this takes two minutes. Doesn't require any configuration of the router, any special tricks.
[00:05:07.000 --> 00:05:13.000]   It's a hundred percent secure, 128 bit. You don't have to worry about that. But they're very smart.
[00:05:13.000 --> 00:05:21.000]   They figured out a way to make this happen using that traversal. You don't have to worry about any of this, you know, configuration stuff.
[00:05:21.000 --> 00:05:28.000]   Two minutes to install. Now, if you're on a conference call, you just click the mouse. You can do it while you're talking.
[00:05:28.000 --> 00:05:31.000]   You know, I mean, it doesn't take a lot of effort. It's going to start a meeting real quick.
[00:05:31.000 --> 00:05:39.000]   And then say, "Hey, you know, I really want to show you this, whether it's a PowerPoint or a keynote presentation or a document,
[00:05:39.000 --> 00:05:47.000]   or maybe we should work together on this document." Or, "Can you, look, I've got the drawing right here. I'd love you to annotate it so I can better understand what you're thinking of."
[00:05:47.000 --> 00:05:54.000]   You know, here's what you do. You tell your client or your colleague, go to go to meeting.com. Here's the meeting ID.
[00:05:54.000 --> 00:06:00.000]   They go there and boom, they're seeing your screen. So now they're seeing the document. And as I said, they could collaborate with you.
[00:06:00.000 --> 00:06:06.000]   You could say, "Well, can you annotate this?" And you give them control. You could jointly share control. You can give them control.
[00:06:06.000 --> 00:06:14.000]   I mean, it's just really incredible. There is one low monthly rate. Once you sign up, that makes it very affordable.
[00:06:14.000 --> 00:06:19.000]   You don't have to count meetings. You can just use it anytime you feel like it. Easy to set up meetings ahead of time.
[00:06:19.000 --> 00:06:27.000]   Right now it's free. So that's the best part. Just try it free. I want some Mac people to try it so we can get some feedback on how you're liking it.
[00:06:27.000 --> 00:06:34.000]   30-day free trial. Go to go to meeting.com/MacBreak. They've been developing this Mac version for quite some time.
[00:06:34.000 --> 00:06:41.000]   They wanted to get it just right. I think they have. I'd like to get your input. Go to meeting.com/MacBreak.
[00:06:41.000 --> 00:06:44.000]   And thank them for their support of the MacBreak Weekly.
[00:06:44.000 --> 00:06:48.000]   Now, as they say, the news.
[00:06:48.000 --> 00:06:56.000]   So since we talked last, iPhone 3.0 software has been kind of banged on and played with. A lot of people have installed it.
[00:06:56.000 --> 00:07:03.000]   I guess you can install it on anything if you have a developer, if you're a Mac developer or a iPhone developer.
[00:07:03.000 --> 00:07:10.000]   So a lot of people are playing with it. Some interesting results people are getting. For instance, tethering is definitely in there.
[00:07:10.000 --> 00:07:14.000]   So as video apparently, we're seeing some screens that say video as a possibility.
[00:07:14.000 --> 00:07:19.000]   And rumor has it that the new Skype application, which was released, was that today or yesterday?
[00:07:19.000 --> 00:07:20.000]   Today. Today.
[00:07:20.000 --> 00:07:21.000]   Today.
[00:07:21.000 --> 00:07:28.000]   They say that it will, you can do calls on it over the 3G in version 3.0.
[00:07:28.000 --> 00:07:35.000]   So the Skype application that sold or actually is given away in the iPhone store right now will only work with Wi-Fi.
[00:07:35.000 --> 00:07:40.000]   It says the carrier, you know, whatever, doesn't want you to use 3G.
[00:07:40.000 --> 00:07:48.000]   But that makes sense because 3.0 is not really tied to any particular hardware vendor, right?
[00:07:48.000 --> 00:07:55.000]   So, I mean, wireless vendors. So they put it in, but then T-Mobile take or AT&T it take it right out.
[00:07:55.000 --> 00:07:56.000]   Right.
[00:07:56.000 --> 00:07:59.000]   I think that makes sense. I put it, I put it, people just played with it a little bit.
[00:07:59.000 --> 00:08:04.000]   I called the Skype lady this morning and it worked.
[00:08:04.000 --> 00:08:06.000]   Yeah, it is. It is really cool.
[00:08:06.000 --> 00:08:12.000]   Also, you think about how, what a, the rumor has always been that, oh, well, the phone network still wants this to happen.
[00:08:12.000 --> 00:08:22.000]   But then you think about it and you realize that, well, you have an application that allows people to make phone calls on a telephone that they've already bought and paid for without using the wireless, the carrier's actual network.
[00:08:22.000 --> 00:08:26.000]   And so they must be all over themselves saying, yes, please don't make calls on our network.
[00:08:26.000 --> 00:08:29.000]   We're, we have trouble enough getting people's tweets pushed out there.
[00:08:29.000 --> 00:08:32.000]   Just, you know, it's also, it's also, it reminds their revenue.
[00:08:32.000 --> 00:08:36.000]   As a user, I don't really, I don't, I'm not going to change my settings.
[00:08:36.000 --> 00:08:40.000]   I mean, I'm paying most because I want unlimited data, unlimited text messaging.
[00:08:40.000 --> 00:08:44.000]   You know, I'm not, I don't really think about my minutes that much because I never go over my minutes.
[00:08:44.000 --> 00:08:55.000]   I'm not going to really change my service. I mean, I guess some people will, but what I'm mostly concerned about is just making sure that I have all the data and text messaging and being able to have Skype on top of that is, is pretty interesting.
[00:08:55.000 --> 00:09:01.000]   Yeah. I mean, it's going to, it's going to really help me out for international calling because I have a bunch of editors who are like in London and other countries.
[00:09:01.000 --> 00:09:08.000]   And it's always, you always hate that, that, that moment where you're like, I need to, I need to, I can't get this person via email.
[00:09:08.000 --> 00:09:13.000]   I need to tell them that the column is up and they need to get it right now from a different address.
[00:09:13.000 --> 00:09:18.000]   It's going to really, I'm really going to pay $9 just to have a leave a 10 second voicemail. Oh, damn it.
[00:09:18.000 --> 00:09:30.000]   Well, and especially I'm looking at, you know, being in London next week and being able to just simply, once I'm on a Wi-Fi network, just make phone calls, you know, and not have to have it with my laptop.
[00:09:30.000 --> 00:09:35.000]   Literally, if I just have that Wi-Fi connection, I can simply on my hotel room pick up my iPhone and dial out.
[00:09:35.000 --> 00:09:36.000]   It's pretty cool.
[00:09:36.000 --> 00:09:42.000]   Yeah. Can you, I haven't tried it for incoming calls yet. So it will take incoming calls via Skype if you sign up for that.
[00:09:42.000 --> 00:09:46.000]   I haven't tried that yet, but I, from a phone, you mean, right from a phone? Yeah.
[00:09:46.000 --> 00:09:48.000]   I'm assuming, I mean, I haven't tried that yet.
[00:09:48.000 --> 00:09:55.000]   You'd have to, you know, it has a place in your info where it says Skype credit, online number voicemail.
[00:09:55.000 --> 00:10:01.000]   So you have to sign up as always with Skype. You have to sign up for those extra things.
[00:10:01.000 --> 00:10:08.000]   In fact, if you click it, it says you have no Skype credit by credit, online number, your online number is not active by online number.
[00:10:08.000 --> 00:10:13.000]   So I think that all of those features, you know, it's just like a regular.
[00:10:13.000 --> 00:10:18.000]   It, frankly, looks just like Skype on the Mac. I mean, it doesn't look that different.
