
[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:11.000]   [ Music ]
[00:00:11.000 --> 00:00:13.000]   This is Detroit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for Mac Break Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly@cacafly.com.
[00:00:21.000 --> 00:00:28.000]   [ Music ]
[00:00:28.000 --> 00:00:34.000]   This is Mac Break Weekly, episode 173 for December 29, 2009.
[00:00:34.000 --> 00:00:37.000]   Two words, dance belt.
[00:00:37.000 --> 00:00:42.000]   Mac Break Weekly is brought to you by the new voice-activated sync,
[00:00:42.000 --> 00:00:45.000]   featuring hands-free calling, music and podcast search,
[00:00:45.000 --> 00:00:47.000]   and turn-by-turn navigation,
[00:00:47.000 --> 00:00:51.000]   available exclusively on Ford, Lincoln, and Mercury vehicles.
[00:00:51.000 --> 00:00:55.000]   For more details, visit SyncMyRide.com.
[00:00:55.000 --> 00:00:59.000]   And by Squarespace.com, the fast and easy way to publish a
[00:00:59.000 --> 00:01:01.000]   high-quality website or blog.
[00:01:01.000 --> 00:01:04.000]   For a free trial and 10% off your new account,
[00:01:04.000 --> 00:01:08.000]   go to squarespace.com/macbreak
[00:01:08.000 --> 00:01:11.000]   and by audible.com.
[00:01:11.000 --> 00:01:16.000]   To download a free audiobook of your choice, go to audible.com/macbreak.
[00:01:16.000 --> 00:01:20.000]   [ Music ]
[00:01:20.000 --> 00:01:23.000]   It's time for Mac Break Weekly to show the covers of all things
[00:01:23.000 --> 00:01:27.000]   Macintosh, including the Macintosh, as well as the iPod
[00:01:27.000 --> 00:01:29.000]   and the iPhone and ladies and gentlemen, here he is
[00:01:29.000 --> 00:01:31.000]   for the Chicago Sun Times.
[00:01:31.000 --> 00:01:35.000]   Looking good, fueled by big whoppers, what is it?
[00:01:35.000 --> 00:01:37.000]   A whopper Jr.
[00:01:37.000 --> 00:01:39.000]   It is A whopper Jr.
[00:01:39.000 --> 00:01:40.000]   Sossed.
[00:01:40.000 --> 00:01:42.000]   Multiple multiple whoppers.
[00:01:42.000 --> 00:01:45.000]   You guys have been talking about your own diet and health
[00:01:45.000 --> 00:01:46.000]   and fitness tips.
[00:01:46.000 --> 00:01:50.000]   Mine has been to add the season one of Man vs. Food to my
[00:01:50.000 --> 00:01:52.000]   Roku box that I have in the kitchen.
[00:01:52.000 --> 00:01:55.000]   When I'm cooking food and eating meals, that's on it.
[00:01:55.000 --> 00:01:58.000]   Maybe I won't have a little whole pork tenderloin.
[00:01:58.000 --> 00:02:00.000]   Maybe I'll just leave half of it for tomorrow.
[00:02:00.000 --> 00:02:01.000]   A little less of that.
[00:02:01.000 --> 00:02:03.000]   Andy Inaco from the Chicago Sun Times and the
[00:02:03.000 --> 00:02:05.000]   Celestial Waste of Band with CWOB.com.
[00:02:05.000 --> 00:02:06.000]   Good to see you, Andrew.
[00:02:06.000 --> 00:02:10.000]   Also the wasting away Alex Lindsay, who has -- have you made
[00:02:10.000 --> 00:02:11.000]   your goal, Alex?
[00:02:11.000 --> 00:02:12.000]   No.
[00:02:12.000 --> 00:02:14.000]   In fact, I lost a little ground.
[00:02:14.000 --> 00:02:18.000]   I lost a little ground over the -- my mother-in-law was in town.
[00:02:18.000 --> 00:02:19.000]   It was Christmas.
[00:02:19.000 --> 00:02:20.000]   Oh, my goodness.
[00:02:20.000 --> 00:02:21.000]   You got to eat.
[00:02:21.000 --> 00:02:22.000]   I was in the middle of the year.
[00:02:22.000 --> 00:02:24.000]   And people keep sending -- you know, people are undermining
[00:02:24.000 --> 00:02:25.000]   us because they keep sending us food.
[00:02:25.000 --> 00:02:26.000]   We've got cookies.
[00:02:26.000 --> 00:02:27.000]   We've got --
[00:02:27.000 --> 00:02:28.000]   Those are the temptations.
[00:02:28.000 --> 00:02:29.000]   The only thing that's really a temptation is my mother-in-law's
[00:02:29.000 --> 00:02:30.000]   cooking.
[00:02:30.000 --> 00:02:31.000]   She's from Louisiana.
[00:02:31.000 --> 00:02:33.000]   It is -- it is -- it is -- it is -- it is -- it's like
[00:02:33.000 --> 00:02:34.000]   I had peas for New Year's.
[00:02:34.000 --> 00:02:38.000]   Black-eyed peas and sweet potatoes and incredibly cooked meat.
[00:02:38.000 --> 00:02:40.000]   She makes sweet potato pie.
[00:02:40.000 --> 00:02:42.000]   No, she just makes -- she makes sweet potato that's better
[00:02:42.000 --> 00:02:43.000]   than pie.
[00:02:43.000 --> 00:02:44.000]   That's all I'm saying.
[00:02:44.000 --> 00:02:45.000]   I mean, it's -- it's better than pie.
[00:02:45.000 --> 00:02:46.000]   Oh, it is so good.
[00:02:46.000 --> 00:02:49.000]   And so I'm afraid that I -- I -- I -- I -- I indulged.
[00:02:49.000 --> 00:02:52.000]   And now I'm going to -- I'm back on the wagon.
[00:02:52.000 --> 00:02:54.000]   I fell off the wagon, back on the wagon.
[00:02:54.000 --> 00:02:56.000]   I -- I noticed you're eating out a little can of dog food
[00:02:56.000 --> 00:02:57.000]   yesterday.
[00:02:57.000 --> 00:02:58.000]   Cat food.
[00:02:58.000 --> 00:02:59.000]   Cat food is not dog food.
[00:02:59.000 --> 00:03:00.000]   Cat food is a cat food.
[00:03:00.000 --> 00:03:01.000]   Yes.
[00:03:01.000 --> 00:03:02.000]   We -- we traded cat food.
[00:03:02.000 --> 00:03:04.000]   We did -- your cat food is better than my cat food.
[00:03:04.000 --> 00:03:05.000]   Yeah.
[00:03:05.000 --> 00:03:06.000]   Equally tiny portion, however.
[00:03:06.000 --> 00:03:08.000]   But that's the key to the operation.
[00:03:08.000 --> 00:03:13.000]   If we're in operation, I would get the operation to leave me.
[00:03:13.000 --> 00:03:18.000]   Item 1, AT&T announces -- iPhone 2 Good for You, New York City.
[00:03:18.000 --> 00:03:23.000]   AT&T stops selling the iPhone online for like two days.
[00:03:23.000 --> 00:03:24.000]   And now it's online again.
[00:03:24.000 --> 00:03:25.000]   And I -- I don't know.
[00:03:25.000 --> 00:03:27.000]   It seems to me like a tempest in a teapot.
[00:03:27.000 --> 00:03:29.000]   What happened to Anionaka?
[00:03:29.000 --> 00:03:32.000]   Well, according to multiple sources, it's -- it's -- it's -- you can -- you can track
[00:03:32.000 --> 00:03:33.000]   where this started.
[00:03:33.000 --> 00:03:37.000]   Ground Zero was, I think, an e-mail to the consumerist blog explaining
[00:03:37.000 --> 00:03:41.000]   its experience that someone had trying to order a phone online through
[00:03:41.000 --> 00:03:46.000]   AT&T.com and being told that no, this is not -- this is not available
[00:03:46.000 --> 00:03:49.000]   in any New York area code or zip code that he plugged into the site.
[00:03:49.000 --> 00:03:52.000]   So we called -- he got in touch with customer service and customer service
[00:03:52.000 --> 00:03:55.000]   and said, "Oh, well, I can see why your area is not ready for the iPhone.
[00:03:55.000 --> 00:03:57.000]   It does not have enough cell towers."
[00:03:57.000 --> 00:04:01.000]   And of course, this was a good thing to -- to start e-mailing people about.
[00:04:01.000 --> 00:04:04.000]   And that got blogged and retweeted just about all over the place.
[00:04:04.000 --> 00:04:08.000]   AT&T started to backpedal saying, "No, it's not that there's -- isn't enough --
[00:04:08.000 --> 00:04:10.000]   is enough coverage in the New York area.
[00:04:10.000 --> 00:04:14.000]   It's because we've been having a lot of fraud online with orders shipping
[00:04:14.000 --> 00:04:16.000]   to the New York area.
[00:04:16.000 --> 00:04:18.000]   And so we shut it down for a little while.
[00:04:18.000 --> 00:04:21.000]   Meanwhile, Apple was saying, "Well, no, you can go and -- we'll sell -- we'll sell you a phone."
[00:04:21.000 --> 00:04:23.000]   We got phones -- phones, phones, phones.
[00:04:23.000 --> 00:04:24.000]   Come on here.
[00:04:24.000 --> 00:04:25.000]   Makes a great Christmas gift.
[00:04:25.000 --> 00:04:28.000]   If you're going to start trusting AT&T customer service reps,
[00:04:28.000 --> 00:04:30.000]   you've got a problem anyway, right?
[00:04:30.000 --> 00:04:31.000]   I mean, come on.
[00:04:31.000 --> 00:04:33.000]   It's not like they're the most informed folks.
[00:04:33.000 --> 00:04:36.000]   So in AT&T, they said it wasn't this.
[00:04:36.000 --> 00:04:38.000]   This wasn't the problem, right?
[00:04:38.000 --> 00:04:41.000]   Yeah, they -- I don't think we'll ever know what the problem was.
[00:04:41.000 --> 00:04:44.000]   They're claiming that it was because there was online fraud,
[00:04:44.000 --> 00:04:46.000]   but that seems like the safest -- it might even be true,
[00:04:46.000 --> 00:04:48.000]   but it's the safest thing they could say at this point.
[00:04:48.000 --> 00:04:54.000]   The reality is that online sales have been resumed pretty much just over and done with.
[00:04:54.000 --> 00:04:57.000]   And so if there was ever a really good reason why that was going on,
[00:04:57.000 --> 00:04:58.000]   we'll never know what it was.
[00:04:58.000 --> 00:05:01.000]   Well, the thing is, is that I think the conspiracy comes from --
[00:05:01.000 --> 00:05:06.000]   the conspiracy theory arises from the fact that AT&T has been having --
[00:05:06.000 --> 00:05:10.000]   making such a fuss about the -- you know, trying to get iPhone users to use their phone
[00:05:10.000 --> 00:05:11.000]   less.
[00:05:11.000 --> 00:05:13.000]   It's all happened at the same time.
[00:05:13.000 --> 00:05:19.000]   So the timing of this was particularly bad given that AT&T seems like can't handle the push of iPhones.
[00:05:19.000 --> 00:05:23.000]   I know I didn't -- I thought about this later after talking about it the other --
[00:05:23.000 --> 00:05:28.000]   on another show that, you know, if AT&T just fully subsidize the iPhone,
[00:05:28.000 --> 00:05:32.000]   it would take over the market, and I suddenly realized that that's probably not what they want.
[00:05:32.000 --> 00:05:34.000]   You know, what they want is not so many more than themselves.
[00:05:34.000 --> 00:05:37.000]   Well, isn't this -- Aren't we heading into the year, you know, 2010,
[00:05:37.000 --> 00:05:40.000]   where AT&T loses its exclusive?
[00:05:40.000 --> 00:05:42.000]   Isn't this the year that AT&T loses its grip?
[00:05:42.000 --> 00:05:44.000]   I think everyone's been guessing, and no one knows.
[00:05:44.000 --> 00:05:45.000]   Yeah.
[00:05:45.000 --> 00:05:50.000]   I think that the problem that AT&T has is that someone asked me over -- actually this morning --
[00:05:50.000 --> 00:05:55.000]   about why does an AT&T just let other -- you know, why don't they let other people share the pain,
[00:05:55.000 --> 00:05:58.000]   you know, and take, you know, take some of the iPhone.
[00:05:58.000 --> 00:06:03.000]   The problem is that for the first time ever, I think, people are far more attached to their phone
[00:06:03.000 --> 00:06:04.000]   than they are to their carrier.
[00:06:04.000 --> 00:06:09.000]   In fact, they dislike the carrier, just a little bit less than they like their iPhone.
[00:06:09.000 --> 00:06:14.000]   You know, Colleen's been doing tests because we're going to be using a 3G network in Las Vegas for CES.
[00:06:14.000 --> 00:06:15.000]   Right.
[00:06:15.000 --> 00:06:20.000]   And she says that the bandwidth she's getting on AT&T is the best of all of the -- now, that's here, not in Vegas,
[00:06:20.000 --> 00:06:23.000]   but here in the Bay Area is the best of all of them upstream than with fantastic --
[00:06:23.000 --> 00:06:24.000]   Upstream.
[00:06:24.000 --> 00:06:25.000]   Upstream.
[00:06:25.000 --> 00:06:29.000]   But the question is, is whether the other side of that, though, is consistency in downstream.
[00:06:29.000 --> 00:06:30.000]   It's not consistent, we know that.
[00:06:30.000 --> 00:06:38.000]   Because I know that on the bus ride down to San Francisco when I'm on the bus, my Verizon, my FIS,
[00:06:38.000 --> 00:06:45.000]   which is roughly using the same thing that the phones would be using, is much more stable
[00:06:45.000 --> 00:06:47.000]   than what I'm getting more from.
[00:06:47.000 --> 00:06:51.000]   And that's kind of somewhat more important, maybe than just upstream bandwidth.
[00:06:51.000 --> 00:06:54.000]   But from the point of view of streaming from CES, we'd like the best upstream bandwidth.
[00:06:54.000 --> 00:06:57.000]   Of course, AT&T doesn't really have much of a presence in Vegas.
[00:06:57.000 --> 00:07:01.000]   And if you get thousands, hundreds of thousands of things there with our iPhones, it's not --
[00:07:01.000 --> 00:07:02.000]   Yeah, see, that's another problem.
[00:07:02.000 --> 00:07:04.000]   That's one of the reasons why I like my MIFI.
[00:07:04.000 --> 00:07:10.000]   Just on principle, it's good to have your data connection separate from your phone connection.
[00:07:10.000 --> 00:07:15.000]   So at least between AT&T and Verizon, I think I'm confident that no matter where I am,
[00:07:15.000 --> 00:07:19.000]   and even if I'm in an Expo hall with 1.5 million iPhone users,
[00:07:19.000 --> 00:07:21.000]   I'll still be able to get my email and stuff.
[00:07:21.000 --> 00:07:23.000]   What is it like -- I can't remember.
[00:07:23.000 --> 00:07:25.000]   How does the iPhone work at Macworld Expo?
[00:07:25.000 --> 00:07:29.000]   Where presumably there are more iPhones per square inch than any other --
[00:07:29.000 --> 00:07:30.000]   Pretty damn poorly.
[00:07:30.000 --> 00:07:35.000]   I've had situations where I've tried to get a call through but get drop connections or can't --
[00:07:35.000 --> 00:07:37.000]   it just can't make the call.
[00:07:37.000 --> 00:07:43.000]   bandwidth, which was perfectly fine when I'm 10 or 15 miles outside of town,
