
[00:00:00.000 --> 00:00:04.000]   [music]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:13.000]   This is Detroit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for MacBreak Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly@cachiefly.com.
[00:00:29.000 --> 00:00:34.000]   This is MacBreak Weekly, episode 58 for September 19, 2007.
[00:00:34.000 --> 00:00:36.000]   Repeal the Nerd Tax.
[00:00:36.000 --> 00:00:43.000]   MacBreak Weekly is brought to you by audible.com.
[00:00:43.000 --> 00:00:49.000]   For your free audio book, visit audible.com/macbreak.
[00:00:52.000 --> 00:00:56.000]   Time for MacBreak Weekly and MacBreak Weekly today.
[00:00:56.000 --> 00:01:00.000]   Features, I'm so pleased to say Chris Breen from the
[00:01:00.000 --> 00:01:02.000]   Mac 911 column in Macworld magazine.
[00:01:02.000 --> 00:01:04.000]   Of course, he's a regular on the Apple phone show.
[00:01:04.000 --> 00:01:07.000]   I'm sure every other Mac podcast should be a regular on this one.
[00:01:07.000 --> 00:01:12.000]   I don't know why we've unaccountably not had you on more often, but welcome, Chris.
[00:01:12.000 --> 00:01:13.000]   Well, it's great to be back.
[00:01:13.000 --> 00:01:14.000]   Thanks, Lee.
[00:01:14.000 --> 00:01:16.000]   Old buddy, old friend, old pal.
[00:01:16.000 --> 00:01:20.000]   Are you going on Mac the Mac crews in November?
[00:01:20.000 --> 00:01:21.000]   No, I'm not.
[00:01:21.000 --> 00:01:26.000]   I was on the list to go, and then something came up and they said,
[00:01:26.000 --> 00:01:29.000]   "Ah, you were the last one to be invited."
[00:01:29.000 --> 00:01:30.000]   Oh, not.
[00:01:30.000 --> 00:01:31.000]   That's too bad.
[00:01:31.000 --> 00:01:34.000]   Well, I'm not going either, so there you go.
[00:01:34.000 --> 00:01:35.000]   Okay.
[00:01:35.000 --> 00:01:36.000]   That's the answer I said.
[00:01:36.000 --> 00:01:38.000]   I said, "Uh-oh, something's happening.
[00:01:38.000 --> 00:01:40.000]   You sound like Donald Duck."
[00:01:40.000 --> 00:01:43.000]   Did you all of a sudden start downloading email?
[00:01:43.000 --> 00:01:44.000]   No.
[00:01:44.000 --> 00:01:47.000]   That's a neat effect.
[00:01:47.000 --> 00:01:50.000]   You know, I have reason to believe that Chris Breen might be a silon.
[00:01:50.000 --> 00:01:54.000]   I think that's as a red light going up and down his back right now.
[00:01:54.000 --> 00:01:56.000]   Talk some more, Chris.
[00:01:56.000 --> 00:01:58.000]   I'm talking some more.
[00:01:58.000 --> 00:02:03.000]   You sound just like a silon.
[00:02:03.000 --> 00:02:06.000]   This is what we should have made the mackerelope sound like.
[00:02:06.000 --> 00:02:09.000]   Chris, I'm going to hang up on you and call you right back, okay?
[00:02:09.000 --> 00:02:11.000]   Merlin, let's start over.
[00:02:11.000 --> 00:02:13.000]   Merlin, man, I just edited it.
[00:02:13.000 --> 00:02:15.000]   Make it all smooth and silk.
[00:02:15.000 --> 00:02:17.000]   You'd never know it happened, if I remember.
[00:02:17.000 --> 00:02:22.000]   Merlin, man is also here from 43 Folders in the Merlin Man Show at the merlinmanshow.com.
[00:02:22.000 --> 00:02:23.000]   And 43folders.com.
[00:02:23.000 --> 00:02:24.000]   Hey, Merlin.
[00:02:24.000 --> 00:02:25.000]   Hello there.
[00:02:25.000 --> 00:02:26.000]   How are you today?
[00:02:26.000 --> 00:02:29.000]   Suffering from a massive head cold.
[00:02:29.000 --> 00:02:33.000]   I think something like crawled into my nose and like laid eggs.
[00:02:33.000 --> 00:02:34.000]   Machelion.
[00:02:34.000 --> 00:02:38.000]   Something very unpleasant has happened and I'm under the weather.
[00:02:38.000 --> 00:02:41.000]   No, I'm totally loopy and high on the cold medicine.
[00:02:41.000 --> 00:02:42.000]   That's good.
[00:02:42.000 --> 00:02:43.000]   That makes it for a wonderful matter.
[00:02:43.000 --> 00:02:47.000]   Yeah, whenever you can be looping high, we hope you will join us.
[00:02:47.000 --> 00:02:48.000]   I'm loopy and high.
[00:02:48.000 --> 00:02:51.000]   Chris Brin's proud of it.
[00:02:51.000 --> 00:02:57.000]   Alex Lindsay is also here at an undisclosed location somewhere, a Hilton somewhere in the world.
[00:02:57.000 --> 00:02:58.000]   It's actually a Marriott.
[00:02:58.000 --> 00:03:01.000]   They change, you know, these guys, they buy and sell each other's hotels.
[00:03:01.000 --> 00:03:02.000]   So it's a Marriott in Burbank.
[00:03:02.000 --> 00:03:03.000]   I'm actually waiting for a meeting.
[00:03:03.000 --> 00:03:08.000]   So I'm in the quietest place I can find in the Marriott lobby.
[00:03:08.000 --> 00:03:12.000]   None of you are at surprise to hear TechCrunch 40, which is going on in San Francisco right now.
[00:03:12.000 --> 00:03:14.000]   You don't care about Web 2.0?
[00:03:14.000 --> 00:03:15.000]   What is that about?
[00:03:15.000 --> 00:03:18.000]   Is that for 40 year old people?
[00:03:18.000 --> 00:03:20.000]   Yeah, you're not too young, are you?
[00:03:20.000 --> 00:03:21.000]   You're right there.
[00:03:21.000 --> 00:03:22.000]   I would just get in.
[00:03:22.000 --> 00:03:24.000]   You must be this tall to monetize.
[00:03:24.000 --> 00:03:26.000]   You just got it.
[00:03:26.000 --> 00:03:28.000]   I like it.
[00:03:28.000 --> 00:03:31.000]   Mike Harrington's conference going on right now in San Francisco and I'm just watching.
[00:03:31.000 --> 00:03:33.000]   I just watched Twitter Pounce and Jai Koon.
[00:03:33.000 --> 00:03:36.000]   You know, you get basically get the whole conference that way.
[00:03:36.000 --> 00:03:37.000]   It's the easiest way to do it.
[00:03:37.000 --> 00:03:38.000]   Chris Brin's a lucky dog.
[00:03:38.000 --> 00:03:40.000]   He has all the new iPods.
[00:03:40.000 --> 00:03:41.000]   I do.
[00:03:41.000 --> 00:03:45.000]   Well, I don't have the shuffle because it's not.
[00:03:45.000 --> 00:03:49.000]   No, because I didn't need one in Celery or a tote.
[00:03:49.000 --> 00:03:51.000]   What do they call them?
[00:03:51.000 --> 00:03:53.000]   Do they have funny names for them?
[00:03:53.000 --> 00:03:54.000]   No, no, they don't.
[00:03:54.000 --> 00:03:55.000]   Actually, I was expecting that.
[00:03:55.000 --> 00:03:58.000]   I thought that was going to be sort of the restoration hardware show.
[00:03:58.000 --> 00:04:01.000]   So then everything is sort of these non-color colors.
[00:04:01.000 --> 00:04:05.000]   But they are actually those non-color colors, but they don't apply those names to them.
[00:04:05.000 --> 00:04:07.000]   So they say green, but rather than they mean celery.
[00:04:07.000 --> 00:04:08.000]   Celery.
[00:04:08.000 --> 00:04:10.000]   Yeah, my wife would say, I'm sure your wife too.
[00:04:10.000 --> 00:04:11.000]   That's what women do.
[00:04:11.000 --> 00:04:13.000]   They say, oh, no, that's celery.
[00:04:13.000 --> 00:04:14.000]   Right.
[00:04:14.000 --> 00:04:15.000]   It's green.
[00:04:15.000 --> 00:04:16.000]   What are you talking about?
[00:04:16.000 --> 00:04:17.000]   I have.
[00:04:17.000 --> 00:04:18.000]   That's not, that's not pink.
[00:04:18.000 --> 00:04:19.000]   That's shrimp.
[00:04:19.000 --> 00:04:20.000]   Yeah, exactly.
[00:04:20.000 --> 00:04:21.000]   Shrimp.
[00:04:21.000 --> 00:04:25.000]   I once told my wife once asked me what her shirt looked like and I, whether it worked or not.
[00:04:25.000 --> 00:04:28.000]   And I told her it was too desaturated for the pants.
[00:04:28.000 --> 00:04:30.000]   Only you, Alex.
[00:04:30.000 --> 00:04:34.000]   Literally, it literally took her at about six months before she was, she was sure.
[00:04:34.000 --> 00:04:36.000]   This is what we were dating.
[00:04:36.000 --> 00:04:38.000]   Whether she was sure I was straight.
[00:04:38.000 --> 00:04:39.960]   That's too desaturated for the pants.
[00:04:39.960 --> 00:04:42.960]   I love your specular highlights on your earrings though.
[00:04:42.960 --> 00:04:47.520]   Honey, that waistline needs some unsharp matte.
[00:04:47.520 --> 00:04:49.120]   We can goo that.
[00:04:49.120 --> 00:04:51.520]   So by the way, I talked to a plastic surgeon.
[00:04:51.520 --> 00:04:54.880]   I had a long talk at a dinner party with a plastic surgeon the other night and he told
[00:04:54.880 --> 00:05:01.720]   me that he used to use kai power tools goo to demonstrate what the post surgery is going
[00:05:01.720 --> 00:05:03.360]   to look like.
[00:05:03.360 --> 00:05:07.400]   Now he uses basically the same plugin in Photoshop.
[00:05:07.400 --> 00:05:09.920]   He said, don't they sell special?
[00:05:09.920 --> 00:05:11.920]   He said, yeah, but goo is much better.
[00:05:11.920 --> 00:05:13.920]   This is so very, very scientific.
[00:05:13.920 --> 00:05:14.920]   He's, you know what?
[00:05:14.920 --> 00:05:17.760]   He's one of the top plastic surgeons in the area.
[00:05:17.760 --> 00:05:20.920]   Are you getting plastic surgery, Leo?
[00:05:20.920 --> 00:05:21.920]   Yeah.
[00:05:21.920 --> 00:05:24.360]   They said, show me what it would look like without the love handles.
[00:05:24.360 --> 00:05:25.360]   He goes, what do I like this?
[00:05:25.360 --> 00:05:26.360]   And like this.
[00:05:26.360 --> 00:05:27.360]   Actually, you've done that for me.
[00:05:27.360 --> 00:05:30.440]   Anyway, so tell us about the iPod touch.
[00:05:30.440 --> 00:05:31.840]   Compare it to the iPhone, Chris Breen.
[00:05:31.840 --> 00:05:33.840]   Here it's a little smaller and thinner.
[00:05:33.840 --> 00:05:35.240]   It's a little smaller and thinner.
[00:05:35.240 --> 00:05:40.520]   It has no external buttons other than for turning it on and off, which is a problem because
[00:05:40.520 --> 00:05:45.080]   a lot of people use iPods, put them in their pockets, especially if you're writing on an
[00:05:45.080 --> 00:05:46.720]   unsavory subway somewhere.
[00:05:46.720 --> 00:05:48.760]   Oh, you're going to have to look it out, aren't you?
[00:05:48.760 --> 00:05:49.760]   Yeah, exactly.
[00:05:49.760 --> 00:05:52.860]   I mean, we know you've got an iPod because we see the white earbuds, but it may be a
[00:05:52.860 --> 00:05:56.560]   shuffle and you may not be worth killing over this.
[00:05:56.560 --> 00:05:59.840]   In this case, however, they've got, you have to take it out.
[00:05:59.840 --> 00:06:03.160]   There is no way to turn the volume up and down without taking it out of your pocket.
[00:06:03.160 --> 00:06:07.760]   And so either you leave it on in the last year's either you don't hear loud enough or you
[00:06:07.760 --> 00:06:11.680]   sort of hide it, you know, surreptitiously inside your book or something so that you
[00:06:11.680 --> 00:06:15.680]   turn to pay 72 and then you can turn up the volume or change tracks.
[00:06:15.680 --> 00:06:17.960]   That's too bad because I really like the rocker on the iPhone.
[00:06:17.960 --> 00:06:19.800]   I think that's very handy.
[00:06:19.800 --> 00:06:20.800]   It is very handy.
[00:06:20.800 --> 00:06:23.920]   And you look at the design, you think, well, why didn't you do it?
[00:06:23.920 --> 00:06:28.800]   And we all know that the reason that the iPhone's headphone port is recessed is because
[00:06:28.800 --> 00:06:30.080]   Apple liked it that way.
[00:06:30.080 --> 00:06:34.440]   And they liked the look of it and it has nothing to do with anything other than that.
[00:06:34.440 --> 00:06:37.880]   So I think this is another decision where they said, oh, you know, that volume switch
[00:06:37.880 --> 00:06:40.320]   looks a little ugly there.
[00:06:40.320 --> 00:06:41.320]   So let's take it on.
[00:06:41.320 --> 00:06:44.680]   Sure, it'll be less useful, but the lines are beautiful.
[00:06:44.680 --> 00:06:45.680]   Right.
[00:06:45.680 --> 00:06:50.120]   That's the blessing and the curse of Steve Jobs, really.
[00:06:50.120 --> 00:06:51.120]   I think.
[00:06:51.120 --> 00:06:54.240]   I mean, don't you think Steve decides all of this stuff?
[00:06:54.240 --> 00:06:57.600]   You, yeah, I imagine he has a huge, obviously huge amount of input into it.
[00:06:57.600 --> 00:07:00.200]   I could really use a few more little buttons.
[00:07:00.200 --> 00:07:01.800]   He's saying he's a murderer.
[00:07:01.800 --> 00:07:04.520]   He doesn't like buttons every time I try to use that Mighty Mouse.
[00:07:04.520 --> 00:07:05.680]   I was using it today.
[00:07:05.680 --> 00:07:06.920]   It drives me crazy.
[00:07:06.920 --> 00:07:07.920]   Yeah.
[00:07:07.920 --> 00:07:08.920]   Hate that thing.
[00:07:08.920 --> 00:07:09.920]   It's weird.
[00:07:09.920 --> 00:07:11.960]   I haven't, I still haven't gotten over the Mighty Mouse.
[00:07:11.960 --> 00:07:15.640]   I'm afraid it's the first thing I tend to do when I get a computer to get a free button
[00:07:15.640 --> 00:07:16.640]   mouse.
[00:07:16.640 --> 00:07:17.640]   It's painful to use.
[00:07:17.640 --> 00:07:22.680]   You know, you keep double clicking my accident, which by default opens X, Bizet or no, the
[00:07:22.680 --> 00:07:23.680]   dashboard or something.
[00:07:23.680 --> 00:07:25.040]   And then you have to lift the finger.
[00:07:25.040 --> 00:07:26.040]   I mean, I just, it's sorry.
[00:07:26.040 --> 00:07:27.320]   I just, it's a bad.
[00:07:27.320 --> 00:07:30.320]   So again, once again, the anti button contingency wins again.
[00:07:30.320 --> 00:07:34.200]   Was there some rumor going around that there'd be some adjustment where when you double click
