
[00:00:00.000 --> 00:00:04.000]   [music]
[00:00:04.000 --> 00:00:06.000]   Netcast you love.
[00:00:06.000 --> 00:00:08.000]   From people you trust.
[00:00:08.000 --> 00:00:13.000]   This is Detroit.
[00:00:13.000 --> 00:00:17.000]   Bandwidth for MacBreak Weekly is provided by
[00:00:17.000 --> 00:00:21.000]   cashfly@cachafly.com.
[00:00:29.000 --> 00:00:35.000]   This is MacBreak Weekly, episode 45, for June 19, 2007.
[00:00:35.000 --> 00:00:37.000]   Talk time.
[00:00:37.000 --> 00:00:43.000]   MacBreak Weekly is brought to you by Audible.com.
[00:00:43.000 --> 00:00:48.000]   For your free audiobook visit audible.com/macbreak.
[00:00:48.000 --> 00:00:53.000]   Time for MacBreak Weekly to show the covers.
[00:00:53.000 --> 00:00:55.000]   Nothing but iPhones all the time.
[00:00:55.000 --> 00:00:59.000]   You might as well just call it the Scott Born Apple Phone Show show.
[00:00:59.000 --> 00:01:00.000]   Part 2.
[00:01:00.000 --> 00:01:01.000]   Thank you.
[00:01:01.000 --> 00:01:05.000]   If you're not sick of hearing about the iPhone on the Apple phone show,
[00:01:05.000 --> 00:01:06.000]   you can listen to us here.
[00:01:06.000 --> 00:01:08.000]   Well, we're going to cover it somehow differently.
[00:01:08.000 --> 00:01:11.000]   I don't know how, but somehow.
[00:01:11.000 --> 00:01:14.000]   There is no other story.
[00:01:14.000 --> 00:01:16.000]   I wish we didn't have to.
[00:01:16.000 --> 00:01:19.000]   We'd got to cover it because it's coming out a week from Friday.
[00:01:19.000 --> 00:01:24.000]   Also, here back from his travels around the world, Mr. Alex Lindsay of the Pixelcore.
[00:01:24.000 --> 00:01:25.000]   Hello, Alex.
[00:01:25.000 --> 00:01:26.000]   Hey, how are we going?
[00:01:26.000 --> 00:01:27.000]   It's great to have you back.
[00:01:27.000 --> 00:01:28.000]   We missed you terribly.
[00:01:28.000 --> 00:01:30.000]   It's good to be back.
[00:01:30.000 --> 00:01:31.000]   Do you have a good trip?
[00:01:31.000 --> 00:01:32.000]   I did.
[00:01:32.000 --> 00:01:33.000]   I had a great trip.
[00:01:33.000 --> 00:01:37.000]   I got to travel over a large portion of southern and eastern Africa.
[00:01:37.000 --> 00:01:41.000]   And ended up in a roux show, Tanzania, for TED.
[00:01:41.000 --> 00:01:42.000]   TED Global.
[00:01:42.000 --> 00:01:43.000]   Yeah, you did.
[00:01:43.000 --> 00:01:46.000]   Nice piece on that on our TV show, The Lab with Leo.
[00:01:46.000 --> 00:01:47.000]   Hey.
[00:01:47.000 --> 00:01:49.000]   Yeah, people will be able to see some video of that stuff.
[00:01:49.000 --> 00:01:50.000]   It's really cool.
[00:01:50.000 --> 00:01:53.000]   Yeah, it was really well done, conference.
[00:01:53.000 --> 00:01:55.000]   It's one of the things you don't know what.
[00:01:55.000 --> 00:01:57.000]   I had never been to a TED before, so I didn't know what to expect.
[00:01:57.000 --> 00:02:03.200]   It was a very complex conference to do because there was 400 people in eight different hotels
[00:02:03.200 --> 00:02:05.000]   that are all 40 minutes apart.
[00:02:05.000 --> 00:02:08.000]   So to get everybody into the same place at the same time was pretty exciting.
[00:02:08.000 --> 00:02:11.000]   And it was a lot of great speakers and bono and the president hands in the end.
[00:02:11.000 --> 00:02:13.000]   You know, all that stuff.
[00:02:13.000 --> 00:02:14.000]   So it was good.
[00:02:14.000 --> 00:02:15.000]   Well, welcome back.
[00:02:15.000 --> 00:02:17.000]   Also, Merlin Mann is here.
[00:02:17.000 --> 00:02:20.000]   He of the 43 folders.
[00:02:20.000 --> 00:02:21.000]   I had this idea.
[00:02:21.000 --> 00:02:22.000]   I'm going to abandon it.
[00:02:22.000 --> 00:02:27.400]   But I did have an idea that every time somebody said the word iPhone, I was going to imagine
[00:02:27.400 --> 00:02:29.000]   that they were actually saying dengue fever.
[00:02:29.000 --> 00:02:34.000]   And I would just something to mix it up, something to keep it kind of interesting.
[00:02:34.000 --> 00:02:37.000]   Kind of is like dengue fever when you're talking about it.
[00:02:37.000 --> 00:02:38.000]   It's spreading rapidly.
[00:02:38.000 --> 00:02:40.000]   It's very painful.
[00:02:40.000 --> 00:02:41.000]   It's hemorrhagic.
[00:02:41.000 --> 00:02:42.000]   Yeah.
[00:02:42.000 --> 00:02:46.000]   I think that's the way a lot of the other cell phone manufacturers.
[00:02:46.000 --> 00:02:47.000]   They've got to be plausing.
[00:02:47.000 --> 00:02:50.000]   I mean, they've got to be looking at this and looking at the attention it's getting.
[00:02:50.000 --> 00:02:54.160]   And not just in our little corner of the world where we're, of course, we're enthusiasts.
[00:02:54.160 --> 00:02:57.880]   But I just saw a story that said two out of three people know about the iPhone.
[00:02:57.880 --> 00:02:59.680]   That's a huge recognition factor.
[00:02:59.680 --> 00:03:03.320]   And I guess they said that I guess the new thing now is 19 million people are interested
[00:03:03.320 --> 00:03:04.520]   in buying one.
[00:03:04.520 --> 00:03:05.520]   That gets me.
[00:03:05.520 --> 00:03:06.520]   Yeah.
[00:03:06.520 --> 00:03:08.760]   Those are many, many people who haven't seen the price tag yet.
[00:03:08.760 --> 00:03:13.160]   Well, I think a lot of these stories where, you know, the rising tide raises all boats.
[00:03:13.160 --> 00:03:15.240]   I mean, there's so many kinds of technology.
[00:03:15.240 --> 00:03:17.040]   This is everybody else.
[00:03:17.040 --> 00:03:18.040]   It does.
[00:03:18.040 --> 00:03:20.200]   People do not except for total nerds.
[00:03:20.200 --> 00:03:23.040]   There aren't that many people that buy two $600 phones.
[00:03:23.040 --> 00:03:24.040]   Right.
[00:03:24.040 --> 00:03:26.280]   Hey, Scott, have you looked at the iPhone clones?
[00:03:26.280 --> 00:03:27.680]   Because there are a lot of them now.
[00:03:27.680 --> 00:03:29.680]   Have you played with any of these?
[00:03:29.680 --> 00:03:34.120]   The closest I've come is I've played with the Nokia 995 that you have.
[00:03:34.120 --> 00:03:35.120]   Yeah.
[00:03:35.120 --> 00:03:36.200]   I mean, it's not trying to be an iPhone.
[00:03:36.200 --> 00:03:37.920]   It's not a touchscreen and so forth.
[00:03:37.920 --> 00:03:38.920]   It's just a full phone.
[00:03:38.920 --> 00:03:41.560]   No, we have asked, we've asked to get some review units.
[00:03:41.560 --> 00:03:42.880]   They're on the way, allegedly.
[00:03:42.880 --> 00:03:44.680]   And we do want to do some comparisons.
[00:03:44.680 --> 00:03:50.560]   But as soon as the iPhone comes out, part of my focus will be making sure I learn everything
[00:03:50.560 --> 00:03:52.760]   that it does well first.
[00:03:52.760 --> 00:03:55.120]   And then we'll start to do some comparisons.
[00:03:55.120 --> 00:03:59.920]   And today, obviously, some interesting news came out that Apple has you to press release
[00:03:59.920 --> 00:04:04.160]   talking about extended battery life and a different cover for the phone.
[00:04:04.160 --> 00:04:06.080]   That's going to create even more buzz.
[00:04:06.080 --> 00:04:10.280]   Why would they wait till two weeks before it comes out to make that announcement?
[00:04:10.280 --> 00:04:13.640]   Maybe just to make John C. Devorak look like a jackass.
[00:04:13.640 --> 00:04:15.400]   Why was he complaining about battery life?
[00:04:15.400 --> 00:04:16.400]   Oh, yeah.
[00:04:16.400 --> 00:04:17.600]   45 minutes was his claim.
[00:04:17.600 --> 00:04:18.680]   Well, we don't know.
[00:04:18.680 --> 00:04:22.560]   I mean, I'll tell you right now that it's not going to get what Apple is claiming.
[00:04:22.560 --> 00:04:26.040]   No, but if it gets half what it's claiming, it's 10 times more than what everybody else
[00:04:26.040 --> 00:04:27.040]   is saying.
[00:04:27.040 --> 00:04:28.040]   Yeah.
[00:04:28.040 --> 00:04:29.720]   Well, again, we won't know till it comes out.
[00:04:29.720 --> 00:04:31.440]   It's easy to say all this.
[00:04:31.440 --> 00:04:35.240]   They do have a chart up that on their website that shows a comparison.
[00:04:35.240 --> 00:04:36.240]   Oh, well, there you go.
[00:04:36.240 --> 00:04:37.240]   They got a chart.
[00:04:37.240 --> 00:04:38.240]   It's a chart.
[00:04:38.240 --> 00:04:39.240]   I didn't know there was a chart.
[00:04:39.240 --> 00:04:40.240]   Oh, I'm sorry.
[00:04:40.240 --> 00:04:41.240]   I'm sorry.
[00:04:41.240 --> 00:04:45.560]   It's on the same claims that are made by other cell phone carriers, which are obviously also
[00:04:45.560 --> 00:04:46.560]   optimistic.
[00:04:46.560 --> 00:04:47.560]   Hmm.
[00:04:47.560 --> 00:04:49.400]   Maybe they're less optimistic than Apple's though.
[00:04:49.400 --> 00:04:50.400]   We don't.
[00:04:50.400 --> 00:04:52.480]   There's no standard for optimism.
[00:04:52.480 --> 00:04:53.480]   That's true.
[00:04:53.480 --> 00:04:54.480]   We'll find out.
[00:04:54.480 --> 00:04:55.800]   What is the optimism multipliers?
[00:04:55.800 --> 00:04:56.800]   They're a stand.
[00:04:56.800 --> 00:04:57.800]   You say we don't know.
[00:04:57.800 --> 00:04:58.800]   I don't think Apple would.
[00:04:58.800 --> 00:05:02.560]   I don't think Apple would start trumpeting this battery life unless they really did think
[00:05:02.560 --> 00:05:03.800]   they were going to have some substance.
[00:05:03.800 --> 00:05:04.800]   And this is substantive.
[00:05:04.800 --> 00:05:06.360]   Yeah, it's a lot of battery.
[00:05:06.360 --> 00:05:10.600]   Three hours talk time is longer than almost any phone I know.
[00:05:10.600 --> 00:05:11.600]   I know.
[00:05:11.600 --> 00:05:12.920]   Internet use six hours.
[00:05:12.920 --> 00:05:14.920]   Video playback seven hours.
[00:05:14.920 --> 00:05:16.400]   Audio playback 24 hours.
[00:05:16.400 --> 00:05:17.440]   It doesn't have a video phone.
[00:05:17.440 --> 00:05:19.000]   It doesn't have a video camera, right?
[00:05:19.000 --> 00:05:20.000]   It just does still.
[00:05:20.000 --> 00:05:21.000]   Do we know that?
[00:05:21.000 --> 00:05:22.600]   I don't know if we know that.
[00:05:22.600 --> 00:05:24.200]   Well, we don't.
[00:05:24.200 --> 00:05:25.680]   We don't know for sure.
[00:05:25.680 --> 00:05:26.680]   Okay.
[00:05:26.680 --> 00:05:27.680]   Nobody's ever said anything about video.
[00:05:27.680 --> 00:05:30.920]   And we do know it's a two megapixel camera, which is a little disappointing.
[00:05:30.920 --> 00:05:34.080]   And another thing that I saw, and I don't know whether you guys talked about this or
[00:05:34.080 --> 00:05:38.440]   no, not the idea that you're going to have to buy the data, whether you're going to
[00:05:38.440 --> 00:05:40.120]   use it or not, the data service.
[00:05:40.120 --> 00:05:42.640]   We have no, we have no confirmation of that yet.
[00:05:42.640 --> 00:05:43.640]   All of this is unknown.
[00:05:43.640 --> 00:05:44.640]   That's the problem is it.
[00:05:44.640 --> 00:05:47.360]   Well, I think that's going to be the thing that is the difference between them selling
[00:05:47.360 --> 00:05:50.800]   three million in the first two weeks and them selling, you know, I don't know.
[00:05:50.800 --> 00:05:55.440]   I think people are going to get look, a lot of people are going to be in line on Friday.
[00:05:55.440 --> 00:06:00.280]   They will all buy a phone regardless of what they're told at the counter.
[00:06:00.280 --> 00:06:01.920]   That'll be a million dollars in your first one.
[00:06:01.920 --> 00:06:02.920]   Thanks.
[00:06:02.920 --> 00:06:03.920]   Where do I give you the check?
[00:06:03.920 --> 00:06:06.480]   They're going to wait in line for that long.
[00:06:06.480 --> 00:06:07.960]   They're going to buy the phone.
[00:06:07.960 --> 00:06:08.960]   Right.
[00:06:08.960 --> 00:06:10.280]   Of course, that's not, but I don't know.
[00:06:10.280 --> 00:06:11.280]   What is that?
[00:06:11.280 --> 00:06:12.280]   A million?
[00:06:12.280 --> 00:06:13.280]   I don't know how many that is.
[00:06:13.280 --> 00:06:14.280]   Who knows?
[00:06:14.280 --> 00:06:19.400]   I don't think we've ever seen this is comparable to the, this is comparable to the, the excitement
[00:06:19.400 --> 00:06:23.120]   over the PlayStation three or the Nintendo Wii.
[00:06:23.120 --> 00:06:27.360]   Except that unlike those, this, this crosses demographic borders.
[00:06:27.360 --> 00:06:29.320]   I mean, you're only interested in a PlayStation three.
[00:06:29.320 --> 00:06:31.920]   If you're a gamer, this, this is everyone.
[00:06:31.920 --> 00:06:32.920]   This is businessmen.
[00:06:32.920 --> 00:06:36.120]   This is anybody who uses a cell phone, which is everyone.
[00:06:36.120 --> 00:06:40.920]   I have to say, I think this is the largest consumer product launch ever.
[00:06:40.920 --> 00:06:44.120]   And it'll either be really, really good or really not.
[00:06:44.120 --> 00:06:46.680]   So, or maybe in the middle, we don't know.
[00:06:46.680 --> 00:06:50.920]   Well, they do, they do, they say their battery life is going to be a lot better than mine.
[00:06:50.920 --> 00:06:54.760]   My Nokia N95 like twice as good.
[00:06:54.760 --> 00:07:00.240]   Almost as much, how much, I mean, blackberry curve, four hours, palm trio, four hours, blackjack,
[00:07:00.240 --> 00:07:01.800]   5.5, eight hours is great.
[00:07:01.800 --> 00:07:05.920]   I mean, if they get eight hours, you know what, I would buy it just for that.
[00:07:05.920 --> 00:07:07.920]   I think my palm trio is like really 45 minutes.
[00:07:07.920 --> 00:07:08.920]   Yeah.
[00:07:08.920 --> 00:07:09.920]   I mean, that's really good.
[00:07:09.920 --> 00:07:11.680]   Seven hours of the year that's true.
